unit_id,JobThroughput,RackInletTemp,GpuTemp,do_cooling_setpoint_controller
0,32.1324214941268,47.02811449821783,64.40288984764707,66.25
1,38.95815813410125,50.44736901532999,54.618309045910024,66.25
2,37.20947648920338,54.32236088537111,43.271744846517365,66.25
3,29.317886105808483,48.33518134056914,38.556032363813145,66.25
4,20.228933765355933,72.81369141915293,45.535571253436956,66.25
5,11.04935788103611,74.8016295123794,65.84759423431294,66.25
6,37.81480348414267,56.401197878799046,53.969111994027216,66.25
7,41.624035246967466,54.42966429154237,49.56178402560678,66.25
8,23.037663756169728,58.58724716171811,71.61689832241633,66.25
9,54.588647132800446,43.734551303728,52.14942913256949,66.25
10,13.429797433229064,51.779077721968925,49.63044730551202,66.25
11,52.26197381285199,41.2660692837419,53.419959147119286,66.25
12,24.06463388784059,58.97541816939441,45.97297207147731,66.25
13,25.50307529411557,44.357976955168326,56.16226455043703,66.25
14,23.178288785498797,59.28409156190527,65.91520919399022,66.25
15,28.02450528483738,55.5233853566858,48.29550512758099,66.25
16,37.28009155810485,51.3667808095913,33.95566300845127,66.25
17,14.525106136349494,62.54128049416877,36.05834902675334,66.25
18,20.520590946341713,63.66267283610058,29.14224511517807,66.25
19,37.604153703957586,56.92043243898235,45.02438121177427,66.25
20,38.00384692842464,54.93563420125382,34.94852814567711,66.25
21,46.850878728382675,59.75334376094571,41.42980695412963,66.25
22,70.4255031143371,29.720556388313266,37.6676912832152,66.25
23,6.0863102741648945,58.1987697110747,51.89996260569835,66.25
24,24.582552165194006,67.99492614967014,52.97716512066054,66.25
25,18.39346152517254,65.69259321427967,52.259611336570025,66.25
26,17.753605130498674,67.19637048268105,59.126062455971294,66.25
27,41.68340135442403,33.39697458844969,48.23975953510517,66.25
28,21.884636248834706,67.86689783566698,78.64243872343954,66.25
29,22.880107429439917,60.81993106083768,45.321804359797994,66.25
30,57.449990019035475,52.8152115550453,46.461680747931965,66.25
31,46.24759120214791,60.542658074211445,51.94881909343313,66.25
32,16.65558910035636,71.85974801776413,43.96235777580147,66.25
33,30.61808083769913,60.41920095185422,36.535439324890945,66.25
34,56.606541700013125,54.99864083223664,60.42512143710785,66.25
35,55.24159980516893,60.37297167294847,50.24560993727886,66.25
36,34.136300572888175,44.606686381969304,47.24185102656772,66.25
37,29.651627625851894,65.80507296224033,62.62148265740629,66.25
38,26.843697536735917,61.47522577667675,15.934201196984139,66.25
39,34.32642615960716,43.71163405230642,47.597457313343185,66.25
40,34.209145931500856,43.96550102919775,44.305349613233346,66.25
41,37.53691823764637,60.89083862848444,51.91962439829508,66.25
42,34.59874280882387,45.82716887979047,48.49354649738257,66.25
43,23.942602597737316,71.99564019603235,56.597703764254085,66.25
44,26.959656071522502,55.055601298400404,55.817312346643384,66.25
45,44.473350590360106,44.765583666371995,46.60678119958691,66.25
46,29.988109387752253,48.98529673949046,57.287923980965815,66.25
47,23.04096345197272,49.37219085926927,36.117530577469665,66.25
48,13.964226072000805,57.888488933672825,59.923990748827094,66.25
49,22.451114841881477,62.56374648064204,36.7074825812075,66.25
50,37.28530431080384,48.010025351524305,46.68660401260269,66.25
51,34.127422913510024,69.11416577040862,46.99034403525347,66.25
52,52.856863867623886,43.663707064824564,56.21629401970773,66.25
53,32.28463734653804,62.322787555550214,54.04953193208241,66.25
54,8.547727689059803,75.73244300493768,51.53550226229634,66.25
55,19.86722628477591,83.67049768748016,55.724156742184825,66.25
56,30.280777897542194,37.4741260574807,66.46222510017981,66.25
57,43.595732942575715,37.74760062985696,49.90601505569275,66.25
58,19.47082222614492,46.67201453079656,49.4103331170393,66.25
59,22.711544371853304,66.26287632672131,40.64031402908221,66.25
60,46.99538176916112,47.555323505558675,23.896311718886796,66.25
61,42.42736793169063,61.980011920089794,47.56181343291327,66.25
