unit_id,JobThroughput,DiskIoWait,do_cooling_setpoint_controller
0,17.444570619780407,53.96917857558946,48.75
1,20.2900498489943,61.10023578689287,48.75
2,23.368016585749665,39.285579371771135,48.75
3,40.78080197230834,41.536278178283695,48.75
4,13.052787979187574,55.566406150339226,48.75
5,30.03901911326897,43.734126326303475,48.75
6,17.251935386559634,32.93947638165952,48.75
7,11.720956652329122,36.99001193553263,48.75
8,24.54170620551929,49.29967213788702,48.75
9,34.531223766975444,67.27557449815119,48.75
10,23.581459612915815,37.58354139401197,48.75
11,32.36510082178126,45.031513218968854,48.75
12,15.366397170073213,65.29858106261341,48.75
13,26.812158085219547,45.48525712372956,48.75
14,23.22202098688229,34.24163630329907,48.75
15,21.658506029283576,36.45538012051333,48.75
16,8.632624266438075,50.264909280622376,48.75
17,13.881939020454851,73.37304533261677,48.75
18,33.999519426007744,61.078149618463215,48.75
19,13.987142998193365,47.76634470854555,48.75
20,2.722900735960417,52.026955839621266,48.75
21,26.200370015801496,69.52794429351022,48.75
22,27.960475781797463,40.07020036140609,48.75
23,26.34856487755925,41.45454523042041,48.75
24,26.190542750382473,55.51486692917529,48.75
25,20.432747468933535,70.69196964842313,48.75
26,18.68946634435405,35.2711834415156,48.75
27,20.814722567739125,82.03864798621132,48.75
28,23.568679742414716,47.73768784820209,48.75
29,7.991475305037419,39.604078225598364,48.75
30,16.10254168033522,46.97159169957679,48.75
31,40.82214766458342,37.448355055399546,48.75
32,15.085837534650992,58.63171357004533,48.75
33,19.601022123153722,49.860949547847504,48.75
34,17.747150013924266,44.38180199394529,48.75
35,15.590970956943321,54.69756170796066,48.75
36,26.540909506639217,29.69280633465337,48.75
37,15.584560389789596,33.011887201341224,48.75
38,19.79390315516484,58.728462395130975,48.75
39,26.077998621532828,43.284910792715266,48.75
40,23.509986740296373,34.24633638149011,48.75
41,10.715217439169907,39.17441667272583,48.75
42,19.881273922030545,41.278606361992615,48.75
43,6.28070363718013,29.766516830479077,48.75
44,38.719988360864924,61.63609500417009,48.75
45,7.654115294348687,14.580165871295165,48.75
46,15.319588340623525,68.66374714293637,48.75
47,18.78633690996315,43.751295297832215,48.75
48,15.450188951575793,41.28920182214132,48.75
49,49.98597577151389,80.64512279812087,48.75
50,21.843929469818995,68.3263900298633,48.75
51,30.956736885780426,60.199415605233185,48.75
52,26.82552945579126,70.68116576597919,48.75
53,17.173721932325872,61.93022258008353,48.75
54,28.227597816298086,34.740230153416256,48.75
55,16.635078921307834,63.82382871456157,48.75
56,26.86778371013335,60.21518843314105,48.75
57,32.14527176193306,54.709546830781505,48.75
58,26.46287344474503,36.014461403556396,48.75
59,20.596996381757688,65.56340209660151,48.75
60,22.37933309769177,49.89816178842195,48.75
61,25.714901453141835,59.03961552989843,48.75
62,17.957888223317784,34.59498438533687,48.75
63,20.855937392549986,49.339176130884496,48.75
64,20.59452945170434,50.605395214980206,48.75
65,21.945101732754488,53.5564560544866,48.75
66,18.83407502242488,43.39103659475506,48.75
67,15.120114420358284,54.991561864639706,48.75
68,16.424614310422868,62.22333956583927,48.75
69,29.33997992436329,70.854475744622,48.75
70,22.868727675273064,18.522127013812575,48.75
