unit_id,JobThroughput,RackInletTemp,CpuClock,JobQueueDepth
0,15.809581545714495,67.87168808333934,43.76286167814856,50.925354135771535
1,16.906175375060844,60.24379389296641,58.91266201552376,51.3709745567028
2,17.584731285514412,41.56512244216587,51.04743175223696,43.71075917462822
3,8.617932324936495,69.68758846169999,37.07471234086356,58.439658464154405
4,26.32619775478221,47.964846749837925,54.59712144412946,59.89460342492106
5,21.71525557810619,51.967155471152736,46.20610384630446,43.20864794480186
6,21.929460102239563,55.84392265050256,56.02314404797395,36.08486424727396
7,29.933561091558193,54.34329225963259,51.05988237396143,44.50938313120055
8,17.497278538029224,51.28471087754955,48.511429106170944,67.77949008735402
9,4.144258501671974,66.69862033941118,58.19913265243125,52.22184427634165
10,13.532885054836607,49.905461993512546,37.96394353634469,72.63494113690881
11,21.132866876451637,77.02999509578255,60.96095957690162,65.94985627818129
12,26.259359408733882,55.524262003546625,68.62871880479689,46.493426576990814
13,18.679336952189402,48.61633868164845,49.839239319059644,45.33586747153421
14,15.3901184473241,61.91687686409966,69.71344658319799,75.90346586207193
15,26.704385773170785,65.54221236205692,52.86819808420643,48.592804476174905
16,23.481737753198907,73.69207582225205,42.96353566444971,68.59708134337363
17,19.364374726868487,49.42682679756145,41.42915981998395,53.73387396575645
18,37.9766000157624,67.64739285555076,55.380199362897514,58.13112343427704
19,23.52874365461725,47.29698572412395,55.94374810242293,53.127846579518156
20,21.583306808882625,50.64149507309586,61.86868995538122,36.612625906677344
21,21.40612547573104,53.25539205142135,28.970318312045702,61.888080378557085
22,58.26511873603744,55.446286020440695,52.116030262222566,32.26596003703609
23,23.07175235075029,70.0106527553718,55.36019004506489,21.477585520537783
24,6.315032390167577,50.7557007068435,46.36342253629762,56.81887636031572
25,9.973643833815835,53.11022370080929,40.68233546806807,46.618429621358935
26,45.87731363188968,64.1428228824254,43.597318875794976,21.33925461005075
27,22.205465461747032,50.014769916986445,40.993449365867725,31.17047576131277
28,9.209326996908885,62.61795791336178,60.78920825621542,55.33470826403226
29,29.433453027834897,34.88376221473046,37.89928753547905,58.51865425282224
30,30.27390214656233,57.57175971393616,39.82661455290528,24.740601715355993
31,40.93155311898124,49.190672841001714,49.05280108349152,28.496032800872563
32,17.56026059409785,50.70657315057915,58.87227161190859,56.029530176307944
33,54.7182231991584,47.901083842328575,71.10569270896589,39.324298681803654
34,35.46960595942619,50.631677141974805,38.61982788662732,28.962422178908046
35,26.633971433296164,35.46099450598155,58.07249735810839,56.332709305771715
36,41.843592881974956,44.17677942314438,53.943643119997496,36.776511970776426
37,43.47062959868825,61.29925692069754,56.107636598531656,46.866054751681936
38,14.058752425637199,60.755742501940574,42.500541295419396,46.86513982603123
39,15.421794613414239,76.64453815281769,45.15071968395024,66.81036550711038
40,8.711950875992628,61.30239638573383,44.69487360887396,35.01165647379315
41,15.560722029815302,73.77459460282638,45.81212860982007,42.21618658930425
42,46.435519774709135,45.92680108299487,53.43563872930157,49.96107720988824
43,28.9685188970508,49.418643600543525,41.06409115290156,60.423927536376894
44,25.5356127518348,60.131498093995596,49.29707139556279,77.78017126792713
45,8.902303187382083,65.80469333579771,68.44974217040316,66.77698704555254
46,39.13812672938444,59.06780663574812,60.86403067690716,49.39289263901398
47,39.48389286983592,50.00346608212576,41.376054756531694,63.47230771846265
48,14.323955555155695,62.928359502713775,40.6289450516921,43.2686123327553
49,42.92766693700471,51.02163175757067,59.21534338293865,52.156754656497746
50,6.259618553476948,69.05297821156606,58.573436821164776,54.88636395901097
51,15.143705196375974,71.22084622113594,45.2460098114233,39.106901724031914
52,14.50844759005474,55.67628121527923,47.440816592244865,65.97880337130248
53,55.07102892999217,44.791835518549455,38.994923337415266,44.39309096469554
54,13.02979513545999,62.62082979245921,55.217983321454284,64.68822028770619
55,25.297574832931247,64.69921152694157,46.705051544941995,48.67603304532962
56,21.694325699588838,63.68146126590707,56.31417019700988,29.88115828399457
57,31.320117658282896,52.53262491056948,59.41822385300127,57.4062897213337
58,1.8026785423028278,67.32442699233361,52.75280804163275,41.25425102442874
59,36.15905502122966,25.54266199815321,43.39976983764373,73.34004956368699
60,31.37221888456653,52.7588546690473,61.10534298915413,57.93952726358091
61,4.141815865868923,75.1345017146738,43.86640089261945,59.95622851384097
62,57.9053301424248,56.206731709838785,54.641987937296655,44.33507247689637
63,28.20147463614549,57.3064983086967,65.79927160154281,69.56549365021519
64,-0.14599890622737677,69.9314416220481,55.68736612668977,51.39473287317714
65,19.03227932905336,47.34632798383375,39.456206236574815,46.81528469124504
66,26.64251881591156,44.37750389229109,51.15911430734167,44.42718922844504
67,20.135507551498947,64.02545906468367,60.33856942683691,43.662411960653
68,47.76761366986793,59.254085169242245,51.83578385202009,66.73769095000593
69,9.516919378666627,48.691279611925694,49.82832147871856,37.14096438694164
70,19.948273664829514,38.922635401546756,35.45938152181824,41.483478627528015
71,19.286589728827508,55.145907339909314,47.14477306986176,62.523520272886245
72,25.150154152430638,53.80489993318246,63.740794119312895,26.266891476990523
73,12.629349829829607,60.088680344323315,49.095420721899536,58.799232815498534
74,12.23343133933987,47.51687261276547,52.12228482208591,40.31347144498406
75,15.57245035845651,59.68748334005504,57.529541838917794,36.41999459835489
76,21.974980740279683,61.4834046558037,48.6811906160658,62.398484920817346
77,8.742535555241918,57.29047781789655,58.75486112749306,52.888441836505116
78,16.589988104112564,55.038317476087755,37.06620320908478,45.629817284198175
79,25.409583184211424,54.66945715588258,59.3125436271546,34.18483828666644
80,44.958495342498054,60.43069674416597,42.30800791533342,67.64550528603961
81,32.73512408564388,51.76952539017732,45.56414976114709,82.53089525282859
82,19.204821176632212,52.75220874911399,45.37046732740765,43.022453604035434
83,51.97615964922726,66.72880936045868,49.174711945751945,46.79713628810494
84,10.138246901727888,61.23859589764941,43.05060673786874,47.835114796573315
85,19.40570130589813,70.25179286684164,50.69082405144142,55.555891616860826
86,26.74222526160517,51.563404543577775,45.416142040113115,45.33666202635037
87,26.64762006632894,57.21208984700286,51.75020072578977,55.389371366663894
88,14.048154476256816,59.035675494533585,51.18455319403207,62.51215212618477
89,23.87612903787835,71.29751102243534,62.52597205458439,77.83940411140503
90,48.73997576211279,48.59851934693967,46.37017519188153,47.89727559570095
91,21.269701053230733,71.28129807796654,48.57713535894131,52.21683093389322
92,17.266018254789937,38.937915876819964,46.793338147357076,51.717452851970954
93,37.417949262860965,47.88623065128263,46.96585091859868,68.9051620475249
94,39.261683982581154,66.18239820250636,40.0523190054055,50.7235436124003
95,48.395459004366145,56.14564118887227,50.2778141410806,51.022329737412434
96,13.004832672384499,46.55879715994908,50.660241225167624,42.44794370258112
