unit_id,DissolvedO2Nutrient,PotassiumPPM
0,51.44809981222644,30.792651712515266
1,53.023006169197195,55.769741152203515
2,47.68788481246759,55.15502009395803
3,48.57619664642297,62.19833495050935
4,36.202548460180545,51.2931049408477
5,39.25734467194453,45.35947545921655
6,36.41344080552212,44.52087157111666
7,42.38431267609315,52.1329604875642
8,64.45660809403384,37.92152155911661
9,50.57418823686697,58.413153612320265
10,45.62746570042599,37.99340946303432
11,71.59502873094291,53.22029278215404
12,39.25902959098376,43.27982582938805
13,44.65495382481573,38.90499574259653
14,61.19990719163928,57.67958448324053
15,61.605026533102176,59.569221291298625
16,64.42617732436682,34.03012455463105
17,50.25450187157064,49.777978998791184
18,52.96403330142251,78.06371988745536
19,54.6939944735823,38.234683849248654
20,45.15612655966008,60.68117941115457
21,44.794932749272284,49.135859882663496
22,28.09478295722207,36.1117778525762
23,37.28889528118364,49.41856723995154
24,62.07976438601246,54.49989675683155
25,44.86561307202778,55.83082553214855
26,28.167031482973343,61.79315012992523
27,50.89152831078656,66.73720026045123
28,47.977848960901646,31.808671026274787
29,41.0184464762861,57.381795573789326
30,60.26625412954483,29.718187978332306
31,47.48848817944067,51.33935894219703
32,55.66913262536726,44.12053795114883
33,46.510987916880104,82.55902993125831
34,61.62116508690155,41.0823512373726
35,64.6549648372759,47.4706753861232
36,66.087756956124,57.86944627174981
37,49.85332495967611,33.430497407595766
38,48.19339679940604,42.30004801924493
39,51.35915933985964,54.43430918110082
40,56.82722343823204,36.44342088239892
41,44.12709087379387,66.23347266369238
42,62.378317187826084,74.76835504504146
43,58.05511408146391,50.05529875788258
44,28.042305901290334,63.33401999386215
45,51.33753195869697,43.80956774252609
46,55.294584795233675,40.08532443546651
47,57.98377371294943,29.58883189693888
48,49.13528084798141,33.392271363070144
49,61.96182075641561,65.47762172167282
50,57.439898282295765,12.885831095508832
51,18.82340821227176,56.2218130583922
52,57.40533211643294,63.12038770351494
53,54.270916214081915,53.052490024176876
54,41.90476778131165,60.36145262518588
55,36.47425917319544,54.049086665378326
56,44.573170995015026,52.33595171620544
57,58.600374138001044,54.74037528201404
58,29.195736699480367,35.99294704862181
59,54.77419137351316,63.165932699694544
60,46.724522985034824,50.30572792453475
61,42.515132699535044,70.71398388865917
62,37.90155773002844,62.734002017166254
63,29.92444405770197,41.85337829734351
64,53.821254188925536,71.56875113570418
65,39.94827420638314,23.360986975026627
66,63.170327083685876,66.68927812311924
67,46.50170560978848,37.831027831861995
68,50.680522539006624,49.916234935259965
69,63.263398966143654,47.731482470170114
70,50.781199266829624,63.84646276265693
71,37.07050736195632,45.84461124929228
72,52.65357789490172,48.57200349683689
73,27.938838736107986,77.37094618554299
74,45.5418465970805,47.10648247233997
75,60.69835058981132,46.5363070419343
76,56.09393407290241,37.74630144847757
77,43.10973471247134,47.46523564094845
78,53.51594713965022,43.36873520627996
79,44.867515864959366,49.233578730215264
80,65.15087814499903,67.18456655349333
81,43.89880937467042,42.68783626156496
82,65.87344014610619,21.66783478987966
83,46.13018391650688,38.39038085113801
84,54.66002240319923,48.045712253831546
85,38.122922429888696,51.499622787664805
86,65.88273616110332,59.0350624133365
87,44.6546422838105,55.42919257321043
88,43.56061691544327,50.604708885279685
89,51.41670924819367,41.37863556698808
90,43.566507337474704,54.046562162827236
91,67.19371588818213,54.577077140477755
92,55.039406855747536,81.07760404148276
93,53.42645259378196,27.19462429445904
94,61.223257975559775,54.590714963764825
95,51.57433220030713,56.05116817764793
96,44.83387890175508,54.02647344463213
97,50.11394306362374,42.227193895652995
98,44.722837011418235,31.601204061515613
99,53.47220617685325,48.747045506156084
100,36.23901944288699,22.810251044007142
101,46.02594933139666,45.89488449327851
102,67.22918780917864,30.302468214863776
103,65.36691264388158,75.98579434170064
104,48.20504133650345,61.08508924671639
105,47.95041986262091,57.64233269781547
106,44.07040104793741,55.54286654733432
107,70.5007487565841,45.94150950875336
108,45.10863873954054,59.57142817571856
109,63.08819201292805,62.06975175540133
110,72.29244791923541,58.93132167439766
111,50.597706471540384,69.5005012380993
112,61.056569162008955,49.7408252833865
113,42.372908644453815,70.57489388277324
114,29.874565811132314,58.8132672566409
115,45.66053021070785,61.58567603254425
116,62.10405501672514,56.20204446155161
117,35.127456242637805,46.35245115634594
118,54.57670951465562,57.74838429353278
119,52.8087348919767,37.72182508027268
120,71.40566030057816,69.99920892900168
121,39.947270360728446,45.19540512235666
122,59.64494037348985,50.316465112127624
123,50.88907082691813,67.02254774658259
124,46.017142695307214,46.98881360210208
125,30.561724820397767,65.3902895770105
126,49.89360071464848,74.09660958008912
127,37.394763889465494,40.78016970470175
128,55.41640476056415,75.21310890608063
129,46.453716746513464,44.23968144241586
130,40.60570568045463,56.02124237521769
131,44.64706740508971,60.20346090309078
132,30.511583444106325,50.30358683766085
133,41.704836550296264,53.816040786272175
134,57.44693842392709,64.8328474365805
135,69.60773547033119,57.531447121082046
136,34.387131988026695,52.633238427785
137,43.52545334551058,68.7672426686091
138,48.559948781002426,46.058410956931425
139,51.282911837609475,50.04673919779372
140,76.39427457941646,46.72533320512341
141,24.930639313098606,46.94826363445249
142,53.19723699941856,60.51837885233135
143,57.81807594403105,62.085369074475594
144,71.47527169654018,52.61892862698486
145,54.71880884088829,68.2022880523424
146,43.01240418789611,43.23990771782137
147,69.64012775454765,64.53222161622675
148,37.01379566724888,47.762022038789866
149,56.99142990419274,47.200374529226636
150,53.30745191857048,54.521558637570635
151,74.22141441823126,51.4886061108577
152,52.78117282059101,78.435745595926
153,60.36691020968691,38.3031482797479
154,65.88121011213835,27.986390944423796
155,68.27886459223694,56.136766296455356
156,66.75081862794325,54.369775576167996
157,40.78140614258402,53.11136288555166
158,49.12346491696353,45.06957040490997
159,45.32786675175639,65.99197079601993
160,61.86477820925494,44.80116000832898
161,44.58126609488386,57.25221292969599
162,39.53449465073174,48.86903915250254
163,49.62588103918428,45.240753778897066
164,64.30611791224501,52.83815036145589
165,64.51373663169258,44.34066189116882
166,61.90478775930172,50.590646026208844
167,64.28100344014412,69.93592220736879
168,65.92538742807253,59.375138879954605
169,75.90485722865625,76.9992286562559
170,53.49638161896383,57.45690339967555
171,52.142602184495615,43.60758262466364
172,45.46116722545995,67.88927375315251
173,50.870661418844875,63.43332748795505
174,53.1661556398122,62.19261437584417
175,55.71408287092043,54.70373446334159
176,66.72761011426057,47.42139179195818
177,56.238032235538896,53.15012606989999
178,76.23591510252464,52.115436902293
179,45.715741398812746,37.09734389419705
180,45.47497169806926,48.18288314250129
181,54.565580118126704,31.636153260352025
182,71.61821709986327,62.88753212434381
183,41.36872859150981,55.69434047813555
184,51.53542051057739,17.54475342628823
185,68.55702613645579,52.03054402194984
186,56.19467928714905,43.98290781208257
187,51.421150237667604,54.70510687778081
188,67.7064663685037,58.15848084371288
189,46.38217448716894,56.283273190887435
190,48.66056103192985,42.820106266435005
191,50.27435526784718,45.79415038461041
192,56.56153082948214,72.07583972378664
193,54.09601446898744,74.15989731832636
194,65.45657750933083,47.04406921467678
195,50.37108205689846,65.82560525829494
196,36.08383924554018,76.5311621329243
197,40.498672664416596,66.01751237918934
198,50.83548300645203,32.25223351261155
199,22.125877452039422,71.63136143696555
200,64.66849411578907,61.667174227177526
201,66.6951658211465,44.33573031178472
202,20.671998598496796,57.221123814373634
203,61.044020481625836,79.06137986561404
204,34.629730543468,38.95625709818703
205,61.95640775731143,56.67630705296823
206,53.096835014426816,44.002224075998164
207,40.32727180962983,59.56079751300346
208,44.34251173086321,54.11219742442046
209,41.16641484765199,41.90187689921532
210,38.652842125583916,58.23767496942644
211,31.6002566990287,59.465567427312855
212,69.67337194650237,48.09974793759618
213,36.37818587532492,55.657494396834394
214,51.05846347122235,62.1700959457645
215,46.96091747978313,71.03413490491128
216,68.51437204029337,66.01278535773515
217,45.587083615084424,54.8620009177195
218,52.58568103071068,41.52418873316497
219,36.008313487765534,34.86738305339674
220,55.145068842990085,41.79531245559724
221,47.98014758889096,58.11762811602622
222,44.55179701363804,53.96002496257962
223,48.44408392862997,42.7850665437089
224,58.18684275526267,44.539365826404634
225,76.42186446617067,57.13028889165601
226,52.026288527994815,44.42553788834002
227,43.02202737848645,53.051144990798576
228,66.60545968421921,49.64383848278791
229,23.866121464908762,51.57298289106245
230,39.948163311628846,52.473214161807334
231,69.97435264913625,70.44966624323881
232,69.88606142676147,52.83279725956117
233,48.24906356597884,63.95455831068487
234,65.23337777389688,44.318183905288016
235,54.16073584918227,38.747853047776395
236,63.60381936384519,39.60772207523467
237,35.06027203228456,57.429860314375134
238,35.84010439693794,31.686505112010757
239,50.03624371141056,63.046246950242924
240,35.9445610080737,60.56199659205486
241,43.55512728627826,40.51567542953983
242,44.23929733736962,52.178035409407684
243,56.09578441003366,55.97113844657757
244,39.259341771262726,71.62676006062149
245,56.91288824744083,41.34491751135502
246,44.98820395113391,41.43638591257664
247,45.01343754461968,17.024940932365467
248,53.568641148750764,51.827316664114456
249,61.051301169396716,85.6738866410463
250,44.54815726670887,49.980817149301984
251,72.9071397864837,64.12461273641159
252,52.23891060582605,32.482341344635856
253,36.472142622179426,61.441082091653364
254,55.91547978329663,37.98224775401696
255,52.665577467764955,53.868626735547046
256,57.75111879474294,49.46548921506436
257,51.29297756194721,73.51083509211017
258,49.648692879737695,34.65039677966235
259,51.86269760867243,47.58282059591758
260,49.956638132678165,51.70953127425163
261,59.71097645400287,66.07899212734851
