unit_id,DissolvedO2Nutrient,RootZoneTemp
0,36.36612557304986,50.28090987183671
1,44.92583695980285,56.24081384904292
2,67.79356530606364,38.89202496054021
3,48.30567446056706,46.560405026675475
4,44.037352655112464,56.09633657965748
5,38.90329702522646,49.288263207831264
6,62.2209603025384,45.248424418857084
7,41.04889660875651,36.43357924462769
8,55.037252063542866,59.854846880521755
9,60.31370167612466,69.92424847656949
10,44.03789105183201,29.946979632710498
11,56.22738308075236,39.650409436493355
12,30.76600138400478,49.872740235338
13,50.72045697416528,39.378191648156715
14,42.628200790403135,58.913401591717374
15,30.56634428936046,46.06832430116634
16,49.73472643259948,56.559318460084086
17,57.44288154274137,40.72610214013347
18,30.942133762972418,62.38469689034309
19,70.9111569440872,74.38443492710122
20,66.3335149717323,64.8721761102121
21,28.660435006014012,50.24057414552412
22,31.659285300361304,59.21025046808489
23,63.259994435293486,47.51524449914586
24,50.350977062469966,65.74152494763422
25,47.26174449212719,38.07977079343341
26,60.379052729928574,31.419691531552623
27,66.31053696722905,77.69958752545618
28,44.946188988150034,33.736549069845985
29,65.33259112861677,56.84495399389476
30,48.90644339526618,64.25436670978762
31,22.93172199568844,63.8117679308391
32,44.556828120261486,42.475449247679194
33,75.66963964969413,49.691984602337776
34,46.728553541162455,46.881281150968086
35,54.895940703087916,40.453121693225704
36,42.388056189644,41.84374354715881
37,34.52594500177719,62.745885843602714
38,55.07944253374823,53.79887095373213
39,40.26930978041144,40.57021227350373
40,52.96299916422621,57.07342388723159
41,41.323317041923474,40.194030530620005
42,53.38002406813598,61.755004980925136
43,58.87936398163559,72.0231788393999
44,56.37023918156557,63.55101861586615
45,32.46751959862803,49.29897314221029
46,54.71058595245225,59.4342437392664
47,53.40175626552572,49.74671823354978
48,62.73267463064958,59.096609309198215
49,51.92942134416521,44.06359812292954
50,52.3366966390854,50.18890346362875
51,30.163190372141845,44.481817545886706
52,32.09174382415203,48.784901931954046
53,34.414012470239726,67.49823057632176
54,54.98734862778057,47.9614696289201
55,35.64143433507203,57.792727202939545
56,19.935931499732515,46.25856746376576
57,58.57340672485521,68.84067869248165
58,29.052432376315565,51.08192654920532
59,27.99457321002662,51.441760700259124
60,66.87346948310199,28.02813594182154
61,52.18950715431599,56.1495776030979
62,43.7810317884608,58.693648358250655
63,48.961121565443655,45.79948624916315
64,56.208963561052215,51.36140180134529
65,33.44587698400706,50.885645680563826
66,34.038816509137035,46.05525907301769
67,51.20860502638344,57.13146721971771
68,51.88733693406892,41.67567122936191
69,52.29998098685969,32.90981114148566
70,34.357899491387684,60.258228144343335
71,65.27706893943109,62.72642339159819
72,51.61634742522507,41.035039468318416
73,36.62300632012137,22.397410913066395
74,53.2180999222074,49.41146434518201
75,44.728124613417435,43.783090302415815
76,36.5664500474421,53.624815354458704
