unit_id,CropYield,DissolvedO2Nutrient
0,15.89137875846496,53.16869949451235
1,15.431575691105468,60.20925106498291
2,16.794975377189818,69.25665438164489
3,17.60498783138421,58.500423869622026
4,18.85959381027685,45.90942666337077
5,21.583279056825717,50.7588935536478
6,20.48900347559495,61.19078284071264
7,17.54830192509496,53.689050485170746
8,22.625140598393905,55.20912930048186
9,17.142432854547135,49.19129878981238
10,14.74687256223299,42.48165173176162
11,16.663931703002238,52.35867516539204
12,18.579963395287166,52.49588349056259
13,25.79564300452851,71.50227408080406
14,25.396551485524366,49.91637757634707
15,13.93789217128866,56.61668129075988
16,12.7162475865271,47.09536772820874
17,20.37024761155857,25.96256499581533
18,21.755540461020907,55.508033200175504
19,14.454226772054646,69.5701132419212
20,24.22658855581046,48.51785819516258
21,16.20396265152365,34.26381724933761
22,14.117516991175998,27.36853748089907
23,21.212883357955068,39.050998353541935
24,11.885897653108596,63.95624189823082
25,15.146258352094389,54.27565397163271
26,21.794932082128952,50.5544724777279
27,13.302055417659775,42.16876057352651
28,17.44076360322628,17.67696406890931
29,19.602615020223656,32.859963144015296
30,18.110559607157104,32.02119090732988
31,17.011603709742555,48.66974973188931
32,23.012157978562364,51.91458075814776
33,26.51955533673078,47.27013407886374
34,22.154735671076878,39.911510173539405
35,13.397311497110529,50.58246392436797
36,25.811139523405117,52.90902961257364
37,16.495573029242404,42.785716059672374
38,19.27142644779497,47.793464275114104
39,20.413873478823074,31.605260399259205
40,21.327876132166143,54.586411200911144
41,15.978504024095773,65.26647116500382
42,18.65262703960235,60.70308795662212
43,18.45903046849956,62.349574961696106
44,20.079699401383657,52.92281950854075
45,18.862303381277982,40.34060663541609
46,20.425743847754177,46.53125633189821
47,17.292590477092865,57.994018655969555
48,21.22200007784393,53.68344212267382
49,16.379010146412377,46.68750875253049
50,15.84370453760735,59.488738728092606
51,19.098021238784384,45.500732041466904
52,19.517201126071093,52.45318892353521
53,20.81193624029007,64.03039284295208
54,16.973308443025488,36.30850516842189
55,12.552096086101528,49.95809678453552
56,13.273711035643785,54.61563811812079
57,21.070785232357856,50.930247624489255
58,24.772667540311804,37.18707202082325
59,17.03367319336237,47.169840766722736
60,22.29754262067276,50.37003919041335
61,25.72761970351484,42.132877740095985
62,22.65460458281184,36.50083154620448
63,19.164461576341456,75.56528965358784
64,19.41505346738388,59.04108227242941
65,17.132659222161543,47.4977123367895
66,20.619628324220898,83.30281050125889
67,17.886432108591162,57.813176566178036
68,18.92565775861378,40.12192884088309
69,18.063946460553865,51.61607388873289
70,15.626850550271344,55.80749811205389
71,21.900215326143282,29.337661086782358
72,21.22153343088169,52.76309807600352
73,18.856658327458522,49.15062932399402
74,16.78055185867413,50.72678629802208
75,19.834183692858392,54.50731137544991
76,13.304702570908772,63.951224178785026
77,19.875367002561163,36.92073601923569
78,21.536324791398137,57.75168745163055
79,20.153649291378386,70.4009311005839
80,16.726195504619312,58.320818224870735
81,17.726223837428066,26.968426036035623
82,14.973177977255503,67.8657985709319
83,17.886208772342552,58.82600295282332
84,20.003697885614493,53.9984153671715
85,21.599685003173608,47.3953575108753
86,17.248035913608696,60.77278726262776
87,19.11200767345189,35.902240565469434
88,17.237147470890392,71.62755176603098
89,21.46197462374306,40.655305375769956
90,13.963894944413047,40.77425530804598
91,19.32802926568007,60.280873268564285
92,18.268900735472567,61.76504920005866
93,16.153441390562673,44.48571188068908
94,18.917309071683356,62.703079186602295
95,13.737925943821118,58.798202052227936
96,14.33818368723594,60.269458529382284
97,15.095714512981438,43.40162501875761
98,13.573412642559646,72.91779243602792
99,22.78056437743859,60.99939314693347
100,21.753285125826732,58.16380401327178
101,17.67307541018081,42.137017907573515
102,12.553591709758521,42.73267535222203
103,18.544535175879997,48.77852561988448
104,19.655911848811556,42.16846419791786
105,17.080697210071047,34.787004004913804
106,17.17093495100027,40.99964543384295
107,15.783984839165981,60.83852787619159
108,13.1260978381408,34.5909860591209
109,21.952816011067505,53.02756765033172
110,20.52557654114997,52.17145112433074
111,16.66207842250534,30.581024490086044
112,17.78948046776994,40.57611923619425
113,15.094345269129876,32.71733114355726
114,19.5414122755298,75.20165784966022
115,18.911046579068703,24.48554404126988
116,18.979997143724564,34.97646044309546
117,21.44638088612527,47.088707971714925
118,27.359488730814718,34.317118930683556
119,13.998537984125987,61.93498692345368
120,17.761612991006363,41.07074015437866
121,20.00022856940669,20.520734149277207
122,22.456011793152427,31.895828587121613
123,14.286902363903188,58.717655888835466
124,24.112806662049003,22.027341859299803
125,23.78359250903987,69.51848257302052
126,22.725113742529,41.82064885952142
127,22.825781707883408,60.746342795230134
128,27.596631785890192,46.66455147361887
129,16.723328177505095,63.534206756314404
130,25.83008572763259,46.381669537498034
131,18.379536253415086,58.00992930987996
132,14.858030870126768,60.13722219711303
133,16.486177533054253,54.88340212247902
134,20.489970992076987,47.03427865510061
135,18.926329023043454,49.78141338804487
136,19.702944625714256,38.06993444660093
137,16.48955631146464,48.74257314358863
138,19.347623304534103,35.46648010422427
139,18.622990776330163,59.65848688518764
140,15.587248312736067,71.7234341429112
141,12.092841144536123,24.603801469293153
142,19.51220032944219,51.61690742519672
143,18.800004800022002,60.13951851602635
144,16.7962547470893,42.7090741517586
145,21.241654351737274,37.5188070763206
146,22.24141524768322,52.40967624619026
147,17.457432266310896,55.26909403512857
148,19.902522454710322,49.48904261865644
149,16.6244353890037,49.873275115096476
150,16.559458352217042,33.256804750250964
151,19.58088910010595,46.36527803923369
152,19.216140516865142,50.351635762858926
153,21.155485101687454,43.324426925000196
154,16.98558909722044,49.47088820842118
155,20.932135063907204,51.3086591869883
156,22.22555020817385,54.99257741750868
157,23.491277358282673,28.68589825823595
158,16.660959269525485,56.33592763772796
159,17.809438306247657,59.772873174615384
160,22.84051143504307,48.8219837975585
161,18.312835964674427,46.57534208393318
162,19.854487458687572,55.6103767679568
163,14.85179256251243,38.92790769865634
164,16.684088461837607,59.46121578758845
165,20.660413815219883,50.103447520969624
166,16.266231394484407,82.22527613809723
167,14.948540866419448,75.88218704857954
168,15.136442913366134,47.78646044634673
169,23.32526768062766,52.21580919607415
170,19.34149821215438,58.44521135779828
171,20.39162195580938,30.610073576165508
172,26.01744013270291,21.64419067560468
173,17.152188018963365,49.179392662830864
174,22.13896831787126,56.512977815111256
175,16.441804645591553,33.0973209428549
176,21.992227137819327,32.50830190888658
177,18.63845385942027,53.77372143492125
178,18.111573403855413,65.26819998689417
179,15.383408436112484,40.638440919435766
180,25.555684287496135,35.12500142357383
181,22.33515623882923,46.15374870917283
182,22.546858141658536,56.38480433910655
183,18.606017910743976,50.40258895077595
184,25.899530483084604,56.25257945393335
185,21.048978921050157,44.720249216523406
186,18.2310014794907,51.67388528472312
187,21.265941237852843,37.653977115928924
188,15.905502953385042,61.77065593579939
189,19.62106278904608,41.134633847038906
190,23.49864933705711,30.503712344920004
191,17.94117714835425,64.22107632016004
192,16.389144716553805,33.861668172794815
193,21.16704882515564,46.239659980681175
194,22.052882704045796,32.726321350941724
195,17.438327469036647,44.41117534232293
196,13.206644875857343,41.3592121003377
197,19.67621145314249,54.493715533607535
198,19.728391483089375,57.27701650202755
199,17.370137195716424,50.92636733440918
200,24.877623827217512,42.256810595618546
201,21.775390829202298,54.7581253297298
202,21.6181082424553,44.22672460583459
203,21.363671892114123,68.00999029795001
204,20.656454813322387,68.87393854329103
205,16.650722004107976,41.31886117033199
206,16.368597919218125,39.56214826975697
207,26.3508645738333,43.489281913769
208,24.652152013483764,42.31464957670785
209,15.371865652315458,53.58147372608535
210,18.576095022635137,49.2724622656551
211,21.0817563924353,47.614192372987866
212,16.77899248081645,42.66891003027517
213,20.34775225244618,55.705180217223955
214,18.656179975579917,72.13169735467352
215,14.314792647531148,33.52721699989975
216,20.310658830861396,79.37701356959874
217,19.03507405096054,45.71297948263239
218,17.024303777608523,54.16400512194497
219,18.334682139391962,64.33880104121614
220,9.65946077450907,57.88392787011073
221,27.47143310907159,47.98705101100158
222,16.824102346194074,28.071535677856
223,27.362940598640073,39.709848894380656
224,16.79932920854868,41.15109867738
225,16.804528133567707,34.69141215065068
226,18.82293875971341,55.601199843994905
227,22.314287346377466,50.5015587787519
228,23.713987261400263,41.42065323602364
229,19.537261115218985,52.68172033515054
230,19.214907319333655,72.40023986529332
231,24.97275022713939,48.41515004849162
232,21.852269570430455,32.11577618649985
233,18.841838749965348,52.809230388457664
234,16.869071787790997,38.703537807349285
235,21.737830283200584,47.372041174951846
