unit_id,ReadmissionRate,Sodium,Creatinine,LengthOfStay,BloodPressure,do_diuretic_titration
0,33.30590622094619,50.28090987183671,38.04394333752607,41.16175801195596,67.63184544865757,50.0
1,67.04086199266082,56.24081384904292,40.05926323286404,41.00290184533783,45.11591428370178,50.0
2,39.36970040864396,38.89202496054021,40.16283052104471,26.398656492326598,86.41643839431369,50.0
3,34.89076890671162,46.560405026675475,49.80613565543006,29.186115749011037,83.48401613762975,50.0
4,56.93470313789846,56.09633657965748,75.43956713432429,39.22521543143981,52.055621647174604,50.0
5,43.51119601213334,49.288263207831264,52.82205448081619,48.69957942918235,23.792725311513916,50.0
6,44.87975513149564,45.248424418857084,28.4673591731859,36.52462017033215,54.43840405153095,50.0
7,61.82230803647796,36.43357924462769,81.44687930928777,37.67522693005308,46.44641840431063,50.0
8,36.54737913419761,59.854846880521755,62.387464461883184,42.665208992072635,50.29433721846854,50.0
9,46.483330519279576,69.92424847656949,48.440570482643444,29.4916278082083,46.026127073970144,50.0
10,40.295026456315895,29.946979632710498,63.19024696897589,20.774668140780395,49.37143577169989,50.0
11,33.1942921962937,39.650409436493355,40.39107660117189,48.71167199351661,68.63429406114875,50.0
12,51.92477477063406,49.872740235338,57.40256748469601,45.43689413036007,41.91941334800975,50.0
13,67.33478401213681,39.378191648156715,30.091169695254518,45.10281306419282,47.449203938486974,50.0
14,51.20412770920997,58.913401591717374,48.243603440711595,38.17450889502309,67.4654563329396,50.0
15,55.188365428327124,46.06832430116634,51.133813926332515,48.287544229332724,30.340794166181304,50.0
16,34.194113053573105,56.559318460084086,56.08094424353974,34.24166320321753,34.698293817832166,50.0
17,50.420884428692716,40.72610214013347,61.69695509932818,27.884960115935755,58.815454223261675,50.0
18,34.13833242601631,62.38469689034309,36.65669131708477,45.135098835110604,42.444086279086626,50.0
19,34.159614925187576,74.38443492710122,55.632922565558935,49.63515900648334,40.45973987469991,50.0
20,41.37628743531269,64.8721761102121,32.389064788701795,50.903859590132775,51.32610647214694,50.0
21,35.52951765707823,50.24057414552412,48.69014191717343,38.2585681237125,45.016337264356714,50.0
22,87.7630836304086,59.21025046808489,64.17211112947321,46.47823963454539,35.697154826725026,50.0
23,41.6768793421881,47.51524449914586,22.922592566682308,56.376961364134324,54.29968245593163,50.0
24,57.34824401280516,65.74152494763422,53.327102942199595,48.39022594527149,43.88430606792999,50.0
25,54.686124071927324,38.07977079343341,67.70393197036346,24.180620465079485,29.48266180091249,50.0
26,51.39068200404512,31.419691531552623,48.28511940722504,53.11248965882277,49.6860632603538,50.0
27,67.146560896056,77.69958752545618,59.288023434178946,38.741492255765145,34.367482231880174,50.0
28,40.00713746022161,33.736549069845985,61.42991684946351,42.1149559617373,37.15334740987229,50.0
29,53.04974209825267,56.84495399389476,40.1697940861562,34.37604415496145,65.5161581215007,50.0
30,38.543376647111685,64.25436670978762,56.14093055615949,29.673874110766235,73.8781719071195,50.0
31,43.85267765830686,63.8117679308391,33.2810225521699,45.56889736994282,74.13179461087626,50.0
32,61.69433713295465,42.475449247679194,55.62828284468328,35.189963216680006,35.31519498597378,50.0
33,38.88919461100721,49.691984602337776,39.9151506326602,47.32240591328858,19.403688634834637,50.0
34,37.36519095395052,46.881281150968086,62.246458887275665,21.72225670628096,42.901566693883,50.0
35,35.67147444612285,40.453121693225704,46.07495019682162,47.45642223788919,24.584748838541326,50.0
36,53.44995025165145,41.84374354715881,32.98158749155352,49.350385996980144,39.655450682641955,50.0
37,54.940463429938674,62.745885843602714,16.292766649499576,56.278412621066245,39.679625787073135,50.0
38,34.89103342782032,53.79887095373213,55.75194780925569,22.256687790076512,58.346927109601886,50.0
39,46.92711305524828,40.57021227350373,48.65541883071767,53.125830052566414,40.720559010960834,50.0
40,39.82910183967356,57.07342388723159,54.64820166361057,47.372998562394635,57.5242541858837,50.0
41,35.96849385211715,40.194030530620005,62.768421360662266,27.08079696402197,38.208638584866726,50.0
42,43.67961285738675,61.755004980925136,40.05091569458772,41.53913507544226,67.23993499353465,50.0
43,50.23507961157051,72.0231788393999,59.76026916183605,38.82512077659497,58.55091721144612,50.0
44,25.091861261263325,63.55101861586615,47.156060950391236,22.93054793943415,69.19443416941488,50.0
45,44.8212700706562,49.29897314221029,49.30733559743946,28.970816702514725,47.9725826759811,50.0
46,37.44949282065859,59.4342437392664,50.92070506233688,38.34678436857557,39.88823784997856,50.0
47,39.108794630574394,49.74671823354978,47.9709199745779,37.26716548211759,57.782592364940975,50.0
48,32.1423642305083,59.096609309198215,15.435126452713906,52.88707405533244,53.22452504024577,50.0
49,33.60715453185878,44.06359812292954,46.651356729753566,26.347769979046564,61.481112118233426,50.0
50,50.00715738325056,50.18890346362875,21.36007672929918,38.72992543185706,42.131836764072915,50.0
51,31.190035446892843,44.481817545886706,48.64560094839531,21.81422306215078,37.564827203959474,50.0
52,53.28548305303798,48.784901931954046,68.04008777833977,36.318805254059455,57.310899166924955,50.0
53,55.596001355987156,67.49823057632176,43.735867138927304,30.727498070971883,36.96961831551213,50.0
54,30.92257043657095,47.9614696289201,60.163501848160294,43.54509201636805,47.74692583191574,50.0
55,57.584866864663745,57.792727202939545,55.8896442993085,47.395712921012134,21.717046108346604,50.0
56,36.27490974390855,46.25856746376576,46.893105087574725,28.481505715142365,54.578726251661,50.0
57,31.050156120069577,68.84067869248165,60.713738745391794,36.357906578162634,43.46701929321513,50.0
58,58.03315241608911,51.08192654920532,44.35892588904973,52.496036390100116,61.069766521806436,50.0
59,52.09994911059915,51.441760700259124,49.54312052702774,50.58567234855836,40.11842142302137,50.0
60,35.73563718272167,28.02813594182154,62.86166325934092,47.95199146494455,56.33244468677136,50.0
61,30.714789000479296,56.1495776030979,54.114571464968456,21.409262878989303,59.51021952835125,50.0
62,68.49737729045,58.693648358250655,62.481676181300074,38.29745988489471,41.05277067023865,50.0
63,40.46942634932116,45.79948624916315,60.441467610545146,44.453375983473485,45.24413123547178,50.0
64,34.491499170188646,51.36140180134529,43.092515639692905,46.55112269316466,45.34597106911168,50.0
65,18.676132175225156,50.885645680563826,69.11384937094527,24.23415176015386,58.50926899916461,50.0
66,26.69983345381871,46.05525907301769,42.240612624551304,32.86937003202115,36.09819432665767,50.0
67,65.35750226540357,57.13146721971771,37.86167004476745,51.591124421027914,43.62568318710037,50.0
68,40.82205836356871,41.67567122936191,28.146280903965852,39.83638915431038,74.58258404072829,50.0
69,54.791310471228435,32.90981114148566,65.04663038735677,47.599030912514195,41.57066319493498,50.0
70,35.70462168177364,60.258228144343335,57.97519043363229,39.85304135225973,48.32731317748877,50.0
71,26.307619491680448,62.72642339159819,51.048979958886314,15.686942099441694,46.84080629084917,50.0
72,57.985782097287114,41.035039468318416,64.57707595006077,36.87280190506945,47.1258994128758,50.0
73,42.839789346332,22.397410913066395,43.76782544931354,26.449608760464095,80.9712944765792,50.0
74,58.06007355688181,49.41146434518201,25.398493608711387,45.616852504164484,81.4851882833242,50.0
75,46.49710219643211,43.783090302415815,60.82585051875938,44.988001151695826,49.31472459454824,50.0
76,41.82193609233712,53.624815354458704,45.6643523245974,36.81451047030455,51.40923467733347,50.0
77,38.144446107807155,52.78419347314787,54.34846897309749,34.92664980673206,51.22151231670515,50.0
78,38.13681266175737,38.50066394907233,51.31080730885357,46.59517506035864,53.65924078967817,50.0
79,25.92899881046027,57.5371516197619,59.31607485157205,39.14633154400575,42.4281157390054,50.0
80,35.82056444926277,61.27145417020398,71.03353838205584,42.01945334608571,54.48630213629326,50.0
81,43.13299087227913,45.43071899275541,33.20263710611312,39.3087089003569,45.08884087108613,50.0
82,44.85681042238381,53.766591551148544,65.6933570208427,48.76957729555249,65.85186752661842,50.0
83,39.38420915741306,53.53694800617869,37.71332090582307,38.70836940835788,40.2662659173747,50.0
84,35.14941776344954,50.84547431378856,48.802060031538055,39.77724339684598,64.4253560610508,50.0
85,48.04750692358195,56.72808460056635,64.50309485739828,36.93537126055976,38.78795729267251,50.0
86,55.90377305100155,49.988355145520835,46.25513139869844,39.75680204065486,46.096215858047124,50.0
87,40.8187971936065,52.00721448440777,41.38590451760603,54.791853453521234,72.1721423257384,50.0
88,28.279338517143252,54.138927436855454,52.766720664807046,28.27077670519446,61.257569388901764,50.0
89,26.697615567074713,37.468709952431894,66.8991639846522,32.29421740489456,76.55388719665245,50.0
90,32.37044382721394,69.18452047167557,52.96563749258856,12.066798860150842,24.381782635147605,50.0
