unit_id,ReadmissionRate,FollowupDays,BloodPressure
0,53.433471234587,54.748215807556356,52.90632262535315
1,50.55720339290272,40.679106157801954,58.191491349374495
2,44.36589952065112,58.16545223626577,58.16724960372101
3,51.92154927611899,36.111545013459775,66.217450169962
4,62.93529187531104,41.79867490609726,49.03941365967653
5,74.57425978496087,47.953318819247656,24.948917442844586
6,38.24934310044877,66.3201755671644,57.74271018370455
7,39.825526266575324,44.418392739635834,54.34145378749814
8,45.34298995810211,42.49794332386422,83.9953338729151
9,20.067283278091125,55.25786438395514,41.63880443395224
10,56.92778235921743,35.067458995911906,40.1219921880326
11,21.04742754807167,45.192416790482305,51.606928903217494
12,56.942366142461225,52.722033198436485,58.5921712774964
13,47.58470028627063,39.602151345686785,63.35310599310041
14,60.351102847925084,53.65603844157523,64.9927024262075
15,42.22991524998878,60.70462497107414,54.97549925920922
16,41.18869013133409,41.122073435163706,51.824582877306085
17,74.91884139953486,27.37927063032793,59.38997222716585
18,63.61891101490279,68.27049391431837,37.780888084343815
19,39.42241272605539,38.829868206180464,61.53831827555685
20,40.49925012895978,72.99411390808702,60.61925804108031
21,50.59759542473212,34.88856115069216,59.66128199954567
22,32.86731439463901,59.116397316400956,38.35067072705434
23,67.9111268030487,42.585255340371994,50.695572055110354
24,47.62841235345088,45.70509346120133,55.05082388396349
25,75.40477884107544,43.83250175831273,28.804255698914552
26,57.628542683545874,37.27155793129303,35.37715447826088
27,51.23065912441449,47.815168934432165,54.47306438320191
28,51.65184431473662,61.203132007285774,48.93577073970285
29,49.49634579226058,53.71408406613243,47.62709208235249
30,26.743342980530596,60.201980310632244,56.71240927705081
31,63.26029932524771,38.40975586477541,44.424212147164035
32,66.86425148537936,33.04606509483365,65.06529161141265
33,53.04175080708026,38.48804362387532,53.467026054406645
34,33.288825309882874,24.53595337820216,50.63194429521946
35,45.04005051564005,42.162472014856654,46.22333706847617
36,36.65922290495833,32.24070133118786,26.650945769892935
37,51.92787853859455,74.97552494143268,44.866065885220806
38,60.40011179761685,68.35459599247268,44.56290714114501
39,42.61549374905453,68.09441458748302,37.62518522413979
40,32.15006091411274,49.878874958093725,36.717094868016495
41,37.94920921745797,52.053799289724246,49.694314522508414
42,48.001513545041824,66.65826848443945,54.09702532422652
43,71.92110968214162,31.482473123130042,50.03087306851996
44,52.595310262635266,53.66981041724232,35.265111379398
45,27.05815696144472,55.824588517762265,47.79253648768932
46,33.591045105159566,60.49179748665974,49.56807320364044
47,39.853892803226984,57.13448249537461,40.662411189147974
48,56.694867875856914,22.560170530484164,53.77783401254
49,44.5883032084866,49.47545370766825,19.44493400207725
50,38.10728848729677,51.571415893178006,45.16368477531598
51,64.38033788468246,26.078550178317617,59.97087432938122
52,35.28493617825565,59.99524590660773,64.91366649391982
53,74.31061383044393,48.83700433699276,42.30641155854186
54,81.42185211869722,20.72127364459732,56.45340201863926
55,78.1767924154073,60.066085345147556,37.674708403500034
56,48.01455346910647,30.63294604793661,29.374462720096485
57,30.596791824849454,39.39733577445091,70.09652478914165
58,51.92181791267591,34.997550908090524,36.18188568053941
59,60.98221145974627,53.864098819241995,48.756880985326795
60,26.44536244559622,85.78767506649201,46.011034085298384
61,59.425553199047116,52.42667843647312,40.677512118197775
62,41.11619671051241,58.860616638717495,29.724590885020746
63,52.735712389503945,40.325246046229324,47.32530142495865
64,49.95896442233393,44.488397804064284,62.9604048378487
65,85.55626371004595,56.226849710935625,59.50134289999275
66,54.98244728617963,50.38366682741257,59.57631526321154
67,43.16269826458023,48.39341372625624,28.837683399491496
68,45.46980165714039,53.29178224951834,53.39242861023662
69,64.22682604351694,36.19752752959137,56.00626609484891
70,68.12429277145755,41.84806864217773,32.40758919933026
71,48.77732092148872,68.69222305125396,53.708734862560576
72,27.069319872617037,47.19152236807662,19.153443483281045
73,58.083930927714306,33.2937060293712,42.19406179166661
74,51.4219621390787,38.11021952119013,69.56798746665272
75,35.98621484454818,35.62282997207553,38.8105690837948
76,37.735465687192644,66.26208729592412,45.957691044989176
77,52.914358517238576,37.95691593673949,63.00896038506258
78,34.34891108131538,41.487654387368714,57.77695846010839
79,36.705010653343365,52.541717460783936,64.44194659221964
80,36.88156455244186,49.779267844032226,42.95231627204601
81,65.45239853063147,41.59733163056822,48.843161064364246
82,31.373640385674467,55.82897615810896,32.43184757892656
83,37.95232327806339,66.29298901766253,38.95709587018315
84,35.313962365641814,44.09365461506597,59.92428346791738
85,24.242942441750092,18.667437229264088,35.39063998097358
86,77.05531588165006,42.2315603002113,47.96299116420076
87,42.60252233646793,49.87669908928349,74.78118818321373
88,31.752912911835118,54.5622301053168,47.03093555946004
89,48.759984527708816,52.117966347171695,67.31748257682867
90,27.817706198745377,66.13628783536694,66.93021622439349
91,33.6448382457772,66.22782494305089,48.97792144785448
92,41.471832584043604,42.05300906018116,51.78431341906055
93,25.966703944121548,47.0641570496386,53.33724135324974
94,80.77890190941407,45.578269450285156,48.37399154559562
95,64.19188961785797,53.56890557549806,60.33643342164646
96,52.26529360702317,55.57019760446888,42.04242617797754
97,49.22780747297402,50.989931246011324,47.34207551246527
