unit_id,ReadmissionRate,MedAdherence,Creatinine,Sodium,LengthOfStay,BloodPressure,do_adherence_program
0,32.464060862521855,73.96507411680214,59.38746923078328,41.508389691037934,46.016294544349286,43.65412399050388,75.0
1,28.7727463976684,74.0423648510761,51.00971505338214,39.595164277884855,28.990340745591432,52.656930117589795,75.0
2,35.857484286413445,72.61476997417905,59.13957585914809,47.120966938039544,36.06456251245855,24.676426578520232,75.0
3,37.39973763963482,70.07634777862576,27.678692186101546,51.4202430304122,30.4946841170734,57.197370903979696,75.0
4,36.962186671554456,78.59789400075232,45.07079384226959,40.09612959574674,34.74565134111974,43.589678727887524,75.0
5,76.82177126500513,77.67451477659603,74.63372078126926,52.11568876630769,40.675197960166216,60.06610361352907,75.0
6,69.83133484067602,78.96623256821624,28.62944782884593,23.68843644514275,42.645016233845496,42.01756361854025,75.0
7,55.76862714302678,74.47868824505663,48.998197250420155,80.62955223590696,45.9417332658003,26.15407018316358,75.0
8,65.42612206413175,77.42940234140183,63.518681160870294,44.49581020809443,44.34163035618688,41.40735077135287,75.0
9,36.38826680012234,73.23359338031808,50.53682017120092,40.3797355985734,23.530178893572305,46.046434019378545,75.0
10,44.69230435345435,76.5384478360768,43.21653057892325,51.16364609699167,26.585652104663623,76.61060481758835,75.0
11,38.00387364771594,74.82275627431616,45.97434358155351,66.39983538119954,29.52624763585358,50.059477743744665,75.0
12,36.08640801824368,77.19307969121061,62.34123221466245,50.912081812763745,42.02530316588545,83.32234419353674,75.0
13,89.50014738148806,71.2305385855861,50.91645800359794,51.639361355934334,48.714386712954,50.18176701603014,75.0
14,58.32179113420379,77.05009467586892,68.7147825171174,62.91428859290788,49.38931198446881,47.0435930117649,75.0
15,42.41092767312823,70.35886216013745,44.73469180935164,37.99589134381292,35.00818663598209,36.15239393100865,75.0
16,26.492867697999284,72.52367475532748,47.168195762426166,24.340138232568165,38.943729202133554,52.63275845650191,75.0
17,50.15183695002034,75.16208681386861,54.60099986310876,75.96805259907029,27.052177066301898,66.85970966432672,75.0
18,34.24849462342123,76.83463445923948,37.712044045275434,42.6986526988698,42.16590819912971,53.91187431802136,75.0
19,29.568328153354155,72.92826421970545,41.46650704441079,53.732329483228476,31.402480347965536,67.4714528478486,75.0
20,57.87112316455175,76.81907709280613,43.32532576747689,49.464926618328846,58.486335710936956,18.473127399998294,75.0
21,44.196806719756445,71.40812305093915,55.28021374126303,45.695333985632246,21.901491216240302,34.434150153621,75.0
22,45.22514912864714,76.85212225555259,63.68174995047438,33.34303125076647,41.17025198238381,45.411755870103875,75.0
23,64.25130977616291,81.47153573507369,53.7657759189538,59.597826961924824,50.82618614832048,41.92623398017588,75.0
24,47.468623568357565,71.83615239856653,63.648035841364816,47.96853580688007,45.54337889108142,39.663238009554036,75.0
25,28.88861769833422,69.49990715381215,36.7102410919295,53.570696462692986,26.630562131171654,47.80119097563945,75.0
26,55.13519415430899,70.53902355863858,53.3677701947231,48.64820037884692,46.86662189446826,41.80485580931808,75.0
27,37.44432485130988,77.12528675380699,34.90994500950873,48.52394690746897,40.026861031702225,57.827500920967225,75.0
28,36.46419663583498,77.85944414821186,45.669246827908246,50.89211392736827,36.28383377276748,62.36543925842313,75.0
29,51.77385592853607,73.68250030141671,67.07017942027326,54.092455141935,35.69067581555372,82.378198396196,75.0
30,57.55651252784803,78.23418075995933,55.931721424824815,64.65657148174917,44.945811092978715,53.527157033507805,75.0
31,37.751763095152654,73.63536338497624,63.127478595057156,41.837703912034684,36.22645824866471,60.797150862815705,75.0
32,59.55805380592945,70.68633573068506,48.94797240950559,43.22137281273188,36.72857419883145,63.05508952670198,75.0
33,63.719931373183414,73.70059629408934,47.348227673039844,45.536682045410764,38.37687059895899,40.1797893807766,75.0
34,30.695464937738215,76.02520496124278,55.34526923556756,55.7999359372198,28.01077340171058,76.20137627138557,75.0
35,34.55862045893856,75.75736311674973,54.55228614974212,53.82060219351943,44.30980889141845,59.163714255209804,75.0
36,41.051902205918154,71.49042321947864,40.7919939843793,47.47547610235491,30.968139429851504,57.422463289181806,75.0
37,43.98964095714676,72.78580930691732,27.323860324746207,24.078817838510084,44.65016689189948,63.08215252409909,75.0
38,44.2539805680006,78.2981137459635,41.72091636376985,61.21864033701248,41.96460067204675,83.14965119141556,75.0
39,48.6657103689063,73.53161686801734,34.74940570181184,60.69523636684542,48.67680618378088,77.44242117970691,75.0
40,49.54875222028543,73.10096579194052,36.798654885528045,42.34196043391892,31.00660907542667,65.34364258095154,75.0
41,30.343613615375922,76.23099101522337,66.30619042851893,44.93447559722276,36.28231946738452,56.91256078546925,75.0
42,60.96747589024059,70.9545311919473,51.10156817617784,35.80136373567368,42.28058022696989,40.55372431523007,75.0
43,32.135528671626,74.976044986949,65.23981834395437,22.348562482486546,39.749114162784885,52.745673056523486,75.0
44,30.817653859106937,77.04370977192333,53.970432847159735,52.90020497129741,36.503796548451916,28.075831953485135,75.0
45,24.250303177311707,74.47702640660847,69.29963452583071,46.52702057842665,38.37733221293099,67.69515630949324,75.0
46,41.18705013521716,77.00219347020521,50.12136494703969,26.789613364864294,49.8636408614138,57.40311226322935,75.0
47,52.87057520514615,69.94371853196398,60.415410911954645,32.08927361925576,50.568238262677376,42.68094944596088,75.0
48,55.47894734875165,72.72923540738276,57.90434408158674,68.71176703394184,40.893392459015445,64.35776523896007,75.0
49,50.637852237085745,71.84753920412392,59.025129810455624,12.622606991214017,40.63270598647542,63.114864786312246,75.0
50,47.20868887920416,78.92990943364755,49.51306740321788,33.076527308441825,52.71755375031559,49.580742570027816,75.0
51,85.4445934873687,76.12168873861445,56.87020883487219,38.84082665748481,53.12588286003885,58.749921022962894,75.0
52,57.79260259719695,75.71185360797986,49.52282418412269,60.59421830165578,42.67682221960944,49.485571674132046,75.0
53,64.10634880007568,65.28541788361238,47.48305754132757,33.29558958590617,40.20703513245315,66.5179717615368,75.0
54,33.97143365583289,72.33836267509426,49.67900179984028,40.08755495637409,39.62480744526444,42.85274778776562,75.0
55,34.8880560978939,75.74164869843582,25.290489050711717,58.581494410063115,41.74339094820722,64.02018927403941,75.0
56,37.660909107533854,73.50946798166684,35.75092096872632,41.31061160601586,49.99013923042196,44.07947959726266,75.0
57,65.18978048421468,77.23099407837792,39.12583462502727,48.31068341680259,42.00489229348116,50.84374327052433,75.0
58,83.44269924061004,79.34687957961698,45.16756129849935,68.36324033266442,47.62013932409103,41.77059058760124,75.0
59,47.70529949784256,77.15854949609026,47.77106684473243,61.004444852341926,59.27921772537693,58.88020699620305,75.0
60,31.83640765440273,76.07303536733396,57.51397435732524,21.122699877180068,26.96941015934297,73.62028691628299,75.0
61,43.00353592760085,77.12454374742184,51.766886040747295,44.78067135085165,27.17746810763618,45.82617609169715,75.0
62,56.51077721830391,74.49299159340251,19.838440908768845,49.36717459502069,48.97081920999807,31.992335944041862,75.0
63,40.56854667863177,75.06137731851831,58.88182293356317,64.45384013136334,44.16221717270782,16.506777346042586,75.0
64,48.07088331813131,71.50934046739295,47.23112380469578,31.682708059024428,41.82795875127657,46.67939281748748,75.0
65,36.41733008165413,74.65201872096534,6.760531969845621,45.51446664925642,43.83519714668373,67.04796711785679,75.0
66,72.13689448019184,72.56193377831465,57.52294150430251,50.845014308153374,55.67486035242072,76.56535613312222,75.0
67,61.54405841044026,69.46053981316608,58.005558819363976,28.75805066255802,55.18228424421764,61.4406589822155,75.0
68,35.8640075054235,74.24559259926573,33.52093544859648,55.161234894040675,26.072529390591995,48.09059760561945,75.0
69,57.104120123844744,68.56886516521877,63.565843082427556,72.93810007078379,47.590110312309655,53.2328705517339,75.0
70,36.855467326001246,77.89417039784622,40.982496167823754,42.28657527488843,40.8624196183724,56.33076946418442,75.0
71,42.75255516836192,79.41093494354789,45.63328277432559,32.84275832231633,40.133371608061175,34.23095783428741,75.0
72,67.7977370511826,75.74935833409094,70.6986917116277,63.77464211322166,39.814174164300944,41.26924643720494,75.0
73,73.57805936190888,78.59212359075644,42.29700265018188,50.6829090804646,39.50830448337793,58.01087083172029,75.0
74,39.42757770200329,74.89521998555648,56.51188116054905,46.37860404556503,51.60065159337779,56.920876312530446,75.0
75,50.86159823922744,73.19641487402309,39.52187537389887,54.471864494041526,35.979282731501215,62.34535865201123,75.0
76,32.89762741787347,78.43026975877709,36.90991950609718,57.66449901813266,41.79582013724284,43.83315064893803,75.0
77,56.565243858717906,77.12312436258618,40.609183715092044,52.23568724971083,17.74846769547752,63.33234027925099,75.0
78,41.191486007008,70.27715410250734,49.75908062077636,43.41328788398106,36.990842203176854,61.693655442160185,75.0
79,45.12674811562285,72.88870795198869,29.940470905362012,64.16693896867663,35.19506773071085,57.527465341367346,75.0
80,62.067029741151806,72.99885031497968,48.309961448849144,50.83491889204814,41.5912383594825,57.83122889781589,75.0
81,42.55400451140761,78.88304624490634,38.982780069459224,76.03468348918715,26.415283917264105,42.1201685395247,75.0
82,28.318303634664023,75.97488886341593,24.24980514463772,48.5157200263135,27.706060492849037,43.548043661223765,75.0
83,38.45782303122314,79.12126324834648,66.13389240500261,47.47386417965798,32.814158303510546,47.72567154682278,75.0
84,44.63737827996814,72.74747490265592,55.780966677115586,51.25164891904406,32.15823020208114,34.70374473153714,75.0
85,33.7190568459401,77.88778299944832,71.64384661438012,51.05383361120422,28.433979766829463,43.44334137566587,75.0
86,37.526148965282616,71.7240771435876,45.462194256463206,54.96383542421738,26.586389945720928,38.07989297122168,75.0
87,32.346875449447744,79.51014070894594,60.308702896163894,64.89886703205002,26.21533000360563,52.66083800602443,75.0
