unit_id,HarvestBiomass,TankTurbidity,StockingDensity,FeedProteinPct,NitriteLevel,WaterTempAqua
0,23.28170770623116,93.61831346741737,32.28189905613179,41.04536413541584,40.75379164158088,41.86607680918194
1,27.415184993620365,73.27191051309008,27.517870452456922,64.64530883249982,67.31975747422182,46.131416433522205
2,31.23201862629754,76.325964772695,62.591704832697225,48.57573928642681,63.32296271227612,64.54232070266848
3,29.014074188009708,62.330186837686895,42.97322751633119,48.88849391625909,51.996434483824174,62.600546875744065
4,24.745468645234144,85.34322273755505,36.75672345245727,46.083760608602574,49.11874659097983,56.33428425278881
5,30.202280073661257,79.45848820768981,39.15870972624741,50.407043952512716,62.58777779015493,32.41327903043325
6,25.90676430884431,66.99979707379165,39.021893498492474,56.442279962001926,53.34908369823232,65.59749752931108
7,23.96449438602118,72.34423889522881,21.0898686260092,59.743284032651864,34.31515672879822,77.45955759552155
8,23.50811397312018,78.02001289642556,35.326306336472925,41.51016176761112,60.262603837965585,52.314329667259116
9,26.055803636251007,64.29944837261748,39.567161107263075,34.34448320343705,66.40198430304247,30.626068544757427
10,26.459388352221325,72.36228374985667,18.60665485989488,48.707305814176785,38.01868792762038,68.85071217309522
11,36.01006811022699,80.10959029303515,67.31129703907622,49.760681444408185,30.523608024023012,43.943789007591114
12,25.05646734368786,81.50593287534987,57.362300008560396,62.079129002911216,48.60683279083155,53.30521659671045
13,26.535279711498948,71.0183445484036,28.428863085924093,67.11498348334338,33.55226893103377,42.99378273794719
14,23.299018414739315,63.78565639658004,39.76750226848024,64.90084799274769,27.999407962093702,58.50226102292419
15,20.073012765330223,58.85295588897257,37.12956735501128,58.88579503685699,44.329859033230775,40.903912648720016
16,21.987623823295824,73.7156380012654,40.750669060122966,49.913156512967426,60.97146520532489,49.96824527742533
17,18.131318543238475,68.0201379406945,8.223467557012263,47.78465829518312,29.2881912520176,47.163896219821
18,24.588975737650866,64.2032156456114,45.48462406541598,39.00407301241319,62.4701818798874,55.47942360289626
19,27.350000466577935,85.6434474062604,24.096047754788255,57.469808290436276,49.84600227407513,43.756584847271405
20,27.944466779902047,84.36906313967737,59.77897633164459,51.87022332244214,66.00030376358667,59.460371258252216
21,20.454402716189445,65.7870039719062,36.60559983389685,39.035068037751245,24.883095602224927,67.18271526825954
22,26.47724623901283,81.49916339486612,44.40553734306003,58.61184277070489,57.72434349496725,50.50330512066465
23,24.903194357199183,68.11378385857688,34.6156357741191,45.751445282451385,51.23934447042232,39.09727149283732
24,24.571775867068926,77.42923137367342,36.95278528673523,36.19995162987583,57.818747847552345,51.47341192173291
25,24.28143678217868,73.49544560040832,64.04136382896169,45.36894745979712,54.9470146209311,63.39498645891828
26,25.097619562121185,76.2228918845941,36.09545547027005,38.68332038328409,33.90070355602256,84.91432732766621
27,27.79163388212246,83.36088298007077,51.35742894849744,62.63723500133547,49.283921977973804,58.524498465391936
28,20.999051374988937,73.35199160173268,41.613657072745774,60.84924867282634,51.899859858252015,60.901383772397025
29,25.773709937507228,92.95212858065884,57.127313564125565,36.767829777255606,54.65657811557304,41.76099578891287
30,28.291591183826895,81.14295189506505,25.711707898312962,72.59178020071563,41.293658168657,47.34117427458138
31,31.01124136192115,71.11290222421916,38.740759329627636,44.12742748533287,54.9615134012615,41.46467946213889
32,26.70313040647792,80.19055918718526,46.28208513214289,53.17297889720813,60.03349826862805,50.49138112947293
33,22.092155867453954,69.21426162518377,30.256973317653827,28.330261116849915,47.11781318092344,57.30519338451391
34,26.75290136433853,84.54867183890445,39.64198567042191,50.35115250923245,60.787631465337235,58.64452972270166
35,25.289434803265923,63.35424701151083,43.256942154305364,50.89052446472937,57.513974735516754,61.58838103632218
36,22.25714815935661,60.61674899203321,48.335221588397154,46.30450953269435,29.14769170019642,43.129318942930226
37,28.070247929267566,79.07449680672605,29.732215824362473,47.348688465293534,38.1032162455576,70.64998610692786
38,29.476338657257806,82.72717619652818,47.38983231033836,56.15513474499871,56.23595700967612,29.914502878334044
39,26.486969216756766,75.54497449492702,23.28165802075429,60.23120814648383,42.48092689641004,54.859416654918896
40,27.345202015675664,73.39085122856501,37.74614778330483,65.01439441331671,29.663134190863207,42.038175995798326
41,28.918954652684484,93.34664813198184,44.851246777225604,38.81628906887627,62.5209988275255,43.351253274801515
42,28.333321610672535,82.89573009071312,56.689945475486354,43.35651625668317,43.202444703903986,49.735047137573005
43,22.081341292397163,80.03855383027239,19.14502324541385,64.9273344365972,49.893993513337506,49.59413795268374
44,24.228618125526314,56.66408328990581,41.667272504102655,30.117307019605317,32.58290553264937,49.580672971577826
45,26.33628789249395,79.75205201222138,41.01279594826368,54.188249965095764,59.00144947308138,48.29444997592232
46,25.101711125209054,97.79765169482754,31.514278980085606,53.10598434712946,54.41846937269376,51.54006165111155
47,31.064795432406008,106.42629692855132,35.30888489284961,43.27083118832758,45.08525312153878,71.99028851637746
48,21.530427170038696,67.32946192310071,54.25740755641942,59.1799332665639,38.97705351720934,58.71564336796782
49,21.998099271349567,60.404305650971,20.32031937862984,42.97473412237006,47.254566340955876,63.07880363446783
50,29.088889993462722,78.7311905091861,51.21315505485794,45.62044781337693,48.37890473958875,26.69409321617754
51,22.840169088012395,67.46195345155708,46.1603774588944,44.874147215476775,35.30784094575744,35.98303340104447
52,24.724952911002873,70.38836386802055,53.51717106016048,46.88037356901946,49.24438421821649,32.65380618888228
53,29.64760713099143,81.66099794160056,11.142913604277835,43.6161453806569,68.17604715033869,54.88331761407602
54,24.76056105819855,67.31077363560809,39.6567009986651,58.113677373894916,44.733545204590015,37.13752049274153
55,31.47253606962631,89.6818756960107,32.48217553668749,51.62875043735031,26.071362740220486,53.62305308554224
56,20.179738707702768,74.56272826942038,38.426330871923014,50.62209360335055,78.3691078650026,65.8503009017848
57,31.061004706505933,72.61269405811687,49.22883236745946,56.79722106277617,46.3598006266867,36.53049668351353
58,24.147877768511947,72.96224580115468,41.14273710237365,55.9648968737381,59.42635920057364,48.882699548289054
59,22.03302086447723,74.0786260145058,31.801549776099026,57.580314426130734,45.4904080729354,48.87318969262485
60,34.635066814532,86.67660776239444,52.851018209695226,37.450565131014535,72.60694817760589,59.35898691923113
61,21.51418283211337,66.28732736181915,41.948950158150865,34.68765688106528,47.282398578709625,64.62674865391803
62,23.559656494412234,65.72852550404964,50.05650717583294,42.55934976872448,38.48546393567489,49.11530491528726
63,27.59590961514317,69.68571254487685,50.87902001957239,46.882925166686974,48.103344702696916,45.54085368529849
64,24.00747182293604,78.8161081205898,44.45979856461442,37.624913073883,50.15417965488512,55.65057710541454
65,20.364718759333666,67.17405653688074,51.42364357481946,57.541631658219686,30.257984541616963,73.41198479301251
66,24.64283790161678,69.47997132637262,50.28746463605872,60.93975700074691,77.04156954268406,50.52482580587293
67,20.518441721173623,75.70690128576383,51.263081443515325,40.0396669917074,51.10961232321336,58.344769117969015
68,24.766499899920433,64.51750545397373,14.148604592803256,49.600251468723755,27.11923793233661,47.62806790974698
