unit_id,NitriteLevel,FeedProteinPct,StockingDensity
0,43.608621167550915,58.25018839896688,72.54839151485551
1,37.94193630600939,40.08493469543172,17.123388335720698
2,49.718869000383464,64.87273303237737,55.88578086643316
3,56.36460382487947,60.95877922808221,54.45911628822228
4,39.812999367901455,44.34813990148049,54.10611929279852
5,50.158086095294074,51.400551392894535,35.36707607558631
6,22.5537386779922,50.173846531801516,43.79423160554142
7,76.45619411985118,26.114203809931272,60.272911769512774
8,37.75615943621985,53.47566650878686,41.14278183371444
9,37.78532710756684,49.769439736307724,28.967583631244043
10,39.772170560436685,58.589769685884406,35.15428970468659
11,64.96798251718295,12.813318876273842,43.73840641437082
12,52.57927944142136,67.02095563773848,39.786593932967506
13,55.51804653554466,40.115543059988745,33.71752385466732
14,63.58190680010176,24.15188618055037,39.749409011817015
15,38.003219794404714,59.43135507147175,33.617499809008685
16,21.49153841981561,40.76329144480604,52.688941480792266
17,77.24470948736393,52.52621298351993,25.54178992954922
18,46.78234246756065,69.51003490049565,32.792069226264275
19,46.06159041622866,46.97932178694742,30.82171141519138
20,54.598547360875756,74.55546802670902,30.398891976225066
21,46.78491338134127,42.03319477456373,32.242484839985075
22,30.811956433047158,45.08435339531843,61.97203259759068
23,57.617202509827685,62.65883445166815,64.69289532988498
24,42.10188825525845,52.8789916540339,39.38602174392885
25,47.33917194194622,46.25705479338318,52.028024158044914
26,50.689956322201446,32.85956881658807,27.99787017372515
27,43.69189080187125,45.78808824835167,33.764490781043094
28,46.17564378607302,68.98533722993032,38.29683461161261
29,54.90231850476061,41.256083754553266,22.662746626464372
30,55.72038585720149,35.28289976271673,53.28386982825323
31,38.720844655603,39.95158468189895,44.42796267976423
32,45.67997310231564,57.55644410741756,50.81402216349808
33,46.34595643465613,39.04594305660227,12.549856432902248
34,55.086565623431504,40.36658545988693,42.041021931617784
35,49.6059005477109,50.59782195710203,33.51195885797193
36,52.21685217107582,51.55380080374804,39.98324509744702
37,23.27457401774843,38.56334535351409,48.446198892589976
38,59.44700606465227,44.155993862897475,27.3590950621533
39,59.08292045476696,36.243871840814215,29.537468393883305
40,43.79309701162055,50.856613546416526,42.29784892737797
41,44.623219755222074,41.30958715113648,63.47588178505547
42,33.13117329982484,49.665392929069554,59.98488688061793
43,21.108689913852864,57.408941198465456,43.581457892767574
44,60.15932157325758,57.612388627204695,51.71863651824968
45,48.37465652127418,61.88491681650789,35.62563565375217
