unit_id,WaterTempAqua,HarvestBiomass
0,53.207619980230795,28.86243930055417
1,58.00881298955668,31.436891438071875
2,46.36334624309758,25.729476043359004
3,40.18988683708345,26.43174722334941
4,53.58178951020736,33.058446439468334
5,72.13811304024145,27.253215987845696
6,45.47839195474766,26.37634933021785
7,40.162445967035254,30.803822363783418
8,51.19818107804966,27.467621045347098
9,70.26405212474855,30.15002651229664
10,52.28225564173841,20.989798611509837
11,44.29544571188961,25.995505799279048
12,45.388350113444304,26.12127471545654
13,47.596557888488746,22.243639771330066
14,45.44477414795437,23.187357683482215
15,47.872988159969886,25.474518639734725
16,63.06759882639052,28.266755434149292
17,53.97943534255791,24.682200368786518
18,72.57330997459464,26.957210027366553
19,41.477956389231636,29.268844304129527
20,31.32768042656275,25.109844174266257
21,72.68628343883994,30.283766777679183
22,61.52276763976531,18.98628348623655
23,49.755854700303075,27.66583436335003
24,45.69387891471041,27.037392666580594
25,47.775249080860874,26.49502883913664
26,50.744629114150655,22.74694026316274
27,40.08525851674551,26.44017260438691
28,30.684294048362947,22.653610175072334
29,36.87725825591073,25.11024258250851
30,49.267007644371034,29.434681099236194
31,51.80815131708837,18.953088622480248
32,46.95829693925745,26.117700913337696
33,50.03042322246798,22.092964008510634
34,48.169789294074356,28.162080702037954
35,52.449692670864245,26.962812228126495
36,61.948956016988085,22.6847789645114
37,47.37493810163475,25.315081941391217
38,45.089764243407366,27.81394759705184
39,35.02417083429156,28.076223586059584
40,50.49070269879486,25.76239937091916
41,56.49850366755405,24.977707244945545
42,43.87540707082768,22.161404180635206
43,60.910770184925546,28.08101109693696
44,43.396161856965584,30.873033736867754
45,60.409964786663515,29.695350933044303
46,51.63104057519894,29.861241243828037
47,41.9505211640882,21.68610518961136
48,40.600776825548465,24.498934132578203
49,64.51450976605355,24.025635222143613
50,45.53517977454961,24.034642553450126
51,36.85227245023791,34.31211576365082
52,33.60314748535163,21.130045957566534
53,34.650833233384404,21.12859471640797
54,22.45747012395101,30.75011667186042
55,49.83928834288064,28.649702565369385
56,54.483550579436226,22.830597612111784
57,61.2062700848207,27.39456900338147
58,72.89039697887695,27.75999337325515
59,32.866815748607344,23.050107447499578
60,46.02605172986311,25.091601746422036
61,57.22951949067459,25.344168774488406
62,51.40443368210331,24.23445334881689
63,60.783023385999265,29.876769972521636
64,45.55317927591737,25.18228871720826
65,72.86833749888123,27.27376986168769
66,46.06817796456096,22.80062408112554
67,59.54433395027788,31.80468472958845
68,18.338385702958472,23.627499463202707
69,43.09740575153162,19.219450074589155
70,56.807266117456514,19.826009486762587
71,44.96467576750852,28.603044715070684
72,48.899698260579584,27.9909253050827
73,43.674491466224445,23.329996649872623
74,64.11249798292948,27.14089729373599
75,58.76529871117327,30.610988756404744
76,43.193475515852754,31.69872242412402
77,38.192184340974954,30.536932215900798
78,44.22662378157253,25.447932416925784
79,41.47097517928074,23.12246028508482
80,51.8053570410069,20.94715948137599
81,26.36976157422437,31.04613952244706
82,60.51781595148654,26.656005748525352
83,34.90338736781422,22.827705882036202
84,22.16271969158864,28.310750869306226
85,47.3853586586276,33.85656161204502
86,44.62967497290044,24.52819413592443
87,45.42422507819121,26.62952094823019
88,52.138318438673004,27.84681753140123
89,62.91954728581435,27.554910942841683
90,43.1021869633208,22.31781152009349
91,62.76882421275311,27.273043335370957
92,61.62427150326199,24.53696225297025
93,58.55202548668999,24.749172250531792
94,47.61287326752473,28.35456524522987
95,54.159689560251806,22.744676420717923
96,71.85041191260501,27.739395963377405
97,40.807305103863754,21.673073144383366
98,57.387240835869235,27.796790415674607
99,31.232322494856927,24.484820134856015
100,44.38900429336464,26.866611158045618
101,54.53335927920731,33.66514446436294
102,42.85171900730986,30.495468038990186
103,67.52980191619106,29.11707174540823
104,43.480264380447636,21.789730920721777
105,61.82280781089623,27.89804747720339
106,43.98225874954667,27.062870848108815
107,64.02194062282997,31.704320304274006
108,52.081230825590545,24.93801136079587
109,23.723760800129522,27.30658376421223
110,45.98702014825144,27.152733199700005
111,37.334640275110296,20.853166733315376
112,46.493720790836385,18.878301368395437
113,54.71200595410668,23.09713783800132
114,68.25341716484763,29.1035418314764
115,59.551360987493425,22.872385603174045
116,36.96523777044708,31.32849211695151
117,48.84815576140544,24.207790518373976
118,40.68124709797887,21.2767819259821
119,50.284178758398866,26.920536727017762
120,64.62244975441088,27.411518597063132
121,25.478134283820744,29.639796211497558
122,59.34847782119392,29.132990374417137
123,54.74242309460023,24.903467576265967
124,54.240410665065596,25.64403784243662
125,41.72399876922834,28.970360994768857
126,33.75698006498128,22.821503417735922
127,66.01876461080312,30.9671245149997
128,49.80807401372138,20.519051488077398
129,65.50849546437563,23.30002270097709
130,55.72271716418968,27.913046445029167
131,48.97173345682382,29.138023063802784
132,54.398445550827454,29.111266615497623
133,45.38913270733874,21.173607459712684
134,48.0250389726036,24.057360137633665
135,60.37843359740583,23.09991154217216
136,47.609239526702034,21.008753852892916
137,31.967076270250793,23.504093995460426
138,60.77896882683296,29.59393558653565
139,54.5583751780984,25.262160258961018
140,61.469543313854906,22.835294955736153
141,41.03317453241753,28.329712208440938
142,44.98024107742075,24.200928933709335
143,40.78634959046815,28.722869155889747
144,54.09547780813336,22.00035570755818
145,40.64554559144367,23.692107587125605
146,39.73230436609549,20.647698327157848
147,54.13475531033741,32.55511013276688
148,65.69804017118679,24.85339523108478
149,52.77435243157865,29.943739799817447
150,45.5809817108556,24.933077594193133
151,53.11749137693184,28.737939882543124
152,55.7327074952635,25.113060129092773
153,62.27010471001829,30.062649547910603
154,26.570563777910778,23.129600771425757
155,46.21550487490754,27.25589701308155
156,63.89863144675296,30.73787264965894
157,50.719808975954976,27.123449840640113
158,23.80692932014458,27.623917618160135
159,65.09209386979173,27.064372105837492
160,47.74731666324037,22.2572897912686
161,48.72495354348805,24.580683112796798
162,65.0209058348095,25.640829502980004
163,55.63248816129761,29.9924615460518
164,39.328334968396554,23.966799355893812
165,60.34243042927402,19.78547810866685
166,58.542783464566405,24.419209521151714
167,50.1463834863109,26.932741099485916
168,40.95066444796716,24.050091562638507
169,69.14740378508638,25.246483445678642
170,63.5288329750786,25.83067551955805
171,50.847004412358686,26.55599391627834
172,56.148812787103466,29.46044834227695
173,39.08808789930633,24.19453706161338
174,45.409819802878125,26.276927574569594
175,57.26996866621267,22.350724488436207
176,47.22781678285599,23.4526484876882
177,48.3284918091196,27.563059152434786
178,75.67165187752117,29.628181708931663
179,38.39065041170504,26.824834405773547
180,60.37977142210078,21.03921764849763
181,34.080565638348844,24.236068257094615
182,49.99442874450902,32.35027427315137
183,56.14199340529379,22.74392209488866
184,52.49311771786227,23.721027167994077
185,59.04314776488523,24.529237776197046
186,52.52072967138026,22.22513647726626
187,51.35555622277423,23.88683217020844
188,46.50331878906624,23.05682333647608
