unit_id,HarvestBiomass,TankTurbidity,FlowThroughRate,NitriteLevel,do_set_FlowThroughRate
0,25.5475569289304,75.27152833759408,71.20556083594191,54.18347956914276,75.0
1,27.243578148214308,83.09629060846298,75.26993367229717,69.47755199372986,75.0
2,18.92940452694088,64.1799789630793,74.42022939683383,65.14361010691107,75.0
3,29.0577439138571,89.95525717514661,76.13432492726585,64.6085378112469,75.0
4,27.875429753558304,92.42666180799888,77.64777255501424,63.658829018629824,75.0
5,28.599119782445136,93.67342936777082,78.04850229609896,58.97067338566889,75.0
6,27.48924354233489,71.20757808419017,77.04271803259928,44.26469487687923,75.0
7,24.60718595038526,65.95939723083724,76.80833555529583,64.32464934209293,75.0
8,26.57493349545078,86.02566514779794,78.88501274714997,54.155876543588576,75.0
9,23.90818559902653,74.30502800056873,71.51619168840544,53.23379584934051,75.0
10,27.494353102349272,74.6225346616269,76.47612202389472,39.95143115249117,75.0
11,27.793990131634075,80.21790952575404,78.52815138173446,25.295917968391592,75.0
12,28.53672583169889,70.66267365427247,74.52647994913697,46.71968159636987,75.0
13,30.838968027650964,83.03833183726158,76.19778899696998,69.07845631171465,75.0
14,18.471313128155003,72.63373478482293,70.25952264141917,41.59238770969656,75.0
15,27.524074725909674,87.09255374326555,79.83278357687216,58.086162146373745,75.0
16,24.02745632783009,59.79273383599202,69.32961148018782,54.134929344155,75.0
17,24.27296377777382,80.63952188872997,73.81177064384529,46.221541005720084,75.0
18,27.583965645117402,72.81619800870158,70.40851191625667,56.906208928919185,75.0
19,21.09500512467146,73.53675861686706,75.75798872551587,63.91526446406044,75.0
20,23.39883609388064,84.87380763631876,71.05329723886742,57.41816384782514,75.0
21,19.988434704631388,69.09425322973733,73.6271690715796,38.338894937346076,75.0
22,30.969501505164633,91.28844302832411,76.13140679937871,53.280469323643,75.0
23,21.579439875138437,81.86688453517645,68.73593507829514,41.52537783035345,75.0
24,24.548963860075418,84.51402697968076,71.72032022409051,72.30382339918533,75.0
25,22.966591489740367,88.06458318480809,74.88979074580975,64.59034356462517,75.0
26,33.62282009551213,83.799045824564,73.06753716911663,56.38812222154807,75.0
27,22.352784644143814,67.91176229284335,79.5739614503602,64.77279513462774,75.0
28,23.35149840800669,58.07944590979477,75.40785573436182,47.05413598576205,75.0
29,24.847565825342997,73.31682967961713,71.08993424954073,44.660364466657256,75.0
30,27.00930697137412,93.63395699565298,76.94474093113695,84.2982129062684,75.0
31,24.99566356653409,64.23848840050249,75.9990950732979,52.63724330448305,75.0
32,24.91342466728141,84.204610643385,69.73324185947173,56.469464019870934,75.0
33,21.51492093734092,62.73428228824444,76.06855638725018,58.657212721556725,75.0
34,20.837580005805776,66.96056332463856,77.10497869031356,58.8109809894778,75.0
35,32.05090040190569,95.02094967971676,80.80383218166087,55.51609876194998,75.0
36,26.385832505800558,69.98176587065386,72.99776467184716,65.67867735864816,75.0
37,25.266057541956755,68.82150981520115,77.03238868255264,53.894612548162975,75.0
38,24.285673848429113,75.17626096575864,74.94105957933608,44.19458411034636,75.0
39,20.931273687960466,68.60472839415169,73.42313287001907,46.73893043644858,75.0
40,21.949923847792473,68.98799952309952,77.60459374570407,54.879444287018266,75.0
41,25.718688480961827,92.65764144488304,79.00554448063875,37.471260044923895,75.0
42,27.08115119608199,80.94398608872285,75.29061256226971,49.34648069639755,75.0
43,23.702035084829287,85.26826192852293,74.22373919051965,67.71993162712923,75.0
44,30.64119482227395,77.59815136293929,75.95607316858623,63.27069199265909,75.0
45,29.381044273248584,75.91487992263663,70.43803025582046,47.94999909111718,75.0
46,29.699987889440873,73.73466890504764,74.98223280847249,60.70360597605351,75.0
47,22.74888580568,69.744378882895,80.51557849886296,49.56800254760035,75.0
48,24.856634444156715,84.34307198265024,72.66192259684104,36.453989981651056,75.0
49,26.89720530838086,78.14323711876894,74.63054065703929,62.63858042236462,75.0
50,27.112097731546562,63.493726900744605,73.94623739084952,23.69319774586029,75.0
51,20.30722909575215,88.15290466007035,78.5375533717097,41.96577385177405,75.0
52,33.87455128221359,105.17221109993861,74.32311393030375,43.853448484105634,75.0
53,19.817058898576164,72.40154061264202,78.1386082771378,56.97368747439207,75.0
54,20.82012027612707,76.88562358192891,74.59565182836413,29.46212254559531,75.0
55,25.212060819335864,69.39734514136575,72.83324895977024,54.875961565189755,75.0
56,27.730216094826893,72.64266556965786,76.84427353145531,47.946060081126475,75.0
57,26.615437603832184,77.0420543551857,72.20340953620668,43.49251009100904,75.0
58,20.183085423795994,84.00153570114865,71.11992757802658,48.36163688322651,75.0
59,19.42373406029043,67.39602317159812,73.212526659048,55.29492997607338,75.0
60,23.416494072847758,78.95211321980759,77.04283075058997,52.42364000982331,75.0
61,31.31474200121681,69.62442183421916,79.41586268161562,63.028657800061005,75.0
62,16.849982184063464,56.39402718980504,73.91851144252784,35.655326782932185,75.0
63,29.81238732958941,86.37752066052101,77.25487108877502,53.70119881814033,75.0
64,29.961903676667394,83.02009860421695,78.86742139835656,30.138295317028273,75.0
65,25.575453154020664,66.64871679418934,78.29077969624122,49.35416918057595,75.0
66,28.494437553470718,86.50703806560036,75.32775868699424,59.531281774048075,75.0
67,22.06117947592541,51.64898335281646,77.23534917122825,58.890061255557015,75.0
68,23.665099499844843,89.44702968219336,77.89558070913753,55.94996259169887,75.0
69,29.21485288362438,75.58264135367577,74.49802881292945,38.37271427704447,75.0
70,28.306102922906252,71.53929432606341,73.89816030316393,40.7676177246454,75.0
71,27.150166305880035,82.61895576651396,75.94153182120024,53.86823494527181,75.0
72,21.743214612235253,50.37350547931876,73.68705937907467,63.83248960718739,75.0
73,28.02159648329488,78.68480733121906,75.76873108969123,51.912923080389774,75.0
74,23.21478705521886,90.28288489301063,69.67296747895607,25.422518321394605,75.0
75,23.85219002139943,72.01534550800429,71.9707011192428,66.90683071708686,75.0
76,27.740259483176843,68.89964604799654,75.70701848565753,45.744423227344086,75.0
77,27.901793464335455,79.4816207296236,77.17736210821361,55.895957798697886,75.0
78,21.71944574106419,74.24713868953435,76.11719317631277,73.90304390702231,75.0
79,24.67029400409553,87.72281125345103,73.09080372016153,58.92181960615538,75.0
80,27.81518551088447,83.34090903309084,72.67784069507708,77.67925764524067,75.0
81,26.78656998171801,84.10596201874144,72.99246619131843,46.94900854474362,75.0
82,26.633941023684667,76.89378538267634,76.2603247727338,51.33565544648048,75.0
83,26.921692439278136,68.02595749390943,74.75834555196283,55.10908147564172,75.0
84,22.28071951247104,82.21284087624967,74.35892945474016,57.901357695020806,75.0
85,21.60134077791617,87.0169921829051,75.1724771367675,54.55854514818408,75.0
86,27.525795605754645,79.79234756003987,73.52850335234483,51.20382262745109,75.0
87,31.595620010813207,86.25727354934432,74.61813042437673,55.24968954284154,75.0
88,25.325983928611283,79.35677075261867,72.74831902640777,61.97642246226211,75.0
89,21.995305935189286,84.25750571085482,74.4483778560458,49.866170753196805,75.0
90,26.16351607676209,82.11122816950142,74.87977857865145,50.91351250344223,75.0
91,18.884043422239184,63.820965198879854,70.82933269557215,70.69027005490105,75.0
92,27.465216473992324,65.95863534197173,71.33237187376638,54.834816511115115,75.0
93,23.20393948862512,65.25960501861081,84.23817582958593,24.255847877773636,75.0
94,26.593374005958626,89.39196127525534,74.7738280838165,47.708576067918806,75.0
95,19.99602739537736,50.57940536623853,75.19305564607541,51.319960637853235,75.0
96,29.751043881442257,73.07707702237319,76.62172137114784,60.566268777968695,75.0
97,27.231605102426858,93.82970569098981,80.52201548461326,66.09185627453245,75.0
98,28.227593430864815,79.45104497029214,77.09084191482539,44.57582005868925,75.0
99,23.089525726068327,62.86484899505723,74.06247847747898,59.41787913159979,75.0
100,24.04099983954461,79.07441175807305,75.37353831667943,58.4300087748951,75.0
101,24.939627911995462,71.09722958878226,78.43174735465304,41.22010307711095,75.0
102,25.497851183785443,78.20975319742438,77.52156004529216,43.11191552825091,75.0
103,26.182697914030786,86.01105451089536,74.80907365973951,42.345994069083915,75.0
104,27.885954963202686,87.0398563570324,73.80415633934798,53.255151138986385,75.0
105,34.60500189532665,84.97115105070188,78.4178644073497,41.28139901744129,75.0
106,26.9530446489531,80.72033028254297,77.87333025329814,42.55812842318271,75.0
107,31.401611392890107,92.60373913894577,80.18244183132288,69.91285472104333,75.0
108,25.464339542313322,70.82106825364012,73.37772024620963,49.98436860259443,75.0
109,26.9351129527739,84.6180969399191,77.91228246758753,37.34738003352796,75.0
110,28.21503304781748,72.71290794217961,75.98834462043185,40.93457804780061,75.0
111,32.80528023510401,74.96629681717862,73.64702253046012,64.15620770399711,75.0
112,25.40788736377947,74.83614093258264,69.09287709601057,34.901667506726774,75.0
113,20.962261844871335,60.50394716362697,73.9130864517274,43.96781037322035,75.0
114,26.107392597165656,63.444688654069594,74.05280307888928,49.3266271470262,75.0
115,26.827489282440762,78.84767096552036,75.99809876170463,35.64684265194922,75.0
116,24.485283915055586,46.59482228965169,76.57884938053554,41.861026707384056,75.0
117,24.477510715904568,72.0600305468995,76.16940064594962,66.48840600551831,75.0
118,25.785873423030946,71.21704567286378,76.66955666120742,32.994332634146424,75.0
119,22.36945149599657,60.41796432238114,79.30504830420377,32.257636577517275,75.0
120,24.477825196331175,91.67068357268361,76.21317035390719,56.66021906658417,75.0
121,24.99874305080012,55.501846736416255,72.16013185596788,37.990484748400206,75.0
122,27.733601303885795,77.65787628483824,74.80537690908757,40.51174678362116,75.0
123,25.592577848392054,76.74455150618927,76.1597178346516,49.99967713583895,75.0
124,22.473947137695788,70.52427525705622,70.1038675599475,46.43816666638882,75.0
125,22.421558509122065,63.016684767442996,78.2010690672979,55.02904545200808,75.0
126,26.056014368793516,78.98634812335101,73.44196562171041,67.0820478679835,75.0
127,23.456162349040625,79.26184471068596,76.31066461559124,60.90104617701663,75.0
128,21.851569698631195,75.50375843812913,78.84142642899342,66.45953876754123,75.0
129,30.187954566393696,76.73823114502531,79.85772559725596,50.90506258207151,75.0
130,23.492620181410157,64.73988907726024,77.84202800959034,68.18911763254638,75.0
131,29.681275938045793,83.67134385011106,81.15568150449013,75.92222000167452,75.0
132,26.326823846658243,68.1293813372013,78.38065131089866,56.46945453987436,75.0
133,25.163369834080306,88.86653561252847,74.49177694016076,43.41257471688516,75.0
134,24.174290833298883,85.76660458022766,74.80502229317676,60.53984520883405,75.0
135,25.667418562246194,70.47625407845894,74.33750130639092,43.52859791065607,75.0
136,32.97318413531415,103.42666754419955,71.80339539502309,55.81562647336524,75.0
137,26.221533235441115,66.57989246842004,78.25537959022815,46.52220453347582,75.0
138,33.15008269112862,73.5084822085288,74.42243711487156,60.09844308587437,75.0
139,17.366159878231258,58.249373466653275,75.1164923291696,56.44401500778214,75.0
140,19.816121895396257,67.18824300924939,73.58236267653932,56.18369020735323,75.0
141,25.5142705001982,82.08672988599511,75.51046020115547,49.86651854219007,75.0
142,26.393499796505647,101.09596772750287,77.55520240549649,46.63988022144124,75.0
143,22.632386028041367,66.11065777375357,72.06922768246491,56.989805716650494,75.0
144,20.349803995643022,72.31012550230746,72.42461734352949,43.7754791837576,75.0
145,25.937039218173517,78.67881327459065,74.88645038906935,45.11356653479866,75.0
146,29.943037444011768,79.35963480057046,83.16591410685822,58.34676403888521,75.0
147,33.91702204799151,103.69708400959998,74.003499622733,39.4894199988943,75.0
148,32.92539459063986,109.95331450235922,79.94973049383074,48.705524135599646,75.0
149,31.904524621321404,80.76556974401858,74.10809528906496,50.969044591833054,75.0
150,28.261191963231006,67.09403277344111,71.3483096629652,44.08445281950502,75.0
151,24.67919066129963,74.92669322687209,76.01916998037962,60.433161819232076,75.0
152,19.642839579820667,80.75017065084505,74.50952549132323,40.60888025073088,75.0
153,25.38935929622573,71.79240876439428,73.5967444083897,60.63029290762468,75.0
154,24.51406111278701,88.97688949612726,72.96379849108288,53.93797356017411,75.0
155,27.99442503427037,61.244293396748915,77.275805104144,73.46866564784023,75.0
156,28.503873830838334,76.86010021204557,75.15216472750363,68.35537954969129,75.0
157,19.299489359052163,55.26637779343296,74.98539346364689,41.85876089960241,75.0
158,22.144435432604848,55.45166125400684,65.79267856781209,55.89192790961721,75.0
159,29.070963315014644,87.2704851557912,77.91528711166006,70.63118831174599,75.0
160,25.47857671363068,84.02063535339467,72.80084507445662,39.8176728665065,75.0
161,23.388971851655754,66.9725727844165,76.12468268365713,50.625194281361914,75.0
162,27.78629468820777,80.68351544485614,76.9501001064067,42.25271511017065,75.0
163,25.952379066227454,94.28701542448759,72.63712492375116,31.358869826845467,75.0
164,22.35867868878185,69.54253287299449,74.65399272636715,55.55893540515094,75.0
165,28.252321754879198,68.89888693256643,78.64669341427306,45.713349916993444,75.0
166,25.919427300976782,79.00527466983917,73.43005883452956,49.498608840116034,75.0
167,22.00520874724446,63.2356564285782,81.84985568824544,67.09666498024555,75.0
168,27.05698802218824,72.65086898973773,72.65244846273315,50.73520237073406,75.0
169,25.091810244823357,63.82119174215432,78.69117096068791,59.521634658154284,75.0
170,19.925211730646964,67.73957484463159,78.5958912321388,42.169120548002766,75.0
171,28.27038348149356,73.09084680768684,73.36473036121038,53.769080715022255,75.0
172,25.066862715183483,85.61080435504712,77.38745361700003,61.38100113042561,75.0
173,25.66683281337484,113.56004714066616,78.42089486916974,43.904356133906646,75.0
174,24.438903274510437,79.60728232961202,76.81167429611975,60.28113549467989,75.0
175,24.103932082489727,78.31414181159715,71.84726838837986,54.37587503975241,75.0
176,31.33345349730713,92.94340701014626,71.91809010040514,37.90593865921645,75.0
177,25.354092746243396,62.40912137570144,70.9979250811698,45.30073380839775,75.0
178,25.417050138845212,89.97928491548596,75.27978686483817,43.57577946849424,75.0
179,23.347022326774212,53.93155564982154,75.58053357295874,67.14036002731457,75.0
180,30.352091362837804,70.42515439502012,70.98855692109646,45.24955498929092,75.0
181,25.593737436827805,63.55144339897075,75.98764115488505,31.74858817838756,75.0
182,23.083968539877496,77.31792896677437,72.76211375920977,33.9220563497707,75.0
183,24.332918664343506,81.50023874482626,73.03767024953953,47.26128202082265,75.0
184,16.809745155087548,54.03543810470949,76.53708767568021,45.884336072471356,75.0
185,28.115951209876805,70.4375594663986,77.71855368365298,31.90087508615637,75.0
186,31.496309512154813,74.13519371357653,70.80906236567762,37.7813181065896,75.0
187,23.602504732940883,73.31963818862839,73.319519894619,49.63825568052765,75.0
188,29.379559519987637,72.67574723633736,75.51886077344207,60.98534722726452,75.0
189,25.67418189399488,75.65372208827985,75.70605905453029,55.10551288331824,75.0
190,21.568677581624033,63.72452189138612,71.2673683441438,53.60264012147918,75.0
191,27.773025019953252,74.71642151767792,75.92977737890425,40.84721467021199,75.0
192,27.274398639756118,68.85372181686155,76.55791396823443,45.1688712303504,75.0
193,22.066450567641898,56.84357031826683,75.9385469888749,45.85049177606324,75.0
194,31.684241389457053,86.27218790250514,77.8279423128521,58.94939984074314,75.0
195,26.29833608989858,94.69144984369046,69.59521749782675,43.11589202016397,75.0
