unit_id,HarvestBiomass,GillHistologyScore,do_StockingDensity
0,45.332891967265724,7.4747613181897625,0.0
1,34.13433821096786,27.9554765244213,0.0
2,33.34488107618967,-2.8941246801586598,0.0
3,48.01195826701575,15.725100011118837,0.0
4,32.83224773647994,30.125304836693918,0.0
5,43.43747922859636,1.0303055697196104,0.0
6,30.15184885836508,-2.631017947006912,0.0
7,30.574072536249858,-29.068984703349177,0.0
8,32.04431896891602,-3.2605483538405053,0.0
9,26.329946447136656,19.766684128484208,0.0
10,27.060272386648442,24.631764642812506,0.0
11,42.87325550151553,-8.605187407601097,0.0
12,40.61730044825585,10.970676120619862,0.0
13,33.4275283389316,21.370285459128823,0.0
14,37.905552741480136,32.513001589752804,0.0
15,36.74651544683923,23.069781605873683,0.0
16,31.322647406554488,-6.6371963945199965,0.0
17,28.88591482510622,-12.526606526723143,0.0
18,36.53736184070524,-5.188278616404521,0.0
19,24.18224115407678,37.58200945420222,0.0
20,31.363310361583334,7.654037000071565,0.0
21,42.11352094199862,5.965706058349541,0.0
22,31.70244800453166,31.007606782609,0.0
23,40.95427817792018,-7.114996254651945,0.0
24,30.053713842936233,31.803760856289585,0.0
25,24.37767071898732,-2.027377698944518,0.0
26,30.53218226597081,11.913753582540378,0.0
27,41.5139256563531,30.154167132911155,0.0
28,27.147999896333488,-13.4903671769245,0.0
29,29.224539025444624,14.197519734404977,0.0
30,30.36817108476561,7.304409856801438,0.0
31,31.294979764643223,-12.577543960152504,0.0
32,32.42647923665453,-26.313731155228115,0.0
33,51.35696691044351,12.079835989103724,0.0
34,51.74378311531453,8.795362990667863,0.0
35,31.172606165680786,2.9768882947754065,0.0
36,34.6006783736354,13.22373202076707,0.0
37,42.29599659560328,19.32985552701284,0.0
38,41.37791503281072,5.538129006217446,0.0
39,47.61416858993382,-1.2529999809178207,0.0
40,26.55453342581114,22.583735579667653,0.0
41,25.151478751028357,16.80595835886219,0.0
42,49.6355843204019,3.7527209547253593,0.0
43,41.20231149435783,3.396874845798818,0.0
44,44.43719024408409,15.534087548115004,0.0
45,25.53137640923654,-6.541601754853346,0.0
46,44.28566677142322,54.08726810711336,0.0
47,35.56870284150611,-1.9746142660747452,0.0
48,41.553686872814104,-1.255242688505053,0.0
49,28.496795859147184,3.7664733816987743,0.0
50,26.574845712997043,18.399754104160678,0.0
51,39.163742805997344,-9.474677821817806,0.0
52,28.77843369716224,3.596092180882467,0.0
53,27.401846286265403,43.68395515053902,0.0
54,26.80686646277458,-19.36730421497907,0.0
55,37.232812875374705,23.77537681809237,0.0
56,22.13118796183257,-12.340123361353147,0.0
57,45.24444219123433,15.378753380936736,0.0
