unit_id,WaterClarityScore,do_LineFlushRate,do_MaskingAdditive
0,29.046839436979962,5.0,0.0
1,36.17337848118599,5.0,0.0
2,13.755576516408674,5.0,0.0
3,39.11274845098358,5.0,0.0
4,48.67606105760375,5.0,0.0
5,38.441042292186005,5.0,0.0
6,31.95313596499692,5.0,0.0
7,27.150148959985295,5.0,0.0
8,36.85541872022146,5.0,0.0
9,30.701834029111687,5.0,0.0
10,35.2392770992752,5.0,0.0
11,34.66341072814239,5.0,0.0
12,35.335585273321094,5.0,0.0
13,39.925362925134245,5.0,0.0
14,23.29253390826824,5.0,0.0
15,36.59575812431483,5.0,0.0
16,20.32631602259342,5.0,0.0
17,28.184224840963466,5.0,0.0
18,31.49809225705753,5.0,0.0
19,28.77899788607391,5.0,0.0
20,33.106192580790264,5.0,0.0
21,19.466817748921024,5.0,0.0
22,42.54846478825713,5.0,0.0
23,31.73224511957973,5.0,0.0
24,35.69247987484773,5.0,0.0
25,35.61523701432024,5.0,0.0
26,41.08753383177381,5.0,0.0
27,29.485819718994723,5.0,0.0
28,20.943459416134445,5.0,0.0
29,30.5253753084733,5.0,0.0
30,38.95658377977348,5.0,0.0
31,33.041039006547486,5.0,0.0
32,30.86927597487296,5.0,0.0
33,25.836892991974732,5.0,0.0
34,18.40655232278751,5.0,0.0
35,45.682637505784214,5.0,0.0
36,25.54574178074951,5.0,0.0
37,29.89003672638793,5.0,0.0
38,28.44095116846797,5.0,0.0
39,23.38660482456586,5.0,0.0
40,23.419787097348486,5.0,0.0
41,36.73441712586413,5.0,0.0
42,37.90017288041189,5.0,0.0
43,33.53096286766182,5.0,0.0
44,38.247306396298896,5.0,0.0
45,32.89476886064381,5.0,0.0
46,33.562311713527656,5.0,0.0
47,27.484963756082657,5.0,0.0
48,38.19420632876416,5.0,0.0
49,36.4917128086025,5.0,0.0
50,28.978256433831664,5.0,0.0
51,28.776660036757008,5.0,0.0
52,52.461168220139584,5.0,0.0
53,18.22286002384849,5.0,0.0
54,26.271680466139493,5.0,0.0
55,31.113168444248405,5.0,0.0
56,33.535447995347226,5.0,0.0
57,30.22413663185018,5.0,0.0
58,26.6912495103456,5.0,0.0
59,26.697901370041166,5.0,0.0
60,32.27863888547151,5.0,0.0
61,34.497248403156405,5.0,0.0
62,15.419375516694938,5.0,0.0
63,36.07047050664463,5.0,0.0
64,34.17684197285253,5.0,0.0
65,32.80749205722107,5.0,0.0
66,36.14224502010098,5.0,0.0
67,20.943784990568627,5.0,0.0
68,34.977687599969585,5.0,0.0
69,30.06424937805451,5.0,0.0
70,36.07541493056803,5.0,0.0
71,42.167263414982706,5.0,0.0
72,21.025727878458177,5.0,0.0
73,34.48030414126223,5.0,0.0
74,36.671950360888474,5.0,0.0
75,32.67495966099668,5.0,0.0
76,32.09440573693432,5.0,0.0
77,29.231511617696107,5.0,0.0
78,22.903924308252616,5.0,0.0
79,38.62695524490409,5.0,0.0
80,38.86560212780095,5.0,0.0
81,34.41121701973068,5.0,0.0
82,32.930941495080155,5.0,0.0
83,35.545846434060664,5.0,0.0
84,24.393908445968567,5.0,0.0
85,32.78580184470816,5.0,0.0
86,32.07722910017752,5.0,0.0
87,39.698494447446045,5.0,0.0
88,34.34620608393214,5.0,0.0
89,29.70833232677075,5.0,0.0
90,36.837780110724516,5.0,0.0
91,19.02846376730523,5.0,0.0
92,32.17430250702962,5.0,0.0
93,18.20760582951677,5.0,0.0
94,37.17943115802481,5.0,0.0
95,17.76789324690549,5.0,0.0
96,36.54277795463606,5.0,0.0
97,38.03453090314099,5.0,0.0
98,37.53338853854314,5.0,0.0
99,21.573461638464817,5.0,0.0
100,26.89605929908442,5.0,0.0
101,29.658658584427123,5.0,0.0
102,34.01556165564472,5.0,0.0
103,33.683892526854294,5.0,0.0
104,42.362547193747716,5.0,0.0
105,47.12073643902452,5.0,0.0
106,34.675294573179286,5.0,0.0
107,34.52523775125595,5.0,0.0
108,30.894652964119008,5.0,0.0
109,34.36893042979357,5.0,0.0
110,29.107239267764907,5.0,0.0
111,36.89925251175937,5.0,0.0
112,30.2588872333373,5.0,0.0
113,21.38035780563356,5.0,0.0
114,33.427299818913156,5.0,0.0
115,29.88368097733262,5.0,0.0
116,16.888665259077737,5.0,0.0
117,25.379073533511423,5.0,0.0
118,30.86734557351443,5.0,0.0
119,26.206122399100572,5.0,0.0
120,31.845722239940482,5.0,0.0
121,24.960103474456613,5.0,0.0
122,28.110015041110938,5.0,0.0
123,31.368868658919162,5.0,0.0
124,25.064725112372486,5.0,0.0
125,19.49948255849618,5.0,0.0
126,36.37402789800533,5.0,0.0
127,23.140463876493893,5.0,0.0
128,25.775879515694317,5.0,0.0
129,35.494762938975285,5.0,0.0
130,21.841037377344918,5.0,0.0
131,42.5274000851094,5.0,0.0
132,31.254928119371286,5.0,0.0
133,33.89869736398787,5.0,0.0
134,26.880778142478313,5.0,0.0
135,32.01506698917135,5.0,0.0
136,48.80670944033548,5.0,0.0
137,30.90243226365113,5.0,0.0
138,37.668792480377206,5.0,0.0
139,16.417941891578863,5.0,0.0
140,23.146615721719147,5.0,0.0
141,29.612552577933787,5.0,0.0
142,44.17579796073954,5.0,0.0
143,26.12589548705533,5.0,0.0
144,19.80158346675183,5.0,0.0
145,32.97356843230335,5.0,0.0
146,36.833516184740084,5.0,0.0
147,51.58889820820903,5.0,0.0
148,53.520603376362374,5.0,0.0
149,42.874855858293856,5.0,0.0
150,33.19773880778053,5.0,0.0
151,30.80534072798681,5.0,0.0
152,25.615365745098185,5.0,0.0
153,27.152654938201824,5.0,0.0
154,38.01112209372056,5.0,0.0
155,32.2628295129635,5.0,0.0
156,32.97430550823532,5.0,0.0
157,14.817789035801471,5.0,0.0
158,19.1645035648715,5.0,0.0
159,37.582942872840675,5.0,0.0
160,39.26088228275328,5.0,0.0
161,24.840806815125017,5.0,0.0
162,34.08649567010419,5.0,0.0
163,38.933615986152034,5.0,0.0
164,21.486607659281805,5.0,0.0
165,33.31428452516217,5.0,0.0
166,34.10062005475498,5.0,0.0
167,22.497783823977656,5.0,0.0
168,31.829651988541325,5.0,0.0
169,26.469304548258712,5.0,0.0
170,19.226049959152682,5.0,0.0
171,30.096676306134484,5.0,0.0
172,36.55664823764639,5.0,0.0
173,48.50017151627798,5.0,0.0
174,27.971276984480564,5.0,0.0
175,28.474939677727136,5.0,0.0
176,43.761602501879054,5.0,0.0
177,29.684213756139965,5.0,0.0
178,34.20422358781006,5.0,0.0
179,26.63620097595337,5.0,0.0
180,32.82372727303353,5.0,0.0
181,30.39943267054948,5.0,0.0
182,23.46002582581875,5.0,0.0
183,34.89204669214912,5.0,0.0
184,10.830934202374731,5.0,0.0
185,23.978671133824143,5.0,0.0
186,39.16451303155641,5.0,0.0
187,25.792789624270014,5.0,0.0
188,32.34482145730828,5.0,0.0
189,35.35923182426778,5.0,0.0
190,16.92382449038765,5.0,0.0
191,31.00059760709426,5.0,0.0
192,33.947403348384654,5.0,0.0
193,19.647269767344827,5.0,0.0
194,39.41361509196123,5.0,0.0
195,34.43265790678409,5.0,0.0
196,28.063863587397837,5.0,0.0
197,28.25780730915612,5.0,0.0
198,29.53733124348342,5.0,0.0
199,20.643902845890047,5.0,0.0
200,29.187180418345157,5.0,0.0
201,26.253258053977508,5.0,0.0
202,23.68314860565119,5.0,0.0
203,53.45377781732186,5.0,0.0
204,26.718005338264323,5.0,0.0
205,46.77732901076289,5.0,0.0
206,39.699149805377644,5.0,0.0
207,36.08858965682706,5.0,0.0
208,29.8208321341002,5.0,0.0
209,31.954488971031008,5.0,0.0
210,26.94014277716539,5.0,0.0
211,33.2102113795491,5.0,0.0
212,17.98227326164526,5.0,0.0
213,21.566700585809272,5.0,0.0
214,40.36863008955096,5.0,0.0
215,34.31774967531207,5.0,0.0
216,35.098818621711445,5.0,0.0
217,26.28527986938175,5.0,0.0
218,33.35008499312302,5.0,0.0
219,26.276659974411064,5.0,0.0
220,34.28292202003822,5.0,0.0
221,27.278258365628204,5.0,0.0
222,35.534199382082335,5.0,0.0
223,33.23392072808727,5.0,0.0
224,34.42499092547844,5.0,0.0
225,29.730430081527608,5.0,0.0
226,41.60409334385589,5.0,0.0
227,27.032217119731904,5.0,0.0
228,31.33774269838669,5.0,0.0
229,40.414641591280834,5.0,0.0
230,31.581131165973055,5.0,0.0
231,22.402745994277105,5.0,0.0
232,39.35780643633643,5.0,0.0
233,25.5884861378851,5.0,0.0
234,29.942769719314658,5.0,0.0
235,33.70921073476726,5.0,0.0
236,17.907620244204878,5.0,0.0
237,32.11025819610424,5.0,0.0
238,36.310879451821144,5.0,0.0
239,36.922845149110586,5.0,0.0
240,25.18187738700652,5.0,0.0
241,31.9960110213146,5.0,0.0
242,35.913572608906556,5.0,0.0
243,24.155889089667852,5.0,0.0
244,35.78300388411805,5.0,0.0
245,29.853801375887443,5.0,0.0
246,39.41287519760084,5.0,0.0
247,37.628659335841036,5.0,0.0
248,17.10103913917851,5.0,0.0
249,25.127019996228572,5.0,0.0
250,31.55808908439502,5.0,0.0
251,31.99691728746576,5.0,0.0
252,31.902228154443016,5.0,0.0
253,33.31095755748023,5.0,0.0
254,24.00355827417269,5.0,0.0
255,42.800087166194416,5.0,0.0
256,37.68876825320163,5.0,0.0
257,34.45457822968926,5.0,0.0
258,24.65069223952665,5.0,0.0
259,29.09720447052298,5.0,0.0
260,30.824476374483254,5.0,0.0
261,28.64292525774822,5.0,0.0
262,25.10738249475578,5.0,0.0
263,23.336191588923693,5.0,0.0
264,28.869508980812103,5.0,0.0
265,42.76274632236139,5.0,0.0
266,33.4021679707345,5.0,0.0
267,19.229041065611256,5.0,0.0
268,34.29828814087245,5.0,0.0
269,34.81574949615115,5.0,0.0
270,16.46408366751816,5.0,0.0
271,39.9232181917245,5.0,0.0
272,17.74334486779197,5.0,0.0
273,21.477223156452453,5.0,0.0
274,38.50749241684915,5.0,0.0
275,44.94326459484761,5.0,0.0
276,25.67064481838518,5.0,0.0
277,29.48216180859243,5.0,0.0
278,45.01690505093504,5.0,0.0
279,26.037038607618133,5.0,0.0
280,43.23249519265549,5.0,0.0
281,30.369499654585823,5.0,0.0
282,22.995049649257624,5.0,0.0
283,26.6641165021258,5.0,0.0
284,31.235734317580647,5.0,0.0
285,20.51511510283067,5.0,0.0
286,32.23861693811509,5.0,0.0
287,25.07762518074089,5.0,0.0
288,38.31650476454395,5.0,0.0
289,37.38674360744042,5.0,0.0
290,28.897541395712835,5.0,0.0
291,17.340373011900024,5.0,0.0
292,37.76950980691615,5.0,0.0
293,29.15777955749741,5.0,0.0
294,42.90449717636155,5.0,0.0
295,19.304477609705305,5.0,0.0
296,30.85769163918387,5.0,0.0
297,24.70856570925811,5.0,0.0
298,33.97195918264081,5.0,0.0
299,25.70923061279686,5.0,0.0
300,28.002407212310864,5.0,0.0
301,24.14414192084141,5.0,0.0
302,34.88622113897549,5.0,0.0
303,41.97956178820962,5.0,0.0
304,29.607188533815226,5.0,0.0
305,29.910964958009128,5.0,0.0
306,36.86150339077865,5.0,0.0
307,32.42314228716065,5.0,0.0
308,30.57647670308534,5.0,0.0
309,40.79263436918425,5.0,0.0
310,31.863611259709348,5.0,0.0
311,35.588485188678426,5.0,0.0
312,37.95968659967884,5.0,0.0
313,30.889345048052846,5.0,0.0
314,31.63746534169383,5.0,0.0
315,28.596751502632788,5.0,0.0
316,25.643438073536892,5.0,0.0
317,24.90592313488612,5.0,0.0
318,39.7475758531769,5.0,0.0
319,16.573559169550443,5.0,0.0
320,36.45208568431294,5.0,0.0
321,35.42039418655012,5.0,0.0
322,49.438925007147986,5.0,0.0
323,45.88958534060647,5.0,0.0
324,18.996504015258804,5.0,0.0
325,33.092187561785245,5.0,0.0
326,29.07838614487558,5.0,0.0
327,31.584385441291946,5.0,0.0
328,29.707934582947235,5.0,0.0
329,26.78673306739875,5.0,0.0
330,21.712803745631703,5.0,0.0
331,28.96009014345965,5.0,0.0
332,27.49489386908234,5.0,0.0
333,36.07505998099388,5.0,0.0
334,28.516691717716977,5.0,0.0
335,22.972109066657897,5.0,0.0
336,36.93737516382388,5.0,0.0
337,28.881953240677486,5.0,0.0
338,19.572689660109372,5.0,0.0
339,36.43977871468874,5.0,0.0
340,26.75406329046728,5.0,0.0
341,28.624549059292907,5.0,0.0
342,38.1275925722971,5.0,0.0
343,32.132371994160565,5.0,0.0
344,23.765157038710512,5.0,0.0
345,39.68525903135867,5.0,0.0
346,34.67886309002599,5.0,0.0
347,21.71987450086832,5.0,0.0
348,23.16071349330057,5.0,0.0
349,30.23692807951416,5.0,0.0
350,20.99115305559472,5.0,0.0
351,18.816748733952032,5.0,0.0
352,23.946714731958167,5.0,0.0
353,40.746978662371234,5.0,0.0
354,29.09832330849267,5.0,0.0
355,40.56187490070133,5.0,0.0
356,22.65343384408093,5.0,0.0
357,26.89701780668001,5.0,0.0
358,30.16189359478382,5.0,0.0
359,19.098422439323016,5.0,0.0
360,35.935174603561485,5.0,0.0
361,36.18387359305235,5.0,0.0
362,27.23683685665972,5.0,0.0
363,34.15788723157561,5.0,0.0
364,18.151908827028247,5.0,0.0
