unit_id,WaterTemp,HardnessCaCO3,PressureReading,WaterClarityScore
0,78.5106186498419,26.415935969931358,78.77783020446729,-12.084157130943948
1,37.30952485660821,30.396658673631805,76.6751083557206,-9.704699682290174
2,46.80789247132528,64.56122807446933,67.48077664285819,-14.846791699998917
3,45.01222808970531,40.424290849003995,82.77110995811209,13.728844474545285
4,29.053103964502814,32.23440733601143,81.4962663584068,-15.077107814610732
5,52.90010631658592,58.3815265262723,84.99843968806438,-4.405606317290909
6,62.68140763119357,48.30627572180763,71.91100074034676,7.210276218810366
7,57.85187256593922,50.83489481288988,67.92336531067738,-1.2019770650473687
8,54.09076011536127,48.251103871615236,79.25063794310313,-11.602775653580958
9,55.19701798642305,59.128572565294284,55.10096924529621,-10.306839309670792
10,66.65545386965637,61.33663280583473,86.99619248594435,-1.7697819131154557
11,48.34064532748205,60.408640321397,62.43019001067981,-3.1424326544399896
12,80.0154286733215,40.34940717625806,78.82508518840879,-9.352453937330798
13,33.98137500182108,39.243788251010095,84.65397947493082,3.99112093702771
14,45.70410931067421,47.70998988589134,84.87108649147756,-2.2913206299349005
15,53.515985981811525,41.56697422693871,87.17392441037852,10.588503530236588
16,60.042401477591774,35.530953230074644,60.68087676741123,-16.359011374696973
17,50.47083133547432,52.015481586568434,86.61675196821723,-3.5698669912592216
18,45.358068098334414,45.18640750123429,84.74846214302713,-3.803601273173078
19,64.54872536531987,47.45200509993001,73.05582380664403,-11.15652472498487
20,67.83837573487541,37.26208535581503,63.638037830299865,-11.316759976090015
21,41.78410882357153,32.657532122570586,61.134979682060965,-14.256567245092741
22,34.33575956014383,28.98549083862067,51.997479092978814,15.740519080731012
23,44.222028265379194,54.4059792688991,108.03671429031215,19.654835914657752
24,67.38309918195273,66.73261094149625,76.13388232373846,-11.853666426518107
25,47.455338384557045,71.1764038668461,90.59596635819082,-2.126984337091944
26,57.96775611468447,67.20273051239406,67.71711398177986,-11.334034328015457
27,47.087446454948214,65.66716924295987,71.91077258004076,29.704108823538597
28,47.9142238666826,60.2044293621797,72.36005912390483,-8.357084577568166
29,51.21773647408929,45.116971964486616,75.54179413675223,11.030763988094456
30,46.74986953176625,36.98221322891258,54.372698330909536,-14.395944882938869
31,77.57125136396036,44.46324446748787,63.45034688888823,-22.551124178832747
32,35.86527086917218,41.147865180854375,81.02771802629398,-6.599924556657918
33,55.89119238795351,49.65477702010633,69.75537081320003,-24.444807137818035
34,44.50767214107827,48.982578189078154,47.66533777663301,-18.428055531704388
35,44.18685375613303,59.24700148166317,53.69126491866573,-28.449141230651556
36,62.77918242794294,41.39595042648402,66.8655059823546,-16.607874948060257
37,37.859744970143744,37.474081704917445,66.83164775296797,-1.0522733213108988
38,44.649445029753416,36.90236159438519,67.33614295478525,-12.395672649330285
39,47.368532166633635,47.083669445977215,83.60851300700054,-6.074661181675324
40,64.42705667847245,56.14946077583322,78.33975790923374,21.25124169927967
41,70.67434092103076,41.22034165912384,75.18500501036216,-8.74805625350751
42,56.79587892399774,69.53534443548824,79.36610284187884,16.134641196147733
43,69.87240895886647,42.701985929066176,69.19889115173866,-20.18328448084344
44,42.04035692611217,49.466804445044986,82.35806935934899,0.2351962703885584
45,61.65126789396783,48.981674680991,70.5769475943881,-3.841103661888736
46,43.451010890081555,35.37099440824198,80.8112568062527,2.1319693530789134
47,61.748078585952285,43.68308977782028,86.16734296838041,8.778917726744748
48,63.4247833432144,50.05985075273632,101.31433565178968,20.266978524940097
49,51.59606017082067,62.428595243330975,77.84295006415155,0.36051837258566677
50,56.403865122885406,36.6830086093817,74.90537891011925,7.88191160900803
51,41.52959046480485,50.85840465846727,64.82240016432112,-21.115458513799627
52,78.87128005490493,54.090101134495946,57.09056906943581,-8.301044351378447
53,50.22878535008359,35.12055986803742,69.30570521431393,-19.016500553379228
54,19.74873342027606,49.47277702208207,85.89912348473445,-6.174500620255337
55,78.20794603325702,37.02777998050719,72.6312893082838,-10.008031545792033
56,47.748369159924856,62.74765567488818,87.2414911519217,23.69568070891948
57,59.03024512518164,62.24705775671607,71.8755431545645,13.202477140413414
58,59.86415054142421,54.07614099784906,88.33987657775822,11.171270552822133
59,60.29721106780215,30.364265276127128,78.96385980756202,-11.054920304627352
60,41.95950645795437,69.41428334064891,62.329464561705834,16.258610058227422
61,63.26689771186296,24.065767742231426,64.13000538602874,-24.494388544229096
62,45.62535930976152,60.21301811851911,75.90784355654242,-7.623886640901993
63,39.19438174747539,36.03835600294545,55.65483187847658,-21.74012240301036
64,53.18086901679665,25.50941966844629,84.26418542515538,-0.7901074291036974
65,73.11981646789864,46.801411002451715,68.60781005472232,-9.134952244679692
66,55.70149224325777,42.46937290463377,91.71168705565152,0.5625211502807033
67,49.81035136586729,36.51737133262044,73.33726929643343,-10.866085270233537
68,58.035407233308234,27.22308990387382,83.72422919208628,8.931079791507718
69,53.136730197036535,57.54784690072446,83.11295429222295,-7.024896167423839
70,55.92026978259013,54.31365731904801,80.96863970428376,-12.269427235694582
71,55.84706723936536,45.3262716503359,86.67085000173219,31.066446442064585
72,49.18813808544395,54.70419610968373,61.01326134282295,-15.45065304111424
73,60.33092704566659,38.53767460666831,68.25638299866291,-11.89020466434809
