unit_id,WaterClarityScore,PressureReading,LineFlushRate,do_LineFlushRate,do_MaskingAdditive
0,4.594170283096245,59.6225364321725,11.68322833032148,15.0,50.0
1,47.72318142634596,90.2951838866142,16.51496342192702,15.0,50.0
2,6.344749584401823,72.55870490550431,11.882994205874319,15.0,50.0
3,6.384955148766406,72.93766101605448,15.727399296194667,15.0,50.0
4,9.878294783614859,51.83770783565162,12.31573827270699,15.0,50.0
5,-3.901964291203919,52.47068976847864,16.0789193783502,15.0,50.0
6,19.189427143126196,78.4295408361045,18.124670400903863,15.0,50.0
7,48.35325842433566,88.14960405056769,13.336878287265028,15.0,50.0
8,24.70689505511381,65.850154613788,20.635567778762656,15.0,50.0
9,0.3618225327124356,59.56633871253931,16.690835689207596,15.0,50.0
10,6.759101049777163,72.53160853726735,11.82779539963201,15.0,50.0
11,27.798473636160445,80.63528742204879,16.174344679767522,15.0,50.0
12,31.33013744444482,66.03978894592969,13.341571101145654,15.0,50.0
13,10.812305021910182,76.50714936087567,15.665933194406747,15.0,50.0
14,28.64389427891544,80.86353622617199,13.803866707952652,15.0,50.0
15,13.244197917598758,62.326346857279425,13.155239755829538,15.0,50.0
16,17.191574365139047,63.50363991291475,17.74704254719338,15.0,50.0
17,21.542987701452372,88.1141295137866,12.210569472241584,15.0,50.0
18,14.190650600802726,82.97277076009973,14.532678453829204,15.0,50.0
19,20.53629163368592,69.81496617351344,10.747432245306435,15.0,50.0
20,27.17986452013593,73.96523638177446,16.00558505053071,15.0,50.0
21,20.89400459100941,70.76075872051257,13.343136523883178,15.0,50.0
22,12.526593827872402,76.12261350554992,15.302034942470797,15.0,50.0
23,37.44178367359209,63.92818227772314,15.76695358672131,15.0,50.0
24,31.177562327644083,95.98300859570136,21.011342275053003,15.0,50.0
25,24.35772621299991,76.79864286204868,18.934047786206442,15.0,50.0
26,24.75278167065488,77.33027571709243,10.75146154756721,15.0,50.0
27,22.16929944528807,92.77275693351656,10.8791907539354,15.0,50.0
28,18.179759572638996,63.25886329211195,13.043599263229257,15.0,50.0
29,31.221774331660576,84.68892629272297,13.273860318967808,15.0,50.0
30,34.735423153395985,90.22312247169074,11.978848580804108,15.0,50.0
31,37.71502879862,85.53881277608953,13.0082816618363,15.0,50.0
32,28.486672411856425,73.57155379389417,17.467188042343324,15.0,50.0
33,13.719225864575332,76.22012468706497,18.293292878991984,15.0,50.0
34,10.794822205658651,72.0542696300321,14.930930891994082,15.0,50.0
35,31.453594834226262,75.98382588570458,10.026620535168995,15.0,50.0
36,33.96331412255526,88.76542626021947,16.067238352964125,15.0,50.0
37,19.306044306272106,81.4733365607714,8.132812816784515,15.0,50.0
38,28.85741241777899,77.41201153574978,15.19586768786269,15.0,50.0
39,28.022959485902994,71.09533008702007,15.67991422535891,15.0,50.0
40,22.106189586154276,83.2016646745983,17.552623065258043,15.0,50.0
41,28.139171554134197,88.13624817986091,15.126613393739664,15.0,50.0
42,26.101265427111798,94.42032483391043,16.28303210665592,15.0,50.0
43,10.754832973727762,59.16602354064707,14.506342926841219,15.0,50.0
44,23.988648456146834,81.89831577664748,10.352591627363509,15.0,50.0
45,23.64553062074874,85.30903983651882,16.47655687194196,15.0,50.0
46,22.32467759014037,84.52640167518898,15.126898798746502,15.0,50.0
47,18.736372665023698,64.14756305790912,19.1231045329492,15.0,50.0
48,21.5163160059551,80.23741280685208,18.042593337095756,15.0,50.0
49,27.71005869155508,74.12840135933348,12.93262815806896,15.0,50.0
50,27.320886572473334,83.48297120401092,22.59862605947337,15.0,50.0
51,34.91406928529913,90.48952842165338,10.87723566435554,15.0,50.0
52,17.60977711017745,62.08904696935601,10.75894944461357,15.0,50.0
53,28.400442754952106,75.21382377782447,14.606500467469584,15.0,50.0
54,19.20677890837475,68.26823421574959,16.786300757512983,15.0,50.0
55,12.696033998382008,68.72240822254466,17.579690841838687,15.0,50.0
56,-0.8636655872109739,63.37495370244893,12.495870391577634,15.0,50.0
57,3.2337868106709458,56.79997354219085,14.053381421327945,15.0,50.0
58,13.924262619756574,72.2176991529041,16.57397214971607,15.0,50.0
59,27.299621094085325,77.56585091050904,19.615750189343373,15.0,50.0
60,11.250360544334168,67.21247240763087,14.45531472443715,15.0,50.0
61,32.7577412602956,89.73860381566035,13.40798004270355,15.0,50.0
62,38.2923430693389,93.60850532044458,16.87594078817724,15.0,50.0
63,25.891632810664365,82.15030513381713,13.925214416422948,15.0,50.0
64,14.714573235500614,77.50175345025056,12.40115554383315,15.0,50.0
65,10.420791576883255,69.82035538893014,15.86550048629954,15.0,50.0
66,20.905458028722066,80.14640782052378,13.453650728076472,15.0,50.0
67,23.88855889788246,89.74083012812369,15.636924392492103,15.0,50.0
68,5.112423894985218,62.450189830306996,18.15259345723626,15.0,50.0
69,-5.918438436316989,55.08632701330161,16.349804094180513,15.0,50.0
70,21.036127572455563,72.28614236232083,14.696140262695087,15.0,50.0
71,11.115068970979125,61.621622162316164,10.616057482132184,15.0,50.0
72,11.903165184117046,68.17669646181474,14.802409197558756,15.0,50.0
73,22.577087233365326,84.83685755680096,13.276122112283362,15.0,50.0
74,17.001596699719975,77.9850021468826,19.25770067411665,15.0,50.0
75,41.10344714658534,90.4659153825577,9.099399735491303,15.0,50.0
76,18.762438678579528,67.81532563693175,20.26050838745713,15.0,50.0
77,23.264336072061752,77.66613881705352,13.656861956171934,15.0,50.0
78,9.555942895706753,55.75851936972801,12.226517642638226,15.0,50.0
79,40.98656790661334,75.91307994678967,18.645202703506477,15.0,50.0
80,17.724829184760118,65.78522984522637,11.591339526181937,15.0,50.0
81,19.296906525105463,78.20736316683427,14.373004942330105,15.0,50.0
82,13.809112903358098,63.13590566910574,15.442984038918247,15.0,50.0
83,20.914991308671244,76.73085401693818,9.95363947183888,15.0,50.0
84,32.04849441042937,86.62079951360005,13.359993860259513,15.0,50.0
85,19.67442565274378,66.01755507699022,16.160770030461773,15.0,50.0
86,44.69235152708592,101.85830276217469,12.553904489557752,15.0,50.0
87,42.90086996028404,67.10057530316212,11.246671510760141,15.0,50.0
88,16.278594072459036,62.74118261712151,15.176017839210264,15.0,50.0
89,33.6227828530953,88.45258003364982,16.626097514649864,15.0,50.0
90,22.582841076744078,70.12287969247119,16.760328005946025,15.0,50.0
91,42.12369460805771,103.18321153256781,18.26144740905749,15.0,50.0
92,28.08459650281955,73.03561474988138,14.281706987051258,15.0,50.0
93,22.88928847289184,73.98007700314972,16.155110096255346,15.0,50.0
94,40.31686217264674,89.40404465259334,15.72737623706433,15.0,50.0
95,15.891087258518892,69.14635144527293,15.485818183740772,15.0,50.0
96,25.935222818914404,67.91915461305258,10.447167026347689,15.0,50.0
97,18.432902484966327,63.59322004143373,15.238121011811195,15.0,50.0
98,30.28947499518935,84.31767417283602,15.13209826439459,15.0,50.0
99,25.338646421246608,80.31692876408786,15.20278173220464,15.0,50.0
100,23.089276292696745,89.1105781797758,13.949000442864271,15.0,50.0
101,19.097677008304064,60.354957516224054,14.726095121832385,15.0,50.0
102,19.313382809297167,61.20903385128452,11.349435436617,15.0,50.0
103,-3.6249823063847986,64.82065304344843,10.422904857092695,15.0,50.0
104,25.092451952481824,82.42254475120053,15.535293985145758,15.0,50.0
105,28.682888415046953,72.03243055477047,13.718161471841086,15.0,50.0
106,37.501773281273074,81.01213441950402,23.926813626061104,15.0,50.0
107,26.111511911271347,53.704890881436654,20.195286411328986,15.0,50.0
108,7.881432157142986,76.00377918341702,18.3013715744195,15.0,50.0
109,26.34521288141687,61.42474965774904,16.004959330865688,15.0,50.0
110,20.73010608671354,72.7927220639331,17.627838272654493,15.0,50.0
111,31.60872867510865,84.5142519467049,19.53883874307276,15.0,50.0
112,13.25667245096038,68.28782702276705,15.762218713711428,15.0,50.0
113,15.900554170013695,62.38546975958532,15.73436162716817,15.0,50.0
114,22.604692758791334,99.39675479847723,17.929345581263533,15.0,50.0
115,30.024027925520354,95.66164562169249,12.600308398326955,15.0,50.0
116,21.88809418407047,62.80046377650092,16.665688160196172,15.0,50.0
117,27.43338544320132,84.98409584587534,16.651119325505896,15.0,50.0
118,18.94022588959068,69.60805048903156,16.866312097115205,15.0,50.0
