unit_id,WaterClarityScore,LineFlushRate,UVDose
0,12.077384201063285,32.05566394656437,53.45625754261238
1,-26.190654534629868,44.96764740201771,56.792569693916604
2,8.77814827110895,39.1746697396081,28.319646665342837
3,-14.76494539842641,47.713024497880824,52.53635468216438
4,-16.419122768534955,51.92208919171197,45.10687730178521
5,-16.047654687700017,71.00261931903428,60.18394782672859
6,5.958107133133928,21.55584261738893,42.03545817040222
7,20.162690411452207,15.374512198055946,26.054190473369243
8,10.454837432455648,34.839408618507974,42.859865120301144
9,-22.643563319430246,37.107215574606684,46.489286146376394
10,-9.731053467960376,44.96950715984682,74.44444174448444
11,-11.112167124228975,48.35638952287834,48.933649719588836
12,14.42329959775845,29.95857067073167,84.73344336518242
13,-7.236360153569081,38.96318378781107,46.93839382584122
14,20.280147461804457,18.332906008911987,54.269534198483264
15,14.027798290093134,41.05667136969486,35.444788394445986
16,-4.225566194135224,34.97367037668454,50.949657283250055
17,-20.464938317012436,47.12631175218786,65.41685227494509
18,-1.9114788372114742,38.510819271249396,52.25709672129058
19,27.904821497427434,9.054993372230363,65.9883361829463
20,17.67112684481951,58.095473150108,19.61857666703117
21,-33.257580810373426,50.73017696473239,32.484715234612835
22,21.46546069584485,55.44909869053261,50.299569739176555
23,8.499975762325723,32.87759883668812,46.56076977230227
24,27.30554080650016,39.30585579187634,43.17078733882198
25,10.322393242445763,31.744496368922665,47.0397530535258
26,-8.941064693132247,45.83521434650578,43.42932754868319
27,-10.36786563923564,38.89806330230543,52.50578290417769
28,24.069660966395887,16.28258500578189,62.42937628503885
29,-12.617295634431558,35.49256586661092,77.77780767694597
30,1.018712554995445,53.06883675499446,55.54885248585722
31,-14.3585983288103,45.58205116717662,60.42414650668915
32,-15.661225936219259,51.07127808378139,68.66809193588647
33,-8.226792024694896,34.56400215538109,30.866323983931103
34,15.50707534271191,14.816973424618034,81.25467587125974
35,23.12560799091109,22.30661184918408,56.11949524143778
36,-6.419676001106536,43.350655553881694,56.64761052817593
37,24.61453758943554,25.692193842653396,73.8624939753776
38,-14.341854961439136,48.40376009011638,76.7856930308934
39,5.86405637290688,33.0404897513527,67.07609267289155
40,-20.44751293007015,44.09884848017665,63.54190114062462
41,6.241939434299435,37.783293650291355,62.99126803088081
42,-9.223603507717884,37.82082139923148,47.093538859453865
43,16.249009368162827,26.8897313794397,47.17008516505827
44,-2.1969062463433637,40.8635476369343,24.524033504957618
45,-3.5696041007555603,31.8556241643874,65.57708920067027
46,29.18731989699845,11.784806300349954,52.73462440483294
47,-6.149622511596466,40.519383812177196,34.18595578616573
48,-1.9471067849238781,21.36554777815183,59.63000499771987
49,-14.35697476891647,34.48621018874628,65.31970188890321
50,-9.402407335253685,55.86565071898462,52.84961209154398
51,-13.198392163936669,52.745160223800596,54.47483398430191
52,-8.724814463606874,57.238775736088456,50.200257846581756
53,-15.378653161812409,26.66718308768639,70.43354472076334
54,-17.234895219790044,40.78591617656524,44.63579624498366
55,5.135043124025417,47.24833086174833,61.250841108898584
56,11.597379310510902,26.91466418979589,41.84502344236789
57,-10.6726933082324,47.13444816994137,45.22394011862686
58,-9.491956092000464,36.746995559471586,42.28760886243356
59,-3.6026619663976835,48.30237951991882,60.83811317618669
60,-16.103121892641855,38.36434346779868,73.93896287390989
