unit_id,WaterClarityScore,LineFlushRate,PressureReading,WaterTemp,do_LineFlushRate
0,19.596331204371282,15.978217885284698,78.0144405453798,51.26387343278453,15.0
1,14.51451240190011,12.597566325623362,63.802526075584765,60.457553469457444,15.0
2,14.848440008271686,13.891565312899798,61.06432843921954,51.94589216935369,15.0
3,4.822799932223975,17.655465342615386,58.20744569926507,55.594937225079946,15.0
4,11.390150840922015,11.358654526711135,77.05142364995561,48.56581053970293,15.0
5,21.20349552173043,16.94089807313593,65.31901532818495,49.62527612281738,15.0
6,19.03520870519116,17.394095896545988,77.1733866761124,47.53190744432457,15.0
7,2.2276228739579187,17.44383729703658,75.90304161471985,48.412683264404215,15.0
8,37.02486477792093,12.160757956422916,84.93371987145561,41.61544385677665,15.0
9,19.02908736129655,15.696636154928553,74.68567054245223,49.493054720923816,15.0
10,6.996631362301442,14.482304207140613,68.54039761163708,74.27211224128393,15.0
11,36.535567625566124,11.389982365420686,97.52719132987849,34.204042746607,15.0
12,20.693903575640753,11.366314145838711,75.88451592064973,40.20936412454265,15.0
13,38.39761262929477,11.355875659361606,97.41172887951639,51.70395531886785,15.0
14,27.367385023122054,15.510495690516043,60.00702673940517,45.65044794710614,15.0
15,-5.681319181242828,13.961474011510624,51.207475194040555,41.87678463417819,15.0
16,7.789928528528187,14.588442120622188,68.17806455080472,44.43835633192912,15.0
17,8.228725976920668,12.209549088301031,80.05659137316898,50.13915993698517,15.0
18,16.039903323631442,19.52303803419719,66.82134547279901,49.8476041577913,15.0
19,24.173517716081342,12.57226049464418,62.49116480537134,27.63402236875585,15.0
20,22.59558055498304,12.144778191746497,79.83160906738658,53.7952009604339,15.0
21,9.277989222447337,11.124980440397024,67.30472074472293,56.45685555444891,15.0
22,31.433440122254684,13.734427741104787,83.92466198204201,30.39647762230853,15.0
23,12.652911165731709,16.878833977137077,78.1697737517286,39.84754133968957,15.0
24,19.333327472031012,16.508009082968826,72.53365331455379,35.210364894953806,15.0
25,16.860665549539036,10.776978887023663,86.76538388527747,66.8317654931607,15.0
26,2.1862450113124634,13.969926690519086,65.54000364837313,48.525764864901404,15.0
27,8.778537485802506,13.039922750913126,64.6635398090602,56.33863282732138,15.0
28,24.082004315904268,11.55591093416046,94.09670830806728,53.25022946869096,15.0
29,17.84837081020474,12.851393334512222,82.47650533698447,42.11983169275168,15.0
30,35.151573574230596,8.254983900059887,96.15849759737159,59.251145142018544,15.0
31,14.858974389588953,14.037974722593283,85.15539428206125,52.59756159727043,15.0
32,16.46439635372923,15.303654196982604,83.59421111322901,68.03235548605946,15.0
33,13.594537111725012,24.782431034975097,75.8829097097156,60.395277062250024,15.0
34,11.906076538487449,15.51185921919011,74.94540879083462,57.032646347846814,15.0
35,28.267486845429676,17.911638103406542,88.42215641216941,41.557689133458325,15.0
36,10.487913677017142,13.465745849517916,65.67991117373404,43.13493019668037,15.0
37,12.30187978653298,16.219443427366535,86.97398032784947,50.67937632390056,15.0
38,2.132353098778681,15.018028683332515,73.64857901248087,50.4335117307127,15.0
39,44.98796108496534,13.972394836633288,104.12389042512352,59.78515913379341,15.0
40,20.08894269288777,10.70495678249212,83.77943768756326,60.98896495065413,15.0
41,30.69047309126193,17.03677896193485,54.226450235088436,66.54358060529799,15.0
42,19.583003054926163,14.886946517854678,82.8842714750355,51.924638362763645,15.0
43,8.458264447203854,16.599106036644603,69.35751180963508,62.59112795149373,15.0
44,19.70484645995958,15.085882660309698,69.54642964988432,28.74347491205501,15.0
45,25.442787540647434,10.545773977672617,82.42425179519411,44.26074202750754,15.0
