unit_id,WaterClarityScore
0,-14.910931759188374
1,-1.647853921157901
2,2.5072780211142813
3,-17.892712948620506
4,15.7494830636012
5,5.82476133895007
6,-0.8116296269486623
7,0.3240321097206582
8,-2.4413210560191785
9,-11.025894470973826
10,-11.055581529430999
11,-14.303682937739184
12,-16.097967430499505
13,-2.3564858758984117
14,-8.534931499942218
15,-8.080245229731016
16,-9.138340649263816
17,25.02081022862669
18,-19.03662505145622
19,3.4125299054014695
20,-8.271425433930418
21,-9.15025481244808
22,-22.27815317228736
23,11.44626521188572
24,1.7409941167001053
25,-10.097264261119882
26,-24.66053986143169
27,3.963211410841302
28,-1.6801564764094574
29,18.446180293189606
30,-4.83061929747156
31,-9.97271798733702
32,-1.8876942687026412
33,-11.929025982973247
34,12.462671457676253
35,20.57632571424857
36,-3.428047314957197
37,-8.4383407486761
38,-6.952707555211743
39,-14.533700552137933
40,-10.197937546200842
41,-24.28663922461554
42,3.114694971217076
43,11.923784060704204
44,7.773792221791931
45,-6.7540025170492495
46,14.832408914634286
47,-12.903659106097152
48,7.349020573184424
49,4.671470246249997
50,-16.051102837143524
51,3.556881034811829
52,-12.517563277739463
53,1.265677052613853
54,1.1654333177834824
55,-13.000339893108457
56,-12.348214191197693
57,13.379457596041725
58,4.7243463188618495
59,32.47218789208848
60,-4.947259111840009
61,-21.29883517162507
62,-15.862253638263121
63,0.8827036619066466
64,-13.721255191809856
65,1.384267540655988
66,-5.48663515979357
67,15.52365806749334
68,8.21857286132792
69,-11.661796846277829
70,2.06188185630019
71,-14.639809891092892
72,15.44177633032534
73,-6.713817779464765
74,5.557993826643084
75,-6.142736148881878
76,-5.070315964534971
77,6.116051112399349
78,0.5531683566745533
79,-20.416003901605897
80,-25.3375685681159
81,-0.6330425985465311
82,10.294158033282027
83,-34.9628108198731
84,0.7124201605882986
85,-4.751675969309988
86,-9.02762799682814
87,-2.2481572329964195
88,-2.2458488179134752
89,-10.125420255816085
90,8.553757696721094
91,-9.473799571996341
92,13.266206640602526
93,4.254835928303946
94,-25.781792300244724
95,-13.553401981746159
96,15.143328448528486
97,-18.250113078825887
98,-20.187494451816505
99,-9.737879999812147
100,5.213943739636351
101,4.256992009411574
102,1.4889891797500705
103,0.22451572385676055
104,-16.799118838058817
105,-4.688964045468008
106,-9.208898166144202
107,-13.715646733885794
108,-6.460252839201493
