unit_id,WaferYield,LeakageCurrent,do_DepositionRate
0,24.839350197883224,9.339650686402136,0.0
1,25.23566350997699,20.36640359981221,0.0
2,20.654667500905063,4.0310218225339804,0.0
3,27.69706224178106,14.06091025028871,0.0
4,22.997327533048317,21.777145218944778,0.0
5,24.774298551724424,6.189080727270535,0.0
6,25.161526177900235,3.9920212261964725,0.0
7,23.86224545239981,-12.282608010094952,0.0
8,19.41804331136274,3.7016151015187013,0.0
9,22.5331532967453,16.063853992943653,0.0
10,14.462573365358947,18.703076069767462,0.0
11,23.88300794851943,0.43179448322527314,0.0
12,26.340566296090447,10.965353288484273,0.0
13,25.508375485624413,16.644927465190943,0.0
14,27.220375153769524,23.37913088797488,0.0
15,29.489211779152665,18.03231033453286,0.0
16,20.949813706464287,1.1731926635985417,0.0
17,22.495553367345842,-2.5464732154399012,0.0
18,23.702352480499542,2.1203851699116267,0.0
19,20.271096650340645,26.708684713891202,0.0
20,23.69195764777518,9.371450471501708,0.0
21,23.79201534702007,8.401849989031355,0.0
22,26.488339535517024,21.82398754939883,0.0
23,28.300561224162497,1.0128753166979383,0.0
24,22.53973036881616,22.79896433518295,0.0
25,16.200255892919547,3.1585150826477406,0.0
26,27.064138228400008,11.74727238287246,0.0
27,25.901441443380172,21.597528158230666,0.0
28,23.733557875930934,-2.6803891753990836,0.0
29,22.25977972272336,14.086669762429196,0.0
30,20.239310732466695,9.789312058385264,0.0
31,21.886597590004335,-2.390309724173992,0.0
32,24.682328743185867,-10.6751729118693,0.0
33,28.871469871186736,11.99753845340154,0.0
34,25.29125771440682,9.864901114648145,0.0
35,21.50864513357261,7.120726017381764,0.0
36,23.46931573523731,12.206152983620683,0.0
37,25.97882536064641,15.755190672131839,0.0
38,19.98394401260817,7.896503715671421,0.0
39,28.236376699317482,4.863804305356512,0.0
40,19.832802695898927,18.496794445211002,0.0
41,18.916880239307915,14.523441573218161,0.0
42,32.201054819905686,7.519572941644968,0.0
43,28.735454121828642,6.696135514612499,0.0
44,22.528998275731727,14.029941844858687,0.0
45,14.53828216985092,0.7959523534943447,0.0
46,28.548624225082733,36.1081580427672,0.0
47,21.93629336644783,3.7249484992073327,0.0
48,23.837071299933427,4.414105392808909,0.0
49,18.602295168238246,7.09295566392698,0.0
50,24.35090252451244,15.380204936278773,0.0
51,18.97618024596883,0.18584445631171675,0.0
52,24.786527963330983,6.76467350881398,0.0
53,15.898992787785112,29.410376478799424,0.0
54,20.421216825305727,-5.932520136465211,0.0
55,26.467027402391984,18.23651094877502,0.0
56,16.484347785246577,-2.2499359611413574,0.0
57,27.03696041021491,14.011175736080713,0.0
58,27.153260254148726,10.454701799879725,0.0
59,25.80741123812363,19.88845209669603,0.0
60,21.810627303882608,9.795257790501623,0.0
61,16.764486689342274,-13.206772319370817,0.0
62,28.381923096061925,23.15489611430182,0.0
63,27.549048515208124,13.05193724206331,0.0
64,26.39677088639252,20.132805562792193,0.0
65,16.06036569899945,17.098544887468144,0.0
66,16.282059327729833,13.790431979453595,0.0
67,26.381054390082475,7.053785948046151,0.0
68,20.66924326365931,-1.2843978517953794,0.0
69,28.450418290063073,-9.233326597072914,0.0
70,25.85548110789215,12.943625098832534,0.0
71,13.917667052184951,16.67719573791077,0.0
72,23.075102468648595,0.07475032705260176,0.0
73,12.794042481091294,4.551192164063849,0.0
74,26.11258693488317,4.508400050323899,0.0
75,27.544811481580446,10.787383063871339,0.0
76,18.56250090949829,21.793320895459733,0.0
77,18.84770879118506,9.882528843336317,0.0
78,26.901647261291185,9.16294956531451,0.0
79,18.305612818725358,17.004942805500974,0.0
80,24.125467664881224,1.0694564262031268,0.0
81,29.400544891208348,14.113116842602807,0.0
82,32.5496036827949,-2.721190285813641,0.0
83,21.8960181697536,5.057714369510592,0.0
84,21.724486535005205,-5.8021581272443825,0.0
85,22.929633901443754,27.33730165885944,0.0
86,24.64594784029849,-0.6321319325891785,0.0
87,19.13082168033612,12.564593767955966,0.0
88,13.17396061404269,19.011298924867518,0.0
89,19.65091023034686,24.981469092499967,0.0
90,13.718688497582658,10.424715266268532,0.0
91,27.042571418220746,18.22804511216834,0.0
92,27.444758972022285,4.828190190675378,0.0
93,25.96186179134389,-2.103014354147941,0.0
94,28.670947470695612,8.204186789082975,0.0
95,28.65026353672562,0.28331804602672683,0.0
96,19.312738717391845,13.314893299988848,0.0
97,28.1575400920346,8.540554024134897,0.0
98,26.389413555295274,12.414266482623058,0.0
99,16.754488873959325,16.23639167525753,0.0
100,24.987616729191014,-2.1231352209156764,0.0
101,31.595458371589704,13.165927536583578,0.0
102,18.96714219435554,8.519007079642854,0.0
103,21.67212143613971,2.03576917807292,0.0
104,23.12401988094497,-6.759840966568017,0.0
105,22.73903526939072,9.307967432335397,0.0
106,25.492860338907462,11.037415639361239,0.0
107,31.172568741272123,14.057720078609153,0.0
108,28.227997630889853,10.306875758705559,0.0
109,22.648831685603763,22.48387070453058,0.0
110,28.656040268063425,8.547272020785496,0.0
111,15.659744125641064,12.525845391821552,0.0
112,16.613032129279144,2.0372579459783893,0.0
113,27.02082335092656,8.161278342883541,0.0
114,28.998819117189377,8.684863331039374,0.0
115,22.29484840065805,1.2894557150488293,0.0
116,27.994596053692746,4.81163769039823,0.0
117,23.86584420780622,-11.442429706540786,0.0
118,34.062427055585694,14.12756506883705,0.0
119,23.533926092461254,6.3270482505588,0.0
120,15.1690274978441,5.955444728718293,0.0
121,27.579313078002947,-5.451816919561704,0.0
122,21.096974907650214,36.91207709135196,0.0
123,18.016006891713822,3.3761346144995583,0.0
124,23.273873341468654,14.290689781074189,0.0
125,20.586510017297236,20.26912321584456,0.0
126,30.852967168284984,1.4458890792086514,0.0
127,30.06270593787901,21.22947038410266,0.0
128,13.648074523674715,31.374822624977263,0.0
129,26.616036957798038,14.122270977615145,0.0
130,24.752558546175216,8.324887056862442,0.0
131,29.831540169397243,19.626663484992957,0.0
132,22.254483860771625,-2.6516612189777007,0.0
133,27.354915557582917,12.034513473936714,0.0
134,20.03702803284171,13.983458923292009,0.0
135,27.99494411830026,-3.5216417002952234,0.0
136,23.496961184312312,8.42409736988516,0.0
137,28.07468403550471,6.04644504236414,0.0
138,31.048523509537354,11.052494567419641,0.0
139,28.80365199091741,15.202516801887228,0.0
140,27.317664393958914,12.559568690152489,0.0
141,25.851583553798537,-1.7529732000407883,0.0
142,20.030763790976774,25.068802102674105,0.0
143,24.157009290152796,-0.8349335644702851,0.0
144,29.495048861076885,7.977156369171796,0.0
145,24.208206664087708,17.028016289483997,0.0
146,31.17259130687573,18.583554625469564,0.0
147,21.307329371523927,5.567997135887394,0.0
148,25.682014665963464,11.348080029073781,0.0
149,30.43010391258636,11.796479874683094,0.0
150,21.369460522183918,6.7717044350647235,0.0
151,27.000957899208778,13.883481251144834,0.0
152,28.179026475502457,24.410221196176614,0.0
153,20.180898435802188,18.725791394129228,0.0
154,26.99718997182571,0.8414377325897338,0.0
155,19.872517437122646,16.96124388433071,0.0
156,15.434936297666853,-1.1585032648211175,0.0
157,23.24201019309182,25.8332251229582,0.0
158,23.548561587437188,7.369238777199668,0.0
159,30.679091930159256,12.260967209786832,0.0
160,34.22365659653654,-1.786650182859157,0.0
161,19.960522735163487,10.105582368698704,0.0
162,24.09593121584368,9.083289641441764,0.0
163,27.225332117336105,3.3391310189571266,0.0
164,26.03766146088961,8.6972370646495,0.0
165,17.620504619900007,5.890357124642079,0.0
166,18.21836671054783,20.736306050608093,0.0
167,21.231409457909997,5.122669736135986,0.0
168,21.74776283755046,8.960200427720562,0.0
169,18.497706560480463,4.410201836728342,0.0
170,31.270274909718765,-1.072957714257436,0.0
171,25.80606075305887,-4.327125304164651,0.0
172,24.175614494843508,13.675821163160656,0.0
173,24.84522470787452,2.99434549636865,0.0
174,28.71016120673572,4.619300162716231,0.0
175,25.924431939193052,-3.277417798642226,0.0
176,27.072206226910282,12.721997276606528,0.0
177,17.068305943639132,5.816226769059685,0.0
178,22.323707217118237,16.527021950702355,0.0
179,32.90542537212084,16.139790389904203,0.0
180,21.763362463612616,4.373536231437539,0.0
181,24.852898564878686,17.3636490227624,0.0
182,25.82728060362134,4.051922875668159,0.0
183,23.916616908359988,20.51721448107383,0.0
184,27.351520184496373,23.897030545992813,0.0
185,19.324562991870405,7.320955077003619,0.0
186,29.812296250761566,3.327312755599926,0.0
187,19.88798247491866,9.999041809864575,0.0
188,23.026228511799975,-3.0992831664813227,0.0
189,26.527499120494237,17.99957427361165,0.0
190,19.111038820858163,12.403979873668924,0.0
191,33.29409871382069,9.111359455547257,0.0
192,16.67976205610387,-2.0213558205827518,0.0
193,26.610959254795,20.894058827274726,0.0
194,34.5259923961407,10.147889024393443,0.0
195,17.000169289076204,18.137017562624806,0.0
196,30.788790429566426,5.742031743277456,0.0
197,17.904004384179558,8.006689044303318,0.0
198,15.410066316063826,23.36953731672179,0.0
199,19.44533216932173,16.747946401799243,0.0
200,30.548086037402623,18.619396034677713,0.0
201,23.220700010226146,12.335975878614635,0.0
202,25.337448042588314,11.30725635800173,0.0
203,19.599741313258896,14.149054794758571,0.0
204,31.923512331453626,5.6153420850222435,0.0
