unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing
0,56.071831078555185,10.223683507420287,68.33008804532217,100.0
1,59.424762454797644,-7.828995821171251,58.97288216633362,100.0
2,57.064186535285344,-0.9190412291150762,56.746658903046566,100.0
3,50.52137449947806,19.180184929566167,55.09363134753137,100.0
4,53.09019741550843,-14.444784827362543,52.95701463243587,100.0
5,62.75769649641666,15.364395710545862,62.52353130540447,100.0
6,57.768398132675635,17.78447208755557,65.72860029465156,100.0
7,37.08959746031286,18.050091166175335,30.76679143380006,100.0
8,69.65745951224177,-10.161552512701624,80.97940142739284,100.0
9,56.64990501417594,8.720037067318474,61.24453967155127,100.0
10,50.17864300443565,2.2355044661308763,52.86219018278626,100.0
11,59.52031432227592,-14.277494168653543,60.83688696892885,100.0
12,56.26358450159525,-14.403882461221286,58.97355009748345,100.0
13,63.67078780065494,-14.45962397900902,81.26226241812071,100.0
14,68.65394294521059,7.726046987355671,71.93908614812086,100.0
15,46.420163967311986,-0.5457287785332641,38.37949658420544,100.0
16,46.85662660236527,2.8022809241224826,37.67816467526164,100.0
17,50.025437471953936,-9.901007868472492,62.31920914711859,100.0
18,57.287085511622635,29.15302310261299,63.21962441280503,100.0
19,63.788830027534495,-7.964128958600083,66.9330484199679,100.0
20,55.3036007592294,-10.246884456073705,56.4591575571082,100.0
21,53.303372198127896,-15.69260444827989,55.839744654235226,100.0
22,58.579518898382204,-1.758155862500442,71.9148095502826,100.0
23,50.448239128983595,15.032973437912,51.769365813175604,100.0
24,59.62437096506974,13.052768503053537,59.98574825071103,100.0
25,48.00559731441375,-17.550932743293643,37.406465238619866,100.0
26,50.15107970585468,-0.500591472628078,50.010528721726686,100.0
27,52.19629152469133,-5.466812510123907,47.6829111706824,100.0
28,57.159068756046864,-13.391435611583145,68.2230318322891,100.0
29,53.71765683982611,-6.473559593704735,68.47239904426665,100.0
30,59.3997403751258,-31.018385973680203,65.79302258718754,100.0
31,48.84885076336531,-0.13721498135186927,39.945915431430684,100.0
32,53.014082031779324,6.621513411887104,52.91004411951922,100.0
33,54.42467530252917,57.23818172676701,57.39069604272107,100.0
34,50.69087544548152,7.733328230475189,57.298791742952034,100.0
35,56.16115634921426,20.548147472190927,55.43011053211574,100.0
36,55.04725548738091,-3.1929171635743305,44.43938816088195,100.0
37,45.35145574454724,11.511827902137291,46.85598977773721,100.0
38,42.168412130464745,5.096273168995635,38.390086819735615,100.0
39,65.92123654844968,-0.4874115723782442,75.53624925034329,100.0
40,54.151376296955654,-17.935530781492076,54.36532102029439,100.0
41,71.35246282419531,15.876399656732104,64.83888290022126,100.0
42,54.83973265245624,4.396294405343982,61.10287176576628,100.0
43,53.190629983425495,13.539226235682182,52.73114169173314,100.0
44,59.052500366127816,5.458613406053784,57.73483735987276,100.0
45,61.61026697148533,-18.785566959228227,63.14120385486889,100.0
46,46.361656498915956,14.174066284991818,48.12924983175666,100.0
47,46.830655287362234,4.716396900282338,43.42531117654192,100.0
48,55.63065260091477,6.93018965971115,55.72854779623637,100.0
49,48.88731860399884,-20.978775181534385,44.13384795523936,100.0
50,63.34712673915755,5.745635593125469,65.91811599099222,100.0
51,53.59786459864954,-8.760951502361186,66.97331452696135,100.0
