unit_id,FeedFlowRate,PressureDropBed
0,61.03509319396516,34.52738921716891
1,37.252967029479166,42.59694025684
2,38.85770513109184,24.8096578283069
3,63.3468294381027,45.63518608752974
4,36.84550301580904,96.51841421068241
5,56.54764111005608,43.60600557745172
6,27.402349115375397,19.50664194588571
7,30.909468635767105,84.26569344111202
8,37.869390969661076,68.07611793942478
9,22.757950528267372,54.388497278632464
10,33.81353007438072,73.43807305425455
11,56.51346128408416,26.718085547907584
12,49.6429499326341,68.95902185792582
13,35.57112804692895,23.83661982595092
14,42.61118535985831,56.23932398139699
15,37.69255663521735,55.08608977345069
16,35.199941958933415,49.228382301420346
17,28.59273292965628,56.53462061429765
18,43.34372914563484,26.311758034086218
19,20.735268950737243,63.38561196056435
20,32.442394891451585,20.819270207434933
21,55.37570702541865,46.620616385540444
22,31.092953921105984,84.37855192970244
23,47.83241021784855,5.965650967121625
24,31.549271199872578,65.89510593410341
25,26.271147841182557,71.95437131850677
26,27.07441621202025,43.09541394720135
27,52.5222340887684,63.69847030450238
28,23.151299462624678,56.56452026895822
29,27.9521208803949,30.816660013191438
30,33.189402246666376,55.21729012422363
31,34.517175445217454,19.382182105321995
32,33.99629378409881,28.192007445476193
33,69.63965089691615,39.11168141842889
34,74.4153295471075,65.03012500586702
35,33.89322983878838,39.944485066958904
36,40.146877337254985,22.48914714574164
37,54.09257709637863,7.425949180644162
38,58.0053220499468,56.30714421620361
39,61.64848450724146,38.88885335585917
40,25.724443451563616,63.84358517762063
41,24.213821427800244,76.40702220258986
42,61.63323641618645,35.98503096886958
43,47.850260405536986,63.78529619597488
44,61.39023216761497,44.665497268551945
45,30.73303258963794,41.099291747674215
46,54.384913796165876,62.657178039459794
47,43.46085055387693,40.86073055315178
48,54.084061540383246,-0.01207629627833029
49,31.86445963372951,40.42223348119223
50,21.54416673521699,8.40147123187673
51,53.34414704870031,43.395720725416
52,25.83506684022562,79.85109128356008
53,33.50997442343501,50.83329567947993
54,26.0501745797063,59.716741288504096
55,42.38854896794173,60.11521251640201
56,20.63234739315744,37.73469570039557
57,58.047447212256095,63.741585785383556
58,24.632091665736095,43.877105078471374
59,54.129270517691495,49.896552934464964
60,43.03400349861161,65.90611152137203
61,53.513968820238944,40.811118073065174
62,45.00495947546594,75.72142444414501
63,30.932583714700364,67.23480035752
64,32.74719905762301,43.525285852572985
65,39.575636080403626,79.0319896159136
66,21.111048472768374,40.426476875229355
67,53.66498337154661,32.16092048811471
68,27.763219702594853,11.193048282946311
69,50.753818727621,50.873283329447105
70,55.04643678892416,64.37619178735835
71,21.46034139822679,61.062347388433864
72,30.26660369093595,60.162920801614156
73,28.37444282680469,38.10500613959575
74,51.041452891323395,8.9180778796304
75,50.857191807189466,61.30544379864342
76,19.013733253523352,50.43330112874088
77,30.611371696274777,57.377034978456145
78,34.65280768194001,51.723501800556306
79,28.007320849375475,65.02729314525573
80,36.19642736141165,74.03108897101046
81,50.15194526763507,30.669775058864705
82,49.26220462408423,60.22412635032212
83,24.31834061111975,28.42139340424109
84,50.227143695467184,48.3549206512488
85,49.84984965246662,82.7394004715596
86,48.57814594880533,46.193283550080025
87,34.29351282993685,44.682692005347846
88,25.588215775601626,63.02980608368856
89,37.26319205358254,80.76746359166485
90,31.44035203185953,55.45761164152505
91,61.10805127900724,67.25803727002548
92,24.041450070506475,20.077728650402555
93,55.72185223156828,36.637396168063525
94,52.54722377839525,62.001117450541486
95,56.907894127820356,31.321407208846235
96,40.77889800621645,47.535728372993894
97,45.84557347322182,40.46393778564212
98,46.86168086638067,52.53477349471417
99,47.75001647650831,23.28877990441216
100,60.27372891388668,16.978589494325274
101,49.979917736639145,54.743647020608286
102,14.15456274068281,54.414417167889766
103,43.93719437344198,74.21717709200782
104,45.113744839478336,77.6049699361118
105,38.43811799563868,47.06341857957534
106,36.818899568658786,6.494848321772242
107,47.42433390158843,53.01473814961323
108,47.288342328642734,20.387897044152304
109,44.584183103116416,33.001918770892914
110,67.06988308922847,66.91071813136746
111,28.445916092010073,61.985870739091844
112,38.274255564278064,27.184937599577445
113,27.60908404454088,34.92683069719289
114,42.28717729283999,67.46043101362325
115,31.418611191319595,30.00418245502252
116,39.34848562647403,49.86005820682179
117,42.97243642482254,64.51060950366659
118,53.65344724232845,80.30412557977213
119,54.04114841440772,43.89235498058103
120,14.717356133950025,57.86717815959362
121,47.076624684974625,62.472419096204945
122,26.61202692545957,69.83340509052053
123,22.29923870798801,38.34199092971898
124,36.96600492317717,41.6233635908602
125,41.374014648084845,38.76688675602985
126,45.886490458919056,45.93374646565417
127,39.079930950747595,59.82046074966913
128,18.27291977398198,29.724678563846375
129,37.24815376762316,51.77531000285543
130,36.58052920704707,50.55246047978709
131,27.292169497084153,47.887623351580146
132,24.498482353326988,-7.0223138133896335
133,43.716168030137354,50.510978060226144
134,40.84264769856998,76.9060517233864
135,37.41226458871191,44.91498251434959
136,37.41149720765246,23.06297559175415
