unit_id,ConversionEfficiency,ReactorPressure
0,19.52498701274899,88.11596620273696
1,23.035752791053397,78.77779239863905
2,19.45548799096913,86.9224881635239
3,16.46843127189652,70.02518708746179
4,23.79918316156706,78.51671051043365
5,23.91737839497882,84.213069478883
6,19.878501024611513,79.76357914381045
7,21.03573959398901,77.24529219386811
8,23.884825785283976,90.95422065324884
9,23.597028105560536,70.8822534874648
10,19.565211629694783,64.88306480823576
11,22.57193109428409,72.38010965211242
12,17.022341378195932,64.07502596032633
13,27.10130580803893,75.5648489421798
14,21.656471283264263,89.21708615062418
15,23.53963845988939,80.95411271529466
16,25.157377689361674,69.87875990494625
17,23.40626327857095,82.90002739204458
18,23.089926543444697,51.62239166063582
19,20.396491834063387,88.91337328512618
20,23.794082913236917,80.3135542984737
21,19.774883986622992,80.2405585275907
22,15.86724741037585,52.60386315025217
23,21.76824163797121,73.28354255622257
24,29.252092009107677,92.13153517344995
25,17.81332934484428,85.30837662286847
26,20.052008755571602,58.06213692261744
27,20.162660173176494,67.18791527081922
28,25.941185484724414,89.69193188926651
29,20.094020228867294,75.47113305638977
30,21.32586739710553,75.37763478288066
31,23.54283096640092,58.072829685962496
32,23.225953058965278,89.83395907359824
33,19.165963781745546,57.43487873600821
34,26.94425396114628,62.48087667948616
35,22.690166612521647,84.39084947608686
36,21.334441768937854,69.27357071350825
37,20.502638666238045,68.53886068929049
38,22.941863911660256,91.27906822990506
39,19.97704173008597,85.13313374597475
40,18.298556816495793,83.37942604292074
41,17.41623514589097,62.355419532284245
42,20.683227073467418,58.805280710496454
43,19.552674429119755,75.2611177268962
44,27.17758490292627,72.11717172570097
45,24.482547276636186,64.37986451962779
46,22.94024059104775,69.64698197484127
47,19.200199543929532,61.763191858587646
48,23.805739693520994,76.44674041923882
49,23.255111902737482,69.1178807137023
50,25.181881337291482,76.83208145276367
51,26.96060636278544,90.4245526124487
52,23.604991046244795,72.5104868457977
53,14.572440950190744,53.66841174052073
