unit_id,ConversionEfficiency,ReactorPressure,FeedMoisture
0,20.467532576187523,83.10821188866706,11.147017939021538
1,14.998264593408702,55.937342404066825,21.661093136437888
2,20.99924873062402,71.93684682156636,17.80524630922805
3,21.009744685358072,67.4428731626094,22.09794816976754
4,19.61257149456009,61.206018045342454,25.195001840614804
5,22.449525633731913,75.23693236225475,40.61333343384053
6,21.139571307428767,78.243376784459,4.901613460688432
7,20.589428119956565,85.4155187040978,5.24710951623974
8,26.308470958718477,92.68577019606803,23.91654293464128
9,16.0941842741294,54.229344136546416,18.975565770013837
10,15.54880011809173,69.47123399900542,28.220467727983987
11,19.211470630896667,73.88955828321177,24.641501903346473
12,22.628988544605786,79.78314362960771,10.896356815653153
13,27.971145607758714,93.96667806635126,21.61384525551083
14,28.562557550928613,87.13616180748372,8.925356769428289
15,18.106294256728336,58.78495547018962,21.367481493434735
16,15.404941570646674,66.18558606465143,15.164042093876677
17,20.874873162650594,68.29147499572662,23.50382510798174
18,24.691098459575244,72.128543392833,16.964176602181603
19,17.289586264262542,63.59960149195557,5.042164013060514
20,31.466795738911408,85.79328115009938,32.941223169329895
21,14.718709848692292,54.139495283045946,24.048677075253636
22,20.776829087217553,77.21128016817377,29.11780977168271
23,23.99865192821017,92.06568498775096,13.403558838326203
24,17.78323072881236,82.47032576840826,22.99662046185665
25,18.157520619853035,62.807113558226135,21.933743296395622
26,25.063899179853564,83.54941485900297,26.916929957883315
27,14.837546530716745,62.90820517677053,16.31176788322193
28,20.330294055151732,74.6336652575088,5.290027375588234
29,21.228104050709682,71.99663279953552,16.490337551802522
30,21.75463023161897,81.84357879724472,33.41551938719744
31,18.052535821405737,67.7435747176729,25.24288282353122
32,24.62286549620314,74.46182152572587,30.31656115560563
33,27.380688696269765,65.35286870717857,22.22244519059973
34,22.982612250129947,64.4327958240277,6.401723993291402
35,17.807753983750867,73.13457039784755,7.608174939353832
36,28.29988148440861,68.34171995848254,26.89797762178066
37,21.30673854180194,81.66871693259179,12.180560789658514
38,20.30960324101641,65.18548769377233,24.66441050809213
39,24.507288105935377,74.47769862831834,19.094860505260925
40,21.045236479571624,60.00759712370881,23.480647165830657
41,19.777129410350497,83.48817434413331,16.087939771561505
42,20.134742274535117,78.33028549092228,21.59418499047523
43,22.4418699617483,71.70823004073614,12.705393871907944
44,23.661359837139297,67.2447941921361,13.868175866355713
45,20.749944799549287,67.21152119240705,13.603871099136306
46,25.95206876530833,89.67777588263327,-2.060516346372686
47,22.056619347534404,87.73786194931792,19.330287148661153
48,21.995180530202536,70.53939298511106,9.487814550361357
49,18.31905355134767,82.95552875621708,12.369289273499817
50,19.44425781807397,80.98294872657627,27.635353671928694
51,20.594848360557474,88.50063888974509,24.633861660661964
52,22.0540595628253,80.68572502638379,34.592415473084664
53,20.717343011697203,69.5177270975841,16.25981674399936
54,19.178857433970766,72.30160590803284,15.253099508301434
55,17.173933835277992,79.21409079877238,29.526209122307204
56,18.3019052915105,84.02510052978663,9.644308457862937
57,21.803143877853966,66.49982589426433,27.235071073335117
58,25.644495413186252,84.02451309434004,16.997640890769247
59,21.981230659751567,88.2759992714221,20.61934830222712
60,22.702968084811975,56.44201020007563,16.20732057360155
61,25.42348541333061,56.5095913045313,26.966253168888596
62,25.592816722239174,76.26649859024529,34.50437855292409
63,23.17159332745574,86.31678884271602,26.6269356260148
64,25.194572051712566,83.26252219075235,12.187643336418489
65,22.202413431062848,79.23837884114279,24.80985375914513
66,24.26787384556335,95.43142900328755,15.505167957594667
67,22.55723829816935,96.21803490753146,17.62484752014662
68,20.195812150235422,59.33797505660484,26.42735433429016
69,21.69152947571802,83.83503186227813,28.57710845352615
70,19.472453137372405,72.15340970197009,29.949148615375456
71,24.165973441962237,67.36519881306964,20.01280493160639
72,21.218591472733625,71.3718886430694,33.88493954684169
73,19.263423231957393,67.8749230869143,29.20471234780178
74,20.2951070456305,79.42911212258464,35.1035208842858
75,21.719832051423143,72.2629856665221,17.907518281924446
76,16.323474010071926,68.53948622678337,39.55532081815316
