unit_id,ConversionEfficiency,ReactorPressure,PressureDropBed,do_BedHeight
0,-12.400792477822783,71.91556919108082,25.15383452326876,75.0
1,54.894304015088835,63.005291711565874,76.32876548107537,75.0
2,61.99924608202894,62.464121375052386,70.52799689145114,75.0
3,50.85865962781298,66.8438011459594,66.33874150619143,75.0
4,-15.460422685057726,64.74387396509914,23.99091340487275,75.0
5,-13.45570245495963,66.57564504351556,35.871230720430724,75.0
6,60.21972902829024,65.6377425030433,54.11127341590928,75.0
7,58.967819812408685,78.99287127234658,66.15645996372403,75.0
8,-7.1165679791698935,70.66856112768528,23.72871069406743,75.0
9,-14.464754023403032,75.44268082718202,43.51487267620395,75.0
10,-14.114397970624637,74.03705652763459,42.262811237383445,75.0
11,59.25045364488899,98.28822844771558,58.94639057079078,75.0
12,54.63095342348467,73.02799666960064,85.33053094662068,75.0
13,-16.307231581970594,79.61755937698483,30.061525016172475,75.0
14,-12.605742088242982,78.07998984587621,-0.8172539322959658,75.0
15,51.507920969600455,79.85369920031904,90.31825759974595,75.0
16,-8.087029364223115,108.69347042993634,28.73701171844798,75.0
17,56.347259748080596,81.68851929759802,80.39067653758477,75.0
18,59.048587552865726,86.21954291745851,73.09367880241231,75.0
19,54.86572600863655,85.98222718762207,84.5355597468549,75.0
20,59.14866972821433,80.18403147015853,46.96902938549818,75.0
21,-16.466116667080257,86.35805944448634,41.799934667454515,75.0
22,58.892945480373385,73.4716992342687,57.97115621411996,75.0
23,56.13143842238467,73.18032809202563,54.278111511903546,75.0
24,-11.229770011612674,72.3288583551107,30.827716567933592,75.0
25,58.10078163755849,78.79969308152675,74.93258096109577,75.0
26,53.73591989305937,67.49868078981842,56.94348296749734,75.0
27,-9.59945573589993,86.00321257144047,40.33280645463199,75.0
28,58.42652845275174,78.84140012617453,91.04154388249405,75.0
29,58.84835296755415,95.85352895572684,63.04526486839609,75.0
30,-12.772890604306001,59.73056724121071,38.9676121647007,75.0
31,61.29125129878869,105.01329662699325,74.67196575297056,75.0
32,53.90921028704814,59.988710120117226,54.54757970346648,75.0
33,-9.421364499660974,72.77036955933043,42.670359728237194,75.0
34,-6.22506430702388,86.30864609288061,41.86192354525458,75.0
35,-14.982009471108038,55.94077396380664,37.679389498604266,75.0
36,63.47995404419071,86.02651718973901,79.67828565398322,75.0
37,-11.89635269769716,79.13075915663352,35.70578808127858,75.0
38,-19.961315717365203,54.08267512283494,26.278331099042614,75.0
39,53.03476615140847,69.04095498304338,57.775398464462185,75.0
40,-7.653869858479463,68.5375162831769,18.09288951068074,75.0
41,-12.441631900866481,77.61905140104025,46.10347450336272,75.0
42,-9.57900653993215,83.04727038941498,22.40059261609587,75.0
43,-14.425121638055916,74.11538621204387,53.48336277027038,75.0
44,-10.910874308075218,75.43897407421402,22.89445259791104,75.0
45,-17.888348255008324,65.91008792435035,36.3710458510484,75.0
46,62.5358019748956,91.40575573874484,52.82419853746296,75.0
47,-18.159559818986388,79.55741067759236,47.107650895845005,75.0
48,57.63238021291817,81.88400741990613,61.41482961480561,75.0
49,58.06584173966294,76.8088712285214,77.9719013835969,75.0
50,54.5605105778307,67.18775244351545,78.64859208102357,75.0
51,-13.851024545200504,91.92132431712552,28.72282104371799,75.0
52,-13.549014757401272,79.75725053343221,18.032214147094585,75.0
53,56.91200302247376,83.10080508952059,102.26171180908321,75.0
54,-5.487521474889192,59.942448917980734,35.841184979456415,75.0
55,51.171009638625875,68.78153247712554,37.23653961437686,75.0
56,-9.599387835296486,75.91542202817355,37.252668589345795,75.0
57,53.82993413847503,71.47447110292663,61.437965585825054,75.0
58,-12.905631661966604,71.52548951772818,14.743043491929146,75.0
59,54.86889460124788,75.10626875078486,58.16849637402041,75.0
60,-13.8635454762368,73.45024042847058,24.593352939051186,75.0
61,-10.562363001749773,75.28198605965791,32.57964013903649,75.0
62,-8.740113302978495,82.0590426176131,20.89063665044374,75.0
63,57.94693139448811,74.85994923188365,60.5031591801834,75.0
64,-16.758942140520453,78.0412367672388,37.57029143541081,75.0
65,-17.23572826729852,68.39973867654233,31.072758946078388,75.0
66,-12.672753220371469,79.02014603962694,34.12963197805211,75.0
67,-13.99774661172911,65.52360192826663,30.911635351936305,75.0
68,51.02413365067653,58.2557730376362,73.06617583289426,75.0
69,-11.180533864189426,82.87175447343074,9.606697768807479,75.0
70,57.3290297782198,74.1262557402589,47.79451319627839,75.0
71,-16.25408709890111,73.17557790632752,45.93879990199144,75.0
72,-15.64436621190973,52.977449500916606,37.80382209454792,75.0
73,51.87950478324185,89.79974575802309,64.79808514941966,75.0
74,53.8942291569579,79.20138160186258,46.832738951349846,75.0
75,58.93667638534672,59.36557771559465,63.74196091781298,75.0
76,58.66629956368606,93.213392230376,52.60387638072681,75.0
77,57.19388769408105,92.70936339426417,69.57575820468183,75.0
78,60.319836429760315,75.17123836210513,68.38559487823143,75.0
79,-11.604843580198104,88.53757422251597,35.127237335690346,75.0
80,-10.733899506795263,73.26148278324418,43.61232152790711,75.0
81,-12.09250796932959,71.41487514551076,32.04533468888548,75.0
82,-5.086510989774632,71.41841724613445,21.48424364774499,75.0
83,-14.246647735995195,63.846604964930805,32.39892998775367,75.0
84,-14.364626108156832,73.97483596700516,31.982715489550237,75.0
85,-17.108166723866564,66.86536043292814,38.173293804320174,75.0
86,-7.8689254459985305,80.54185573800991,49.41200230697082,75.0
87,-16.923391203718325,57.42200319719128,33.460330745145704,75.0
88,51.70200957117274,72.6011377539705,58.007645116722124,75.0
89,56.48470690372376,63.89797474370069,55.4279626065403,75.0
90,-12.685897567399714,73.28133748595187,50.087971060652755,75.0
91,54.14638637002626,69.43134777292371,74.934412727677,75.0
92,59.586785572776904,77.65043166772679,58.477032188489304,75.0
93,57.98592279259195,78.492733171387,69.12787066486602,75.0
94,-13.859584570030318,72.25525072303662,52.07119154800982,75.0
95,-11.865462144107516,88.91752535779801,56.678733771700244,75.0
96,56.94414500403048,88.01442453660422,48.36512822981826,75.0
97,48.12200586213697,81.60247393026307,69.69588429399245,75.0
98,-10.032541166180849,84.81727117785535,23.445162105936003,75.0
99,-11.162320778930045,87.84595264286224,47.18119323273809,75.0
100,61.821803292693424,88.06709510319534,68.74150522825686,75.0
101,-18.28149560404275,54.96549544326663,35.83839349506004,75.0
102,-21.509439059789127,58.39619212053662,31.279075495002086,75.0
103,-11.30278250420371,70.65421288093943,41.03577832016447,75.0
104,60.52603201869772,74.36424077258069,53.25449073809152,75.0
105,-18.403707638237883,67.1349326339436,39.20363805220391,75.0
106,-11.285614908730379,71.46448154937218,49.33976718537884,75.0
107,57.01037822217828,71.1702191516859,78.95929347822562,75.0
108,48.91725828481357,63.16498432505758,66.1822365729915,75.0
109,-10.460646695474583,70.01959426990881,47.97592158566165,75.0
