unit_id,CropYield,LeafGreenness,do_SoilAcidifier
0,-23.56143573691231,21.613417777779702,100.0
1,-8.641959852038033,16.496514168310235,100.0
2,-1.949343270636878,13.732439147490682,100.0
3,-23.588840728001102,8.679759719561027,100.0
4,-9.985737878593325,-12.33172313797181,100.0
5,-11.832905359446583,15.263666531750532,100.0
6,-0.5334913839930993,12.392699436586742,100.0
7,-18.23979907483303,9.804558852617015,100.0
8,-5.321694704261489,-4.550397974224641,100.0
9,12.92712838841134,2.7412064509890675,100.0
10,-17.050326514533936,4.4542961087505155,100.0
11,-6.2167390151050865,15.537446485567433,100.0
12,-10.077328220482327,17.095663354936175,100.0
13,-13.524427324505215,11.61280470676676,100.0
14,-16.915119133044776,13.098078664355855,100.0
15,-12.851140805676184,12.795342215478072,100.0
16,7.533932674653296,23.258545859552044,100.0
17,-8.602362574784324,26.821046119491452,100.0
18,-4.598951810505154,6.822731103875288,100.0
19,-7.050697039917862,14.824532661109085,100.0
20,-3.554793198640212,4.451431150301076,100.0
21,-7.399293571234789,22.978518572799807,100.0
22,-2.913943785048498,6.494212502763116,100.0
23,4.719367699020793,11.503632158695053,100.0
24,-5.608491471983752,26.202368658253995,100.0
25,-9.128879488779429,16.23526817258418,100.0
26,-12.533080672715245,-10.905228075963404,100.0
27,4.8598079659161115,7.36512149045046,100.0
28,-19.801203153935823,-6.399279965615838,100.0
29,-20.104880206847195,17.37878349278032,100.0
30,-3.0027355698672014,19.734436336874538,100.0
31,-12.85275547172893,4.015706735974522,100.0
32,-12.001339514859943,11.12961999682392,100.0
33,-11.080962644934342,7.035810177541971,100.0
34,-0.620425937420426,-21.490945080789018,100.0
35,-5.670731049163701,2.4621260149976125,100.0
36,-5.15912881531363,17.844799311919587,100.0
37,-4.996951559703621,3.820471773336581,100.0
38,-6.2232093382573535,3.1781115416566,100.0
39,-4.777087218328205,9.08917796683335,100.0
40,-8.64809507645762,19.130519907698847,100.0
41,3.2067509783376074,18.277762137910212,100.0
42,-22.53149974237673,-0.937500356116665,100.0
43,-2.055377577818799,7.601666594376435,100.0
44,-19.9315718868438,4.503290303274433,100.0
45,-6.680839038335556,-1.9540132481053103,100.0
46,-2.7543336720613425,20.130003825488004,100.0
