unit_id,CropYield,LeafGreenness,do_SoilAcidifier
0,-19.98958957370869,19.092829933787392,50.0
1,-22.490463459544387,8.281604234953228,50.0
2,-20.740492447415715,10.512155562345143,50.0
3,-28.083320738156566,25.831500915726973,50.0
4,-19.274827730008298,14.186066956981884,50.0
5,-17.263268604578087,21.760389542039558,50.0
6,-14.019788235567962,21.83135375482162,50.0
7,-34.273200561272226,41.147876037033484,50.0
8,2.4923131576082844,0.21359389162751796,50.0
9,-14.329315443294584,14.454249522451434,50.0
10,-44.897894871557575,29.137263124334783,50.0
11,0.40597921858422525,4.233296515966622,50.0
12,-10.304446696152908,2.6155096268465083,50.0
13,-9.713044955714585,-1.1836774197754245,50.0
14,-11.664759060523895,11.893313038793215,50.0
15,-19.689907149588173,13.028432966400064,50.0
16,-32.227321621074665,36.82128764414666,50.0
17,-21.004277953344562,8.091846936168654,50.0
18,-14.699659137617594,28.76846872318734,50.0
19,0.07378948206776847,2.7172053669314984,50.0
20,-21.627476228054256,10.091477169070219,50.0
21,-20.150554935652433,6.602381442641027,50.0
22,-4.682977335468374,6.026037754312815,50.0
23,-12.323525325483594,24.526721348605022,50.0
24,1.2902226171874522,16.72942118507973,50.0
25,-26.65554895789056,9.251648622984753,50.0
26,-12.234636315399655,7.123599038479932,50.0
27,-26.637458658895248,18.532462130117374,50.0
28,-12.365475915679792,3.9071658752327263,50.0
29,-14.295260657219172,7.955948695950257,50.0
30,-9.823608917965686,-8.68629721867732,50.0
31,-15.797094126168057,16.194261830773563,50.0
32,-25.124323486174465,19.358731186146766,50.0
33,-20.136667432046558,45.26232685075583,50.0
34,-21.02498649725255,16.12819388544475,50.0
35,-8.536635233863883,27.475228841693603,50.0
36,-12.96823199380273,16.304623981803612,50.0
37,-31.931427946896974,36.4056634215095,50.0
38,-25.144581718613164,23.93162884824478,50.0
39,-8.79393929235019,6.436523929570196,50.0
40,-17.698474185926955,3.7128990157068458,50.0
41,-17.73432588856405,17.19882333244431,50.0
42,-14.902845105163838,16.17516648886814,50.0
43,-26.88019189928445,22.379448114734323,50.0
44,-3.602414865656109,17.478092656624074,50.0
45,-9.427410858726143,3.1575685865397887,50.0
46,-21.426430976842262,17.001691088055196,50.0
47,-35.182935449354744,27.82117973819822,50.0
48,-16.962986557580326,16.286788280574594,50.0
49,-21.03946474300981,2.7935458316712314,50.0
50,-13.229095044181584,14.647989566243012,50.0
51,-6.825807063947164,2.979457985861364,50.0
52,-11.116021875428881,28.149651787332363,50.0
53,-9.31348036174066,23.53505886683645,50.0
54,-1.8352824241445531,9.088399649469858,50.0
55,-31.486437141922508,48.929953298633166,50.0
56,-15.851549729387802,29.752870826100114,50.0
57,-26.742200006566883,7.8015440340822515,50.0
58,1.70341350846429,18.247378819474406,50.0
59,-11.443203092085152,11.974360125301459,50.0
60,-8.379302166022795,16.271548779001133,50.0
61,-10.529139542816345,16.821155384779395,50.0
62,-35.43445017186232,31.41405526169723,50.0
