unit_id,LeafGreenness,CropYield
0,39.23140476642831,-44.53527116816667
1,46.19767458746975,-35.24366192997406
2,7.311034515129746,-24.061673277365628
3,8.898615846475959,-17.027162212327628
4,33.367888671954645,-17.061757216460368
5,47.68667495522588,-50.49421464754264
6,41.05273243072171,-37.90153676490186
7,41.55786348038992,-35.35255477971238
8,44.79838306717422,-43.860944357225925
9,50.740472867541754,-40.6094179837072
10,39.40337114886691,-59.956149597195385
11,57.03805195605619,-57.46204659749677
12,29.420796625793038,-39.23697158070986
13,63.40038168781624,-45.976900666569136
14,47.910130542361685,-61.63596472286815
15,59.21533896775894,-53.21925064198088
16,67.25338950674167,-46.577037939440594
17,45.84384580379823,-39.380947699414776
18,52.98450672759422,-38.3889674675665
19,19.57997058223492,-23.777038915773577
20,47.636161832517026,-41.02858980586359
21,33.009018332215156,-37.07472689403409
22,41.22133719478698,-40.44398362013524
23,54.17489641254808,-50.16435783007043
24,51.21401286543183,-36.267924513577874
25,18.03232496931915,-40.27395725742614
26,54.81309887163216,-54.32984273955272
27,35.161081712333434,-25.840698841950843
28,59.45538946287415,-59.64368195687583
29,16.1869199503019,-27.24780542245784
30,46.92805454893651,-48.56245118117478
31,61.9049915912761,-54.18245829624544
32,45.13204717764499,-30.46706945749579
33,47.99215947707336,-56.88480905589643
34,62.89509899684872,-36.59206697115204
35,18.217046216439826,-31.11846172983491
36,42.982440272164794,-33.12548421868703
37,53.28037879823626,-41.92168396892156
38,39.965718502167995,-34.599602463308315
39,46.09590486786845,-42.606938487854514
40,30.349935394887563,-36.56957094432037
41,35.989034076161076,-39.74641034082482
42,36.774794297106595,-32.559892082404396
43,29.116440252621864,-21.080786853470055
44,66.57229050523605,-35.56449718675803
45,53.919145308888,-42.979539531256115
46,55.967044717492186,-41.593861839452
47,41.605592051047424,-51.03364754925248
48,57.20817114827886,-48.20751447039662
49,52.833739514010844,-49.18053871854994
50,59.0840560418593,-36.79282412404098
51,62.37015581477305,-32.6552978547235
52,52.084478672273555,-45.90344098321928
53,23.32370289300639,-45.96643575291129
54,46.18222618105308,-39.89764323109853
55,19.792016731608,-26.722557007268186
56,44.086025460721544,-43.22273393173027
57,59.836807913543154,-47.27015066549631
58,54.664764826755395,-29.51637000461721
59,3.753492134684203,-17.840838750974616
60,56.4480359886213,-48.0771628026778
61,43.67635927898773,-30.487591785169478
62,50.95009992785384,-69.85971967189562
63,56.29974566553822,-39.53758738237048
64,43.042448478475016,-35.75180923939232
65,42.915834184457765,-45.9162201587673
66,33.14647903774508,-34.62525613438476
67,49.55507358737089,-45.41136465205545
68,52.714186002347176,-50.25962376586271
69,34.06043960447634,-52.87888432567178
70,38.94997509297679,-42.37835863021705
71,19.059039618889,-20.105918270688964
72,43.82260818480547,-44.97921440625082
73,46.00007655159,-43.73803562687783
74,42.891525289740436,-35.71422266908971
75,16.625759960478284,-32.07153272632739
76,52.975879384961985,-50.17225195360873
77,36.933383743302194,-36.81598786075735
78,72.48592072641722,-37.82697378740047
79,43.96378996620015,-39.04038512188957
80,55.56886760318246,-69.5916828227931
81,38.0236235190894,-29.388088582338874
82,34.862854474463774,-40.05962339200658
83,41.41261665102646,-61.32001060064491
84,47.20682138603933,-35.807058488714965
85,48.9751192808577,-36.36827532431744
86,41.08111580277129,-67.12141140483392
87,36.92722119796388,-42.80589639857792
88,43.43136598062879,-33.87954433775534
89,60.22191947574228,-37.10230855180029
90,39.96395715615144,-49.418136766826606
91,55.30561337298257,-70.14312710484106
92,45.68369447810301,-31.096504151845643
93,48.004637935870925,-36.72740880194668
94,44.05936553810171,-40.821029713400975
95,34.79171795758815,-40.564363889680315
96,50.29577548173211,-26.94972463043649
97,51.17711773160539,-35.86315660840056
98,52.961829221514456,-43.25699173314075
99,37.392592271400616,-47.11682461109152
100,28.120747468696628,-39.84445348324539
101,29.032759310911707,-22.25485696372418
102,49.28528886452664,-29.33024417167754
103,48.240261389929174,-42.80472738937277
104,47.09820283470276,-44.66830128475825
105,85.11411778945843,-42.29507303486077
106,43.66465163983574,-40.21625420061401
107,47.75955118323932,-42.247687501582625
108,39.51221902415248,-35.586202931842124
109,46.777204928997214,-47.32373634980212
110,65.88091074399485,-49.75350860331667
111,63.668434345802964,-70.78729867431838
112,47.28116531981406,-60.05506065452474
113,31.692188518493424,-37.956693334170076
114,69.66872956751463,-33.988212058839736
115,43.96847493927669,-49.75179681880148
116,45.51281040945527,-21.622707918045904
117,21.53531210681321,-19.66503381354973
118,38.94324032743998,-25.90592232942505
119,35.33335337708921,-51.397960838081644
120,42.05595997304093,-38.83025910609457
121,41.451869592300426,-35.19232883199514
122,39.96234409396271,-44.68244525543533
123,41.83369409944304,-32.24832650192544
124,47.48877926534706,-42.29715830234756
125,42.40490906024724,-36.7019486885629
126,53.06760311231666,-33.58846896260942
127,29.03457433034097,-30.110422467524756
128,49.14894554780778,-46.52441408098695
129,61.02699381211346,-62.040879743115205
130,45.3713359103529,-32.128240236414165
131,13.071953710881594,-14.381371020238834
132,54.81106569375714,-50.460530893114054
133,46.30877063302244,-41.922482345510595
134,29.920931557623113,-35.487267885824735
135,43.76305486072523,-54.68104952077791
136,42.18000151250406,-47.4416225957528
137,51.90840128664555,-64.58682124743935
138,54.360704321696616,-26.562926439395678
139,62.36064204415227,-47.2036298454898
140,64.52383676276465,-42.258041748476884
141,65.72757001638922,-47.7474357631293
142,66.33466534299748,-57.61544280257116
143,18.196779492493693,-22.807550389694555
144,40.95189903949705,-49.51871554291094
145,30.9883098517222,-13.386113717392833
146,34.77586853983635,-46.71338946216324
147,46.73541913080611,-31.345449658594184
148,33.3645241507803,-34.463683778287184
149,58.01737901940321,-34.66447252481112
150,44.826248490831745,-37.12831026546432
151,54.46131463096195,-54.94186071810293
152,40.198458630975566,-52.45998983473249
153,54.68201712207811,-36.894219726255464
154,28.37584977528253,-44.17738355584837
155,51.430019637630615,-39.12742555645155
156,56.09486492187217,-22.58949937607674
157,42.6143462551099,-52.95213818096605
158,36.272863655025006,-59.85467504840966
159,37.06041589366743,-30.12787043659643
160,55.42740956377945,-43.85095287107715
161,32.96511804257197,-30.861248345243673
162,61.816666552279386,-27.160573556189547
163,35.67828340125761,-26.683654938264176
164,34.95666765514727,-25.97867426368257
165,62.31933466056393,-55.96442207505116
166,37.38305764406089,-35.07467417954237
167,61.144470059453724,-43.7380772182421
168,53.97660698712471,-61.72386485418326
169,43.04893507525533,-49.35135388091611
170,28.106004702526747,-44.95377007302328
171,24.99062674951722,-17.768727172735893
172,40.778466392697766,-38.34202139971256
173,41.504613272838824,-35.209905249652465
174,44.49222773596458,-48.25190753142998
175,51.364458624160605,-47.35425901994273
176,52.71307356477397,-53.81869502965009
177,42.338757851227946,-47.47229641811612
178,49.24219749635698,-32.76568223810329
179,27.283953825679887,-13.452779080453574
180,68.20074462484628,-56.30245009146108
181,45.27638408432649,-31.710612727722793
182,51.871667111865996,-37.73992387475852
183,23.825286242428138,-46.82370792802526
184,12.166786788763485,-28.856052270425234
185,36.87446208656187,-34.50128963958698
186,66.5665962133711,-43.897809984269955
187,33.6601835580707,-39.297529984211366
188,40.516533017970055,-33.5460798958614
189,16.93654174999963,-19.19746097600129
190,46.90358632892866,-45.98791503508764
191,52.272796362717074,-52.09159874048007
192,33.92154203151123,-29.8988178456113
193,60.28524282710615,-29.369529252035914
194,49.45680399178756,-44.049323474272995
195,34.13706101733726,-36.34119812055847
196,50.86593140742037,-42.35028148671661
197,63.67585449822152,-64.46093831110858
198,54.838601601233194,-49.00012908861373
199,37.03384226500976,-36.68424376515613
200,46.01053732540881,-32.05363495331869
201,44.8697613526811,-47.07662743720212
202,56.302246847862406,-55.00286466127662
203,46.92827593992237,-42.56245020126661
204,56.52522511712427,-45.87097380202461
205,44.64147845934577,-41.07431557459652
206,4.802380275127845,-14.905956927994792
207,59.191894148647435,-60.35513074848558
208,40.16931427909403,-30.794812051008677
209,29.989457018693102,-15.24645615266459
210,23.97533780524298,-44.1052507737454
211,51.2260705785366,-46.78197402023709
212,43.44411903584758,-36.853043533626334
213,68.45890330006611,-44.8384741260268
214,32.20239654437381,-35.47554255889212
215,52.33416083150146,-45.87770400054852
216,43.35000402233337,-58.836412353973785
217,56.528419445545,-58.16184941631306
218,53.92205252648643,-64.62264604478526
219,41.34797049759845,-39.82091692241295
220,37.709473882596214,-48.83386160893197
221,33.55530471833622,-14.822829376740643
222,41.525302205869096,-51.56067263791472
223,61.81003867979645,-50.01412843975661
224,69.70674489076464,-55.53187784508816
225,35.48319990007292,-34.377158821419926
226,4.626813568173354,-26.497798422019947
227,43.749551457320216,-56.247385504427115
228,49.65437588104304,-46.03807493768025
229,46.7655907478112,-37.602465033854266
230,58.04637454584604,-56.6495963091306
231,11.777096979714267,-25.35460182949025
232,56.982753648058925,-68.63232804384403
233,58.089029640198774,-39.77208693562172
234,57.750151772145756,-37.40068518686453
235,46.70577659498926,-47.45281713505492
236,35.39477074117665,-51.536340004551235
237,15.013383531633067,-21.170595918100656
238,37.07297506937857,-47.359596241244724
239,42.67971081825337,-39.07257306157601
240,-1.0069175306682006,-22.30023190745133
241,55.40865330021818,-50.184222778010046
242,38.25121187116786,-32.84909042210656
243,30.855911237499004,-33.523643445063215
244,50.62500376457825,-30.199211135059887
245,51.58398946979839,-55.45178363323643
246,56.35456886524385,-61.521416821645616
247,31.87070786753737,-23.276113378802997
248,23.02447521443859,-15.284202392139138
249,54.592816402033705,-45.77212005039006
250,42.69693401442993,-39.67942703747609
251,25.839437311166762,-21.362842760514237
252,41.53918091670329,-22.569789314193727
253,42.96014400719396,-24.977713872041413
254,36.192452537496145,-18.684276415303938
255,27.399479917427307,-38.58359398713907
256,26.973646455317898,-34.23071409909133
257,38.354260777808534,-49.18239637280374
258,39.82780145746873,-29.47662836628391
259,35.82066993648379,-51.86946217602096
260,40.23538471763769,-50.25286441728603
261,22.330361110000176,-34.82189023549804
262,41.677544457371916,-38.448397915988366
263,48.090543805253944,-43.60843368906638
264,48.663251441920366,-43.74718177688157
265,41.10431580827032,-60.210680096646804
266,71.23350083834951,-51.13842779241882
267,60.36560043381973,-27.346120262732676
268,19.94301167258611,-20.875126198399336
269,19.71621246129786,-38.81928007242463
270,47.003681196694835,-35.05108810637698
271,51.7112575322226,-38.7237695789425
272,55.83499409214553,-45.517514952075224
273,62.16237664767498,-69.17966729761412
274,41.339093047376174,-47.12892744847658
275,37.585754674512316,-40.18369234837431
276,48.96858390637845,-47.20218773463312
277,54.41897039998684,-54.637878301021466
278,42.446843181382064,-32.909802340657066
279,66.78840231776559,-41.30513411130204
280,59.02094590514402,-55.44370210699026
281,21.74960917852759,-33.410930114874006
282,36.07221411647189,-21.0339240796479
283,34.620303463959814,-31.05611905155085
284,39.41636177670246,-52.39905102661544
285,35.27410449038374,-42.91754652333819
286,33.526370591872464,-43.385130672839864
287,41.39977772388328,-39.94522034620454
288,45.841549340626685,-47.63594891693896
289,40.264365250904,-48.45965140417786
290,59.85388781226885,-38.296337149342314
291,48.70708753690126,-49.236781898462425
292,51.27630959762701,-41.26532892562281
293,41.226986231558044,-40.48790547945467
294,52.0990890580778,-54.742424101732574
295,67.9203978937328,-48.607143790876684
296,65.93195163579654,-36.35679454094714
297,48.17859578086925,-40.58890233598859
298,35.775476455101966,-40.49044921812533
299,62.11713876257167,-50.67411328746473
300,40.27873056968791,-42.06368954840901
301,24.418158420193876,-23.401329635963858
302,39.63011561231105,-48.32092755549852
303,13.006496134372053,-3.082392836364228
304,42.82281267842018,-41.54780536026087
305,52.592424876064165,-46.772109611253256
306,52.91518638271417,-50.18741166857733
307,45.30057463831042,-47.25994051060364
308,27.21554967166397,-40.04238727170926
309,19.391241605231563,-15.817716615827058
310,29.4010186475228,-26.42176230216715
311,48.677190054834654,-48.61912136515267
312,57.91792994749086,-35.53320120771914
313,47.94930840180577,-53.469768146483474
314,23.88664426017659,-23.070864765122497
315,49.73231322341336,-53.0886251505214
316,66.69767060075952,-49.39023734844773
317,33.93796399970738,-51.3455734205766
318,57.97101188709226,-41.31781019712977
319,42.729054726377136,-56.12651790549378
320,50.501794397446545,-32.988877633741694
321,37.35787773144027,-29.369254391448656
322,40.76646624834104,-31.290232094185487
323,57.93636823727333,-50.77887832010791
324,46.05797134323471,-40.247178714751655
325,53.98378348855741,-24.033637920865928
326,64.72783828274112,-59.684977214975056
327,53.20913681759929,-45.74046594244457
328,45.29084730712055,-35.12293801174897
329,51.56649296397589,-27.253681301801485
330,33.392502299466464,-51.65753028544668
331,44.15616151943461,-42.60144050374071
332,5.23103462961647,-38.70391226900077
333,46.45959894130522,-58.24708436123477
334,30.35187741346258,-32.554404252465744
335,8.676877186018807,-28.123549980692523
336,26.86068703988233,-10.367433242120505
337,31.506478825408927,-32.80223933490759
338,46.58495201436323,-63.319515215577304
339,59.35848991736605,-67.08625546734183
340,9.59421207276997,-21.857451929132328
341,38.16151764968499,-42.07421030199524
342,29.247070373898286,-43.351227615888895
343,8.786705555009476,-13.829169107268227
344,62.53664314974057,-54.52708296205311
345,62.74251680821419,-50.54062805323076
346,16.089302497374383,-48.87248817099324
347,27.00519167426277,-36.78577493497614
348,52.88117848027631,-54.45815918971871
349,70.85666550335439,-40.75738673698176
350,46.826179993888,-45.21779972271163
351,55.12048835518249,-56.89030377724475
352,16.374703869680737,-35.01612841178972
353,50.97564747105569,-42.20432340785797
354,58.22807852588818,-46.16918364373346
355,25.155644695903288,-33.941693217915045
356,30.328148970753418,-42.9024192076648
357,1.4921005630998323,-28.776738403227586
358,29.756477789965032,-30.401897450201588
359,49.859154578137954,-51.52370852345916
360,39.28132245139515,-47.69884938827699
361,44.22108080553752,-40.41405350879854
362,57.99025456238588,-53.861092070893456
363,32.446226170893574,-41.126320247480585
364,48.282623092443544,-27.21890410764244
365,23.101573810738184,-17.49493113035567
366,39.51093395937798,-43.81349147538229
367,29.502403015388136,-40.995544532744276
368,49.55741870055762,-56.756325677842725
369,26.020970320492232,-10.286078496931536
370,30.093042139772578,-27.912474239430534
371,40.919571154995296,-47.8640389735712
372,20.88779692705198,-32.45727213784301
373,47.31709379298173,-50.35404901470349
374,49.15994220438691,-41.90686503948711
375,49.42744886618421,-33.2534447302767
376,36.643270371001,-44.45347785938625
377,35.22280410300097,-26.577604274034464
378,56.55440315059055,-28.488835709777117
379,45.957905162532974,-38.26642421450246
380,44.76134667735565,-65.13216089019105
381,47.7334365000617,-43.657497205067465
382,49.45558654405745,-48.360661022009225
383,33.30666181702042,-24.54483027330079
384,44.07879582141268,-39.46283131224033
385,45.150982893194225,-49.85917049119435
386,57.35978805337222,-39.933580818087904
387,35.78083729701181,-36.354676315973585
388,43.51116838341009,-45.82656307282131
389,28.630050488045438,-42.270852525571705
390,31.17101848515412,-27.92300915046171
391,62.541481847118305,-62.58498502092554
392,12.298960366015315,-45.884636443810535
393,49.974945233795864,-35.82701562066171
394,59.87562963622989,-52.8766494720156
395,49.595014367349044,-42.64978194853921
396,40.48687092857933,-49.127316194264424
397,35.42672657922262,-31.434671256906846
398,57.86237670220245,-32.20268690002245
399,38.00710801839484,-25.26115682998236
