unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,RecycleGasPurity,do_RegenerationCycle,do_set_FeedMoisture
0,20.33420785324049,20.740294823887975,17.34383915019587,57.13019921312547,70.0,30.0
1,26.419506711562697,11.842750506546638,52.034209635802085,52.77318442827732,70.0,30.0
2,9.362460798838764,14.945683289876541,62.983014539225266,57.25320828872038,70.0,30.0
3,32.54918926155743,-1.3217433793501296,60.97238179638694,47.68337902977091,70.0,30.0
4,31.338428499270716,7.814993369438542,38.10068069099296,41.850375682300196,70.0,30.0
5,31.82210782275731,16.02704858818418,54.51186563310795,48.968280983198525,70.0,30.0
6,21.65250125867374,10.284576179226512,34.30538653277154,52.83435822936788,70.0,30.0
7,18.363507824273935,-4.30804196873626,45.284496004346586,55.08260137761175,70.0,30.0
8,25.99336399305218,12.511882618861453,43.55202040412452,61.528260142261594,70.0,30.0
9,20.515934728338568,1.689441872439839,57.35206260149,29.975283663708062,70.0,30.0
10,23.04243869062164,11.82801920141961,56.233946940361484,36.691616795740686,70.0,30.0
11,26.78407854250018,3.208192883372341,49.28232347209195,43.79698327524614,70.0,30.0
12,25.948752757611693,-18.356577886674195,72.9713603655543,64.47681293290032,70.0,30.0
13,28.94625365045668,20.904812684138538,50.46488990560608,45.97418010245798,70.0,30.0
14,14.89040557588429,-2.8394106985734346,50.88171810354013,51.30206433035632,70.0,30.0
15,28.212147091126553,13.395086007611969,66.3982410741525,30.83483507890145,70.0,30.0
16,14.30644019201698,2.5316378445403345,45.771872972631314,53.903616211573855,70.0,30.0
17,21.35016720972915,20.614543513956995,57.93795722408069,54.64354203629432,70.0,30.0
18,22.65051426085407,9.39266212670395,58.300631975780696,47.12911854259355,70.0,30.0
19,16.43637092698604,9.275147359748889,47.70424753596725,44.180460062712925,70.0,30.0
20,23.026371936915634,14.346719780070185,59.44835386121049,67.06681053653926,70.0,30.0
21,12.96863565033127,13.52590625461566,65.81690897388323,54.910724561043445,70.0,30.0
22,35.30767622383893,-1.9839477171275224,28.0748702806347,43.511816118209715,70.0,30.0
23,18.990542146680006,21.912024670911947,37.70681570451096,34.43531034431206,70.0,30.0
24,24.969232546593943,6.2676302467575296,45.56410312728374,39.18505138797879,70.0,30.0
25,23.757478712219843,16.061727920519587,57.331304239201955,55.223205731285795,70.0,30.0
26,35.33524924784244,-6.820907999294338,27.013912416182805,62.44044043265811,70.0,30.0
