unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,RecycleGasPurity,do_set_FeedMoisture
0,-20.425532058487768,51.481572286077395,33.53594489286767,42.8351396964121,75.0
1,7.573931351839674,44.479126667727755,61.50521292690097,42.62626459257204,75.0
2,-22.004142613738807,39.560719347470595,54.63385710816996,34.75287741528067,75.0
3,-18.780094945183492,59.11699023257347,53.73759594668991,43.71306928826771,75.0
4,-2.957387955622676,55.88113755366592,53.27993111156777,76.10363397757575,75.0
5,-18.648993499674102,47.506058395547775,44.10123009047173,49.26422382105094,75.0
6,-3.777738401284221,32.44471939133138,47.15766998093213,26.00728890736614,75.0
7,6.366487595631195,-12.897518124289462,37.48312755215622,87.45528254733476,75.0
8,-21.84666750639221,40.023394678929876,70.69196529456403,69.67650672996834,75.0
9,6.185372552751967,35.03072228820473,51.381260609310075,50.02392708892652,75.0
10,-16.61353414627168,50.988954220188454,60.09905826090369,58.68202713439006,75.0
11,-20.637303950808985,36.98960600082667,51.34557165826703,44.774954401321494,75.0
12,-9.092596859035032,46.65867463659916,59.60713945031608,65.93860865555651,75.0
13,8.767531450364588,40.04815993734853,52.76672040823062,28.46860404488749,75.0
14,-3.7854611789806034,63.917645544453315,40.93602462439671,47.67044620329294,75.0
15,4.535321399494504,52.93744707784247,38.1052384165063,48.09665288255973,75.0
16,-14.038907409236735,28.601268195588112,31.680986314861574,54.27723854922196,75.0
17,-0.5594002708053685,10.875327596909411,45.51489403658633,55.22979462493405,75.0
18,-13.958464361808497,34.550038254570794,53.19100763862937,41.13732694638754,75.0
19,-3.8259824378788823,67.86251198278381,45.22326903399634,51.44428150350751,75.0
20,-5.3540396126337395,41.09911359205876,62.9805426633341,34.39691653495873,75.0
21,-19.72293581019342,48.735758499079445,50.75554221226865,49.14800180816285,75.0
22,26.62062701020103,30.87613215001283,46.04404322948193,68.74480296224915,75.0
23,-8.116050805960906,34.41579955896763,47.200579333974055,28.960319330717684,75.0
24,0.08834201995955304,57.579695937066674,48.49366091434139,54.88355239258142,75.0
25,0.4357637091635047,8.631477117563849,53.56226701133252,68.391798543245,75.0
26,7.221034077389874,39.695119363607425,49.76692362286063,42.237025958888104,75.0
27,1.9151404145161932,51.281243609006964,75.04357290785296,53.931768528185714,75.0
28,2.013153534524773,13.727249574844997,33.13209459911692,57.59167289009381,75.0
29,-11.948116203873912,52.174640344323436,56.825313158181096,34.04312339735327,75.0
30,-17.63876169648478,47.12650964104006,52.96552816127402,49.95967959046645,75.0
31,-9.631070909121716,21.92116648114112,55.04175196995623,37.321239129905344,75.0
32,6.760636201357041,-9.318518602085991,54.52144119418593,45.69523215418941,75.0
33,-15.518384108754432,57.42728335135348,41.45855477499826,41.758500130344956,75.0
34,-25.04114213401241,52.63066990664551,42.56447581655268,55.99951789716589,75.0
35,-14.688668400824131,43.02846717161093,47.22841620405652,48.959555594499655,75.0
36,-5.586990416185822,44.29962911062034,57.38147713294957,33.9775156731785,75.0
37,-9.480664528747106,58.415561013775545,49.90583356473136,20.422967889093474,75.0
38,-27.637513578492147,45.11421736412066,34.343579807775534,58.85845023333711,75.0
39,-14.939132841617754,45.456365977613096,45.5789826055948,48.16643434160262,75.0
40,-12.938343786514604,60.526043109357985,54.69659529460164,58.12549398333406,75.0
41,-3.3218040150791266,37.90606282856587,45.175843235271024,63.764896970890526,75.0
42,-9.816387851451376,48.919033837465996,42.48896206013669,37.6015007850101,75.0
43,-6.161114469000886,37.52341251918303,47.27351190613209,64.10332416594466,75.0
44,-26.450289507687064,59.711289915683906,57.03453619880814,42.13953337683702,75.0
45,-12.082304224350896,18.94361414987751,50.37363751335307,43.9709074572346,75.0
46,-13.283022497497136,95.4863688114601,59.90312622038658,47.20535274417357,75.0
47,-15.24518876947202,34.78542964213925,50.02053720228804,48.33110846800563,75.0
48,-18.560252138231895,42.7748434609689,22.444897404517267,26.22399815921614,75.0
49,-13.908326814482436,36.113979863550604,60.74794329629678,40.05896548994261,75.0
50,8.612859302047404,39.325899284257225,34.57144984192978,12.945181977663502,75.0
51,-31.09222862007212,36.435951232398715,30.106486231202183,50.127210686594836,75.0
52,8.298927932190374,23.134437959253,55.35529306766419,66.50546875842173,75.0
53,-2.5740297809274786,59.797911309389434,48.08660868147846,36.68937263873366,75.0
54,-8.4421740422924,14.088280863810859,38.30027302029339,64.25473295261561,75.0
55,-1.5926291427108379,53.82009444933442,59.41313768574583,54.5514056787521,75.0
56,-5.782178945520958,9.797500338605474,51.87053419882224,45.50745882731958,75.0
57,-17.710606898248006,59.23394931938291,71.10404612525979,57.955622926580766,75.0
58,11.51287632970117,32.452589674531346,35.13148721150598,44.95925453490865,75.0
59,-10.474360881783355,65.22502456076788,33.10707338372832,45.38437640843227,75.0
60,-16.747319526949376,48.54262570267783,60.5799382383008,65.96395645630574,75.0
61,-33.60967249196054,13.789028690941713,42.52301119952336,53.14393148210274,75.0
62,7.430792660153729,52.71187682886402,59.836239121270516,59.925525601812886,75.0
63,0.0012373599859785145,47.07052394438681,48.41039169718317,57.81227332693361,75.0
64,-3.7960693171275217,59.386593933689745,68.90659098752131,45.829770914389385,75.0
65,-27.25905969473165,59.91642260870585,47.82614138538187,68.12974543108183,75.0
66,-10.098516699414187,41.013701806994696,74.00608916059623,45.03013158163818,75.0
67,-2.0415092193259463,32.90041143955434,49.92856921824245,44.66025613385215,75.0
68,-5.916187870188288,19.37446502439528,39.473310227835896,26.965251031042406,75.0
69,-6.376371578589717,12.628398227531775,27.14588773233873,61.85955048370064,75.0
70,-16.23082827955246,56.42423521242149,63.103262722523226,57.5482413404881,75.0
71,-14.270731852288472,44.925471420815185,54.695587124363165,50.857038384437914,75.0
72,3.688225927397481,12.188334658844493,30.637374616155135,60.76324259150541,75.0
73,-14.599698645756757,22.661093388855303,85.52594605644013,47.32506717870234,75.0
74,-7.033570297753806,34.63540090028248,31.425821683883346,24.52136827497094,75.0
75,-14.799965416533256,53.80083694648026,44.15994720202731,60.66582097258745,75.0
76,-7.571114767437829,58.08728839880243,60.029197343545064,43.94352461958761,75.0
77,-18.528874960078305,47.46596394225727,37.46483727005152,54.01150674384603,75.0
78,-3.5192833662016487,44.20205063901574,48.10280249173254,47.47994726066619,75.0
79,-14.665956628155323,56.15923189264057,72.82107751660041,56.85372886490687,75.0
80,-11.83821277417546,32.34937178731013,48.31349116219929,70.57063822054631,75.0
81,-12.428212815835307,58.01057049722044,57.19673810806834,37.82221404847802,75.0
82,-3.24083462243126,25.937212904191792,23.8295278994862,65.61546161267378,75.0
83,-6.119509413344195,30.444460953106343,52.6926799282587,39.853390327391374,75.0
84,-22.68081660804906,25.599118329703256,32.67672653882354,58.33285797721507,75.0
85,-14.239257044665585,75.37060995885612,48.5461331363992,63.02385855414238,75.0
86,-7.507257635039854,23.216191283349577,52.06003722129587,51.3569400588423,75.0
87,-12.032431611449999,49.68357239536446,32.00928820167451,47.29089913694747,75.0
88,-19.78683142476732,54.63268989863862,51.84429187542246,57.453015108556954,75.0
89,-18.655358514545544,72.09395949317032,66.53993516902756,64.1433271636334,75.0
90,-30.800156824241938,48.76382166035578,45.60877091264621,50.95833736397117,75.0
91,-14.195235910316056,65.89227834738091,56.812264174296594,61.824299859192855,75.0
92,1.069131020375403,35.837160966933595,53.15990284307242,37.332472313585626,75.0
93,-12.401655638744078,22.785240016498445,56.71496348100404,44.93731495806227,75.0
94,-11.350584190193942,46.99666949045833,41.26151594274283,60.63826954625404,75.0
95,1.1786951954238942,24.367947935316224,53.600379988290186,40.84619907719776,75.0
96,-16.349688366629376,47.676934588169644,30.922580136731135,48.31488939540056,75.0
97,-9.133790740786072,46.237613164040205,47.697349850606614,41.76833531933228,75.0
98,-14.245872496648506,56.09717713151364,45.125103709373874,50.735540210687965,75.0
99,-30.216738601809638,63.556010476918956,49.70579015964254,27.76251857189203,75.0
100,-15.002928792530966,26.285523814751787,49.37037350662752,33.15065332862989,75.0
101,-3.098823163422442,55.62148090963597,69.59854914921227,52.38968245473541,75.0
102,-1.3675916380359112,29.196479330021276,38.152341660878044,53.34466640404241,75.0
103,-4.396256095787741,18.771587102268832,51.22276880688939,69.91266724270317,75.0
104,-4.538658422683403,6.7116021465473,22.435348164911424,74.70143677010184,75.0
105,-11.789065465197082,45.28173134535368,57.5277421709691,48.773426193313774,75.0
106,-5.253266097722984,43.483040635242155,42.8308973214619,20.762491018846667,75.0
107,0.552105014838792,52.73528099887278,57.90817851076402,51.013582898909796,75.0
108,-4.346996685154608,44.147892553258586,50.28448777875742,34.59341558029756,75.0
109,-18.703627415657433,71.81040051144531,52.51787553565103,32.025814694449764,75.0
110,-18.19860615729701,50.60933830396321,59.29074013826696,57.89098752153548,75.0
111,-14.530830975346868,44.42723363820494,54.854321619672184,59.997163486634136,75.0
112,-27.543200515017404,36.66211734338877,37.843933289330856,38.28096353235381,75.0
113,28.298388474973642,8.457107275700952,49.74166943169351,45.766082963133684,75.0
114,-5.99554896864159,45.617587919216255,45.46255708547418,60.89860641850169,75.0
115,-4.143410926514691,23.730030672691136,42.608038478438914,42.736374102560376,75.0
116,-0.9740701259586954,34.79453031970833,40.5846643564384,50.40882598882868,75.0
117,-10.640799129818998,6.615019779504543,62.20530587445636,70.7068271545939,75.0
118,-0.3789258007049008,57.442475784044355,58.06696936094347,66.56722814453087,75.0
119,-14.032381368800607,36.63720519970624,70.73478563635364,43.95314849754895,75.0
120,-2.6577905829880955,18.58880940678403,48.348124676093704,59.7312495524995,75.0
121,-11.571410394686959,22.235697853993393,53.44610921680173,66.93909852265607,75.0
122,-5.517733132457058,80.7446654525777,46.48777444639337,49.95940591253344,75.0
123,-8.82472041982138,22.944396650519987,46.759095562183234,46.64969394839443,75.0
124,-9.58228899523751,52.038806029376204,46.18232764391207,42.46658338633557,75.0
125,-17.41116873372073,64.69094638979006,61.722210876778114,36.69653480440471,75.0
126,1.267944670619288,27.271560212831996,45.19691240215672,48.94431450867307,75.0
127,9.718210231944617,51.25815590346504,48.952628144494376,48.146140015089635,75.0
128,-9.170838457865434,69.0431919400524,16.5021144349242,24.58970394742775,75.0
129,-4.1555344552637035,46.86798251466382,62.27916959968258,52.0178849045984,75.0
130,-7.298367194472455,41.55023029067025,59.31619599326079,51.601765503533,75.0
131,9.969406170322902,51.699950858328876,21.552816916203724,40.775508029698294,75.0
132,-0.32171728927594345,12.988404508373446,41.92469772936023,20.20211690499838,75.0
133,-6.8533234967917664,46.59987074284135,43.74189177696719,47.67133158761434,75.0
134,-14.602151514175823,49.208044210939995,64.79477510669315,66.77487232126613,75.0
135,-2.713729072672246,18.73178606566206,54.696076346444606,58.89430224606131,75.0
136,-2.18522086614945,34.89670105998335,51.02694893688062,31.819940600950147,75.0
137,-7.7933062990321,40.9914585832293,45.88907533685662,51.23171722204726,75.0
138,1.5947766505413434,44.372562055734235,63.992582648264346,55.02795432592109,75.0
139,-9.18177068172236,60.42887512290993,47.044374854321234,45.83043901964679,75.0
140,1.5765938319188617,43.92916763133156,59.26231281843743,19.49080381543656,75.0
141,-9.933945298442687,26.491221032308225,47.37178807985017,55.79044487929748,75.0
142,-14.532470481204305,70.88274438080572,52.91489332482405,33.27004097477233,75.0
143,-9.203230305515337,25.437548010023676,60.33572905822304,35.162941047269626,75.0
144,-17.68015223388233,50.90511641897302,41.27992339397628,44.588775081167626,75.0
145,-5.354123308460977,53.8217395996045,60.58629929209516,29.2056501958908,75.0
146,-8.954317948407667,67.83581541702978,84.3374787326088,40.93173400052657,75.0
147,-3.1457233799465403,23.16122606080512,31.353924913803354,37.666083565354775,75.0
148,-13.700680645459453,51.01974333441407,42.95249343513524,45.83352446310737,75.0
149,10.453178327818993,39.68214414989003,47.11769987575369,44.346744967379514,75.0
150,10.383135590447608,18.398729168191206,60.327168878597426,46.390133042960805,75.0
151,3.84688641136142,44.46751860214801,38.236875422907545,53.630250092249014,75.0
152,-8.33086696992121,75.54360506847652,50.46617295113967,35.392914159057625,75.0
153,-17.369181236349245,58.39665312627037,49.72068798975682,72.91911048037731,75.0
154,2.1354161527554076,18.65777635810104,45.95975272700615,41.4565358897059,75.0
155,-18.822934609397908,59.8494571321686,47.92458985455037,56.76936948630311,75.0
156,-34.703836416948604,34.30952884507962,34.4544649326576,56.18372656150922,75.0
157,-12.151563217141378,73.36846043749043,55.8168221737166,27.12310104622727,75.0
158,-16.24917757939063,42.56107167860463,29.285271834643808,58.27627912456879,75.0
159,-2.4599183517668592,46.28053053221403,32.00409784992183,54.21158706315157,75.0
160,-0.6361690405165703,24.81934285569719,51.98582429334241,72.53697425939309,75.0
161,-7.808729359674284,38.52281387601452,55.815310198084575,42.418863963769454,75.0
162,-11.507123997725884,45.80351658447844,49.564273360357404,66.11351307071932,75.0
163,10.779464745138707,16.242451060433535,49.81743790599523,41.707775915706925,75.0
164,-1.4631405988127675,36.468813590494456,51.23135652175664,49.59406887240295,75.0
165,-8.892754961675177,29.67561182065505,44.49574289973165,52.67829597553256,75.0
166,-24.380549920788734,66.57024451146306,35.16698461750666,50.813066477910134,75.0
167,-12.006146692873664,34.15433801513102,40.06352874128712,42.245602764098216,75.0
168,3.4027317157704937,26.765003468914884,18.81467970923487,47.768576482488086,75.0
169,-14.392014773721634,32.391244279925196,45.151906337575134,62.85274297545546,75.0
170,11.39692544312078,16.010542584925368,64.87981076503125,77.21337347580564,75.0
171,1.1603148690321747,8.62712689565095,49.08185901662823,60.62414734285072,75.0
172,-7.099329578205788,43.79150739229149,62.29882707905059,61.47322684213757,75.0
173,-14.0752799970873,37.54828510532838,62.44535036641668,31.20050556989124,75.0
174,-11.993113113426398,40.85342483518955,36.76799855709068,38.636222114731055,75.0
175,-12.953372724917646,25.834042424472063,39.49915340536434,53.75436679712472,75.0
176,-14.502104670822623,55.98390981306329,43.105049907672324,37.13024268921255,75.0
177,-15.834299908785944,31.781344256049316,46.569844924368454,24.087405494919643,75.0
178,5.753866131154466,44.46392940601046,52.62313245362028,49.218077919444994,75.0
179,4.9621377019821225,55.34954550167673,53.34225664402979,67.05024627903353,75.0
180,-18.463063741602063,34.46233827176444,39.944963236738005,61.0371923384094,75.0
181,-6.933957293741727,58.83882390974273,47.13087799093562,39.01210304548468,75.0
182,-12.664178712442665,38.14235399097072,41.600445102383205,51.103289904668884,75.0
183,-15.974024025409808,69.0014529533685,40.156058768022376,47.836348882848455,75.0
184,-7.485224061525914,71.35601292605736,58.34690922041372,59.72051397839678,75.0
185,0.8158918284426169,23.76676897079362,60.380149078681576,58.04715334148421,75.0
186,20.10440043689752,7.984001636836098,43.224387077883165,34.52301870562376,75.0
187,-20.033950544122312,49.53210782226724,29.046653049179763,63.15607466832181,75.0
