unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,RecycleGasPurity,do_RegenerationCycle
0,12.15384065341728,3.9909587253223435,63.14116859790195,29.815748993045805,100.0
1,-3.3000813302201584,4.365045879208325,42.446696689733955,47.915414450978545,100.0
2,9.588521322460021,-2.5445133249733782,68.0839463815821,25.941846342823883,100.0
3,9.320266013437774,-14.830476751451307,62.71173806498643,36.126427863680604,100.0
4,3.3633117334805256,26.413806963641196,41.69763598421211,23.943054366678243,100.0
5,13.480363491112772,21.944651518724775,47.453376457480914,59.51412641207153,100.0
6,13.26985744714583,28.196565630166628,46.07068920729299,33.041715486979946,100.0
7,15.632520613006394,6.476851106074097,26.723986542244162,58.738242289639004,100.0
8,23.280187237656737,20.758307332384806,53.235324036175015,69.77392342173735,100.0
9,-2.194618374640018,0.45059196073951746,51.618203083809014,65.54926304285384,100.0
10,3.2617596133240925,16.446087526611727,58.00362569952559,55.374339643062825,100.0
11,8.440054740800736,8.142140367690239,14.369957238694106,53.065669718935276,100.0
12,13.188329336770002,19.61450570545935,68.59447451529999,40.26341701659427,100.0
13,25.623452471902876,-9.244193245763238,45.84117579894325,52.63905081208294,100.0
14,22.913353011547713,18.922458231205596,24.767519273041774,68.53633814023074,100.0
15,4.219612294975825,-13.463107144934725,59.735885869992835,57.692513498506635,100.0
16,3.593129261827233,-2.985414184215017,40.602158407106884,48.05292354425652,100.0
17,7.902899137549095,9.784500179124063,53.6849255974952,52.16520791407235,100.0
18,13.779057123724218,17.87963078271911,68.2645209122543,49.8396240615782,100.0
19,4.196197876805242,-1.0272011766255993,47.10141870614714,51.305150698263965,100.0
20,28.552001914995763,17.80433312918167,69.38229786724466,59.33672139394989,100.0
21,-3.408940469947395,-8.384684433454474,45.2101544962844,53.192061738816705,100.0
22,10.521041011568483,17.964271716874528,44.37362268468197,42.95966745803029,100.0
23,18.988442104256627,40.322232957756626,61.245590863583885,39.80415549238609,100.0
24,9.360368930707622,-6.3130223909380305,59.97626083575721,44.57750803047226,100.0
25,4.153545883799232,-17.620449375549192,50.47516291557156,52.16385708946795,100.0
26,18.71836843985137,-12.59112597618926,38.457918630887654,38.449107098173805,100.0
27,3.155262390603964,19.286387888425864,38.63767821765053,46.532875993793475,100.0
28,11.323760142339955,22.83970967734543,65.29031495766465,56.424777248076296,100.0
29,11.500717962692754,2.623301458856873,41.01813455765844,63.82340821444751,100.0
30,15.691878784339687,24.653434878203186,30.40367626406719,59.073241515268144,100.0
31,4.001633880430099,2.3951587832850505,43.877874489505686,34.029581440345495,100.0
32,13.374806857444627,-11.8781350634843,63.761677858482614,62.918923830036135,100.0
33,17.048159080658248,2.7108860633924055,34.877003819449314,36.362903588573516,100.0
34,7.325735619471928,13.961992012415013,42.49317866500252,63.44391713890796,100.0
35,9.013233255422556,12.665637485068657,47.50392154789403,38.34525803009527,100.0
36,16.355718766472386,-7.986351617723397,54.42079759831694,51.44972310883295,100.0
