unit_id,PARLight,PotassiumPPM,CropYield
0,48.02779979241279,54.854963706451414,26.019080239294844
1,50.62363285260235,57.6855751505017,17.73295517232484
2,63.552097254514536,38.658343523907725,18.334285313206617
3,23.482928877393874,57.268094845764246,20.739903018819483
4,59.10216403804701,69.37595123126674,16.045796307454435
5,37.87523574271729,42.7283611735994,20.310918277853332
6,57.00619351729945,33.23077739626732,19.071111515389852
7,60.2394657027987,46.02144089708221,18.87419097527296
8,62.72557924770222,64.34139749321457,20.47903933659102
9,26.837887586735135,56.55676938148437,12.887123030780412
10,58.6497457584627,66.01048715668598,12.091562222371062
11,47.82076051138279,64.3775852982526,21.25801968627716
12,40.15767847196378,49.115481439224,17.500366186252016
13,46.13142308790924,41.11867862035494,16.16060192135716
14,72.22504002616239,67.61772308951217,24.06582028175441
15,51.12003881139651,49.60671136089983,25.512832730043392
16,39.243816191577835,68.57497935136769,21.470881755430213
17,66.88900024261287,52.162282312945536,18.556272607961102
18,65.70060808879074,61.67034192178708,18.223851483360917
19,47.693888893682775,53.2666017970598,22.035727301411598
20,71.93646766506464,36.393959951015894,21.121623115730767
21,50.31003030264903,63.702783472570644,18.10340408293524
22,22.039896022240278,27.675318022713675,22.129113244483708
23,61.3629676950692,24.511518772330255,19.942479352359026
24,58.78548071003464,59.14369283697449,15.506070849150095
25,33.427081797946144,45.17697820373551,17.686007802752826
26,58.476579749553665,26.53028300641519,22.53731410127238
27,70.09074683221999,34.23019429482852,14.078337129954287
28,52.6867959846102,50.594497259990284,23.76560220474765
29,45.14352665432202,64.62984635602712,15.304545374903944
30,40.66086935250458,30.753308520619214,20.179184512743458
31,40.88695908003469,25.182046509449716,17.489790063929888
32,60.27448227161083,50.84997868600147,19.662395870313535
33,47.62344884623711,39.77332379045051,17.06782224668706
34,70.20656547909296,36.12508163504067,13.929940835412108
35,51.025250741521575,57.331527364077544,17.436283418882233
36,51.48199595425423,29.29001896548462,21.70144137883634
37,49.59816249677916,48.65554164336591,22.06649409949917
38,59.871310675794575,49.74277761133329,24.74905300676737
39,37.17794698146731,78.89645828037499,26.320188331569817
40,60.87727238664658,36.352775196762956,19.971851101157576
41,61.387237248740206,43.011044477538164,20.70201471176329
42,27.973119100703798,51.88757841760463,19.077867295340702
43,41.938259010546176,63.11264008089682,19.34646517616082
44,62.07906319463498,85.72805810666216,15.821088005029079
45,66.19451263824602,69.43364412875572,12.770669764851137
46,76.9562728731825,56.55740612437478,18.503232867439742
47,44.33370761789421,57.616477568629406,19.69162084697475
48,42.38657520933224,43.62338705524836,16.895218510357687
49,44.332104930042796,54.59366501434917,23.23357145972897
50,43.59331206647444,52.746013318161246,21.91995475119745
51,47.40993167414285,51.15844478250588,19.529140253800886
52,53.318933923357406,62.556400919148246,19.448012760494368
53,47.23444977173439,42.31137068463797,17.40924447217673
54,22.897985600824306,65.70178684759146,17.821895895429268
55,43.8112992812668,52.59316356261286,19.936461317244966
56,43.72081625867813,23.137723312134657,24.959631064687855
57,57.73310863987979,56.981358936669686,23.099852026012698
58,45.1129963293358,39.139620214723,18.874786563341317
59,43.973820990444146,72.25681138788666,19.94551891842773
60,52.7556450932877,57.68444370115841,18.948087144322173
61,51.172912949556384,60.187154165127104,16.85609385274298
62,55.75064626738307,41.338591828216956,20.43524918819759
63,57.174578764256005,74.92742439163791,23.352537664230134
64,48.00094975533589,51.002940939831184,18.839080486190948
65,35.4040531575193,48.8596760184813,20.41540470280884
66,67.40989054226687,38.699786750074715,25.831444916876936
67,43.211134450545295,50.203394256907856,19.528006956842844
68,45.737500638990454,64.71795540516138,19.378024866810712
69,29.774194334900105,29.837400943674574,17.500565103423256
70,56.511910611060344,30.861266116822442,21.03026034484132
71,18.691146202215283,69.24385333326629,18.811388166839855
72,54.29382580117229,30.026958790888827,14.077950439806314
73,52.8633008831147,54.076312005869354,25.980632553769347
74,73.96075633288088,36.780996237637765,14.274902340974204
75,50.96192431738649,43.72328861934893,14.899553705998052
76,47.78852172693578,63.715467779375686,24.45412806992625
77,66.09408437305564,51.25668479348301,20.54716472104735
78,69.361222793052,48.03809862800925,22.35697030637746
79,41.409029692207824,41.12768289023469,20.218184155537365
80,60.53569341778767,67.63483547052662,15.698126851423211
81,38.71449704515023,87.7670646495169,18.005441730797976
82,49.459221263262364,45.707045031438476,19.12641403247006
83,55.4030521705053,48.13987631915893,18.458006115104475
84,76.53637212667797,50.531470628278896,19.16840151283411
85,64.36216192827298,61.938271422109736,23.231078433751485
86,48.80622120895318,39.828939523045996,16.57029576223848
87,57.657525497532134,54.60358446815322,20.5918247415688
88,42.419633968600664,64.5891355508588,17.933370569422625
89,48.60933151726652,75.07462795549894,26.43489866556971
90,50.65734932008034,51.62349096526464,18.5436146139755
91,57.00246426536007,51.736077083322506,13.72336600616867
92,58.99056123154271,45.852767617541105,13.4439671298469
93,44.06592685683868,64.86057228497015,20.604640055073048
94,57.1454449357838,59.40150773634578,22.345471977033945
95,31.49509356758923,53.92297325379928,20.94695654490805
96,53.77165461559039,40.788448000922855,15.858285948658674
97,52.0786901588199,18.167554087904243,19.50349102239847
98,59.17473227006604,50.945048127271576,22.402886043725474
99,52.39269118014295,41.5319373288564,15.747955845906247
100,50.831791571102414,64.7885554465055,15.118708426251139
101,59.80166906690923,45.509540960495876,20.97237766432481
102,47.02883776324799,49.42355971108181,19.479320223979375
103,55.43327773462471,53.25579423367545,18.58463634540435
104,63.94085076540105,31.74402079158059,17.18119891833793
105,65.93011192013752,46.54219252553643,21.595676672463227
106,51.97516020425882,47.56421513704372,21.93564892333415
107,60.783759228839045,48.55944810005913,17.34546931088199
108,43.275647660242825,47.39915247017241,22.331747332459475
109,49.921417739039526,50.965887127743294,22.781843514452575
110,56.56876295113197,58.38247704904901,19.5057383006788
111,61.06293033163111,24.320103404374926,26.110894868183586
