unit_id,CropYield,LeafGreennessIndex,do_ph_acidifier,do_iron_fertigation
0,37.45715498707031,17.905894691721524,50.0,50.0
1,36.823491690233205,17.599505424595446,50.0,50.0
2,35.95614641762508,17.70635572705171,50.0,50.0
3,40.89524111287427,17.14618263238137,50.0,50.0
4,33.70068844220208,17.46080855348291,50.0,50.0
5,39.76046418812313,17.743592824100872,50.0,50.0
6,39.42188652412719,17.54584928384751,50.0,50.0
7,37.03835032319771,17.04334865891766,50.0,50.0
8,36.70385544652284,17.622547164000228,50.0,50.0
9,33.51674608423034,17.249873584577994,50.0,50.0
10,37.63851906526946,17.598998148248096,50.0,50.0
11,37.755646606423426,17.30217217310873,50.0,50.0
12,38.79206389719593,16.559583647969383,50.0,50.0
13,39.51278641967764,17.91155990729489,50.0,50.0
14,31.90154593271523,17.093921361058253,50.0,50.0
15,37.85664416709485,17.652960503833235,50.0,50.0
16,38.52322791939974,17.27887482328669,50.0,50.0
17,37.726000221446476,17.90156441245393,50.0,50.0
18,40.346473732877456,17.51513599002786,50.0,50.0
19,31.32882158436042,17.51108933827321,50.0,50.0
20,33.34266108316142,17.685730261837993,50.0,50.0
21,34.96002915262689,17.65746533327551,50.0,50.0
22,40.235517183525616,17.12337945270584,50.0,50.0
23,30.689043673598327,17.946243515654857,50.0,50.0
24,33.38353254968899,17.407524699396095,50.0,50.0
25,31.18266420043065,17.7447870159857,50.0,50.0
26,44.483478655978416,16.956817459518277,50.0,50.0
27,32.663270638379345,16.35650576559397,50.0,50.0
28,37.45075498556722,17.346372587913038,50.0,50.0
29,35.49755941299465,17.284892543534152,50.0,50.0
30,37.37005187216571,17.572803319517032,50.0,50.0
31,35.193521148042066,16.750426923200102,50.0,50.0
32,37.69696079985219,18.362802796930584,50.0,50.0
33,31.854253723454857,17.054281390342194,50.0,50.0
34,36.629889645017265,17.32764349544209,50.0,50.0
35,40.825485230284485,18.224253957494504,50.0,50.0
36,40.45877408192169,18.41742035854777,50.0,50.0
37,36.03489663100001,17.651487879894024,50.0,50.0
38,35.26025823805357,17.685444532607388,50.0,50.0
39,32.74060688804012,17.706624587882757,50.0,50.0
40,35.613825644390126,18.00732693926221,50.0,50.0
41,36.239918060703815,17.453808774448948,50.0,50.0
42,36.89341331235159,17.473482664089293,50.0,50.0
43,32.890146348821354,16.95100484743939,50.0,50.0
44,42.43189860618867,18.155657085888127,50.0,50.0
45,41.55464249761812,17.34730113607664,50.0,50.0
46,42.61116160030892,17.803592265117402,50.0,50.0
47,33.54003253402077,17.156765985516024,50.0,50.0
48,33.80910701485049,17.45000309606753,50.0,50.0
49,36.84588364985472,18.056178471128504,50.0,50.0
50,38.672791052375,17.367305147214143,50.0,50.0
51,29.747316801804537,17.628622460419074,50.0,50.0
52,41.149918808543305,17.754531125132413,50.0,50.0
53,35.17481015134893,18.359352762554547,50.0,50.0
54,32.46075149614017,18.396867117771333,50.0,50.0
55,35.910945252574805,17.172908688964434,50.0,50.0
56,37.97686179287061,17.46001724921451,50.0,50.0
57,39.33053305477192,17.372543610765995,50.0,50.0
58,30.77679630448801,18.187028275314006,50.0,50.0
59,30.22856151524622,16.928915798874673,50.0,50.0
60,33.72130642848677,17.414598573039996,50.0,50.0
61,42.83546227188455,17.44142899913842,50.0,50.0
62,32.086338206989495,18.073362563384435,50.0,50.0
63,40.83449889411408,18.301641645144123,50.0,50.0
64,42.13550193953215,18.304118642594503,50.0,50.0
65,35.344543241000984,17.31623924755632,50.0,50.0
66,40.03889286158561,18.133902006167297,50.0,50.0
67,34.71100844186371,16.934716540589363,50.0,50.0
68,33.93287871585515,17.763543520589582,50.0,50.0
69,43.651162075750335,18.208736009745902,50.0,50.0
70,39.507780261253814,17.40119852705929,50.0,50.0
71,36.51581636176145,16.73362080690636,50.0,50.0
72,34.4582446659163,16.810600620349902,50.0,50.0
73,39.136614053725026,17.562374331370094,50.0,50.0
74,32.53680935610188,17.588882180126717,50.0,50.0
75,34.1643494177043,17.079555532986905,50.0,50.0
76,41.552586455891756,17.255453476616463,50.0,50.0
77,41.45112749838786,18.089089663007286,50.0,50.0
78,35.95026647622605,18.12924748753379,50.0,50.0
79,33.07065164158927,17.667593689596313,50.0,50.0
80,36.32943214443262,17.588653005311937,50.0,50.0
81,38.07304662345298,17.578190599445932,50.0,50.0
82,38.58981482964475,17.353289246361104,50.0,50.0
83,36.166127578791816,16.996842765618823,50.0,50.0
84,34.50339484247115,18.08883926154082,50.0,50.0
85,31.358108239376005,17.553906552552725,50.0,50.0
86,40.456354651280094,18.162308246183162,50.0,50.0
87,43.150052596766415,17.177904127711358,50.0,50.0
88,35.58834863244107,17.256181633977683,50.0,50.0
89,34.17945454448664,16.929132420562453,50.0,50.0
90,36.79781442318175,17.773459133683055,50.0,50.0
91,33.39261350610637,16.651891068641024,50.0,50.0
92,38.6565568045235,16.99984537951152,50.0,50.0
93,39.41926617817608,17.720907452824562,50.0,50.0
94,36.82752929352535,18.11365614479616,50.0,50.0
95,33.72727768385476,17.406750307538484,50.0,50.0
96,41.15181473571965,16.108176571544643,50.0,50.0
97,37.7184306847412,18.16191016531009,50.0,50.0
98,38.569599191910456,17.384348502075074,50.0,50.0
99,37.802427360046266,17.184665031875834,50.0,50.0
100,36.94967326061086,18.22773853333556,50.0,50.0
101,38.084127705480974,17.06793021054891,50.0,50.0
102,35.86105855686233,17.191362535934648,50.0,50.0
103,37.15957704412089,17.574310086409092,50.0,50.0
104,38.54553998421593,16.893664908825805,50.0,50.0
105,44.74171444506405,17.439113572847088,50.0,50.0
106,37.723786229559565,17.66899202041754,50.0,50.0
107,45.15636640778365,17.818346297918932,50.0,50.0
108,37.058930010962136,17.495266998886102,50.0,50.0
109,38.31602554255188,17.952803311562157,50.0,50.0
110,42.3865010089779,17.793578542776597,50.0,50.0
111,43.086509844663546,18.05225814319594,50.0,50.0
112,38.49880328088762,17.36011690478421,50.0,50.0
113,34.99634672365519,16.78377274632126,50.0,50.0
114,37.83824842000004,16.73294724711316,50.0,50.0
115,40.307752033890914,17.40337896175669,50.0,50.0
116,41.50765408277339,17.06444105696605,50.0,50.0
117,36.03275041527745,17.486985102602215,50.0,50.0
118,38.909296803358934,17.213380663226385,50.0,50.0
119,32.832060565817685,16.817361975939875,50.0,50.0
120,37.00993230114872,17.799718536214286,50.0,50.0
121,36.83266751159497,16.571634039593903,50.0,50.0
122,40.94873977757357,18.64066300684189,50.0,50.0
123,38.773086170072595,17.155552076337308,50.0,50.0
124,35.39331438392922,17.39406396661672,50.0,50.0
125,37.06585343807799,17.586816009675587,50.0,50.0
126,34.20226819632711,17.5291383031426,50.0,50.0
127,40.35320565841867,17.479650261507615,50.0,50.0
128,35.03965133790872,18.002261640315652,50.0,50.0
129,42.58483521293987,17.71973732052951,50.0,50.0
130,37.56676790872155,17.85908176411787,50.0,50.0
131,38.686123182348375,17.808088251421687,50.0,50.0
132,38.32247379089816,17.010997387226002,50.0,50.0
133,36.40125352084913,17.6321139803149,50.0,50.0
134,37.51930517257072,17.875498492630513,50.0,50.0
135,37.13242862182752,16.886441630157744,50.0,50.0
136,42.42680388559198,17.818275893396827,50.0,50.0
137,38.08062943340697,16.83578812372366,50.0,50.0
138,45.304550046470744,17.40422729251138,50.0,50.0
139,31.43405391008293,17.740386673464638,50.0,50.0
140,32.60114460580482,17.277524016295008,50.0,50.0
141,37.56634317265015,17.8492934909599,50.0,50.0
142,32.32541829899472,17.674629131037822,50.0,50.0
143,34.825011979328714,17.19359078902697,50.0,50.0
144,34.90052351824511,18.36625956160649,50.0,50.0
145,37.627532852495456,18.227238581188782,50.0,50.0
146,41.56034522694378,17.17467397751617,50.0,50.0
147,40.926426252765324,18.236429764181185,50.0,50.0
148,40.406535349272446,17.55391614093896,50.0,50.0
149,40.8622458150903,17.39521538371828,50.0,50.0
150,40.525745841236954,16.90417649629435,50.0,50.0
151,35.74141562303286,17.093293163180324,50.0,50.0
152,32.288113345438475,17.29824892272806,50.0,50.0
153,37.83142934739616,17.518025136192982,50.0,50.0
154,33.04108737049371,17.347904918317845,50.0,50.0
155,40.17721201095122,16.90723228434005,50.0,50.0
156,41.08432241965615,17.691349281132283,50.0,50.0
157,32.3546604813159,17.516279365827224,50.0,50.0
158,36.073341370976046,17.50041087147697,50.0,50.0
159,40.03680627301503,17.981184927101413,50.0,50.0
160,33.65783716133699,17.588399958642192,50.0,50.0
161,37.32275686822815,17.355422326284963,50.0,50.0
162,40.32793266035071,18.174322403484698,50.0,50.0
163,34.29036497999422,17.836605351750336,50.0,50.0
164,37.30490514080617,17.789744856568134,50.0,50.0
165,40.7987581649265,17.00224260403371,50.0,50.0
166,35.538502154542144,17.659471704689974,50.0,50.0
167,37.01719615728232,16.42637413186419,50.0,50.0
168,38.52151276494591,17.51910548833895,50.0,50.0
169,37.108472558726035,17.735281835613783,50.0,50.0
170,33.722323200754346,18.500713347239945,50.0,50.0
171,40.4115756277151,17.822497196370406,50.0,50.0
