unit_id,EC_Salinity,CropYield
0,38.957159527929214,19.340581529079426
1,41.98789286995854,20.921838491736455
2,38.12644058950461,19.03470845585006
3,49.45086580948126,20.995673433021935
4,74.75946925659774,22.060433007917478
5,44.48483269470166,19.603147743554963
6,34.70563200039149,18.57445383569106
7,86.8451206727098,9.526162233948716
8,62.45113294716746,18.661666615600105
9,54.75184114897803,20.764905365097366
10,56.874887167658024,21.21137401818582
11,36.65253445695214,16.992665860332774
12,62.870831635250696,18.796503186863507
13,28.579351234097786,19.807662833318922
14,51.47015628247482,23.387863886733545
15,52.14588032939434,21.692617920351086
16,53.5317658178399,16.22464754480129
17,61.97825298321421,13.867080377320404
18,37.04164196695778,16.874024179108428
19,46.539138300522445,25.789978807529693
20,29.389603140249196,19.141025566635438
21,47.00806465206061,18.822772694943385
22,68.45282318076744,20.09799728279271
23,24.733396281776496,16.483697675116808
24,50.54654346633389,22.620744817479896
25,66.4456722984102,14.742401667457381
26,43.85819928593983,19.79340223344422
27,53.59646997361585,21.2365609004341
28,60.66367708433638,15.061268325666182
29,38.228525389963785,23.169284667571883
30,53.458392765760166,20.866686920433157
31,32.55958077416091,14.512901133771894
32,48.31354551678408,10.190033321774838
33,40.261891382455254,20.339860983479454
34,61.07752112065189,18.878115431907073
35,42.83578627207616,19.47792555212659
36,27.663893894227378,19.058039172516548
37,13.154212735500863,20.500049416195292
38,56.20917951672275,17.871013686923078
39,44.18086066132863,19.089933373205998
40,52.21366428678368,23.850781604871433
41,66.07919264951354,20.69012001959357
42,45.90761539562127,19.50810171295737
43,66.93638318571094,17.506264332088865
44,45.200266740773266,21.19420746392008
45,40.34921452055909,14.739456469252467
46,50.56085527965085,28.967125518651642
47,45.6889674159229,16.772369930940265
48,15.891528716391255,17.812546375344624
49,42.7749133166882,18.188476587951
50,19.844272511525777,20.831670774920465
51,50.42878281923064,17.51860269306232
52,73.09480527575658,17.373983694847052
53,33.309766246701074,24.215984721994328
54,61.22251942412919,14.21933932418212
55,52.86865729472062,21.133903840954627
56,45.16698032208111,14.553453323042625
57,60.1700959057554,21.38223958768603
58,46.24485287383046,18.791214851797697
59,40.83600287937494,22.076809803442515
60,57.47388148399782,19.34302318946937
61,51.89237808400188,12.852695238960184
62,64.49738503837499,22.034328229789878
63,63.25969524955229,21.284594930174958
64,45.24558655951407,23.62413349892327
65,64.41367984549875,22.353223407359025
66,40.442381344359774,20.94494258420049
67,37.528317842383764,16.377791913187316
68,26.281924645547864,15.099155950572015
69,61.040691516194094,11.650009868954909
70,57.98656499071266,20.66887352271037
71,53.08610682536771,21.603164943032034
72,62.11761065528543,14.296707511419282
73,39.440127049815324,15.8485340381525
74,22.90066375900568,16.113303598770926
75,60.543983830879554,21.28640544952834
76,43.635696109163504,25.294620745868976
77,53.00193200896384,20.927900470911926
78,51.57127113051156,19.71558364320037
79,52.8333874838741,22.483211774922303
80,71.03820997643783,17.150355110826297
81,42.34421481352513,22.157850793286133
82,69.62030982963879,15.133667619150492
83,40.33696634296306,18.972398720644385
84,54.19357313642117,15.087940724553647
85,61.32801225675631,24.56426769877446
86,50.878109877489194,14.211278684708809
87,35.82974587473247,20.015033444855696
88,50.13766918404533,22.260296994815928
89,62.47252956360204,25.108332512744035
90,53.72493755064775,21.554498885767238
91,54.95218736618693,22.014183614764477
92,34.2556656515255,20.653132376598485
93,50.31852810594943,13.848361524833411
94,62.16031148515976,19.02484095758641
95,36.91906409691174,14.055101456425168
96,45.23573460918804,19.705949892588755
97,47.398173785055654,19.295834130098456
98,52.01261807738417,21.716252558888016
99,24.69586209099385,22.87703603727209
100,32.061316889008644,13.847358526273617
101,52.53553120218601,20.77750357128353
102,54.986880235232306,21.424187442073805
103,68.58659427149867,14.42068052843354
104,74.97698828447496,11.565373006974223
105,45.619892629323424,19.204693270890377
106,22.57526347890172,19.20274604035007
107,50.894782109314164,20.346114516833257
108,32.07696132380153,18.631011075200387
109,32.6484489251023,24.700364689957894
110,65.55926988594365,19.203320608679988
111,49.82904955862439,19.85323864880714
112,36.636241424308956,18.17097696736826
113,41.000498078233434,15.374513102818813
114,65.9117555261338,19.70308241418348
115,38.16893008300875,15.536392834781365
116,52.01712742691815,17.09849331206929
117,70.09970277409006,10.950970999548334
118,70.49066477694065,20.910047129758862
119,48.18371697380803,16.73560237620818
120,55.75581093440304,17.666772746849176
121,69.83375363644642,14.312365243789001
122,54.08645612353991,29.029901980468495
123,46.90949420655312,17.671989918590075
124,40.759544417330495,20.70154635342754
125,34.911171830870536,22.93376246972716
126,55.3136924826647,15.509465641061238
127,56.319372492567666,21.90469027326458
128,19.985734403448262,26.311905851539002
129,55.434365056793936,20.93189642406652
130,50.94707185698065,18.78197742701618
131,49.154957554974125,22.900655457389185
132,17.63885578232151,14.546337524199979
133,54.515928584143666,19.65243259797046
134,63.58816705978677,19.9209842836274
135,58.0917839686281,14.634654745976198
136,29.849219436918858,17.706362348253613
137,53.28969538027732,17.41892901802431
138,53.5050653935094,18.631164103372974
139,46.9563958283544,22.594927170268285
140,22.72499316141839,20.310466126918953
141,48.822010568103785,15.337740832926404
142,32.830178838129925,25.663329945926538
143,30.12882474652087,14.990069516937405
144,51.99194723647292,20.17808455097437
145,25.908517378327666,21.500112107715438
146,45.002377873187996,24.09733142747953
147,35.6469014948646,16.189954061568425
148,51.489859340671686,20.74068792928268
149,49.81525543896221,19.059342087508572
150,44.227588809843766,19.10490418448227
151,53.896749416644546,20.175197005642048
152,37.299074699866054,25.256032605535523
153,67.63931274689524,21.427936213653204
154,47.186511463281704,14.61562691342377
155,58.54117024774915,23.379261180668905
156,50.68562341681914,17.579879522154975
157,22.569641989537217,25.223801043685032
158,59.79991331381796,17.725918522961265
159,58.562926320985476,18.622164375992334
160,77.06810171997697,14.080349751525299
161,38.387220424095844,19.125858648401003
162,67.52353589231355,19.488042416886433
163,46.05471748422679,15.188216918305613
164,47.86952445590699,17.141582591930792
165,46.45203589185444,19.592505485365667
166,50.01304458011175,23.214841175998945
167,44.83553223572373,18.329655848294976
168,54.99112634936132,18.24000071195593
169,63.38892095799434,18.040242360690257
170,81.69647118635594,14.23678167712421
171,64.701132119422,12.609667217325795
172,68.5118750905662,20.07622869840555
173,26.65561965769593,16.900686224011178
174,39.80480497296511,17.557278227726304
175,63.28806811834828,14.482978391326508
176,40.792433286858035,20.77511604282802
177,28.88699055351156,18.24544763887768
178,50.708502123647975,21.580605205454063
179,70.38623164786746,20.94616840792281
180,55.5394009626511,15.695590216078909
181,41.130211525953534,23.34522653064176
182,43.52906867807213,16.523631596121025
183,46.429835633502556,23.497729633086905
184,59.106768820811645,24.552483957307338
185,58.776653961000235,17.50100994262107
186,41.35732798561915,14.11819016391028
187,58.55198398888842,20.827740480217738
188,40.59346396246338,15.887294198679957
189,35.99519331597519,24.965122148311266
