unit_id,CropYield,LeafGreennessIndex,do_ph_acidifier
0,21.404238561567173,6.368507165110069,50.0
1,20.86067098088432,7.698229022477001,50.0
2,23.00016463188388,7.461405285974437,50.0
3,22.51189614684338,7.380625129563997,50.0
4,19.618239429901223,7.425818472626465,50.0
5,26.90479101541838,7.852611854416391,50.0
6,19.181837505375537,7.361890221158116,50.0
7,21.96974106276399,8.16178060592819,50.0
8,22.999832391213918,7.689390516699238,50.0
9,18.178371217311856,7.775860088940927,50.0
10,21.210848746398078,7.484429469137523,50.0
11,26.89607119472148,7.38007946805511,50.0
12,18.527235270518574,8.23549177480542,50.0
13,23.08617005358914,7.957026679451445,50.0
14,17.857731043595834,7.395796779220805,50.0
15,19.49141173390631,7.185907946955791,50.0
16,21.91358707123717,7.399730494172902,50.0
17,17.002170227585083,7.2483874318377985,50.0
18,19.175857364964397,8.186542825530015,50.0
19,13.67692257656817,7.207928956002713,50.0
20,21.884706757684423,7.263735846578876,50.0
21,22.249990834497954,7.907034284315311,50.0
22,18.234506753877557,7.255937138067852,50.0
23,21.818394451300293,8.568597196103212,50.0
24,22.40339467278265,8.252617059547546,50.0
25,19.473565144243768,8.277070015769322,50.0
26,14.93852547152342,7.038023917656378,50.0
27,20.46564096811748,8.851732788661083,50.0
28,18.990617051420653,7.697334369346291,50.0
29,24.90596038863514,7.802428486380261,50.0
30,18.45127825693804,7.396133548168082,50.0
31,21.770371102626964,7.018581163327995,50.0
32,17.94390207939994,8.404857285007214,50.0
33,14.656943630620871,7.7959323096425726,50.0
34,17.862822891096656,7.354936942046993,50.0
35,17.320173628272876,8.050792546571564,50.0
36,15.608840214838658,7.388743843087386,50.0
37,20.010194867953565,7.08822786876004,50.0
38,19.53055173538254,7.505214685808912,50.0
39,17.873448272280818,7.56433912715751,50.0
40,17.177901148778044,7.982007460895161,50.0
41,18.07111661212246,7.337202357940089,50.0
42,14.57706268973583,7.149110951563385,50.0
43,22.023933730443655,7.234007619298608,50.0
44,24.399159454642948,7.882298931676249,50.0
45,20.94776228441339,7.788883875811916,50.0
46,21.020318011822017,7.474138166804995,50.0
47,18.754444194404098,7.63034048788588,50.0
48,17.210331072387135,7.421123542226805,50.0
49,18.774063607593423,8.347490489054715,50.0
50,19.013966174902247,8.128620516406096,50.0
51,20.38512104248341,7.554181639743278,50.0
52,19.291083324624232,7.237154943692482,50.0
53,21.840172609188723,6.973903667386534,50.0
54,22.148008035921965,7.577447853774482,50.0
55,15.289376525585775,7.874383371383285,50.0
56,20.97944585743696,7.593312321069404,50.0
57,17.5844702728935,7.892459813393026,50.0
58,22.28358536689796,7.5298422232554705,50.0
59,16.218164523419034,7.416555744790396,50.0
60,22.648188328933642,7.7260601384710395,50.0
61,19.83558446664154,7.171514675855867,50.0
62,20.38880699625239,7.385551406612504,50.0
63,21.304291773603072,8.566891329007708,50.0
64,20.278764206494365,8.719496822093449,50.0
65,20.511418097737618,7.752347510288311,50.0
66,16.34602552125846,7.07615944789421,50.0
67,20.720463689302065,8.416742650878207,50.0
68,16.671811661842824,7.9003877781578264,50.0
69,22.339143007523262,7.701298329331024,50.0
70,18.281775705658376,7.442301329682168,50.0
71,19.599384899306436,8.24834395581241,50.0
72,20.016141482620377,8.047184609614396,50.0
73,22.35050690875262,7.6655383060566,50.0
74,22.77658010810654,7.879797725351351,50.0
75,22.278888298932905,7.538778494129985,50.0
76,22.36726867063629,6.830623195419579,50.0
77,22.071193427301043,7.302104551365189,50.0
78,14.649336135119492,8.180789726176188,50.0
79,20.638161618846016,7.090873282871435,50.0
80,16.035342275760225,6.781868908517772,50.0
