unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation
0,19.624674697457536,8.098751137868469,50.0
1,18.240337611235375,7.543619238526967,50.0
2,26.979106973174773,7.03484336161412,50.0
3,16.632121908425336,7.433568922135145,50.0
4,20.073930420594582,8.161731624185487,50.0
5,19.823466639993406,6.701642488131041,50.0
6,22.60424957579997,6.998591741415477,50.0
7,24.335517980706037,7.75609247112702,50.0
8,22.775682700093192,7.318959299401928,50.0
9,16.27385765692668,6.9987943999966555,50.0
10,18.363708961160313,8.10291310776948,50.0
11,22.958878294551255,7.945019657452626,50.0
12,19.153653711472547,7.429099890753657,50.0
13,16.79150366410448,7.97149236148853,50.0
14,23.13390471355854,8.28638504744973,50.0
15,17.10642778118021,7.904670641201459,50.0
16,22.26384804076006,8.808503287543457,50.0
17,17.792804830457573,7.735454248073571,50.0
18,21.464801460781597,7.163158530708149,50.0
19,15.145921567003105,8.327753046888482,50.0
20,22.001688786865078,7.620267927825839,50.0
21,15.026835223572649,8.176557371403854,50.0
22,19.232469384449754,6.920035306881646,50.0
23,19.431145204733557,7.526980437573795,50.0
24,21.029039583045556,8.40569948751058,50.0
25,21.224156846479172,7.826081450276356,50.0
26,18.630032281177506,7.748574305721762,50.0
27,20.287651649566737,7.766410523770056,50.0
28,20.140698828486475,7.606230670279379,50.0
29,20.64786174528198,7.738606810854447,50.0
30,20.825803948595073,7.272233284353307,50.0
31,23.164425109433125,9.002687064077556,50.0
32,19.544273989788945,7.967674390496941,50.0
33,27.969698747036855,7.669718170445391,50.0
34,21.584572049817503,7.586668289818808,50.0
35,18.771494671157285,6.929899461120232,50.0
36,26.207157503016624,8.089215043789917,50.0
37,17.70235139753602,7.600831703942155,50.0
38,16.940335177972578,8.719582538856457,50.0
39,20.061700635118438,7.747409566043022,50.0
40,30.486781807141835,8.105125417300226,50.0
41,19.782240250185488,8.250037101010694,50.0
42,22.80929857869285,8.354557631975739,50.0
43,18.838339713983444,8.379752185174489,50.0
44,22.649283985319617,7.195671127554924,50.0
45,16.251515162300194,7.877270122456918,50.0
46,21.450804264847395,7.574276670059628,50.0
47,16.263925510654296,8.674231332505407,50.0
48,21.078400142932036,7.371617019414109,50.0
49,22.15757891365417,8.14056449742816,50.0
50,17.509107637336566,7.1553000200238515,50.0
51,18.950686312638616,8.078702665133058,50.0
52,16.982882545395007,8.546489771328417,50.0
53,21.145944949226106,7.096018698980022,50.0
54,30.17179046799078,7.917967839224081,50.0
55,17.030874604446534,8.049249517106887,50.0
56,23.788131554913587,7.947482179641368,50.0
57,17.838873634478112,8.09937201208195,50.0
58,21.879154524294254,8.144764392218955,50.0
59,19.267411890810635,8.849372533282414,50.0
60,20.181621455020327,8.386357703715483,50.0
61,23.244484637039907,7.059024935189847,50.0
62,23.576092332902277,7.829072069905403,50.0
63,24.906184053306504,8.185904043287929,50.0
64,17.179644797745187,7.480983590438038,50.0
65,14.92485383528008,7.198072227780729,50.0
66,20.055230357630947,7.856458735622645,50.0
67,21.66265188317863,8.325718111341821,50.0
68,16.84329346491999,7.304332303437475,50.0
69,19.21785881508253,7.945823419254357,50.0
70,20.360024994950887,7.883713332890394,50.0
71,15.057832047898348,8.0370890688752,50.0
72,19.13277775762994,7.4518566667574415,50.0
73,14.695657574744931,8.208575234838348,50.0
74,16.416203187276814,8.186614127327893,50.0
75,25.25168786259553,8.227333032305143,50.0
76,19.342000734982342,6.853761723295533,50.0
77,22.245434035652366,8.005907994511235,50.0
78,24.912007882647384,8.061731971030806,50.0
79,20.7267439082777,8.550721088126439,50.0
80,20.783124527471706,7.611154409120126,50.0
81,23.84031022512714,7.030144207859423,50.0
82,28.98778721018018,8.249761690980211,50.0
83,19.068648547267664,7.5557168737563245,50.0
84,20.286424577042,7.429085410669143,50.0
85,20.230503783483474,9.116063114210315,50.0
86,24.590744934152895,8.420304183267735,50.0
87,18.147223818665786,7.724925222821087,50.0
88,15.409882959901132,7.493577828520021,50.0
89,21.35209562821023,7.637276915969359,50.0
90,18.593794919523994,7.167233549223226,50.0
91,18.88436881681741,7.86625410362045,50.0
92,21.122010637173293,8.53549422864404,50.0
93,21.928527395107736,7.829726141984683,50.0
94,19.28720875160155,8.20355745976018,50.0
95,22.441743599819958,8.184255157387184,50.0
96,18.433074248334666,8.128167507174373,50.0
97,12.299955397557149,8.513354001670839,50.0
98,24.763952106471177,8.071576421148045,50.0
99,20.970514392321803,8.253915044122209,50.0
100,22.249896782085997,7.554628442226871,50.0
101,16.55536058659662,7.866768558500436,50.0
