unit_id,AmbientHumidityBatt,CoatingThickness
0,43.765930172188355,51.755933640776504
1,50.65877198047562,51.2385622090107
2,57.4784084204155,24.884154948495823
3,29.732405422686718,43.33238627683999
4,70.48441053588375,82.39111752509403
5,57.836749242843,35.787145289414056
6,20.313595050376875,44.77113411213267
7,39.18248215685283,35.876894908180944
8,64.53084488994847,46.739485701539614
9,56.38731733646478,53.679612055949306
10,73.21300490551646,53.82709829603744
11,40.348342375758506,56.25762563211158
12,64.23626846136153,47.31687018564401
13,45.19763812790196,47.24593747175183
14,50.106655298485485,60.15113884711759
15,41.26084612314436,67.13645108592023
16,64.28067751926476,47.725460111595034
17,54.31527811240367,33.71072428620395
18,23.534835528445896,74.37990209552775
19,28.494253999474743,60.321575067067954
20,43.4500033625257,60.38866218941923
21,50.77279949183182,54.980228844203864
22,50.03833994804771,42.028512180580265
23,56.64154766480022,55.29242918592392
24,39.39709055052272,58.87011925141883
25,44.06260650107453,53.66120772788508
26,30.904061891130404,61.238737317694955
27,55.877777139686685,57.94331638584951
28,82.72948803180132,23.962313708360313
29,53.604516153204735,45.42214638901624
30,31.589096247772215,43.8314359148167
31,41.73701400965787,26.57026869160754
32,51.44769627222502,39.007330530145836
33,50.3377320803119,58.729238647211574
34,43.2935903710796,49.37958061331881
35,58.15012432472225,63.953073778263786
36,39.36074915023642,34.33497399447533
37,16.502841820711723,57.29945197609899
38,29.712758115293422,35.678556972196084
39,32.03488367565652,32.893872661511395
40,28.27881251265701,44.01115616000482
41,69.05504714511031,32.98670664484951
42,45.45359713529243,31.216011198967088
43,42.048401237024876,49.041726393165895
44,48.672510978836456,40.880391094209365
45,41.57281255207781,40.38290016356349
46,63.74356662621915,55.0918282253096
47,59.339637998613995,55.7444578767851
48,22.07821197094122,34.67715730711885
49,35.212616768454936,46.17614117656344
50,65.84190551653144,38.83629096806019
51,60.24937024087774,48.36449688513565
52,66.03396355176831,50.19973478681973
53,39.78402743604038,61.154409796431565
54,56.41654408922927,30.084710656215243
55,38.817628426695045,64.58887899789241
56,57.89931991185236,41.551533135211244
57,67.96402325464952,42.183816471836856
58,49.468337997064786,56.76553450721958
59,50.29371487413048,47.98135194517896
60,38.53337306220702,62.163362362618024
61,50.8510545987894,45.85916786002725
62,40.756014604990185,66.78166439202923
63,45.109908580726376,56.12324980804801
64,55.392905837196935,65.07313921256005
65,50.270687543012954,47.66935177869484
66,9.533713436792343,18.544884891493517
67,39.548345083055835,25.20319325266737
68,36.59118824388726,51.85809257952529
69,67.36943691274178,56.053141829097626
70,42.468556316999965,46.380785076761605
71,38.07766686707048,38.73182242007519
72,56.50634303562346,36.383376686921
73,51.82371160002971,45.08911250707007
74,50.62086504563676,52.065343881523695
75,55.68835745117012,59.746267886925914
76,47.78270753276688,29.890605889555545
77,32.05042938997924,42.79345025318014
78,45.966109669985144,68.90085987339658
79,40.42674215872317,50.744455926900784
80,55.923296052669194,21.23854374956569
81,60.98579781841014,39.31143398045072
82,63.02940083932521,28.819048034367498
83,72.4080126692539,44.31749499631842
84,55.088280935542414,44.55288406760466
85,53.70123846868037,52.75083869674006
86,44.31140496256147,52.10542616572059
87,35.79021498671707,48.62336850457851
88,29.44645562717836,56.691765768268226
89,38.57711057516373,74.8606299232401
90,53.07485754108465,59.767609750975474
91,68.9747172839628,42.47781402382483
92,45.36524917789777,38.13869933253261
93,39.46233733377873,27.77560835538075
94,56.34164229077538,49.49385395126223
95,42.199669585276446,48.26011874123854
96,65.25504620277901,44.773727368857934
97,61.918751367573236,46.56238971891854
98,52.123678788969976,61.8282170432237
99,46.494155342634315,57.86532749064456
100,35.81690363091595,26.959588331674713
101,59.1937643710021,67.51726651995237
102,44.88573964337024,45.89164105811485
103,39.27973500064212,52.934701127969944
104,37.87364445628092,60.83895328041262
105,15.237970689586502,47.91231875806255
106,52.23874881711492,67.69469895267387
107,59.80883811300603,65.55448842084567
108,46.13748781389833,60.97289266703717
109,55.6869342786786,56.288498172905
110,34.15016899015487,58.586175172196754
111,50.60427408639668,61.79183169556454
112,47.88657969895688,53.95630116269394
113,36.81845706712102,46.47930347617744
114,50.266956381346716,37.9550746454161
115,52.104074125538716,31.130476508711688
116,45.53556404349076,40.42302496219866
117,49.83335349992752,42.864352070242546
118,65.12274578376852,42.05781794053785
119,56.13311620067952,62.57739089641865
120,48.78948366121067,38.112748823689635
121,42.97892690527185,47.57242837977732
122,33.68723731110835,64.86074975447936
123,62.079913956003466,51.942109156554686
124,39.317269384891425,28.792767719689003
125,40.03086059806971,52.15340764896149
126,31.58216159394447,47.262111045511006
127,56.92916151687172,50.446824688235985
128,26.356136429858317,56.56609530545817
129,52.24204746580313,28.844905930953
130,66.37962253993378,53.649761494063036
131,50.86481105224416,40.71926487237889
132,51.98017408428503,41.72961344329704
133,48.58325504588613,39.578706280050326
134,50.518311326243975,59.862772934764166
135,71.98637117870227,18.012436728403586
136,32.76999854015188,38.11157139983845
137,57.74297498481405,50.203426860921546
138,54.30754016954423,35.70753650820466
139,65.45263472237339,51.94072292910964
140,46.796262431732465,35.80086646821888
141,55.52879439282318,58.17416605055473
142,40.60031357748635,63.40445842565266
143,29.577118379683007,42.50834351366676
144,62.535191065504115,60.612151531577226
145,55.61567799722085,45.36098412060341
146,42.81367323826985,54.119033271655056
147,59.58179365007947,30.43019993405128
148,49.644291917010705,37.65954478679435
149,64.29028557079559,41.33586773377143
150,69.96890131312611,39.779690778903436
151,39.48519469978799,45.4930722993885
152,42.508405190626384,36.64557899301159
153,53.78911923301663,84.64516097296305
154,52.69522148366471,29.587298874388647
155,32.30513908711002,58.31671663790875
156,57.34215246296433,36.671232330613684
157,53.691127831659195,46.95627439777569
158,40.05044406685936,42.53227686778541
159,47.388093427467,70.63880477020398
160,69.06840830295491,55.84466861736931
161,73.47353102548371,47.94368896022387
162,29.971959605849733,64.63540725276357
163,37.61811869931486,34.753177545151495
164,37.766731003927106,50.257206734615814
165,35.6714363287608,66.24961427990455
166,35.71762285715436,45.960750239855614
167,36.529393465821386,32.06246953084624
168,42.318520010885365,80.12175597939668
169,60.02334487399272,33.2968921102829
170,55.35342353878284,36.65487509177209
171,62.73238201630999,84.15671874647707
172,50.37238403413769,44.52048038399658
173,54.935322249216405,55.0073763980853
174,40.61150350109848,36.30081890990799
175,30.71876805854105,40.52844931982061
176,62.17245174366808,49.859029531303655
177,73.60189922620053,55.784907432852755
178,51.422485357675754,46.26220990850791
179,46.556380317951465,66.82783217002884
180,39.43643069941145,50.94340135695309
181,46.972145147317924,45.88972542909801
182,38.602269142839916,58.700828265807715
183,54.13332989214926,41.82823416075412
184,31.859044929891645,67.27261127838639
185,61.987165534677956,61.883346657122516
186,52.687164104549026,33.19622453923054
187,53.339685461033255,42.87570150521179
188,60.211327566282804,64.98560382236052
189,78.20473878807353,31.019110685079994
190,38.69754157469463,52.889813751225795
191,49.703114861187856,51.25280968874285
192,50.52921178002951,48.595789741292016
193,51.857846535455174,42.267224185656524
194,67.61824613688559,38.407218162981245
195,36.32406206774226,75.88149227414208
196,50.13108687843047,69.61799539805173
197,77.34890452630977,48.32876001253391
198,28.91964746606377,38.11935377084425
199,55.846138094699555,42.63893038659938
200,39.22374219940081,49.708679835779186
201,66.20472473329274,54.27064642935315
202,76.89836615928502,50.34361398535812
203,54.97847764827555,44.59621339905632
204,76.13462279013434,32.37220926580409
