unit_id,ConversionEfficiency,EffluentByproduct,do_RegenerationCycle
0,18.897953435331267,16.04636662318812,40.0
1,22.19613431510345,10.969308197206546,40.0
2,5.0456942086618914,20.312459370972235,40.0
3,26.877304842835127,4.558423260074047,40.0
4,30.23840985414796,8.385755572781898,40.0
5,25.548905268082173,13.527668309759918,40.0
6,21.611550697800677,10.707499025497885,40.0
7,18.01702098091911,1.9896658542337127,40.0
8,20.562659372299123,15.242611003253526,40.0
9,17.66275367211092,5.240386436735335,40.0
10,23.314102754600064,10.6573436194084,40.0
11,21.304470049301948,6.0066136510076,40.0
12,21.956280083946922,-5.188387586360982,40.0
13,25.740951947168167,15.701736950817077,40.0
14,15.002340703822995,2.972796376378774,40.0
15,22.60228627546607,12.40676884804233,40.0
16,7.479734116012485,13.030355835699542,40.0
17,19.644029657589385,16.243562765991843,40.0
18,22.578272180728128,9.60550615552156,40.0
19,16.956704096678735,9.3166249402509,40.0
20,19.269390220600368,12.533653478748704,40.0
21,13.97092695294746,12.2095923583638,40.0
22,26.855315217862245,3.2744548790645274,40.0
23,18.205988320207442,16.27881720079344,40.0
24,20.709289636507602,7.7010161066509575,40.0
25,19.93295047236817,13.115752050938918,40.0
26,28.089599676469536,0.6442844856127294,40.0
27,17.210800167604646,-9.373091624015608,40.0
28,14.774271325333686,7.153068763723962,40.0
29,17.51886235935116,7.040874943591787,40.0
30,24.549777756562822,10.934109631654838,40.0
31,22.160610682570823,-2.9458024846079667,40.0
32,21.495696659458083,23.664293846907693,40.0
33,14.5454655386424,3.3276676696243825,40.0
34,14.116568181586103,7.008957293572145,40.0
35,30.06370801644896,20.96720422649838,40.0
36,19.228707637359015,24.321483543912606,40.0
37,19.183432640216555,11.84635845258515,40.0
38,17.20944010073358,12.23364429771564,40.0
39,13.910010457954066,12.637114523879358,40.0
40,15.328166962874187,19.287343394994927,40.0
41,22.914521389509837,8.658504867935164,40.0
42,24.452637217573542,8.830465290810857,40.0
43,17.706861228559212,0.9651090441522321,40.0
44,28.56065069731213,19.98361136554154,40.0
45,22.643991572816997,6.9937561090231934,40.0
46,24.538000536662526,14.748193772616954,40.0
47,16.168999195815697,3.726954148091302,40.0
48,23.524263259234367,8.33813353887355,40.0
49,24.516107829027597,18.157991626099264,40.0
50,16.288890795691955,10.557676884114876,40.0
51,13.263513093280766,12.200487307897516,40.0
52,33.31536475352586,13.466281675061467,40.0
53,13.652298087225239,23.3673490665169,40.0
54,15.248626749021478,25.24052156199599,40.0
55,19.67337267025488,4.1624402922161385,40.0
56,21.79213890636217,8.432220404048143,40.0
57,20.562620621187158,7.5569009542773244,40.0
58,14.360993970445309,20.435505834333313,40.0
59,15.342621382585216,0.6186303258969819,40.0
60,19.54915242938132,7.916939290989653,40.0
61,24.371885504476996,8.248245858465673,40.0
62,11.673298665089042,18.882164314813526,40.0
63,24.061154454124118,22.356516048170203,40.0
64,17.613241056991285,28.916195908140473,40.0
65,21.50281321798523,6.175361817358198,40.0
66,22.08180598121972,23.02726807540966,40.0
67,14.057237470137991,-0.09560602887965075,40.0
68,19.512608966620505,16.184412438822754,40.0
69,23.71349501645003,20.98608629048387,40.0
70,25.368448618478528,7.643368493055469,40.0
71,27.371017598530834,-3.091381817556506,40.0
72,12.282815644993825,0.063982467916885,40.0
73,22.725238852527873,10.43376710335675,40.0
74,21.054306510780616,11.927242912042967,40.0
75,20.57551251661972,2.451035419178644,40.0
76,24.755281919064284,5.757695348553998,40.0
77,21.06701621500042,19.159033974635076,40.0
78,16.072312573626974,19.964249444129138,40.0
79,23.081170701797003,11.910332346771193,40.0
80,23.81013196085896,10.816281274921025,40.0
81,22.33421338234476,10.785508274240097,40.0
82,22.16511703947459,7.398025645326435,40.0
83,23.28918480056415,0.8784161366110084,40.0
84,14.15511205641528,19.012608108288518,40.0
85,18.58694120777426,10.15288534997992,40.0
86,23.176764398241033,20.176789830970712,40.0
87,27.30052544643574,4.690533436080559,40.0
88,21.550818276670764,5.199302541441007,40.0
89,16.955319410161202,2.12738441699792,40.0
90,24.441396653729097,13.886756175572305,40.0
91,12.457367541169713,-3.8831800081836363,40.0
92,21.40029349180345,1.466062557362509,40.0
93,13.218976790613397,14.989531440835567,40.0
94,23.872314366791546,19.185475640228123,40.0
95,12.212745136598247,8.164822731256923,40.0
96,24.763019769951363,-13.195181344048908,40.0
97,24.113922103065757,20.55382408722473,40.0
98,23.33196371799537,9.379029813066275,40.0
99,15.205345779876358,5.173697228698248,40.0
100,18.09017045645392,21.17966505913663,40.0
101,21.23809624035717,2.5713339179395858,40.0
102,21.346888973746175,4.147153608709714,40.0
103,20.888647361157595,10.811006887363748,40.0
104,28.8625029104632,-0.2531589164945842,40.0
105,33.32878662527685,8.542701750087991,40.0
106,22.647770695825077,11.883551804155417,40.0
107,25.55116920740509,15.247206340232959,40.0
108,20.265984683149178,9.810531726089303,40.0
109,22.696930268954286,16.80105713357234,40.0
110,18.026747786569608,18.771167236727024,40.0
111,20.406614780329225,24.55807767678555,40.0
112,21.293305459422193,7.382396463875338,40.0
113,14.521242503231345,-1.952066483959154,40.0
114,23.53934549731739,-3.028200978512759,40.0
115,19.53611670269621,9.917906871218564,40.0
116,15.417708309330138,2.8623316860656134,40.0
117,14.904090805815873,9.11763405912657,40.0
118,22.13720092704826,5.18310521089434,40.0
119,15.828877623187317,-1.9906988631564992,40.0
120,20.744994408771927,15.092453232447635,40.0
121,12.521269007406305,0.6965451462959873,40.0
122,19.838014247596526,28.124087759593962,40.0
123,22.265748153296517,4.254124854325932,40.0
124,15.921172246758795,8.223319636552713,40.0
125,12.95659264137637,11.92382711338588,40.0
126,21.957221384054712,9.546851923535506,40.0
127,20.499632527587337,9.497672620630636,40.0
128,17.55688824349915,17.693998261315613,40.0
129,24.781944854664363,14.437860899665528,40.0
130,15.893757351188878,14.926042393107796,40.0
131,28.470842390509738,14.078978799231752,40.0
132,19.951231667584743,4.717910883607724,40.0
133,20.05505791189333,13.101618037077744,40.0
134,12.362939365255128,21.265595518528166,40.0
135,21.299987275895834,-0.6810276361425753,40.0
136,33.05440543884506,14.699732586092583,40.0
137,20.85058948612705,-1.3806858444160692,40.0
138,27.582944787141088,7.972229429398197,40.0
