unit_id,ReactorPressure,EffluentByproduct
0,70.59946542651664,10.055624332964117
1,74.73369696196195,21.7990035244119
2,64.02966892649927,6.195304963739955
3,70.39917453191023,15.215334131477078
4,72.13605869245315,36.077279283627675
5,78.49875466623277,9.133925026096131
6,84.08487879216587,7.730572079020403
7,70.55776691076788,-0.3965384463918582
8,67.54665458913048,34.76706130340141
9,69.05841343696144,17.043611591958992
10,50.77837148138268,19.785876474180142
11,73.13542708139188,2.155541844276941
12,76.42230352148175,16.510525377816823
13,81.28187597245459,16.02859275905138
14,77.97517297820858,23.730887823714134
15,90.41341854218733,18.356593373257162
16,67.19359343356375,5.4870194283815135
17,70.9971707632203,12.406166639258512
18,74.87272378396628,2.398828785542447
19,79.65218735878439,28.882699649824673
20,80.29293108893482,9.345521386511871
21,70.01003168835771,20.380205112380224
22,81.78413401878886,22.1093960524681
23,87.62183345123412,1.340720296053604
24,78.91512842570691,29.335044358963778
25,53.805573186707335,4.883606096080263
26,93.00728932674217,12.475281241224602
27,72.97998714945255,21.659176448637346
28,82.23489773803433,0.927601835963273
29,74.43039402656707,15.64196904217357
30,68.5247937766837,11.514134512083352
31,74.7603111631824,13.729972993479473
32,72.76866368616719,-9.58578202691362
33,81.60123515543347,12.791091654554013
34,61.374792006702876,12.043734838324067
35,74.66312855573663,9.241597425636648
36,76.74167930660576,11.924521086254552
37,83.96116633404459,18.708780630134136
38,49.96514916245526,19.890832590349916
39,84.40469792394236,7.099633521422253
40,75.16328517443725,40.17836169055912
41,63.41559396516804,15.789021731425755
42,88.8898569541095,8.553751662146787
43,76.67693944932373,10.19282525787077
44,59.74919336589411,14.946513898033455
45,58.289502079721906,1.5300604987988269
46,77.32990569479328,36.725658537109915
47,67.99345588817168,4.6129584080576675
48,74.77675380079782,4.463042766625122
49,63.82346817110691,7.7402157279983115
50,84.24103960196533,14.778032075684528
51,54.32115026476428,14.504407510473012
52,80.595503282644,9.32058023115793
53,60.67658184175412,28.426637271168456
54,75.10708850585948,-2.516913133913871
55,80.99819715931909,18.993181837208635
56,61.60526266611832,-0.8206408567345349
57,73.60691702553855,18.57989928635049
58,91.46890778671835,19.02305920056022
59,81.25897688788714,20.052682526712942
60,71.82631924772876,24.93680920204729
61,52.14528560482405,-4.287373205320918
62,79.29593401965467,23.788756730673605
63,88.02386977558787,15.30852442137931
64,80.82318228318807,20.85243340613282
65,51.22873187883921,19.289795030087518
66,59.895582449649154,14.537780579678568
67,77.8429034402915,7.204163023200101
68,74.4889869089966,-1.0053270671097767
69,82.3069448546625,3.866634348066423
70,75.60116153652814,14.693360165962964
71,50.38156111947248,20.579158541393397
72,73.30623378344222,5.0987495347477605
73,48.070531399310504,11.1863020383989
74,79.54066926466312,8.875747227097499
75,79.98312015647387,25.24036110438251
76,71.1463537946812,22.196724152856355
77,68.05273513225877,12.947865274543352
78,89.11605349870648,10.968309753565617
79,68.667984871076,19.074425280689752
80,77.98788164428152,19.775167750968386
81,79.72157665254717,15.465897447639973
82,90.0091429224737,0.29462380271411703
83,73.81179963832368,6.041559989374214
84,68.88832206112828,-2.160307491463552
85,69.28969886000057,28.76074814421756
86,74.32700142269066,0.6877143190513877
87,76.5466437780801,12.710415543430315
88,50.90918220201142,31.105276270203163
89,63.66671307752782,26.73695589387276
90,46.77474198954003,13.962728397970977
91,80.15675091047783,19.804773091413683
92,98.27965756598238,6.675647597920346
93,67.13427050621844,-1.0450734829945514
94,80.74669401463977,10.506501105066159
95,89.9480088618119,0.7596149713553775
96,59.88617950547316,13.932548413039635
97,82.75424465065878,10.163696241561173
98,80.73408374657485,36.02769560776694
99,56.421824876581866,16.76645708540105
100,70.36298085686664,-1.4809284230360102
101,96.26760701098667,15.017104534096088
102,72.64768518969588,11.844646630915957
103,64.61011282380571,10.051821072093524
104,69.59184161202062,-2.3725645264471122
105,76.50435271726086,10.511844150817328
106,77.65096338743894,31.7472135865828
107,94.86337160118394,14.646950515168964
108,82.07712535950247,10.212430693078641
109,70.20430523538282,22.358240905279978
110,73.51267723276065,11.082846782263141
111,62.732715048817646,13.564240297757037
112,56.69082016122946,3.2867593381327325
113,87.07892407287657,7.999431873952188
114,87.02928822061445,11.23269132802506
115,76.73593930430884,4.027311347256438
116,89.57060724530949,6.6525963258203
117,71.8780210038421,2.0153260253783074
118,100.47680670941412,24.070271133308992
119,64.29214789442078,6.969680696597807
120,58.23900989466652,9.007875344541844
121,78.28153548761021,0.8460574072053166
122,65.33730138822709,37.482952438223094
123,61.26539614466125,4.648405734993457
124,76.64995372229227,19.482841649924314
125,67.23255432153333,20.316088204209997
126,88.59792490343978,2.851705834352984
127,86.10130033803942,21.619756986889655
128,58.94553835852538,33.79230128624984
129,75.42105189189421,14.469905882834455
130,79.98461543576903,10.165473325181756
131,93.12944709945718,32.29510820573836
132,76.60141193326972,1.2862621992186387
133,75.90735063277987,13.606682499273646
134,63.901772558847,16.02330657479775
135,82.12690544152312,-1.1989321558448118
136,78.11646751568196,8.061822960637667
137,83.87979553609973,13.351396935153272
138,90.39281902600234,15.88671806436694
139,88.46613197118889,36.93615821229107
140,86.37986479647793,18.14204300257984
141,78.74873960566532,-0.7917198033103787
142,69.24819310683792,27.068439797861256
143,75.85900525954318,-0.3103721672210735
