unit_id,ConversionEfficiency,EffluentByproduct,do_set_PressureDropBed
0,18.410411443655956,17.495446510867428,75.0
1,14.000965591064618,10.60549546158698,75.0
2,22.22419999020351,1.8052094582437572,75.0
3,8.24368490216805,11.129095281021204,75.0
4,12.034751327496277,20.71654452425637,75.0
5,18.5380916386235,-5.46505155237751,75.0
6,22.376172916279813,-0.2258532635009054,75.0
7,18.38876543798692,15.724163340232248,75.0
8,23.697803373492306,5.393173730580688,75.0
9,17.32251862416862,-0.9798381969724517,75.0
10,17.01509604905899,17.636079019068536,75.0
11,20.985631795881677,19.0195152557894,75.0
12,-2.783065374585275,26.44361174122605,75.0
13,14.893437189591992,16.244537596824692,75.0
14,-7.578424169332771,46.327202326579155,75.0
15,10.970187356586264,17.936341814109937,75.0
16,27.25322421311946,28.726446855941084,75.0
17,9.689420468224398,21.46368327835457,75.0
18,19.820774122899678,6.528379692760847,75.0
19,16.22690583007272,23.33247256179292,75.0
20,23.733676239106774,6.96205298260152,75.0
21,14.323547804938878,20.753327361552884,75.0
22,17.73727131183995,2.3445005564749426,75.0
23,14.393042635539251,11.680198469529174,75.0
24,17.11483911565894,24.417025489459892,75.0
25,19.05702013582348,13.791844070196113,75.0
26,12.870772811018462,14.311739955700148,75.0
27,21.108623473367224,14.383191520397824,75.0
28,15.819823983760198,15.32247068469992,75.0
29,23.219212544232853,12.42845245976344,75.0
30,-2.0525164824684596,23.117162353044122,75.0
31,-2.129354460160156,60.64641526956744,75.0
32,-3.3113192067701362,30.582893528985007,75.0
33,23.528644006555094,2.173822380083367,75.0
34,24.74286406900287,11.421870167609281,75.0
35,17.55585503071245,-4.917143004454671,75.0
36,22.568319027143563,21.85420721026783,75.0
37,24.39463588497017,3.6122860958663425,75.0
38,10.104958925099345,22.42244564880958,75.0
39,-11.361394068022756,36.989402675267456,75.0
40,21.59992531531534,18.530897219272276,75.0
41,18.2563086703676,20.28666306733703,75.0
42,20.672803083228835,23.444739230810757,75.0
43,-13.402088290991376,50.43534686248264,75.0
44,13.82567596156042,10.34262144687173,75.0
45,15.004045054670593,9.296985179439908,75.0
46,26.40731843599297,10.23794386883302,75.0
47,12.298553499447065,27.547096939947323,75.0
48,19.18261839106,8.173258755496951,75.0
49,19.943154989724455,17.44144689374028,75.0
50,13.752880572675432,5.150612257161499,75.0
51,-1.2382523361949662,37.60340653907881,75.0
52,17.537187278535505,24.88696700366215,75.0
53,12.880151092861297,9.548778536583148,75.0
54,26.248519714263583,10.752732302041323,75.0
55,12.498359041432206,16.726512574467368,75.0
56,23.836188776853067,10.475497316270731,75.0
57,16.00762122262701,16.662801664492537,75.0
58,1.886969471195842,32.906858906944265,75.0
59,17.9997891678375,27.116278294130087,75.0
60,19.13570920538338,19.248997656993982,75.0
61,21.54879567179105,0.727280116110796,75.0
62,21.494848383661193,15.432522634841439,75.0
63,17.00954040070114,21.997657403788626,75.0
64,-16.739028172567686,39.33415696465556,75.0
65,3.53510481420256,12.753002959769706,75.0
66,19.883421376578585,12.521570997408194,75.0
67,16.32890850566607,20.191138184191015,75.0
68,5.799732171840322,9.580838820243908,75.0
69,23.485913092698183,12.347081198904228,75.0
70,17.35639231749129,16.217277652551118,75.0
71,15.114131634240245,16.227699976769067,75.0
72,11.300790257617422,8.80715058484172,75.0
73,14.871366875589864,20.157902621468857,75.0
74,12.559083182704827,22.321595709782834,75.0
75,17.741998811799,20.39343133250988,75.0
76,22.832545754064466,-0.5411119161307791,75.0
77,13.548430452788212,24.31914832045,75.0
78,21.25953121591932,17.800140408570332,75.0
79,22.20637959250889,22.31898532097516,75.0
80,21.788922482901395,8.459237490489741,75.0
81,18.258505085069228,1.1704582465681987,75.0
82,27.343289210884535,13.06527871889818,75.0
83,12.158833339116994,12.523056468225517,75.0
84,15.80537904887811,8.033654969731078,75.0
85,9.226533971193726,36.37739345653486,75.0
86,22.06973154564045,24.466513721632275,75.0
87,-2.190345728895807,24.692555197634196,75.0
88,15.915526010117855,4.736953618515665,75.0
89,16.884556417554265,8.624710109893474,75.0
90,6.245980245396673,15.196139837054659,75.0
91,15.421773646836977,14.010866415146852,75.0
92,27.006380397057175,14.677076859537596,75.0
93,8.221074219144487,23.3633715344235,75.0
94,18.47527421805617,16.390537187665416,75.0
95,18.865876732126594,21.067072099538287,75.0
96,23.421524855387595,13.13043473706956,75.0
97,8.27161938057668,26.62364653586039,75.0
