unit_id,ConversionEfficiency,ReactorPressure
0,23.220773074928506,76.58690495675363
1,4.4551562886809775,52.78832641166384
2,21.2063931586449,67.65522902262671
3,12.95153120332165,65.10559471340378
4,14.448937412348139,64.74002326836695
5,-16.617133937184864,80.49983227613957
6,19.564604715742647,83.71425321713703
7,21.22682727915221,84.60247506101395
8,23.500446371025653,93.00622682621716
9,6.364368425402257,51.764326339878025
10,9.545708837557708,70.2527593141505
11,12.214921267192093,71.81404046665142
12,20.64534835916894,77.68511845952568
13,22.5498731413821,86.33250108107859
14,25.633364178301775,86.31531768416184
15,14.395826797327384,58.37891440549484
16,13.740623775695923,66.40043011491697
17,10.517701685322844,66.7465248437596
18,20.58469386873504,73.78922871048813
19,13.66446724764014,63.43680559968927
20,27.079320897240386,92.69084136271853
21,-8.561369957446795,49.90354898741838
22,20.080356973656965,78.15892111568905
23,25.257480193248515,93.95000977186331
24,16.44727359919279,73.00730019277718
25,16.449463511811757,57.1829693953083
26,15.989451089824954,76.08494843993687
27,10.60128661832322,72.44208521770538
28,17.94360965385676,79.5603616205297
29,13.75101788010771,72.31389839539528
30,13.835358699145244,88.34921012877744
31,12.705304008829128,62.50852164086392
32,4.054364342005505,66.18817652430579
33,21.311086359747275,70.91145435671584
34,17.98881828823313,61.59733821720693
35,16.29515689982272,77.25977094345822
36,23.315978541311416,64.51905756572401
37,20.588467599282655,71.37936390988456
38,14.988956904350495,71.43687135668581
39,22.37197302974505,82.85793102553104
40,13.719579757856156,58.61860416279742
41,18.93883343521171,73.67936576376198
42,17.668809797834445,70.66023762039599
43,21.95943835054502,76.88224881199892
44,22.075976722346063,74.74913561616216
45,15.001212494403077,62.2264524131131
46,22.28748063236259,91.96545618924576
47,17.6400800034112,84.2899220432859
48,17.884965019373873,68.3833113126771
49,13.604828585529683,72.187321189902
50,6.623222551443954,87.95370705416201
51,0.7250848265846743,89.47459122856681
52,3.009550635953535,80.1751961999928
53,16.5260113490999,57.468973737932494
54,13.227319239545889,65.73138348374738
55,14.160525494783318,84.48566455333115
56,18.437504122495067,86.02927072387214
57,15.538769765307753,77.17444697426788
58,17.77949826146983,88.92076295475329
59,19.261205245315665,92.49554045540233
60,15.292735426364702,58.47646687611554
61,17.83118831811349,58.14116840917441
62,2.714904722278459,77.147251256542
63,20.208036534449846,76.95894533796968
64,27.051257600388606,78.42555100939151
65,18.42106931049163,77.67531334696136
66,26.506658939778404,90.11192868151107
67,20.68790599551237,87.52606001288461
68,9.466103312378438,63.001113203875796
69,11.884273977103344,76.95656078781357
70,2.4475206401724163,78.99964927256497
71,19.459909000788727,77.10160511336274
72,-5.389171884956679,71.92435348422651
73,-0.7520534703130859,76.99976796371455
74,-3.789093304499935,76.73304617809612
75,21.415740755961597,72.0190073955927
76,3.410654542300575,77.61921790276693
77,3.3379565706838035,47.61741972147474
78,26.130726515868556,69.1211806786417
79,21.680439639183426,72.59670241392386
80,17.4832996108794,83.97926458570693
81,7.5324061359428205,74.41486255271535
82,3.645809636060638,57.68880381691274
83,13.496437538589076,69.80138864155956
84,19.620571136381653,66.25245433822634
85,18.708942281939056,66.84887377517016
86,-0.04721502316433179,60.975691464959034
87,15.08295990125211,66.71267274945556
88,18.898999781199393,83.99194846675498
89,7.949142022054649,74.54434121182403
90,18.462127327413704,85.41900976342298
91,11.522509969503103,65.3526735847903
92,18.346072037448625,85.93048881838963
93,11.337215026480932,68.40395909351419
94,17.671629922180855,83.22953745334164
95,7.328221912489632,65.76151097576685
96,18.056058982108897,75.30664874230807
97,14.767241361590184,66.80169390299501
98,3.215196332572434,74.54971117523945
99,20.253376144341505,83.99048596424616
100,16.419261381542004,71.97900073492836
101,21.319955192952456,84.1797426087689
102,12.865130433088723,62.8769859858271
103,11.329595037701877,57.31440072488319
104,16.66447131609485,73.30289499272743
105,25.947295188042254,83.98718254560004
106,20.07583291035168,76.78627689465365
107,9.375936906762984,64.60105105550856
108,17.063912419065694,98.13968838878684
109,18.948577585428346,69.52335599717576
110,21.93964344711909,71.75487647214739
