unit_id,ProductTiter,BrothTurbidity
0,-50.277173020363435,58.14140153299632
1,-40.04403455696918,62.00690177237368
2,-26.72885438284968,16.094950955857215
3,-23.382842061405974,29.82998814944064
4,-22.723960477485424,52.01541141159716
5,-50.22764350774185,46.808767334815286
6,-40.80316170160588,50.608750555600274
7,-41.53532977561183,61.919802466885464
8,-43.8635719027557,44.80703645045228
9,-43.566700602902614,60.479790293425324
10,-57.78146157865065,32.24139860779294
11,-57.35707675621705,56.69235127877495
12,-44.7326637147366,47.51994272052109
13,-37.5523846847815,35.6556423877956
14,-59.58497191688022,41.15552756797477
15,-51.565040547210195,53.76747372231416
16,-46.091102147240484,65.6530409644293
17,-37.050707313607916,38.169587466540975
18,-38.649506556225106,53.84254879290987
19,-29.04428343955555,36.92676254722356
20,-38.75274471117978,40.14104532069169
21,-44.02602522206516,55.90196082586414
22,-39.96143119842816,39.63213121929833
23,-52.45769323987628,61.72761436217535
24,-30.45401892627624,32.06688379791846
25,-45.35073226087615,34.75183731401452
26,-53.49236608545108,52.055009090790755
27,-28.51401321769655,43.96519705645597
28,-52.75202146515849,36.758854243485054
29,-28.662790241711846,20.846936621711762
30,-53.08251868262346,61.81414352037417
31,-46.00306305731041,34.96751660438338
32,-29.794970564246732,42.918601489211426
33,-56.27957687072022,45.998928147226366
34,-34.21181917817006,55.056149598628046
35,-31.78767787864345,20.420998066515953
36,-30.87952701000743,35.58575453157997
37,-43.15012024875661,57.32602894649301
38,-35.866109671987985,44.136748909419694
39,-47.12515173780691,60.975887171044995
40,-40.42829695585064,43.05800639286061
41,-43.701201678493874,49.01348021488448
42,-30.4313021816397,29.764638223921533
43,-26.00358985965143,45.32887148631252
44,-35.66616801472298,66.90712643200061
45,-44.5869541787974,59.21289754812395
46,-44.91354154655308,66.89985655287839
47,-49.91750946863751,37.929777305555454
48,-45.29880925497634,47.62883530549474
49,-46.345744459244855,43.49781708669942
50,-32.05908412625779,43.494272315826635
51,-36.43431271523371,74.81571142205334
52,-39.825696820590565,32.06844123001633
53,-48.916451062788305,33.03908664686805
54,-44.03355660167617,59.80316754815544
55,-33.95805549935285,43.6209250988735
56,-41.396727465169725,38.0723774975155
57,-44.86001295404161,51.899421050485685
58,-27.330321563346523,47.465378626837264
59,-16.988512483162758,0.9464976260238185
60,-45.75488662835564,48.80000645452033
61,-27.966279382764537,35.372837100400794
62,-71.5169945407134,56.408058495827035
63,-40.514120780024875,59.5157956551467
64,-33.57925888241284,35.88751596948925
65,-45.143159688563756,40.36988836925407
66,-32.435109252842636,25.933595307866355
67,-50.44482990104951,66.13195247405801
68,-50.5485918938483,53.66585437051302
69,-49.03446600252031,21.39948859356417
70,-34.468276682266804,12.89943854439398
71,-26.960101068770147,41.632148300569696
72,-48.384391260061456,55.03699062335517
73,-40.00685020386324,33.712039225128606
74,-34.67062851933298,39.45462188987495
75,-45.18791729024254,59.82238645763883
76,-53.520842682818795,64.00390485316046
77,-39.222386003561766,44.85845496027139
78,-28.90277349597219,43.09555443331343
79,-37.670206591629174,39.451335339875925
80,-66.79121334611598,46.34598812665912
81,-34.83213557084718,55.95268493457675
82,-43.234011425534305,45.3171723982151
83,-65.69801099833859,55.83083129409764
84,-36.49991440482896,49.48862686977475
85,-44.362767038240484,75.3036453253776
86,-68.66912567776241,46.17825480828241
87,-47.08890117200218,51.0325835851078
88,-36.78893622496449,53.01296326250426
89,-35.831665785884205,56.037269299991976
90,-49.24664411023073,39.399174673762374
91,-72.58925325220756,63.3615221516429
92,-25.515278840215522,27.302859118467808
