unit_id,CapacityRetention,do_ChargeRate
0,14.97650627794763,20.0
1,18.060937428764195,20.0
2,14.722297934654021,20.0
3,8.717807693196917,20.0
4,19.595931868556903,20.0
5,19.87314204920039,20.0
6,17.580331391002307,20.0
7,11.302288169334656,20.0
8,23.961326332693226,20.0
9,16.790740667907222,20.0
10,13.913349343726892,20.0
11,26.55931255036751,20.0
12,17.703990863367437,20.0
13,22.069754614481187,20.0
14,18.643487146022366,20.0
15,9.93215658497122,20.0
16,16.33669799833711,20.0
17,13.306650054352119,20.0
18,14.433176340169734,20.0
19,16.798504123688996,20.0
20,19.223489680569163,20.0
21,14.723558225163627,20.0
22,15.445344015813216,20.0
23,16.532999276011168,20.0
24,19.879903588941016,20.0
25,22.432744868916416,20.0
26,13.257378124418317,20.0
27,16.093586261850476,20.0
28,21.735701036149727,20.0
29,14.144146194988503,20.0
30,23.882695789060215,20.0
31,21.962898395154063,20.0
32,20.565546105190354,20.0
33,17.393481310208134,20.0
34,13.07330371448492,20.0
35,22.88098872602755,20.0
36,20.72114317845716,20.0
37,16.986929368410607,20.0
38,12.775338203649405,20.0
39,27.901117564296346,20.0
40,20.634323087811943,20.0
41,22.084998521106137,20.0
42,18.360450802577734,20.0
43,16.652642906738574,20.0
44,19.481864151307086,20.0
45,24.44876678535002,20.0
46,8.882848202526523,20.0
47,8.020196277926267,20.0
48,21.238261380633112,20.0
49,14.561539476703608,20.0
50,16.52014707040022,20.0
51,10.739684980954493,20.0
52,17.075209962627838,20.0
53,22.65983713048275,20.0
54,24.291496487561844,20.0
55,20.405695313658605,20.0
56,21.07643077351401,20.0
57,16.62075654269909,20.0
58,23.134541746412967,20.0
59,17.968345408334674,20.0
60,18.422045688107154,20.0
61,20.79384075437795,20.0
62,11.177404987912764,20.0
63,21.602113360245585,20.0
64,20.335049270853073,20.0
65,21.850295455127757,20.0
66,23.984980224392277,20.0
67,26.511281081741032,20.0
68,16.827019054524346,20.0
69,21.74927204627151,20.0
70,17.745989326437723,20.0
71,17.25408520313893,20.0
72,21.65458530165317,20.0
73,15.115335611492476,20.0
74,19.986884714060903,20.0
75,22.301614697160822,20.0
76,24.90422827295223,20.0
77,10.510148661903777,20.0
78,22.151035748640172,20.0
79,12.968258428438977,20.0
80,15.85300873447309,20.0
81,14.315501131520259,20.0
82,14.654979426861427,20.0
83,21.285607888925576,20.0
84,19.20784872778812,20.0
85,19.789411149125925,20.0
86,15.183810522101208,20.0
87,20.38750671729946,20.0
88,16.238928581025338,20.0
89,17.898860918855135,20.0
90,16.48156749238914,20.0
91,19.336329329549756,20.0
92,24.66005028051463,20.0
93,13.51096610607271,20.0
94,21.812849161033093,20.0
95,12.322039678554265,20.0
96,16.230944596801255,20.0
97,12.98766857094833,20.0
98,15.667188902548585,20.0
99,21.363141358925432,20.0
100,17.268244724333158,20.0
101,9.586866971363637,20.0
102,22.03450389472187,20.0
103,23.035784211582595,20.0
104,19.606020095938256,20.0
105,13.791323951655158,20.0
106,19.296162651767006,20.0
107,25.326763621420312,20.0
108,16.836366243405894,20.0
109,14.472190186717935,20.0
110,15.863153837148309,20.0
111,22.270578876029276,20.0
112,11.52657828599,20.0
113,20.212593828543202,20.0
114,11.740414871261724,20.0
115,15.332408757894703,20.0
116,23.70745857129086,20.0
117,20.78439151804505,20.0
118,11.243336880062518,20.0
119,13.628005885348498,20.0
120,19.59347232826153,20.0
121,20.666595633298435,20.0
122,16.625410137341202,20.0
123,19.75271812943075,20.0
124,19.951656243794304,20.0
125,17.872443788480833,20.0
126,16.3949479159301,20.0
127,20.753436054400556,20.0
128,19.158657046283363,20.0
129,8.371670785670911,20.0
130,19.88074204902272,20.0
131,19.54637309069926,20.0
132,15.82985850911928,20.0
133,20.238094843575272,20.0
134,11.133248074948256,20.0
135,19.399575461084453,20.0
136,20.00066151019512,20.0
137,15.032313515965111,20.0
138,9.168875178501585,20.0
139,19.440016331942967,20.0
140,19.053617956487397,20.0
141,20.206690657567187,20.0
142,13.767650550013272,20.0
143,21.39755784694635,20.0
144,23.341960116515807,20.0
145,21.42690133043322,20.0
146,23.30813333420597,20.0
147,18.94715826179461,20.0
148,12.92816824761055,20.0
149,25.306848856344274,20.0
150,26.694629623792945,20.0
151,25.490629301127115,20.0
152,18.33794408753645,20.0
153,17.78165111112992,20.0
154,22.36072735212708,20.0
155,18.369804203659164,20.0
156,16.966468505190186,20.0
157,19.520970310965957,20.0
158,17.443011276705995,20.0
159,28.77399810390781,20.0
160,9.841790950554618,20.0
161,20.541825933334792,20.0
162,14.1891657649868,20.0
163,19.144331101311852,20.0
164,23.56884369596509,20.0
165,20.196997995025104,20.0
166,17.22452510095054,20.0
167,20.838787712785834,20.0
168,20.094795333829655,20.0
169,15.31493410739171,20.0
170,16.924064522572184,20.0
171,18.808393671210485,20.0
172,21.016785643437263,20.0
173,19.479370931428534,20.0
174,13.04996976686001,20.0
175,28.876005878029844,20.0
176,14.501033096592085,20.0
177,22.28683363561785,20.0
178,18.92120752634806,20.0
179,20.65363522255258,20.0
180,15.917787109143717,20.0
181,25.320679699980847,20.0
182,23.0398685275175,20.0
183,17.804904092235954,20.0
184,17.140165647408725,20.0
185,17.07880741727081,20.0
186,17.529931332211806,20.0
187,24.086310318833856,20.0
188,25.092052743289702,20.0
189,16.65536928950354,20.0
190,19.992631921129835,20.0
191,29.472740646644752,20.0
192,24.69666076690772,20.0
193,22.072518436359584,20.0
194,13.167821416625154,20.0
195,9.192084642898287,20.0
196,8.4218945813422,20.0
197,27.210330529175813,20.0
198,18.674209180380984,20.0
199,16.55971638426528,20.0
200,19.73501653742448,20.0
201,19.288454745865558,20.0
202,18.341710678567015,20.0
203,16.298482997224802,20.0
204,12.84936945986962,20.0
205,20.233548723924486,20.0
206,28.95457625051458,20.0
207,17.966852520654776,20.0
208,18.194057372057753,20.0
209,13.129941278526985,20.0
210,12.432961223183923,20.0
211,20.988961286625713,20.0
212,12.331061038798305,20.0
213,21.364537812251417,20.0
214,18.09940769187127,20.0
215,13.594302606068203,20.0
216,13.394515210482265,20.0
217,26.935137431602868,20.0
218,19.533417506820502,20.0
219,23.071172091517926,20.0
220,16.094884260953677,20.0
221,9.14845663902722,20.0
222,24.188043978002092,20.0
223,15.449349976205248,20.0
224,18.649450228463508,20.0
225,29.399061918873798,20.0
226,21.66086755238348,20.0
227,17.20378687479009,20.0
228,17.564597361171455,20.0
229,12.776737491585667,20.0
230,18.597543152938957,20.0
231,23.790875408212017,20.0
232,9.343450077302055,20.0
233,20.124497087587418,20.0
234,16.42087336870335,20.0
235,24.879117880845804,20.0
236,21.030727183482508,20.0
237,23.05520303690078,20.0
238,21.059794942190035,20.0
239,23.876255303736144,20.0
240,24.204746368007672,20.0
241,13.115870010470385,20.0
242,24.28961514255862,20.0
243,21.819703978083815,20.0
244,18.371994959927544,20.0
245,19.367813884664244,20.0
246,24.950849560871074,20.0
247,24.592406665824704,20.0
248,13.586572628967996,20.0
249,11.712364712732503,20.0
250,17.344702433815613,20.0
251,18.839283518712417,20.0
252,14.172372289025338,20.0
