unit_id,CapacityRetention,ChargeRate
0,13.297601101425649,39.67929365754899
1,19.382626527520156,44.713141393974766
2,18.121976686404672,17.26878300726982
3,12.410988312215103,12.295529109675217
4,21.4115127817453,47.61954903879757
5,21.273630477941644,43.24898438602072
6,9.193310024715416,50.78874553163711
7,12.105198999729753,55.98755342141285
8,19.984644425379592,41.55481963441381
9,17.6658366053947,38.7066444078247
10,14.514684949049947,35.66680877265259
11,-20.775257546561097,63.26413485046998
12,11.411813881575133,34.84281797830673
13,16.604628985573818,44.87192674102057
14,3.830793064950968,47.184702102563676
15,2.3517463396336487,52.925210161787504
16,8.103786265830225,53.21106087808938
17,21.95900540757477,40.99627935366683
18,15.833653559178373,27.456303181852416
19,18.38910905707367,30.509371361826204
20,18.5404546157189,35.19098450893632
21,14.398647712938416,47.17200906158767
22,7.230625799765345,38.717354254324114
23,0.06786268526080341,56.74060232063958
24,26.574081470208938,24.285970945413226
25,15.112555742786355,25.218431510466417
26,-5.825678170028911,52.2444238093569
27,16.68068004767879,39.71447773945234
28,21.65093984122142,33.97598364249768
29,17.993468083497923,39.43210069171276
30,10.614716147147291,54.6024921642065
31,10.333263691779623,45.39138348924834
32,15.768232569720997,46.1099133833577
33,-13.886286143223916,67.60755964731928
34,19.366664130105057,54.129500870348984
35,21.415272870722042,34.000834079810865
36,15.930251399487375,40.69930719464739
37,-11.648360648067625,63.4178899466163
38,19.612381158578653,27.219919861422763
39,-0.011570683045698082,51.78267816710592
40,14.58121914547348,30.748893398519794
41,10.264214457853004,24.928820788272745
42,15.748092665073237,29.77664003182414
43,16.772554583892127,40.62361082094698
44,12.520938551038551,59.487916638819584
45,19.82111954909615,36.093569298938185
46,4.934675008811171,63.36756292178953
47,13.021078080908756,36.77152199455823
48,4.094527834814359,52.02572441829853
49,18.569856353432154,40.60392811639031
50,15.578601188115062,27.389076208422107
51,-0.7815750269983117,65.71597775126209
52,17.731776392546163,27.197841479838733
53,9.322292015055458,37.894838768141334
54,-2.373785530917382,61.23359965649095
55,13.090164001293498,20.836495558114322
56,15.735527439304798,23.66117296311031
57,17.882444440022645,52.58655795127916
58,23.994272941579485,30.59446894408066
59,19.437609702026446,34.53852735989267
60,15.12032994855726,48.33223697413637
61,17.390489835632764,13.003103057644827
62,-21.863243253913488,73.90294996680338
63,21.09212591809268,47.96962929060131
64,18.912536669421225,16.777343764047714
65,7.8929234982679075,52.672256402866985
66,17.66098759067974,27.799866358031252
67,-2.1251894978584764,65.58101824942007
68,-8.1500324239419,60.86132738004023
69,14.970420258806229,27.002404461364733
70,21.643581067696303,24.264476590864696
71,13.63003814743984,24.820915726635203
72,12.42168653391052,54.291318854081744
73,19.761953025081755,24.385496660526492
74,22.52661045050315,39.90861151324409
75,10.59858190206813,43.498213403030924
76,19.86313699921797,47.50677098005394
77,24.33182169806708,31.574321723223758
78,25.592822305904292,39.56163596170349
79,13.066577553673573,29.472336158333754
80,10.007332802459384,40.340882340824514
81,17.45918499970925,44.73983602597508
82,17.80339267321865,42.16543648014184
83,-9.559896483966542,51.24543191810894
84,21.255020253647213,34.000882901162676
85,17.543299605498273,52.16184114212037
86,0.48747960362035236,54.77394590005566
87,14.581241868544428,40.62142926821233
88,12.214244953696564,49.485357867407984
89,-14.555479730941142,61.93134364945568
90,14.045042631594898,40.79173211250733
91,11.766756141009976,49.6757533030227
92,24.554493831505905,40.0467487488944
93,1.2967883845957362,60.218808724784374
94,12.243006071540538,28.921783529818086
95,9.315996580861789,37.49113474751257
96,27.638633834702112,35.71770843607831
97,13.92067295869152,33.751415403193384
98,11.340777881356356,44.742839183243426
99,10.997170322983063,47.31675579188724
100,17.430256735822717,37.16312117747292
101,21.267971968752242,35.818348829125114
102,24.147677843978386,30.81825541481965
103,-1.2607098506249672,58.53717726794082
104,12.586807804749995,37.083048590194686
105,22.329374235891176,48.010572548747454
106,-0.8826366736706648,53.72893506471473
107,13.13474120840717,52.56024164209495
108,12.346532708405972,40.48133819652314
109,10.72437169215624,44.538073056833525
110,3.98719565872077,57.39287312172862
111,-0.7234254155684932,44.459909418302885
112,11.018719337685898,38.48771531153331
113,11.239650423803646,32.72793496594575
