unit_id,WaferYield,DefectDensity
0,-17.718660952217917,64.79060017426664
1,-4.287568758807054,69.16991952436622
2,-11.674359623766536,31.05175253794536
3,-27.61891960207528,53.740658231590515
4,12.241773123289308,62.3605606814495
5,3.144846288835015,43.179947285344625
6,0.8795966064339598,42.502108475660776
7,3.5976595854056335,64.40916345078092
8,-7.196300062201238,48.25163107493475
9,-14.656715047560057,70.96407935284182
10,-10.591915705209772,26.05683145518481
11,-3.467583790538043,54.91857994997351
12,-15.055325051575302,54.895906470782094
13,-0.25559275666341463,28.901849101760146
14,-7.65395157714237,33.41171948711579
15,-2.2239557439457203,49.467441028201144
16,-2.419664515225165,66.73287997811909
17,20.091532930498058,13.190155179294623
18,-16.659314512963345,69.51207013083763
19,-5.820898683421475,49.968280506842525
20,-10.393404860232415,45.44340077736431
21,-9.773612575048233,65.60883287418238
22,-10.80788630127461,31.05079761504026
23,15.801861267248206,42.02755835642189
24,-12.540208447551542,43.89087502343463
25,-20.636553321006573,44.85051772352823
26,-10.275497770567794,50.84171571764557
27,2.9763865210481124,40.019053196518456
28,-6.7210167813458295,27.87236706976942
29,15.050469614430286,19.438224235653177
30,-0.12857255101288256,63.64038161691299
31,0.277797437715253,23.818194232794436
32,-4.361044790549157,40.48377444139947
33,6.4457985277033885,36.365015604562494
34,18.197632292550125,49.39368028624065
35,12.274836727518178,26.29113910473089
36,1.2050810721909095,32.206616139027766
37,4.472459175995451,49.887814807573996
38,-16.223794501813476,53.76018810928224
39,-11.466323784738897,62.30539049102178
40,-16.994386530577525,43.57167551071836
41,-25.26221536107344,56.83703874888268
42,4.918936991264969,24.557173088950847
43,9.599927218681433,40.11025459500131
44,12.310912095691618,64.41731459685957
45,-9.459751431566785,67.9339532013153
46,22.280372240641825,52.281000808890255
47,-7.581250732895431,34.924418427297944
48,9.416971122109477,29.963747348764116
49,8.498136242419278,33.824480689623734
50,-19.77102628226978,47.59207505266419
51,4.734565426978417,79.34937554003083
52,-14.689811711319933,31.117617488098514
53,7.398692925511025,17.717303947179936
54,0.27326313190690765,58.73075276061009
55,-17.732859805154135,64.39430118987684
56,-14.809160673229762,38.3678701297225
