unit_id,EthanolYield,ViabilityStain,do_MashTemp
0,59.93106625738277,48.8497851285698,100.0
1,31.943443788600415,15.309126858921799,100.0
2,31.681010721282142,16.020703943712867,100.0
3,62.43963701725629,47.171921909425464,100.0
4,31.2241907302728,17.296628668879126,100.0
5,57.97204138970631,47.270033820149806,100.0
6,29.441059625062802,10.261979275575687,100.0
7,29.268384006916268,9.733991286143404,100.0
8,32.389136001945296,20.337830395956626,100.0
9,28.880607790423642,10.187733435547631,100.0
10,25.864756578971225,18.126561927071393,100.0
11,57.29967196867403,46.336101976319796,100.0
12,48.87133214982233,34.21973928014131,100.0
13,31.450999107964464,15.914765020085753,100.0
14,37.0090563605036,19.066563250234626,100.0
15,34.54610260028317,15.097381949952657,100.0
16,29.177840181014517,14.333633985884406,100.0
17,27.724234817508606,10.192349124171823,100.0
18,40.076943740433435,25.865624127102524,100.0
19,23.552206942009448,11.593292401954889,100.0
20,29.04012039090195,13.774206512555022,100.0
21,55.996373325583846,44.948588938305214,100.0
22,29.789176845391673,12.438397717245824,100.0
23,48.45570559985224,32.347413955729515,100.0
24,27.900934685907792,15.610822748237654,100.0
25,23.017842269371098,10.699435705174174,100.0
26,29.0681613271937,11.264008372632949,100.0
27,52.83418628125533,40.23606065307098,100.0
28,27.43562072832284,9.500151673040671,100.0
29,28.522785665363962,10.831342595990122,100.0
30,28.030654704311175,13.574270767402105,100.0
31,29.72472618503415,15.939576605477406,100.0
32,30.280099716989913,10.944596508871374,100.0
33,63.891378209334654,52.067823694347595,100.0
34,63.46551283821648,52.31364378805427,100.0
35,29.151645945094035,15.135024874339376,100.0
36,36.779372342121455,24.185894654301595,100.0
37,56.80471430992512,47.72677908505634,100.0
38,55.26173082995983,44.93673129655532,100.0
39,62.17393474531952,48.907199060712735,100.0
40,24.762597344724036,11.979391792581131,100.0
41,25.187745688801662,10.614020273793688,100.0
42,63.7807423221442,45.67097701792229,100.0
43,42.18767543188791,21.746921914289878,100.0
44,59.03382498908451,48.34559002866629,100.0
45,24.531598938986082,17.507394031294883,100.0
46,53.604244597859335,37.49429964348735,100.0
47,39.40743472832555,26.47456806053915,100.0
48,55.65414665750132,45.35470898852268,100.0
49,26.18479640669645,13.751124284947084,100.0
50,27.550975006747112,10.408284419216564,100.0
51,51.3803874958478,40.6098207415324,100.0
52,28.611190820932112,10.236303378210774,100.0
53,28.112824569731963,22.620446228329254,100.0
54,25.011987260974983,10.552410665703771,100.0
55,38.726009041395315,23.349827009069607,100.0
56,22.37262663647248,9.553482409926474,100.0
57,58.45096668968825,43.564847208522046,100.0
58,29.24256839231375,10.442524489710578,100.0
59,56.591678310678944,46.99129828080497,100.0
60,40.90108870432575,29.720789962605885,100.0
61,51.93633734161094,43.610451102034965,100.0
62,40.01706264190052,22.073811888079767,100.0
63,31.41742701118942,11.348066130981623,100.0
