unit_id,JobThroughput,RackInletTemp,CpuClock,FanSpeed,do_cooling_setpoint_controller
0,25.74060955410451,48.837670562074706,52.321016980311626,58.93619040562249,65.0
1,43.255471760689545,49.890716610529196,58.17387759537565,63.449083238041624,65.0
2,35.26897861304093,47.45714489648596,52.334304055952174,65.91439323803712,65.0
3,37.65849055880102,56.89165358330702,51.907838294307766,62.72453923944233,65.0
4,27.245103642798572,60.88788485204402,48.580952863125546,67.83603013105302,65.0
5,42.4262897297481,50.994348441050455,54.27396430256301,50.72610085115637,65.0
6,27.67676041794134,52.70619269124994,50.4531815027021,59.33366888831499,65.0
7,0.02950961205819258,78.88977498639156,47.30930406714366,58.913032324625384,65.0
8,32.19885047018435,30.135831881831802,41.83878936357003,56.80455992956988,65.0
9,23.32337953446267,49.25595058074117,50.275612062677475,58.48946918363996,65.0
10,33.61299893574803,63.00883164267732,66.31283546126777,67.4087642410828,65.0
11,13.269026929532963,44.770173529205316,40.48386682170625,51.03100839026678,65.0
12,21.17980489790513,44.999084381823145,43.95543672226259,59.643244737002995,65.0
13,20.495402598539606,31.746183094014143,53.59202795580192,57.841703894017314,65.0
14,50.196254394869996,35.582323754967,49.62735543822768,69.59759936441894,65.0
15,40.5112264210013,65.63092477215544,44.966382312060226,71.79765772954374,65.0
16,21.255858495622917,71.78953519531962,45.81958393253577,53.95215888157337,65.0
17,22.527856204494395,54.33933511832621,52.25926362603737,70.8288230599212,65.0
18,34.3718904946405,53.46359240131846,46.27240634803303,67.73030793022319,65.0
19,40.08299433807587,35.58225672521576,33.063143045698496,52.82974485038973,65.0
20,17.609710472725784,49.21464543598995,54.32219347657217,61.17591190529654,65.0
21,33.911821494405345,52.528996075304946,48.931512424376244,56.661709829735415,65.0
22,16.72121346074564,33.370878783741816,37.672593402099636,54.83583904960694,65.0
23,15.778759085344301,62.31558759294843,42.685488600138434,54.72807819355829,65.0
24,29.027457343874776,52.16071413247715,36.22906023149566,68.51432476949273,65.0
25,4.802417804678668,64.12562192454672,61.53032588873926,58.736416105438124,65.0
26,28.865340691311392,59.1234115294383,46.942316030574005,52.30127416897311,65.0
27,31.794483552883683,59.931221908767,51.90203380480711,65.77964427273473,65.0
28,17.543075637569547,48.13559072596199,53.75706399345021,69.99660793650042,65.0
29,20.437381427761814,46.07430265749506,46.0403395420062,50.86845489172523,65.0
30,14.123936035505796,36.94384521896207,52.17393404385551,49.365793313426586,65.0
31,7.407842522035237,67.73636494224606,52.59375465209486,53.49030121789213,65.0
32,15.909086502075606,61.52528623512002,63.30499188400853,61.768454375613494,65.0
33,22.988606052723316,68.33870340962315,58.38467997005043,72.48672093166162,65.0
34,18.31985073446107,54.20571359492323,52.173589846747724,60.45146497331339,65.0
35,12.907566308669487,57.16576855607338,44.75175229974917,41.02251501507608,65.0
36,32.95335438490641,63.60487643968644,45.485874238834576,50.28655647321863,65.0
37,7.020823104687582,70.50750586715336,53.42746212166228,61.95638857042479,65.0
38,9.63515890720219,70.99417998141809,48.291308592717634,78.33977367559443,65.0
39,18.186814248132592,35.35554188156594,59.07094528308915,63.60491984241763,65.0
40,15.249389993202776,51.62338351713449,54.14086481750747,57.670662575022256,65.0
41,53.35706256489162,39.23113487640762,59.29630812048583,45.444674760738934,65.0
42,18.584353921984484,53.15285311222942,49.79617063443138,64.79051406979715,65.0
43,30.653240889308933,62.85757423803681,61.90793470117605,63.840665962070716,65.0
44,31.480604891956673,52.18717631514704,35.804175156893585,58.15988727631635,65.0
45,27.63108885117022,47.5256921532541,49.710309778451695,56.009008523894565,65.0
46,26.04070525785402,61.94100988326499,50.95714758646574,68.07808397854197,65.0
47,56.08997474770408,68.64721672643284,50.48663981246011,60.436832539756736,65.0
48,12.511846371624644,51.63288569120867,55.08217710648552,70.92753650602864,65.0
49,20.943839895750006,56.428421008211565,49.375243910621094,61.446273205318064,65.0
50,51.53272934594236,43.64165672167254,45.98233995625806,58.88285329558927,65.0
51,32.133801437841115,44.57822529841252,36.34405755422472,61.39240035436525,65.0
52,11.051569077533957,67.30724810918355,38.53042322763445,53.15019880111772,65.0
53,13.072517525222302,63.14397134348615,43.00482062899956,79.00305783845641,65.0
54,15.21936612096286,46.43944253215965,36.17823650222185,46.16530629943947,65.0
55,15.320170136052207,68.5853395146688,50.53911511351978,60.327441751036275,65.0
56,11.147775888736785,51.524991020566674,50.36079760303784,55.24379105559846,65.0
57,13.121876831682028,45.19325657477173,62.850435423876604,58.67924826943253,65.0
58,2.494567120331428,67.74365636680767,35.62938925951873,63.75262083418364,65.0
59,20.446614867858603,44.480100269108576,42.79713267821648,68.30099626697411,65.0
60,25.005255942615555,49.959343998655626,45.56156725699002,48.762694131685556,65.0
61,28.11443573510071,53.152380910607235,49.41678315009843,57.64200449093367,65.0
62,54.50093917742882,63.76400803530582,61.13265544454241,68.66242460734534,65.0
63,8.77628459417402,59.34062154490548,62.6070628485012,59.493879041926576,65.0
64,19.589714484383236,60.58855413421858,45.52276799015238,65.96716864141837,65.0
65,16.919866843670892,56.70474878586303,43.71641077630448,63.13488891733755,65.0
66,13.523271241509025,64.94172397704911,48.76003017841317,36.28195624723798,65.0
67,14.838667496291043,49.4573181239886,48.45879402680477,70.89808768491449,65.0
68,26.360239865529024,50.36542484302502,47.05415532672779,62.478754657217635,65.0
69,27.91564299087998,51.031443817957964,48.51069781654822,47.6361409228807,65.0
70,28.62207195218801,66.10595684505122,46.38439306806782,43.81295177638248,65.0
71,26.87223963178236,41.01204305094113,39.78939479429331,81.08466166869562,65.0
