unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops,FanSpeed,CpuClock
0,11.730830010122048,47.02811449821783,33.71423163437539,69.13112331783682,64.57212989043894
1,21.847679056383825,50.44736901532999,36.962591932701535,74.01520074092618,36.66079229347395
2,27.297243609264928,54.32236088537111,68.18666754490678,55.14302757783772,50.008017470954314
3,12.720605227772019,48.33518134056914,47.93352770100206,66.89511009385014,45.243401760277074
4,14.308165733104204,72.81369141915293,34.36567951675574,61.81124117092163,37.46512869826477
5,-0.5976104833499585,74.8016295123794,53.440921854737006,55.42231764477752,51.798190587379295
6,36.12249461619763,56.401197878799046,51.32972716545286,64.18211828767102,61.509704270849596
7,35.54037662728925,54.42966429154237,49.35680275762481,65.76901095511809,52.75797546989449
8,19.27542753298723,58.58724716171811,54.52739905363392,43.66565921683057,59.11101634153519
9,38.69947740235544,43.734551303728,57.029254358670066,62.80997078050709,53.93278122265279
10,20.011924871757767,51.779077721968925,63.16955038246008,87.95628161241952,63.567055957174446
11,40.03694029773787,41.2660692837419,65.54403494431818,74.64450317108316,52.15783558307628
12,6.719249093202126,58.97541816939441,41.777134387414314,64.30633442737711,71.72307004646133
13,11.760246306280196,44.357976955168326,43.94035564820057,65.57821191127135,39.15246851957432
14,7.117961564705728,59.28409156190527,50.40085378262186,63.15835735071773,45.14489290020151
15,9.91765370334523,55.5233853566858,41.17872825101804,60.81202878630851,52.999065329306816
16,23.453995539947655,51.3667808095913,32.52396924706064,51.26297872401808,56.74249826484044
17,3.651176418128942,62.54128049416877,58.56870178029384,51.01479285644347,50.53365421646314
18,5.8659689556092465,63.66267283610058,37.92784329388132,50.57856889283812,43.058596042495466
19,35.46965030525261,56.92043243898235,50.19518016296546,63.939657890042376,59.37675485625266
20,25.248950415265256,54.93563420125382,34.39168631326809,54.12553425888427,63.39225824661058
21,31.136832514163416,59.75334376094571,25.9910348625385,54.06658336582172,38.39350178064722
22,69.95129485061703,29.720556388313266,34.315380300420976,56.56515527026886,40.614793530185935
23,2.707191622311022,58.1987697110747,53.74837471961892,63.87449835481915,49.325289757190724
24,11.945712240446401,67.99492614967014,63.07420710755361,69.2223230618953,63.08739377692886
25,5.215481252609821,65.69259321427967,71.5084914942201,59.69295382761369,44.33620477187556
26,-3.6525241362166385,67.19637048268105,61.29913815645392,76.10532032098403,59.847047510082334
27,33.12319622595855,33.39697458844969,64.27817962689097,65.59807000431776,46.046263055540614
28,-1.4226730525552087,67.86689783566698,58.47066297126429,58.557118179355676,52.72733638628146
29,13.142053912556086,60.81993106083768,41.279145177641,49.39249633959742,51.326182115773676
30,55.164013084267474,52.8152115550453,34.66637682389314,44.14654505385787,46.8767166911955
31,31.358636163894126,60.542658074211445,43.46674744675574,45.76896694657485,62.158226220340424
32,6.373252612817922,71.85974801776413,40.528697949190395,65.14417708706779,42.6828401769917
33,8.766173425297065,60.41920095185422,53.655901285098736,48.85418981352086,53.8628506966901
34,56.45985844349329,54.99864083223664,53.86514872928346,70.51372686461649,48.610268557325796
35,44.1692944812726,60.37297167294847,60.86329134027548,70.02532412101881,44.80405184307736
36,13.494550292596934,44.606686381969304,43.72135381218921,53.63263573645053,61.400138826043005
37,26.078846600773858,65.80507296224033,38.03910199165679,64.36760472403657,45.005923421574415
38,12.286833982491972,61.47522577667675,36.05807845282511,56.72158790797238,46.56611078355127
39,15.99744359213988,43.71163405230642,52.228953945986106,64.20283745940976,44.10606322345692
40,17.522050223672874,43.96550102919775,60.06158142530495,71.97665075725395,59.586242577754405
41,21.03049676663303,60.89083862848444,42.03873677202621,69.43324909805827,65.90402359208424
42,17.62530719945638,45.82716887979047,61.24115203925622,58.69113299035176,53.80210490928776
43,6.448197808032904,71.99564019603235,41.668974443364625,51.868302941999666,63.366920850309846
44,21.908109077933375,55.055601298400404,45.86222662763,62.0033431688411,41.080083637255065
45,24.99916697844036,44.765583666371995,51.397255728624,55.98457621893013,57.53789788293251
46,12.559875400339811,48.98529673949046,37.42614653546704,75.572284133088,46.77964382467771
47,6.64250190832856,49.37219085926927,40.384996961370646,62.77251242156426,59.21169570919643
48,3.0326815905783624,57.888488933672825,53.01799551887318,69.35124941488701,60.48737932938047
49,11.351868967387533,62.56374648064204,49.07743968880794,71.05997452702546,52.073822677362024
50,30.79158134645679,48.010025351524305,36.288595665581454,47.11129582230626,51.49983926692845
51,16.057658565845315,69.11416577040862,52.40714465197472,56.18700411000074,42.573789314935944
52,31.647411110061825,43.663707064824564,45.398856856392776,69.82675502457514,66.25873428519343
53,18.85930200746663,62.322787555550214,37.045797500637065,68.0191375798011,45.981839821074765
54,-1.129210413653476,75.73244300493768,49.49176404846404,55.779085489146965,29.458874581607137
55,3.1424119696582267,83.67049768748016,27.47872980948044,62.94959058655046,68.9724610451715
56,34.99070438219628,37.4741260574807,64.11445930174949,64.84006558723277,49.63833867085399
57,26.56448036610307,37.74760062985696,69.06682694768149,57.64283722876104,56.72836581612946
58,4.2109885103730464,46.67201453079656,58.13906946403374,52.836136925649,56.880236134998874
59,6.411660238330147,66.26287632672131,26.952160986583554,58.06501286636706,56.8928033890298
60,33.54379931039409,47.555323505558675,66.04760229441793,67.19710416713596,44.73621877005474
61,29.592822248978827,61.980011920089794,27.67443046773542,65.13832983814272,57.90240562589883
62,13.257082653018887,49.7611267662375,60.69300886459073,60.88185867184607,48.4573122602603
63,34.57795992726077,59.35183815066493,38.72600069734777,60.895396501507406,44.31963425593342
64,16.355595811037126,50.333473103499095,33.12341906017096,69.32215451227934,48.21465283479265
65,12.402562907033566,78.65575115855842,40.46071972167413,57.52851183202566,62.66408074428835
66,6.8471696878459145,46.08002488202401,44.134571527701716,70.69435974198515,50.66937211892852
67,23.357726880788192,52.27930280790338,39.44262696026458,55.61058067122674,52.36265871490457
68,20.167516563583654,48.20622263859172,26.511476331772048,49.74753765415233,55.520891152635784
69,10.048519438694273,58.69529043997198,57.54068570003956,70.84367123091565,47.68898860508548
70,-1.0647652834163726,70.59269460204449,51.87385472283102,64.37553436915987,57.4196309791074
71,11.847455658908748,54.980207932381724,43.71527964331799,67.37975069808783,50.78707034449273
72,47.949236143653295,49.25683542922726,59.951975123982365,69.86763772244448,50.888678283949126
73,37.45104872211739,64.7945569006196,36.260945907221576,78.28899999379605,54.66691018065617
74,22.02314814174055,55.112001226823494,53.24765058929192,59.73848756767049,48.75650973448883
75,35.43693667769733,49.447862000124275,38.177052667474754,51.12668291165654,39.028530553857536
76,10.43194569607132,37.401318501416085,60.43630925984786,67.76946354469128,62.50047496677577
77,-0.8427400899735655,49.140694888675746,64.71849516171035,69.68506662245723,51.078889164291745
78,10.296189871790492,44.56454601851966,51.170476325286266,56.490401343097595,49.1455079801715
79,19.83862555740906,45.165229230330894,37.05538761597912,63.340459536525955,55.0015931076279
80,29.15232032443329,50.93093550261492,37.72907337439656,65.49869301847335,48.37841077918295
81,14.031134661430068,63.65665687265179,58.71678759617109,54.99313042010846,54.11008941817325
82,32.451986083268025,54.2681699932387,42.24770659337168,48.356834856118574,49.07676142024958
83,21.95405382247816,61.969550482654256,55.703334303401434,73.73924397148292,47.299315391967994
84,6.273469034989564,48.44617774113431,76.87147947825845,62.8287753525377,36.272494618129876
85,27.66651886271453,43.81574896603531,36.11157043838017,68.55408492654277,55.29088440475932
86,9.74542346921911,69.19297563540923,39.82765344758082,57.6451427003192,34.490417160101096
87,14.410279756544824,55.386313538923254,41.92352048971717,52.78729302037152,44.63232456750709
88,46.16920479840528,45.558667031494274,47.21484096825861,65.34636686782113,46.2096500381033
89,16.443667582263686,57.99211974546857,39.895909993460975,62.79258834076682,40.51912194930336
90,33.55667717961377,47.160278929429396,21.42745557681269,62.90209686164563,57.370196005646605
91,15.241432955134144,51.34107016064973,45.595714649913326,62.93609729888896,55.86835351783045
92,10.632240287887262,46.59598892045268,30.205682927818632,58.19664016473885,57.891378152526265
93,53.527704818344056,57.80664647309995,50.13788526690149,68.6961236234662,61.419669401642906
94,-0.7998098646634832,76.9215384720661,67.60236757073264,58.04741161630222,41.33211625812016
95,6.991904402205145,67.43498614325304,32.740596519628646,44.49862182982702,39.36939584055423
96,4.098395085561219,57.86048285315467,39.74007796464419,53.60198171460142,56.675438509968515
97,23.36146387429934,68.46013711802401,47.65463387309296,60.85036945341761,43.77713136865393
98,35.74199672346892,51.00080648463171,55.245068885960954,57.02876444062105,42.15481108521285
99,24.277910252577378,34.7871529327341,44.15290767338771,64.20987291463202,54.40550111717989
100,6.580086767574276,58.27659925854365,29.066246787982656,51.63247441804305,55.25558166686565
101,-2.5727847828096335,58.21564877836175,28.82406530218877,53.27746769591305,66.99298892126332
