unit_id,NetworkTopologyHops,JobThroughput
0,47.16616804113483,37.72314227208802
1,54.862801016872574,36.8409197456584
2,67.79388625288038,33.373220793516836
3,60.28897507215681,24.364499792784432
4,44.32444473201658,44.35258554173358
5,51.80188144700014,4.57027690046077
6,60.03488325776101,10.204095391239107
7,50.74378160598565,16.234303519513297
8,55.25695740972115,5.8144459086820195
9,46.24101787814122,39.18597019197711
10,36.07096719095929,17.532595890800767
11,48.499840735610704,19.381914754582766
12,49.44917871308719,22.97911848539703
13,73.21686972323462,-9.63885354849321
14,52.655083895913535,9.519938170552523
15,58.5295588030896,32.98635996535696
16,43.74827121079984,30.201585952386466
17,24.779430938700678,13.881667116085506
18,58.18265589204322,21.07760669696403
19,68.14002428072679,28.001719746874585
20,59.09586446882972,16.925406141318465
21,30.268955005111618,32.56629284905621
22,23.749229933292987,39.024757027113594
23,34.47826519170529,20.70102176617718
24,55.506324299302804,20.782619148977968
25,53.09679799454069,37.21347851254698
26,51.511657814116106,1.2782339831890681
27,40.82507792904592,21.233694459516016
28,16.80400552220943,19.787187782830173
29,33.84223591065874,6.412969683303217
30,31.58913007864644,15.927934273559043
31,43.60299491827227,25.879722429100724
32,52.54154448618949,12.842643132803953
33,58.52792602757795,3.6165187502914153
34,39.920220044433975,40.16205581873664
35,48.612975355415315,21.25777794922272
36,60.617475066092304,19.868378466404994
37,36.72161926413078,25.235872345229957
38,48.67290028263238,20.000231634409754
39,40.50211383344363,7.810708995247641
40,56.376895972995285,27.814600772391422
41,54.75402255401745,34.14552356151336
42,56.67582194488371,14.439263869087847
43,66.44377442814131,22.7390276370673
44,58.421433029612196,33.98690065837779
45,37.65722051446838,30.460623815684784
46,48.23063007165504,10.766813181697444
47,58.27011294229024,-0.8023004445942608
48,54.88161758660302,16.095312347532722
49,37.90056615190728,7.679881709199132
50,57.171190913554504,9.81646022284869
51,41.75710185543533,-3.546096215879974
52,50.63064655484758,8.791863312734808
53,64.10367863180949,1.651916528830487
54,32.07582651672945,15.96258845724353
55,47.07309027629079,13.747107534641529
56,52.065968833953264,11.89378180526027
57,56.58381523558744,10.963203004781143
58,39.07280185566667,-3.2810126737300607
59,46.11194812092762,8.10350697827588
60,54.151760770537365,38.28791761035115
61,47.279980753031126,47.96196021415435
62,40.46140634407583,10.713215533279497
63,68.72449400463306,28.840427603062857
64,60.94474190203183,20.765386243689118
65,46.13918321631113,23.309673162218118
66,81.28754294032846,18.140996029397325
67,54.559520011662904,-2.2068306292503106
68,43.41166956895325,22.442924160513844
69,50.8998025070395,0.9566439677734113
70,54.855109210159895,21.435460891486976
71,34.91681941102356,23.91364516844605
72,52.20086772471428,6.9298243806976885
73,49.03411353924911,22.562785203965618
74,46.79930420572764,10.935005026873773
75,55.8308074797086,24.408106940556884
76,61.786112116710406,21.38606945726224
77,35.765202701949086,55.846376046910464
78,60.34989231063772,28.406933338601597
79,69.5286129217249,19.830237847187956
80,60.1024365251777,0.5656421416996764
81,30.356642332335447,21.75780139195829
82,64.18714980214432,47.90329078743687
83,53.27325315753621,28.9797800035823
84,57.20375165251982,20.70749537181973
85,51.14382537996825,32.62207299226172
86,57.14963402971836,15.779934573860118
87,39.27936039233704,39.04329387971974
88,74.60628996618253,2.194846623903098
89,38.4417670658219,-5.13812883469743
90,37.889546363756935,32.38094430424951
91,59.90067172910717,20.7404160243287
92,62.095221424420444,16.03524433296969
93,45.65991544501167,9.970354069673995
94,62.4817128416964,8.876676045191829
95,56.09487144145353,25.188680414647393
96,55.34365172641762,18.874396676554237
97,38.43667179723433,19.841526956381287
98,60.70031839689191,4.828587455144178
99,64.62972791485399,11.99434393188557
100,62.326473879008034,12.963340019831614
101,41.59032300572194,11.430852661118974
102,39.91076769773554,38.49752310058115
103,44.935187592636126,26.938162211436914
104,39.366352717446986,16.96015138100818
105,33.14229937306891,25.95384005225044
106,39.51889565099558,21.459609985627207
107,57.32026911033834,35.95001981427664
108,30.514357753056217,8.180831988232669
109,53.466644261424406,30.324959027085782
110,56.30677120022641,29.59584552758456
111,27.37859101356784,50.35770987804795
112,34.199189378238415,7.094989368224163
113,29.51446904676071,31.659469086265727
114,75.27156257475954,13.43691741061644
115,23.8716588401985,30.62551075213422
116,34.68844289871485,26.697496634943295
117,49.51404939630959,7.098960659121943
