unit_id,JobThroughput,RackInletTemp,CpuClock,NetworkTopologyHops,FanSpeed,GpuTemp
0,0.2790398703651533,67.87168808333934,45.929419594010774,54.46272291136383,61.6178976877332,62.75636353013559
1,11.700666464139491,60.24379389296641,58.35240999989252,59.37939034937045,58.67815869182228,45.35643514916807
2,6.096741788573567,41.56512244216587,53.01266639654162,50.988355269944655,69.66924893551412,46.780725208726565
3,-2.6388253056114443,69.68758846169999,37.41690227638322,49.45375292822968,52.22950804994076,67.78528145558008
4,21.571508965143643,47.964846749837925,52.890781171567426,43.88067011793365,54.61871266267729,37.639441864392595
5,14.277895490535807,51.967155471152736,46.86002737934735,52.25087261372993,76.28229150644113,35.31645449124237
6,12.700899582923377,55.84392265050256,54.81921918001523,68.23878824508398,50.23352416239858,43.309573960912026
7,21.439241637201743,54.34329225963259,51.18266877161492,42.768259086127976,58.13308842522568,33.293625091177
8,8.75173317131207,51.28471087754955,47.20232789247196,50.1338709398801,67.85370089730027,27.958125820839797
9,5.437299675735193,66.69862033941118,57.02077958301654,61.238246573774525,60.85186132437895,62.40212495299856
10,11.754438428040341,49.905461993512546,35.11851775415651,54.66491578714387,76.21388753237197,41.470955690408054
11,16.487969577192416,77.02999509578255,60.239034976032244,46.14872061263385,66.11151130577163,44.277053453745395
12,17.59617195250121,55.524262003546625,67.00924048678995,52.721857996150824,59.07755247508564,42.1666315804515
13,19.0928459576433,48.61633868164845,47.895893913728834,61.54026776219068,54.99093775135469,50.99745030649762
14,3.6195059528118767,61.91687686409966,69.87566849069827,32.71748718100257,75.305763953548,58.18820667473386
15,17.09966439586527,65.54221236205692,53.62519860633441,65.90202524397864,62.70676097810729,51.79016415817563
16,21.050385566358194,73.69207582225205,43.90799801472503,46.40917569134937,58.11110209852605,43.92420846293957
17,13.209985536926522,49.42682679756145,41.69708407624096,42.26442115151205,56.54807736388499,52.046774612243034
18,39.46806072995881,67.64739285555076,55.20374330115787,60.7859948050414,60.040280955036955,33.73236980950399
19,9.690612039674804,47.29698572412395,57.54762146170246,73.27115839562846,63.118426857669995,55.60931135681381
20,13.871633376831237,50.64149507309586,63.660767585159526,65.70463429353303,60.31367111767008,45.20048592073404
21,11.419973200919738,53.25539205142135,29.170079328776456,45.39739778829338,61.53823795488434,39.12295248388409
22,51.98220896133159,55.446286020440695,52.03177126314987,53.87482400728451,38.49632786983197,47.20390181253408
23,17.900092042195393,70.0106527553718,55.34934740662622,37.673460611253496,61.44684384179724,45.666890131793096
