unit_id,HarvestBiomass,PlasmaCortisol,do_AntiparasiticBath
0,14.422469242472776,7.924473259752976,100.0
1,17.608911127784552,19.561878284849065,100.0
2,14.29023503878368,2.032739264784193,100.0
3,17.67072477976898,12.612421507508719,100.0
4,15.267089630141745,20.794802557784326,100.0
5,15.266051598413824,4.262650859701383,100.0
6,20.13563864294131,2.182239884644634,100.0
7,17.356035455711297,-12.840151867083271,100.0
8,12.435339692606014,1.824532634376978,100.0
9,17.63938437782988,14.908901432314554,100.0
10,6.690802898240749,17.673302570401503,100.0
11,14.227213183182112,-1.2123598156793474,100.0
12,17.270446698640693,9.910896882143339,100.0
13,17.80935701406817,15.820088272987789,100.0
14,19.54463180642504,22.15152247272161,100.0
15,22.397624659479632,16.785763777925354,100.0
16,14.021039990558629,-0.09412208450843451,100.0
17,16.32651302128783,-3.4405604474860745,100.0
18,15.709293509998167,0.7291715779541779,100.0
19,14.878177827841242,25.031797746313945,100.0
20,16.95685790185313,8.026340001231517,100.0
21,13.992206171394951,7.06700870897064,100.0
22,19.278698045546292,21.29613783810306,100.0
23,19.803874259939395,-0.36561409234603026,100.0
24,15.136707910792397,21.7485227926569,100.0
25,9.589869817122556,2.5252360146828154,100.0
26,21.072452491542737,10.446765590042242,100.0
27,15.956921554469268,20.811202484625362,100.0
28,18.548380705611528,-3.988181608207583,100.0
29,17.732900405185898,11.744430804573764,100.0
30,14.23919684455381,7.82767737480313,100.0
31,14.514285669465616,-3.46950375038284,100.0
32,17.74174581003561,-11.274581467639312,100.0
33,17.25942675541548,10.541135743294129,100.0
34,13.115034913761917,8.674856065465294,100.0
35,14.989217153296487,5.368724127076197,100.0
36,15.125528514882868,11.191112137820436,100.0
37,15.453986184452535,14.66068981906377,100.0
38,9.8911893062816,6.8240539446964,100.0
39,18.326383579797668,2.9652473646938926,100.0
40,14.38610370663779,16.509586192775544,100.0
41,13.452219827517728,13.226579081635737,100.0
42,22.72070992256199,5.809562193746259,100.0
43,20.71588298627818,5.607365871279813,100.0
44,12.364475298816101,12.50388577648403,100.0
45,6.687396358274203,-0.03980398434314125,100.0
46,19.792795947955632,34.41029737651516,100.0
47,13.63537020409446,2.5552168738782592,100.0
48,14.117071925594727,2.9639730294823208,100.0
49,11.790689253364981,5.817376499113827,100.0
50,19.115717628691982,14.132194262968374,100.0
51,10.350161864834485,-1.706415419391842,100.0
52,19.051150444200953,5.7205637158396225,100.0
53,7.47795309413209,28.49900154239072,100.0
54,14.564235831773011,-7.3275325991349085,100.0
55,18.198664430855317,17.186692026068712,100.0
56,11.026330052883496,-3.334598321460696,100.0
57,17.69195339160559,12.415622910686285,100.0
58,21.46077493635734,9.346760321054171,100.0
59,15.496374287181727,18.716531709770436,100.0
60,13.437849261746933,8.436031164487842,100.0
61,7.7434922862180215,-15.020238606334576,100.0
62,19.988300468540245,22.293031953040117,100.0
63,21.969292505333424,11.36350221430712,100.0
64,20.651727507021906,18.449803405318754,100.0
65,8.53621265254197,15.515151407831642,100.0
66,11.156245451739434,12.321774694954838,100.0
67,16.108829837915625,6.325512247840423,100.0
68,14.23471647520758,-2.445229490957601,100.0
69,19.33109946981991,-10.110800449459159,100.0
70,16.36888303783015,11.47623536800708,100.0
71,8.63795560186675,15.313497558203505,100.0
72,16.38995000925029,-0.6994430416913637,100.0
73,5.566826081388308,3.7486656171749804,100.0
74,16.33004457436066,3.631149451393078,100.0
75,19.675242404425916,8.798172538008558,100.0
76,14.397350996615605,19.653985929603557,100.0
77,12.95495019007615,7.910168515391883,100.0
78,20.32325530206271,7.582703565183552,100.0
79,12.084136022519994,15.361468905143838,100.0
80,17.569663539604655,-0.5541331442202004,100.0
81,21.99469894332944,12.220795967730414,100.0
82,24.78261117787639,-4.059670763845769,100.0
83,17.318197548831193,3.227662061108954,100.0
84,13.068334910155217,-7.518823221326269,100.0
85,13.417042158144858,26.148106534502002,100.0
86,15.267172289538244,-1.4458778981733484,100.0
87,10.991916809145406,11.2795938870512,100.0
88,6.857236447303036,17.687574676891238,100.0
89,12.499300938618529,23.344181192874856,100.0
90,8.218842130572044,8.258685352780955,100.0
91,16.215848836671633,16.902853729287386,100.0
92,23.681366965424154,2.1967537515041125,100.0
93,16.36237925724673,-2.949666493541514,100.0
94,20.00255145445305,6.765165400524058,100.0
95,17.535987434255325,-0.40509668582709324,100.0
96,11.154293328590546,12.212098008951827,100.0
97,20.408803814162518,7.043616274217378,100.0
98,18.726830887357902,10.475843417311024,100.0
99,8.08869194349011,14.340512546319886,100.0
100,14.090686976491337,-2.9673483098523565,100.0
101,22.93731470604684,11.687653457872782,100.0
102,16.18583916712495,6.115793637013789,100.0
103,12.733786924553929,1.3997279291058122,100.0
104,14.10280423494515,-7.3876627696396895,100.0
105,15.063343961818573,7.933941081876933,100.0
106,18.441983209232685,9.865486033328569,100.0
107,22.57252197469937,12.826721114175044,100.0
108,19.667434741737857,9.234626399178937,100.0
109,14.827748562749157,20.687686579191237,100.0
110,18.109252089843842,7.086867980731212,100.0
111,8.573604086974111,11.290637493241231,100.0
112,9.722395886750178,0.12113523226995326,100.0
113,20.174735448766036,7.735328348674078,100.0
114,21.950937117456164,7.048034905296968,100.0
115,15.277417648354398,0.2642262079074289,100.0
116,20.330397960575027,3.6542590680706795,100.0
117,15.671878596796002,-12.328996374474613,100.0
118,25.01285526324472,12.719061971608877,100.0
119,13.726951268725072,5.43441480408976,100.0
120,10.708483842062057,4.730998329581531,100.0
121,19.81629840144992,-6.81761992904903,100.0
122,15.846395501680053,35.282123710425836,100.0
123,13.295915350592754,1.8413809716839058,100.0
124,15.838224669123731,12.969790093841556,100.0
125,12.455411595071519,18.85494036495455,100.0
126,22.75942076565078,0.4443563863603206,100.0
127,22.82088211170275,20.23581473216498,100.0
128,7.9073561904316065,30.048828726980254,100.0
129,20.300561272656473,12.696397397593307,100.0
130,17.63397847104824,6.986688973828084,100.0
131,24.698612341630998,18.15057934149171,100.0
132,16.609756957370482,-3.775670867453359,100.0
133,19.833731125229583,10.815884695405416,100.0
134,11.74065140661962,12.88188476759289,100.0
135,21.49893704477421,-4.776073558367292,100.0
136,15.52025233868623,7.443320004538962,100.0
137,18.880504077611732,4.920878324488561,100.0
138,22.27621279549328,10.056281494798156,100.0
139,21.276187828897555,13.285091394046546,100.0
140,21.372427534081112,11.175344328401387,100.0
141,18.04243979992793,-3.0516030711084845,100.0
142,14.111308534399122,23.232809586711916,100.0
143,16.18887149192185,-1.9075632165988683,100.0
144,19.476527257314785,6.059707655941093,100.0
145,17.270336739205685,15.741657468082249,100.0
146,22.794380839885022,16.50356800344902,100.0
147,14.145452801811857,4.760055157704853,100.0
148,18.472699939963547,9.651660312270472,100.0
149,23.38137299350116,10.740535964298289,100.0
150,17.80714330817002,5.118034205246616,100.0
151,20.280006560943043,12.689697480438415,100.0
152,19.893480630627966,22.646064294118553,100.0
153,11.161943378441508,17.636503512598708,100.0
154,18.986536506523365,0.04569010243808869,100.0
155,13.825657485294155,14.952476423827203,100.0
156,7.081707945555136,-3.282230372952762,100.0
157,16.194477165558254,24.26388572559125,100.0
158,14.128219741585411,6.281336189863599,100.0
159,20.3710271399113,11.378421373015499,100.0
160,24.74022087415304,-2.6656048339816323,100.0
161,13.59709143896388,8.848940170223889,100.0
162,16.78283626809484,7.5802048249355645,100.0
163,20.32915601759836,2.6087916423417266,100.0
164,16.390261391287474,7.907480602062874,100.0
165,13.86928872881012,3.9207228023832252,100.0
166,10.089099081635883,19.281781185314955,100.0
167,15.278540405721236,3.558001752408048,100.0
168,16.246697268052856,7.86976069925026,100.0
169,12.875840997144936,2.869382130121811,100.0
170,24.204112203824092,-1.9352757799213869,100.0
171,17.797218066688494,-5.027606812244093,100.0
172,17.489171438932374,12.492170431165498,100.0
173,15.97079055589452,1.7020175615063975,100.0
174,19.630400483507458,3.282092037203113,100.0
175,17.11731949841385,-4.4468375198642605,100.0
176,18.0666315215693,11.190639488831648,100.0
177,11.482312386207983,4.3710061251927605,100.0
178,16.932632992731953,15.152422436132742,100.0
179,24.537850384988474,14.937989245073968,100.0
180,9.85972723517444,3.594717227317701,100.0
181,19.18537864583855,15.428110823164563,100.0
182,15.707155511683924,3.0010477397216198,100.0
183,15.204007261778244,18.938206616765335,100.0
184,19.921738754311484,22.34012114897285,100.0
185,13.725087009194134,6.294772120609883,100.0
186,21.025752882401008,2.853637757239386,100.0
187,13.213134115343316,8.08631503844654,100.0
188,16.66015636874679,-4.779492074381233,100.0
189,17.69313102994139,15.441148545535917,100.0
190,13.007163791128097,11.368773936925598,100.0
191,23.22354698330895,7.46321171111186,100.0
192,9.764557142649604,-3.398173875955788,100.0
193,16.237974543171987,20.02612361482128,100.0
194,27.410425042696012,8.878765165932178,100.0
195,10.046419463005142,16.73033896631506,100.0
196,22.71452205913036,4.7859445275246495,100.0
197,11.038136231284177,6.15589834472566,100.0
198,11.418657579764503,21.225123669331104,100.0
199,13.852659951712745,15.602140866236578,100.0
200,18.60531020832606,17.060163992480188,100.0
201,14.630130094979378,11.185251263621588,100.0
202,16.691624746524653,10.549984106365855,100.0
203,10.840936524308743,12.864176079284743,100.0
204,21.165141439123786,4.209853063518154,100.0
205,24.686509449926383,3.434964985108392,100.0
206,19.65197771192514,3.9460712801845146,100.0
207,10.08109971040782,12.079684537444148,100.0
208,14.86188961183708,12.479935563425725,100.0
209,11.098220069673637,7.019234653635822,100.0
210,13.72375361930817,13.351494826416243,100.0
211,13.97456928288088,12.34488650977737,100.0
212,16.819414187239534,-20.791356865353553,100.0
213,19.03800246451645,20.788004525426032,100.0
214,17.36594816408644,19.601028071241647,100.0
215,10.697588347539604,13.47174681900793,100.0
216,18.072903077363318,2.9466974775532586,100.0
217,27.051941775300158,1.1236812365977782,100.0
218,18.45378243269049,-1.6481162057197718,100.0
219,11.902057934594874,0.39950341088712626,100.0
220,13.657496552723996,-3.426860887456952,100.0
221,19.252709893987827,9.521818162217805,100.0
222,23.883656360722146,14.87724516332969,100.0
223,19.359152666342037,3.7054507139260995,100.0
224,9.584643598288315,16.413049373646892,100.0
225,16.395346074004728,4.361510586780866,100.0
226,17.059910325030593,15.801969791395955,100.0
227,12.079794252107519,11.492186208803226,100.0
228,19.601462188002277,13.411524703043861,100.0
229,20.452632475194115,2.268231648263078,100.0
230,21.342460112808787,22.613523264552605,100.0
231,11.813932974992284,-6.819826055792598,100.0
232,14.829358021206588,10.503078869648583,100.0
233,19.382516574142652,1.6595672276567637,100.0
234,7.751540141471304,16.270958843009176,100.0
235,14.737263495672087,9.856468065768025,100.0
236,18.290251598636395,21.2626421655875,100.0
237,14.6793505255168,14.954948141628075,100.0
238,17.66863130933179,15.28159398497039,100.0
239,12.007008515587422,2.732188882907683,100.0
240,13.48803972985632,-4.7794916463868855,100.0
241,11.737153943709913,11.637392238547568,100.0
242,9.59946354981234,2.6875206449390534,100.0
243,21.487656691978852,9.354139250767858,100.0
244,20.45169465290298,11.217063837189718,100.0
245,19.05289487934942,10.055674999477128,100.0
246,15.062886333444165,-2.7084796140133687,100.0
247,15.18269800480441,18.712799365214337,100.0
248,15.1336379522462,16.1187893101329,100.0
