unit_id,FanSpeed,CoolingSetpoint,MemoryUtilization
0,51.67955014416204,71.38257975672457,54.77703233763777
1,53.182266221532394,51.36902021334167,50.06813253089818
2,47.78969794137823,54.22984598178781,25.594187961005765
3,56.64995341605237,71.47155663576434,40.38899555327419
4,82.82288572449598,53.05584657293235,78.89841804622256
5,57.661027554949946,72.23808868678795,38.74532267824245
6,44.80529053302605,42.29032661843709,40.28886979162678
7,84.62981256062845,44.593176303861554,47.86651485726936
8,71.87994245160736,54.5650847922773,53.5038464944257
9,60.92476996338005,37.51025577591935,51.48722620509698
10,70.79989773720146,54.400259019244096,47.924956187823405
11,49.68101335909556,70.20333394501215,65.32788276751958
12,70.2995070060752,60.15773433465441,50.72548230232039
13,43.71814753780833,52.424719503442034,43.9755330539991
14,60.09815409295625,54.364266033048615,55.24084995189476
15,60.83165232130258,51.84233746884232,62.777042972405035
16,61.90035036516899,52.36428956660309,51.425379117192016
17,66.81640268343644,45.437696883489956,33.09064052871875
18,48.95804492227518,57.89616327378178,80.31649378325129
19,63.330668553131616,45.37852110039253,54.766700827315745
20,44.03784015094064,50.930564162646185,64.1225126318541
21,58.617608446652305,68.14270392913896,56.14910128637264
22,75.95012460158101,45.98324604927456,39.33040751439669
23,37.93502938980472,60.53828600159606,62.48465778477749
24,65.56568660179265,51.093185258192705,54.68736926368043
25,73.85507581611174,45.40400269228961,56.63947613418433
26,55.79359866042584,47.00085713831742,58.252501988457894
27,64.58538349310014,66.68457162080118,54.160682840440444
28,66.97326071868342,42.273000796513806,25.618434277307003
29,48.63973346807533,45.48105234099109,42.58362659285018
30,63.19872919938234,50.969285782411305,40.17218708010683
31,46.18357151786063,52.25727164360928,32.80644719222865
32,53.076818384457226,51.79462246928881,46.807301041896224
33,53.55624549561579,78.42301459903807,57.93162812524989
34,68.4333396030069,81.59281576742923,45.319982287941734
35,55.34358142989163,52.37127460588739,69.18037851904968
36,44.15504369179654,58.25265616764983,36.91609690916666
37,34.89803306452988,69.33571555868247,56.78467501155739
38,64.0612341051982,68.32363482449779,40.071026380888824
39,55.372655633845696,73.8573207132639,37.743277998931056
40,65.76765729954126,46.266533968333896,43.80910430577053
41,73.58813067054103,41.41380515336151,29.654314594121804
42,53.030985003781375,68.02510569165993,27.77781893235141
43,68.52735976835777,55.94768491937864,53.54757408807806
44,56.13903367115773,72.02794272249324,36.996894172341975
45,57.370277948379616,54.39806016622563,39.2024025600025
46,60.52412639341616,64.47247294857557,46.9095181440388
47,56.57315277524756,59.03509343921502,59.39472919417552
48,33.761354409683165,67.1706054533983,43.51792658215908
49,55.49409624794813,51.10735613786731,42.238216698546026
50,35.575338761620294,41.312826686547396,30.12993521326426
51,59.07289508157796,64.75736965619025,51.60927645754056
52,77.42381123937784,41.573326406845915,46.4107861928368
53,55.469200152546854,57.006018618019816,49.62906849387016
54,69.57971055848454,45.10986566614546,35.90152813608644
55,63.52293069771408,57.92608676353199,63.37960582730271
56,56.344862794364694,41.74607716866202,43.75511739938668
57,66.75946496033144,68.04019378339191,41.38842097295019
58,56.50958554560615,42.26302428590267,55.84834687949635
59,57.45410191933938,70.87406997106538,44.60114344929449
60,68.98116241839374,60.68880436575419,67.4555411297443
61,61.04670733606494,67.65288354983394,52.245438561166814
62,70.88530231559649,56.610151330456546,61.15537585297234
63,68.96959040117396,45.80317461245454,52.729389989188824
64,53.98281886591363,46.962844153307614,66.35381640594466
65,74.46033694107554,57.12881586241602,47.22656848718261
66,53.830661434042554,41.73777409040052,20.356137695362328
67,50.77434311286437,66.40870940721541,31.435102104067745
68,41.371733589583826,47.60208008506698,53.32066762550334
69,65.37948004936759,64.2402469211311,65.03628968706933
70,67.35260329302041,66.75922411867374,44.64216571003206
71,64.52884641337553,40.47014453141383,32.971885421692065
72,68.13011815109648,48.12223079071938,39.20693981944418
73,54.736549631377926,49.70753093400703,49.713763301853234
74,38.551685663863665,65.35231739287094,53.33014036295869
75,66.33249061602955,62.296268891178656,62.85089734005063
76,57.512211046600896,40.188216382557215,24.824252997498007
77,64.37746126927004,49.24259471996769,41.756101567058025
78,61.32047407685269,50.88710062469052,65.06166230406207
79,66.71930847700598,49.80186958605368,48.34367110295096
80,75.79744180354294,51.892710252249735,24.641501230228254
81,48.43613243459105,56.73425299218057,40.4071148325504
82,69.0246837555923,58.05928215359145,36.05063780678902
83,49.490195060869006,41.16157300390707,47.86366531845451
84,63.31657797751069,61.974309238206004,51.99940960329177
85,73.79688387592395,64.67177011849226,46.00702649247199
86,60.56037235568576,60.56393862222972,54.74617024061517
87,56.46213044406235,56.49051473783939,49.73280036869919
88,65.01387207668823,46.62400552331015,56.501169619379084
89,73.4194555113998,54.97873322618675,70.21430523179099
90,63.22185895819826,48.2324281372242,56.99854599892166
91,67.56385835259762,74.1641172291643,43.745477639289696
92,45.11884388769358,41.91181718999101,44.60263630953583
93,55.636669962329506,66.24745312590365,30.186792075325258
94,67.23963406862734,63.97160689335097,51.86309106356473
95,52.03167222377385,71.58625926736651,50.42964978494852
96,57.80833406647086,55.87574033572855,45.11707051907151
97,55.20322230634948,57.092432680321465,44.45323985673239
98,61.03024039539113,59.56780690259529,61.05108033634444
99,43.79271498105142,64.2706415366305,54.0764440790013
100,44.71963905545969,72.98737247364167,30.687858870988233
101,61.947044844833634,63.71043863524894,67.0671651015499
102,63.19110627200139,35.20970212517605,45.947119422701384
103,75.40043550277835,61.251804477541754,55.790186035117586
104,79.53301484615365,58.24434725637372,65.16977030483451
105,58.64158616869782,57.60652643903447,48.51548763684674
106,35.60881820410705,52.32790717023449,67.56452430762539
107,60.69482190928678,59.240422744874216,65.01763617649691
108,43.4887432976485,60.34522548291041,65.33587665237512
109,47.563376477087076,59.417516490253384,51.049450643044956
110,69.88480118636008,74.1876147049728,54.97368289675791
111,66.07217922386214,51.80728363652117,64.07340118325725
112,49.598864273213515,55.77819217975567,56.381416167150576
113,51.94990255093426,45.04005831005276,52.14234464782608
114,70.20014247746707,53.95030109355018,36.979064178320655
115,51.128465466985006,50.69158588986278,36.14868330126994
116,61.29131186083994,53.768909073052825,40.283399869737266
117,73.52385775933875,56.039704208817575,51.33693578928186
118,75.88316447302414,62.44628320652285,38.86876172155624
119,57.52001895028247,66.84994744334116,60.17426130016165
120,65.46395628143402,37.94286179612027,42.08672774193203
121,70.98005279438013,56.32497017777465,54.29770689723444
122,64.28764234733899,42.14694938087768,54.75300249867369
123,55.356668101460116,39.89272893984073,55.504431117191345
124,54.329640172836726,52.82716504299068,27.3203408162204
125,51.23550724798607,59.171945878967534,47.521750686235606
126,59.93209147227395,56.84090689164518,47.89017317488365
127,62.578291948328015,49.035914302455105,43.394828172993776
128,43.34527611879659,40.55884685913127,47.199550405637424
129,60.03962693857726,49.40684315364749,30.122996019433288
130,60.82253635701791,51.02078588885164,54.64152601033039
131,56.48297171184037,42.005739536015184,34.00153292557258
132,31.59281726460486,45.275756167467996,48.412912242201436
133,59.81882419710064,54.48958677132344,37.127379188306875
134,73.95364634842282,57.07376302648787,59.166290017581375
135,60.70307635111795,49.150010992764194,28.642960288423836
136,45.4336559865201,55.78610816523236,37.70265192295718
137,62.297257807448375,62.91638038474598,49.442351858544306
138,61.15038947617287,61.26171616897386,39.15720844088336
139,56.763453490319364,59.05963999615956,50.85252765536567
140,35.334728885929984,46.46029064413501,34.482608207297424
141,56.58037081154437,55.81549455476232,70.3251288360625
142,48.67816550775431,48.41618747912523,57.595252657233786
143,42.551275442300714,57.91221842038625,50.65246694949056
144,58.168203822657865,72.42991553392866,57.94972500955684
145,41.17460372058964,50.419946802125104,45.894566556443515
146,54.62243570800396,65.02453505573297,50.098614400322305
147,46.00954274813506,48.847277843894624,35.67886749023708
148,58.5890219771472,55.875478512248726,35.06420325101753
149,59.246678230122214,49.35890949723774,36.26064010900125
150,54.29255153015041,35.98815986430679,43.74575678037945
151,63.64627346471775,47.69898550710836,44.05680647053276
152,52.164764671675876,61.179468878464405,28.88521008401436
153,77.35727545502967,60.25034058155135,85.1181404895792
154,54.09965131824416,54.75717113327516,29.801170762057094
