unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,JobQueueDepth,DiskIoWait
0,3.4213940702786534,67.87168808333934,45.929419594010774,61.6919299696095,52.16397302624317,48.563303392481785
1,10.879326405259528,60.24379389296641,58.35240999989252,44.95588663896483,53.14794940414216,45.70282188447877
2,17.722168205487613,41.56512244216587,53.01266639654162,41.33234237157089,40.06886566094983,42.491113247680815
3,6.056435153373744,69.68758846169999,37.41690227638322,61.844680373060555,60.06601014926332,65.45491243398986
4,18.165070052945268,47.964846749837925,52.890781171567426,44.458655193811765,59.745351851080315,43.767941743303034
5,14.934492552046454,51.967155471152736,46.86002737934735,31.159315984535436,45.619545027600196,63.490651829787375
6,16.94242765911381,55.84392265050256,54.81921918001523,53.733354208764375,25.854332078898032,42.17435477952191
7,23.75932265180702,54.34329225963259,51.18266877161492,37.92988423064529,36.52373789397326,70.28260468224849
8,14.452756708738939,51.28471087754955,47.20232789247196,37.407417620104255,60.52362076635134,48.654110493907844
9,5.676576249870933,66.69862033941118,57.02077958301654,56.5544916933515,54.6419951091149,55.59676580522104
10,15.262681583089975,49.905461993512546,35.11851775415651,40.2881500215798,72.7309335664509,59.05695829082579
11,12.908023143235393,77.02999509578255,60.239034976032244,41.125756615837474,68.35241980044208,35.05122965421309
12,17.64199210473011,55.524262003546625,67.00924048678995,46.31655067873445,46.25885453451216,54.846397614493554
13,14.0481229183174,48.61633868164845,47.895893913728834,56.11925162425882,42.86444267388007,37.842730076005964
14,9.738279969544736,61.91687686409966,69.87566849069827,59.22198239484137,72.91556642750044,56.801448831569
15,11.04332050825712,65.54221236205692,53.62519860633441,53.2004162966599,50.55958653923568,48.90974513099695
16,16.19089106223121,73.69207582225205,43.90799801472503,37.06497040763338,69.14262091845396,25.83265976598952
17,12.727879316197216,49.42682679756145,41.69708407624096,51.320896291759865,53.58914726128866,46.8360923301031
18,29.69873349489943,67.64739285555076,55.20374330115787,31.80163596488239,57.49944921818123,75.78548103547449
19,17.52631263996936,47.29698572412395,57.54762146170246,52.162556425715835,53.457490154488,70.17152425148998
20,12.553615572170468,50.64149507309586,63.660767585159526,36.972054897016015,42.18704255374928,63.78215337183302
21,17.098947727893698,53.25539205142135,29.170079328776456,42.18071025999626,56.0318064482997,39.978778308509554
22,52.45086015584524,55.446286020440695,52.03177126314987,51.19020618003878,28.903854845280705,61.77878444268167
23,12.525279061667586,70.0106527553718,55.34934740662622,41.85976274698591,24.902821650802732,65.69310264761314
24,3.7874616447115566,50.7557007068435,44.29856805716242,62.91147521837113,60.68596361770447,67.57770389574569
25,8.890818047451543,53.11022370080929,38.99559128744605,49.82381560588255,43.48477673635264,56.50312265925109
26,28.90284426756246,64.1428228824254,44.41829047800853,44.20663207894908,24.38839253738076,45.96961202365286
27,16.417901226113973,50.014769916986445,38.50006733009286,50.19761677759917,35.90330118009082,57.38497532263391
28,2.0349294806691707,62.61795791336178,60.36709827911548,62.95722187215375,49.08773684552008,46.70291178225972
29,16.725179987093497,34.88376221473046,38.068787492005875,51.95714968467951,66.11336892035806,40.92413418214937
30,17.337328278348693,57.57175971393616,40.49547609886929,43.533383573802766,30.316883974041577,51.08707837149664
31,30.26330711579302,49.190672841001714,48.887352911946195,40.90320674805117,34.37009989063915,41.50142576805522
32,14.900184894717839,50.70657315057915,59.20331561975302,74.78573630678828,52.429696814259664,46.953396933834156
33,46.024464142538314,47.901083842328575,70.16367283210273,50.839287688499326,40.52146615033121,50.91969505489543
34,24.838595793315392,50.631677141974805,37.66834351825649,41.51972841521608,33.22482244492177,62.92150671674768
35,20.13557599899,35.46099450598155,58.27201478136558,56.11978563393186,56.152884897445595,37.453256122281545
36,33.48664927695657,44.17677942314438,54.69319448932141,65.87313945141534,31.339079151417387,31.94404558714717
37,29.371982545505418,61.29925692069754,55.54567292400307,60.890439683664916,51.540235618283866,51.60307164433498
38,3.6000815982259193,60.755742501940574,43.50369665048558,44.35693922198666,44.96727112798154,57.17219691851987
39,-7.183352234499331,76.64453815281769,45.86592112933494,59.590123203980305,75.27276086398535,61.50680120835873
40,2.3023282241213323,61.30239638573383,45.09547165571163,53.08237972204968,36.566606073084515,61.01994241709504
41,7.518791694846673,73.77459460282638,45.79144530055233,41.09288737826809,45.20251490778396,75.45322728534276
42,31.09193282369415,45.92680108299487,51.796177671781,56.27599688375347,50.56829381420268,39.83833434531556
43,19.59089082826399,49.418643600543525,41.75659749547689,33.953114936732106,60.26132716107616,70.80029952309835
44,16.08774584036258,60.131498093995596,48.9172592797785,34.810323850016665,79.17636639852114,73.82260203556751
45,10.977410268430447,65.80469333579771,64.33518828984025,59.71074119354101,62.524029099226446,27.99060343987136
46,25.69036334665075,59.06780663574812,60.11197692529216,44.90104604802997,48.93577165369401,51.37902418989558
47,31.439690588039007,50.00346608212576,40.75051287632077,47.42186406991349,64.27275714819088,61.80048216959615
