unit_id,JobThroughput,InterfaceErrorCounter
0,36.67614161934296,34.81730919112514
1,33.095941524108135,31.330362704556386
2,31.855307536376852,33.03138004043164
3,21.65044837771243,22.679592920336212
4,35.55536745749811,47.0154665032599
5,1.4097325081977834,63.41141738877364
6,4.858990009886343,66.64598516196642
7,13.763745497749891,45.46896316419351
8,7.997454396247498,64.60077598044451
9,34.62245140948448,23.228730911767812
10,14.68525853698442,54.57240464518416
11,18.967182300658624,47.92414238206253
12,23.830958557540228,59.94204060073252
13,-0.3840518777767066,40.30284540927093
14,11.364835249119523,61.86890914767559
15,29.206254801216495,25.345037459894943
16,24.80406974306904,31.32437782033567
17,13.558159700743555,50.16388353464709
18,18.7955202334352,57.887568364038515
19,23.99844890140293,37.33258220198876
20,15.095337891898895,62.94461679425354
21,29.786016297699156,17.503025718165393
22,34.25823237921017,51.56245667658487
23,16.746765773664986,74.7302229206554
24,28.33191049929154,39.36511509720931
25,35.290624724755375,14.7148841889931
26,9.53655795064357,36.55346797798742
27,11.426646434385002,56.45231541943741
28,14.754233010186987,62.05250147960391
29,7.060882766147756,47.51459334204288
30,10.054842348667686,63.44545442628802
31,25.207187177878012,37.235334812071635
32,16.2075349779829,29.140515347070597
33,0.5829410783414932,47.89223115767691
34,35.31993593141128,40.35956018979488
35,17.765937007857936,54.58236888974994
36,20.015718086827324,32.96208880111252
37,30.9331821456746,39.99419652025172
38,13.399386068062162,62.335002022721845
39,3.3110873539631456,47.948784635625856
40,23.158441314472395,30.70828884378214
41,36.91011051735342,48.548752778493586
42,16.242279861847592,28.315181934021275
43,16.772781799749993,48.876955452333746
44,23.78713510671965,51.79497166996358
45,29.58445427920993,41.55231598411528
46,12.555071579931424,64.01010960575485
47,5.522771930521047,35.23148147321925
48,13.860948339092015,36.590012950325814
49,15.27429154815179,38.24255015146561
50,7.6264635589704515,71.28916302754493
51,-1.868954473919619,59.1266957996541
52,9.920713804716488,55.45191375060643
53,8.280569948358043,8.44070156438471
54,19.47525782934818,38.78472478555658
55,11.09398809873896,56.35094405240015
56,11.150720590363717,46.73552646113142
57,1.8842240841325193,59.30945466087667
58,-2.7758544798709286,74.171711369658
59,8.614408068550711,64.7005350710858
60,30.623799877802615,41.630341166427435
61,40.88447774553703,35.53803773643536
62,10.18927769519976,49.59983191423407
63,31.46915677224117,43.67952976869187
64,23.07744757899044,35.861842092687574
65,23.152509201635553,48.27822502102383
66,17.2992000434369,33.414454183938844
67,7.192946550768577,32.438762894284906
68,16.58503872249883,43.34088270577807
69,7.442765525683988,26.988082403050537
70,15.272444196181317,61.769728318401825
71,14.499124037155235,66.61625237257503
72,6.105958669172097,54.02292618974802
73,10.70997233975198,55.69151915170677
74,14.945733318310035,53.54235163383213
75,19.39379235364713,34.69889792204113
76,13.645903361260977,64.24814581698803
77,52.35436775656767,14.61793384631655
