unit_id,ConversionEfficiency,ReactorPressure,EffluentByproduct,ParticleSizeCat
0,23.220773074928506,83.10821188866706,-1.7052379155815967,71.3101178687117
1,4.4551562886809775,55.937342404066825,6.613453088992972,43.08509683501812
2,21.2063931586449,71.93684682156636,0.6968295794281243,50.63251921544515
3,12.95153120332165,67.4428731626094,0.3500705559772328,45.69720865401523
4,14.448937412348139,61.206018045342454,11.81294480255796,45.401096703972726
5,-16.617133937184864,75.23693236225475,51.13317764178924,49.970750305532285
6,19.564604715742647,78.243376784459,10.643280178278259,24.16456930613356
7,21.22682727915221,85.4155187040978,15.513082413516084,67.45798626395006
8,23.500446371025653,92.68577019606803,37.42015258081579,24.876566451235462
9,6.364368425402257,54.229344136546416,12.973422359792098,63.92014887404532
10,9.545708837557708,69.47123399900542,28.683936700832817,38.03505036992288
11,12.214921267192093,73.88955828321177,12.325546616320713,56.93907443429386
12,20.64534835916894,79.78314362960771,7.35960612854938,53.31562919479179
13,22.5498731413821,93.96667806635126,14.509684502621143,56.449646990763696
14,25.633364178301775,87.13616180748372,25.017254845352266,59.34582873484255
15,14.395826797327384,58.78495547018962,3.804077927217791,58.074324331225576
16,13.740623775695923,66.18558606465143,2.770222544239612,53.98907915979568
17,10.517701685322844,68.29147499572662,12.393914736731231,39.005827972564376
18,20.58469386873504,72.128543392833,8.808234793135178,38.27901696183404
19,13.66446724764014,63.59960149195557,21.487424833316208,35.01418076124662
20,27.079320897240386,85.79328115009938,19.696773949433844,58.67427339406318
21,-8.561369957446795,54.139495283045946,12.758207369643042,63.29438752674398
22,20.08035697365696,77.21128016817377,10.986437370263058,44.71404407212637
23,25.257480193248515,92.06568498775096,17.867726464187797,53.937454537323234
24,16.44727359919279,82.47032576840826,13.150383082005062,75.27837823930686
25,16.449463511811757,62.807113558226135,20.471049644022365,58.02724462079193
26,15.989451089824954,83.54941485900297,16.858518594577024,35.92431057422454
27,10.60128661832322,62.90820517677053,7.599657822976959,71.71789933038849
28,17.94360965385676,74.6336652575088,18.983812473733444,53.260392389800316
29,13.75101788010771,71.99663279953552,9.967699740943257,44.27833193608624
30,13.835358699145244,81.84357879724472,37.48189309312274,37.87259308213339
31,12.70530400882912,67.7435747176729,14.046549273654549,41.964000511292596
32,4.054364342005505,74.46182152572587,29.14133866290593,46.06394245386782
33,21.311086359747275,65.35286870717857,24.72548661906504,67.96863753000667
34,17.98881828823313,64.4327958240277,21.672435204827732,61.589614177153585
35,16.29515689982272,73.13457039784755,9.398087501628018,63.645127237136094
36,23.315978541311416,68.34171995848254,18.84936756793416,43.801702032837724
37,20.588467599282655,81.66871693259179,10.150761117952054,66.76678422471139
38,14.988956904350495,65.18548769377233,14.548214341473017,72.75763538793878
39,22.37197302974505,74.47769862831834,19.062703707959198,43.97354319488086
40,13.719579757856156,60.00759712370881,12.66732788484273,72.44812990271359
41,18.93883343521171,83.48817434413331,6.352520137147757,63.11468697917235
42,17.668809797834445,78.33028549092228,14.091200872069496,60.547027425687894
43,21.95943835054502,71.70823004073614,14.065361830615322,57.32343138842082
44,22.075976722346063,67.2447941921361,-2.9661293398905197,41.49286952022123
45,15.001212494403076,67.21152119240705,7.9411098520605865,72.40825452507941
46,22.28748063236259,89.67777588263327,7.067107468254048,64.60033942304389
47,17.6400800034112,87.73786194931792,1.8584013173242724,47.14347671296552
48,17.884965019373873,70.53939298511106,13.993907444510194,53.83584391783186
49,13.604828585529683,82.95552875621708,-3.090609287699719,38.31074449698245
50,6.623222551443961,80.98294872657627,19.304007214507436,56.55473820453769
51,0.7250848265846743,88.50063888974509,21.279292734252408,63.3407619694239
52,3.009550635953535,80.68572502638379,37.21434740597831,58.388107675005536
53,16.5260113490999,69.5177270975841,8.261060041831328,50.704035721757734
54,13.227319239545889,72.30160590803284,-6.610084523832635,51.48659886607056
55,14.160525494783318,79.21409079877238,26.631000668488433,39.85752521628517
56,18.437504122495067,84.02510052978663,4.084415237848194,47.77847530189287
57,15.538769765307753,66.49982589426433,25.222456275128874,73.4254390622296
58,17.77949826146983,84.02451309434004,18.565683072152286,54.353962032017876
59,19.261205245315665,88.2759992714221,2.2707868526605264,41.986381651459055
60,15.292735426364702,56.44201020007563,6.243736857080669,62.7653073448878
61,17.83118831811349,56.5095913045313,20.534062701586635,69.17931115879037
62,2.714904722278459,76.26649859024529,32.91336619226453,56.093760602550034
63,20.208036534449846,86.31678884271602,18.956696185585717,53.96912186349162
64,27.051257600388606,83.26252219075235,12.38423196293495,38.77295803992602
65,18.42106931049163,79.23837884114279,10.418874205545054,52.970739459438605
66,26.506658939778404,95.43142900328755,23.26023485968319,38.95088624371739
67,20.68790599551237,96.21803490753146,15.375465583488939,53.90882166680343
68,9.466103312378438,59.33797505660484,15.64833551313841,29.782913907020315
69,11.884273977103359,83.83503186227813,24.10966459541494,50.85506178298035
70,2.4475206401724163,72.15340970197009,12.749228576123565,45.83171935865398
71,19.459909000788727,67.36519881306964,8.291018235031514,65.62555699603575
72,-5.389171884956679,71.3718886430694,39.82310515156006,68.65501946611424
73,-0.752053470313093,67.8749230869143,32.982805856034396,37.08022312953214
74,-3.7890933044999455,79.42911212258464,23.8747376828445,47.35620255949643
75,21.415740755961597,72.2629856665221,21.242877036364366,67.01137747842296
76,3.410654542300575,68.53948622678337,46.20468062071892,54.32482840453057
77,3.3379565706838035,43.26779123000628,2.748612880323474,40.92463216685295
78,26.130726515868556,76.99840288665814,3.5388956127077424,44.644905237400515
79,21.680439639183426,80.65635603841835,1.4635952283218003,35.60106408244058
80,17.4832996108794,78.97757946062144,5.60771395327727,26.033176678926367
81,7.5324061359428205,62.277715945298375,16.5461003925904,37.19454628573062
82,3.645809636060638,55.690528674368906,23.93974644922076,59.467260786248865
83,13.496437538589076,69.03751462967018,24.040248829211997,49.67787695963317
84,19.620571136381653,65.18331337202197,1.3069078107871963,67.97405839757414
85,18.708942281939056,61.47042682645757,9.542775251456828,62.998826926607826
86,-0.04721502316433179,67.43166822017437,23.272926964070507,31.73359403849928
87,15.08295990125211,56.17550562329163,2.232384301993644,58.965127397251074
88,18.898999781199393,82.11743916342954,16.84375070278058,52.812547884013426
89,7.949142022054649,83.6266642066771,22.765376189485313,53.12559746051368
90,18.462127327413704,76.11866959233024,-4.022815542259721,38.60910548612161
91,11.522509969503103,62.83324272559345,33.41860508960775,58.161215946650735
92,18.346072037448625,77.12728467697406,12.286477146592212,39.28864132133639
93,11.337215026480932,63.32205960133476,10.605254572511933,44.331806310696074
94,17.671629922180855,80.15752968724507,19.103318566062,49.06886068241909
95,7.328221912489632,60.62186395206037,11.17852313802831,38.4844671967808
96,18.056058982108897,82.12394215126166,17.74478978856542,50.29738556382609
97,14.767241361590184,75.19079076709374,26.016519173918418,52.07338564935293
98,3.215196332572434,81.5512171823926,22.339538331236923,63.12400366502783
99,20.253376144341505,74.36175975952354,23.247940467047762,31.903300108860936
100,16.419261381542004,69.26900240298244,17.64522065535381,42.90928121817258
101,21.319955192952456,85.22371592330191,13.711390439048188,55.34930385378017
102,12.865130433088723,60.5351791666629,18.393597070004635,70.48146320446058
103,11.329595037701877,62.37681017566999,22.766842888184893,64.27837056092199
104,16.66447131609485,78.48263358826358,4.961873879692329,52.43797783343074
105,25.947295188042254,87.2502631749788,-2.1932674569531514,48.01462166159042
106,20.07583291035168,76.7198675485215,0.012716710923420749,52.796648281207055
107,9.375936906762984,62.17283943743378,8.495230848524454,48.60753290121619
108,17.063912419065687,92.6037989471576,12.111562591717776,54.929310175450794
109,18.948577585428346,73.0454678156547,15.70584618749039,46.135010391566816
110,21.93964344711909,68.46924780224437,6.122214110842856,56.72615381935422
111,12.179087071000446,61.36238945998218,13.998092170052036,40.5684836778604
112,15.167937822945174,79.66748964492638,23.82771228389726,35.285432872912054
113,14.27574242607299,64.3364096928325,-0.3234565324963299,45.31921771792591
114,12.007047454929198,88.02953779909004,7.986892486738036,50.08912693080373
115,12.696212193803603,59.37658832773386,22.63444198156894,79.60832541394176
116,14.516722385711914,64.01500031613402,19.97621511682631,48.12118469197998
117,16.5191593198919,67.75778751249511,14.721478306115518,60.32986530230038
118,30.987778312774097,87.5498651314639,15.53123069610849,39.967053856293504
119,14.021989997655007,72.5387309133249,8.401879443032264,63.64886661085338
120,15.01773381954478,57.717419581864114,18.867865297955674,60.239603038287555
121,25.711183292188544,90.4576564614356,26.355755392393736,36.2001132616796
122,19.770991731248476,77.76643174247874,3.898625825367006,34.842465238616306
123,10.840828695266211,61.43570373146621,4.4323499324944615,72.30534669220592
124,14.490118335170816,38.98485710936307,15.842711568899343,47.46671370932821
125,6.619779514378035,61.88425598099211,44.589305671068445,49.753493858356926
126,18.35506569721054,66.73849873639266,12.810691320367624,37.21071164619188
127,28.257668317006456,88.25241547009057,19.927791820684604,56.02828633728642
128,23.95142455875995,81.66525714875137,23.21030655164261,46.02002659132104
129,7.304462159805912,52.57550841219494,16.013034883137426,60.3244233737408
130,15.536987994778254,76.93984598564894,26.548958529190852,50.68283393944964
131,23.74068195770486,86.9782774370925,0.8586102286559143,32.271960465810146
132,9.811134656039076,78.60824202767337,7.97910607477108,29.41258637365997
