unit_id,ConversionEfficiency,ReactorPressure,EffluentByproduct
0,7.858481815483334,88.11596620273696,16.594913211071386
1,20.620206455355987,78.77779239863905,11.804083373127032
2,15.358152215127724,86.9224881635239,-3.380505809756295
3,8.538164593090892,70.02518708746179,7.484739946016856
4,23.055360415048916,78.51671051043365,20.483449067824893
5,21.0845554252048,84.213069478883,10.903874945474447
6,19.70873562666945,79.76357914381045,18.869766542662575
7,20.18370176466629,77.24529219386811,10.7471179402168
8,13.319631756265272,90.95422065324884,35.23783699718528
9,8.311979007744212,70.8822534874648,12.60735904838807
10,14.237334297156835,64.88306480823576,16.222201515737456
11,11.531436463764914,72.38010965211242,23.443782667654656
12,11.574951551884835,64.07502596032633,20.011386648242926
13,20.49851915754986,75.5648489421798,23.308945294288588
14,17.345706056178233,89.21708615062418,21.566286849553357
15,20.02423940499987,80.95411271529466,19.301526007237477
16,20.95692466814492,69.87875990494625,5.1805904471704824
17,23.08157981732398,82.90002739204458,6.687961760209766
18,13.79230600086713,51.62239166063582,7.809679743105288
19,17.572461053633553,88.91337328512618,8.878336000721394
20,10.71134839627976,80.3135542984737,12.045974583121668
21,5.83372771521228,80.2405585275907,19.993875974565487
22,10.610771264940846,52.60386315025217,16.256781545412824
23,20.204421183380585,73.28354255622257,8.412534934309216
24,8.850270133647012,92.13153517344995,36.38350496280572
25,12.042499248823706,85.30837662286847,23.039122885610546
26,-0.1244207570770405,58.06213692261744,24.178549030932665
27,18.34011060430616,67.18791527081922,17.766278084449056
28,20.96737397497748,89.69193188926651,24.34892973547532
29,18.564860061387023,75.47113305638977,4.846118687307406
30,18.45587032930173,75.37763478288066,9.70378621498537
31,19.432413871603796,58.072829685962496,7.314881590710558
32,17.650485847907014,89.83395907359824,14.941976013564952
33,16.88521063691664,57.43487873600821,14.367919192432225
34,25.388575108245675,62.48087667948616,6.42347332178249
35,20.101048633010308,84.39084947608686,11.71276304829738
36,18.481532082863843,69.27357071350825,13.189715705121056
37,19.56325892222077,68.53886068929049,20.24422130668425
38,18.451521585780263,91.27906822990506,16.685727239857908
39,16.077478189025683,85.13313374597475,19.05560444946409
40,14.998899353919331,83.37942604292074,6.886348342639783
41,8.889468346970059,62.355419532284245,9.837461595615821
42,15.284851428898504,58.805280710496454,25.22335286130987
43,17.95455529719037,75.2611177268962,7.022510430447678
44,26.99217930451819,72.11717172570097,4.303516037655381
45,18.72375397704054,64.37986451962779,26.043606225512544
46,22.546657912057334,69.64698197484127,14.861227333367623
47,13.42392451120119,61.763191858587646,18.41258395068071
48,23.331547995511244,76.44674041923882,11.559501086478585
49,18.561259103230743,69.1178807137023,23.49026914735751
50,-14.31503289522259,76.83208145276367,38.630774811797544
51,28.172301981672156,90.4245526124487,13.185549416083486
52,17.112857463920786,72.5104868457977,15.683587734021458
53,9.353323245151612,53.66841174052073,14.042101901621884
54,24.291665372744305,93.4889538996312,22.10765463760464
55,9.355008507522733,62.39693415768337,4.766177977445826
56,14.009379427359004,72.41398734660488,21.475984873861506
57,25.15055519533054,84.59721743490526,2.700743227529129
58,24.620922726329997,88.1667559865542,4.559001060969646
59,19.437212477875665,85.71274441951138,2.546106720008755
60,20.62723233506667,69.66322368529892,14.058150952273461
61,10.96996915872173,58.96360221568091,13.326129923917014
62,14.483603812958268,59.18906558795378,21.109782669716857
63,22.845173685081726,82.30477682219284,13.978484162900486
64,15.641274576578972,76.46872003803378,8.354690839668866
65,10.117641932955028,100.20933252402747,10.424674900944535
66,16.318287017023206,88.30341052584443,16.381928814024224
67,25.003772124623485,91.93747200628674,19.488130000772372
68,18.266134036350863,60.827934421461315,11.09102118550581
69,11.981667324379398,80.59807150811356,9.854114853277693
70,20.986548798699637,87.29365905639727,7.396331509580476
71,9.704757728063598,72.62875533106717,17.914344291695674
72,20.232860582157052,70.28327948574089,39.31693393877294
73,18.463809861652763,90.53992092589648,10.2845376581365
74,23.848598749590035,86.40059446053594,20.339917524340688
75,11.80501812400724,72.55307178352831,3.1203936357577486
76,14.726336133537261,89.71567388921066,9.044204176072817
77,22.968923307860788,105.57665523222312,8.189637045681344
78,19.90903129238104,88.76016803607094,17.02951994240022
79,-2.953624708803187,66.33636184457197,26.86374404234762
80,6.849272713520157,45.47219050643151,23.333187685007616
81,18.437836430422088,69.31346678323139,4.69379575720058
82,18.792484716652243,82.91684468808417,18.53587417437786
83,-14.640679277614257,43.740341076130605,31.411599988070844
84,21.21006785819266,84.01533467752924,9.454574144118052
85,20.014656209889406,85.06662566824191,15.514813838734725
86,15.149575259494044,72.6994648281367,14.696686418123772
87,15.06822573856682,72.43331497543512,7.349374992379278
88,21.56723528231226,84.20355192567412,9.55095259352822
89,4.0537574475823295,86.13553233997034,31.63635575648325
90,14.204509377679244,58.23265399229972,6.431393914723967
91,13.354760188161023,55.873725420122405,21.88770324637979
92,26.354024456731956,83.03756671726008,3.0813729918800847
93,23.107350166534527,79.4400537095196,9.844136132915072
94,-2.3209563525861943,58.956767838159564,22.004627117574877
95,10.622139759184833,57.48580386981733,26.462723024072464
96,28.675841093666172,91.66136106816056,17.01413204639279
97,5.435761124106392,63.63303621611817,24.130353275606204
98,13.835909323135548,63.09887846911457,17.590271860203973
