unit_id,EffluentByproduct,ConversionEfficiency
0,13.309902863054129,19.96252898919859
1,11.931538763850014,13.509231362784135
2,29.378776463408922,11.999144240451283
3,1.240994316380938,11.910471415631685
4,10.194957907958058,15.936452174084033
5,8.402134255379366,13.395748323015264
6,22.25750087400786,14.038711555028105
7,20.006303562544336,16.800827160244488
8,24.879188190811846,16.47184003842513
9,4.141276874967005,15.423464827404915
10,7.751695633120458,20.680503979571256
11,14.000912159288724,22.846671263063634
12,25.181718602459533,-2.315119834869635
13,0.43323838417180127,20.756712546570814
14,35.249667409764065,-3.470562024654747
15,0.31518389392543256,17.504609329460617
16,13.685319464360097,32.830898153137134
17,17.704852218735027,11.083300960048696
18,15.405660917686316,16.52882805679629
19,5.080053507448422,22.99541722228947
20,15.483277795499784,20.57376592530025
21,-1.7133370438351267,22.654820143154456
22,19.21153919036003,11.482498023625457
23,11.261160597471456,14.548433688218257
24,19.44385674539197,18.959030244485113
25,16.63909802405238,18.001178125740815
26,8.331271094974191,15.088499211782105
27,15.368993588924049,20.743060283555273
28,19.96877778014773,14.096842366165214
29,11.250128019103615,23.65616845547877
30,32.495931789105384,-5.530428510674119
31,43.64000756405753,4.177100807643276
32,25.62790886572837,-1.4738712475896767
33,20.832010135592245,16.60966214419086
34,23.66573028222014,20.202495670506885
35,7.92834174836794,12.792387260815316
36,31.423756745572646,19.01966036139394
37,8.119307714329603,22.72330524771556
38,0.27831269672096504,18.316627510546297
39,29.23144862376659,-8.484526063757908
40,29.317611750683664,17.59990756571903
41,12.724466180943802,21.060584400797723
42,18.298409311515016,22.58120725602083
43,34.903571787854176,-7.6424683622045535
44,20.73500686609196,9.97188656011904
45,-0.8734517646577267,18.775529706375526
46,20.3507664464994,22.65719881510309
47,-2.018960352067708,23.262480801801217
48,12.83783901272379,17.452860570085896
49,17.25761098772096,20.011326524713077
50,8.608832269484932,12.470475129292206
51,22.312738641536647,4.431958256218692
52,8.829334731176516,23.491809876490624
53,13.725886676509496,11.331161671380574
54,35.45778807584807,17.087188772184444
55,0.5384146737167388,18.501361971253207
56,17.918317267283307,21.076181378455324
57,6.497967249605815,19.777028298604783
58,27.564465209996907,3.8680796183951105
59,9.729056225357986,24.44746113400762
60,8.853767039056613,22.990553686695137
61,15.02546587626447,16.246625426987464
62,19.882996771695503,19.844487146261663
63,19.332956577482918,17.997686566203875
64,27.89214920498013,-12.49600922584008
65,8.877857671724115,4.972117900004386
66,9.755607304623043,20.90911866685738
67,12.567753981016565,19.155874217597265
68,4.00177672713941,7.868605630346316
69,10.473242908721895,24.18078514097346
70,14.814115137757295,17.87672452322448
71,1.9058479193842395,20.425078009043023
72,10.529402376357572,10.66213075520116
73,-3.78352415763284,23.74952266512078
74,5.0974456156282955,18.94628346483877
75,26.582454748838302,15.446934504137037
76,9.18822038760293,19.224635134632926
77,13.816240224440424,17.443204777637252
78,24.36635707115336,18.824593022130806
79,10.552994850311364,26.569540459256896
80,15.391596945609933,19.21820822265905
81,13.655110273993639,13.6288442590771
82,32.17730006361816,20.256013063275148
83,13.439660469624064,11.818930742801092
84,7.4657210577621775,16.015984949484626
85,8.589374386278948,19.53111459057169
86,24.34050537278192,22.116458992680137
87,19.180911723722165,-0.14647299444140766
88,-1.8147954826773702,18.345099224404517
89,15.969840530946684,14.160775050043803
90,20.578033950764468,4.2502222304239385
91,8.341943994139333,17.523969847457813
92,17.684370354067198,25.891191214907753
93,25.75941822177086,7.332552579831487
94,9.179488188207644,21.14933441563013
95,11.68311674976603,22.345711843290598
96,6.9333707466354415,25.71957083453498
97,-9.046992582680721,21.499297669281667
98,15.48037334124744,23.399215172909663
99,11.275508378920456,25.09174950646762
100,21.180623472043052,20.861767295743935
101,2.4018520644925765,14.708491009429405
102,-7.812547262618676,17.8298231451754
103,13.018066115657689,18.443954131720655
104,21.711717743187464,19.1429744709343
105,-4.247151684905917,20.273768336984276
106,14.95132404249515,15.314033891093475
107,15.4544517372842,16.614681853444893
108,-3.4304820716017286,17.476942666591736
109,21.90867686210001,16.69119203252319
110,13.348041328708737,23.40229818522542
111,28.21504699236742,16.281172592937267
112,-3.2718404669452354,14.264883541206236
113,13.636039563793531,16.976421782006504
114,32.848389970728874,22.114933790583468
115,5.44865173429043,23.110908267000042
116,10.798877037145854,21.443014999412
117,14.991928055858434,20.224830708054107
118,10.653588086062976,9.44282451161251
119,49.58512179212609,-6.242819702998159
120,14.133157120764164,19.548334548370594
121,21.170226928117508,11.77870297908079
122,5.197295726047436,32.95588187670542
123,15.514257908930173,20.393350415686513
124,36.18557697856943,10.112437806843651
125,8.545039471284,24.537558869772255
126,23.778252824277082,13.255479263106693
127,28.199396057448855,6.025726866023394
128,24.613663753154928,5.29229095320008
129,-4.358458898035831,11.496389835156712
130,14.250263814458783,25.453428561005985
131,28.51549435504855,6.955080153558575
132,24.692223226684987,20.992307774644708
133,28.2342371843606,24.601418596519988
134,16.323281672046747,24.590129953307297
135,15.121632856215871,24.701438276766588
136,19.673316626868914,15.396793848869905
