unit_id,ConversionEfficiency,EffluentByproduct,do_RegenerationCycle
0,16.464831470234216,11.637927563984402,75.0
1,18.69022402448654,2.521437191430998,75.0
2,14.744916379581491,6.01092112711979,75.0
3,9.760286615797767,16.160904873919495,75.0
4,22.73230015144169,-0.8194949596356409,75.0
5,20.970874181327616,14.233955137223223,75.0
6,17.51336250330728,15.456078601019012,75.0
7,16.147349206562467,15.59021457767531,75.0
8,22.202165144220242,1.3435106224871323,75.0
9,15.670177858464985,10.878595497790664,75.0
10,18.813873003090386,7.603947011922521,75.0
11,27.87485759138443,-0.7350142212488873,75.0
12,17.962409778709855,-0.7988395200549441,75.0
13,22.40909291005748,-0.8269886385881993,75.0
14,17.90421822146138,10.376636712091598,75.0
15,10.054851899833757,6.199441584373651,75.0
16,23.168258724748338,7.890165585277833,75.0
17,13.880443704855463,1.4750840414517814,75.0
18,14.539293940479698,21.197125898885087,75.0
19,16.134262027914673,2.453195800557136,75.0
20,21.396859105600623,1.3004185237430548,75.0
21,16.349985346585203,-1.4496360790626923,75.0
22,15.263781953176153,5.58717347517924,75.0
23,17.598112275808724,14.066588958346323,75.0
24,18.174953473359945,13.066597827072604,75.0
25,24.62011768866143,-2.3880802679928568,75.0
26,10.922130100555613,6.222235642099803,75.0
27,19.111310558214242,3.71432501829573,75.0
28,21.85768458200999,-0.2875601808806252,75.0
29,14.981620230297073,3.2059240254012913,75.0
30,24.416553377424083,-9.189060082838505,75.0
31,23.151471737816525,6.405738501926553,75.0
32,21.487938767342552,9.818854151196422,75.0
33,16.179011734715235,35.37995569098284,75.0
34,12.873024205750957,10.380313694415998,75.0
35,24.597125949501923,16.85171741885297,75.0
36,22.55929028827844,4.862627974199979,75.0
37,21.92663908485658,12.288432442465087,75.0
38,14.979692500576355,9.048617349386685,75.0
39,25.555000602385338,6.228891409454432,75.0
40,21.6786776030492,-2.582299876546248,75.0
41,22.267307564831242,14.492513934017648,75.0
42,19.136808852458337,8.695132443148115,75.0
43,17.107643602344424,13.312255945484948,75.0
44,20.803752824967017,9.231596907301817,75.0
45,25.88040006079069,-3.0115628402095105,75.0
46,6.82317978644482,13.632846207589502,75.0
47,11.610002612669938,8.85678220494907,75.0
48,21.41777346848672,9.974733729529538,75.0
49,15.558469219758337,-4.119119302035777,75.0
50,17.93723348464816,9.376541320123911,75.0
51,9.054305925563028,2.0508053898812744,75.0
52,19.066407134802343,14.117891709715527,75.0
53,24.416221393615892,10.564557062714846,75.0
54,26.828085303916293,1.1701645481775929,75.0
55,27.079753916378444,20.527284787535145,75.0
56,24.72718355492484,17.530308111120355,75.0
57,16.673732952547766,4.165904731585927,75.0
58,23.152541746651636,10.927414554711582,75.0
59,20.248973336758873,4.8660510311519065,75.0
60,17.243837399947402,12.619904855216559,75.0
61,20.13203569297992,11.901063025722106,75.0
62,12.98101279680314,17.689065700711694,75.0
63,23.61902665711235,13.62905014118519,75.0
64,21.550325290096033,6.178450715670483,75.0
65,23.595357710650596,1.7571722471968982,75.0
66,28.31648608126309,5.363951143561667,75.0
67,25.90460174564263,12.295076367164974,75.0
68,18.323532201452995,4.26629727234393,75.0
69,20.88761236754947,10.238667186857498,75.0
70,20.150516686229132,20.399655007730956,75.0
71,17.121610317014813,1.5497151551503556,75.0
72,21.908106378799435,-1.8566889096881969,75.0
73,15.16017749134933,15.97843957613657,75.0
74,19.554075311397405,9.988097783499622,75.0
75,21.64733194386613,11.37715755412948,75.0
76,23.64017068087447,18.066083489348063,75.0
77,13.392196179372974,-0.7953431113832998,75.0
78,25.20530648015825,29.020118624722468,75.0
79,11.556685080379198,-0.35743830394936715,75.0
80,15.675480027310702,11.493436343461262,75.0
81,17.733726004773814,15.195404376543795,75.0
82,11.255866247190646,8.037266303915954,75.0
83,21.39347366892756,11.389844213259794,75.0
84,19.332711801831284,15.563893030499466,75.0
85,19.328455044661027,16.73396781122647,75.0
86,15.306730593087511,9.772112016781005,75.0
87,19.14382725728381,10.069461867932135,75.0
88,17.1170387783882,8.190435733135239,75.0
89,19.250656900511864,6.324045427215337,75.0
90,15.48035395756802,17.184092360400562,75.0
91,20.95296493147229,9.65209799333288,75.0
92,23.1016996506695,15.633728313983617,75.0
93,12.942979029828836,3.8351741312218195,75.0
94,20.914639746552428,3.051981952428985,75.0
95,13.063520060566752,2.6875423100855658,75.0
96,18.35281553788063,14.869432234905585,75.0
97,14.268115518520112,11.511734242894082,75.0
98,12.59404364105919,4.383060305922708,75.0
99,23.260944775752925,12.021094859930052,75.0
100,20.179298248396876,15.038123497221669,75.0
101,11.055698114381673,21.455877413828592,75.0
102,20.051224491907835,10.817679160702038,75.0
103,22.282323951680535,0.7544753880559742,75.0
104,21.15482411785913,33.70361314358509,75.0
105,11.84742345967631,9.86517846849396,75.0
106,19.218122355258856,15.25593444562669,75.0
107,28.46380469217543,11.366862676078352,75.0
