unit_id,ParticleSizeCat
0,32.25418762264437
1,44.51038282669412
2,46.072309951853164
3,52.04329494262977
4,22.864901694279776
5,47.365464849316346
6,50.97452187122701
7,34.11997233828156
8,49.097704432466195
9,57.834609609785915
10,39.82119652660467
11,36.99223615490587
12,61.07294671631745
13,32.881206564267444
14,70.51378173549666
15,40.99123127692372
16,46.174196104826855
17,42.167662337372064
18,78.77523291608628
19,54.6145066401419
20,39.35778109913481
21,52.9595840205875
22,48.49412790460598
23,52.69693286053681
24,71.86280146054979
25,42.51255199977925
26,69.62825162588597
27,53.4178321325749
28,38.91975669331267
29,40.62446205270413
30,60.456793683402815
31,64.43516814682854
32,44.19252959613622
33,21.0769323839974
34,36.149542356371576
35,54.00255235770629
36,59.39700904781471
37,66.84781587963245
38,55.00986002730232
39,69.41598167088313
40,43.39485369440378
41,55.2717919390137
42,67.04691745166521
43,43.01169744884396
44,39.68942760452061
45,47.109234489205264
46,55.9454062143013
47,46.49309784943532
48,45.27198126175928
49,60.6111191627854
50,51.284905703715054
51,52.321161552070755
52,61.60917463608371
53,46.6547407744534
54,36.617637231934076
55,56.69936621528492
56,59.867195091846526
57,34.58892709958974
58,56.340676777949696
59,56.198839727331624
60,54.260346355040134
61,45.62603819758036
62,55.20239303953171
63,53.127375363858555
64,51.80425273931979
65,58.2160891207837
66,39.17148933220189
67,37.671539620227335
68,19.868835614161853
69,26.29757082856096
70,49.6223538227521
71,43.31602897682718
72,31.46156486479325
73,29.140208325396145
74,62.5692703819738
75,48.838628317741346
76,60.338880357037105
77,65.48357349204971
78,51.166451228193296
79,23.352018444833448
80,67.2532922054055
81,47.88892457980195
82,30.21283398000081
83,46.48552890374624
84,47.705884686688016
85,42.48822754652055
86,52.82102570928501
87,48.537731090537065
88,45.85035633216348
89,41.158941498027424
90,63.66595308046844
91,48.74023892758938
92,41.86232721305291
93,54.047794141621125
94,59.79976868969427
95,35.198759052903746
96,53.36287674177754
97,54.515638666124396
98,57.16928814437084
99,42.02738442783119
100,41.927921640299274
101,40.457194247076856
102,59.32527044759691
103,30.14761674419043
104,75.92404498525939
105,42.188546167940295
106,41.302871049165915
107,58.0617183794941
108,53.80318711990435
109,42.87503215413124
110,43.02636840638907
111,38.7251010686499
112,52.761619939522525
113,21.484254265408786
114,51.71327982773309
115,40.350883953595016
116,45.10889492283699
117,42.083259689980096
118,52.89652985418274
119,62.13718487187198
120,42.572293448734904
121,36.44984252368585
122,60.34671772139037
123,61.809899344709244
124,46.767162886073066
125,63.200770930715585
126,55.2367353794093
127,51.420395189705474
128,61.169106732360156
129,47.32849770377327
130,44.50389216958717
131,61.758773977375014
132,41.74187695009754
133,66.47743674383675
134,24.13402669099466
135,49.35658607511228
136,60.44000920089352
137,66.20587759995851
138,62.07886964026674
139,57.35857209833491
140,47.20935465034231
141,46.14815520713855
142,45.76204707436893
143,54.88695101638867
144,45.70645856574588
145,57.16053218587193
146,47.4673309211241
147,39.817080668078326
148,54.187326079630225
149,42.85007803040664
150,48.39346678196494
151,51.93384823600808
152,39.28333765086014
153,42.8476379058678
154,46.54494201429165
155,48.329782686318744
156,50.56838649774522
157,45.75625400196748
158,58.980484090459356
159,50.074282004625864
160,62.459121476472475
161,32.271395911286234
162,28.102669756419196
163,46.77844380408431
164,59.24651671903352
165,37.39130945322553
166,54.2801518561944
167,64.8681636964577
168,41.66169356274127
169,31.817253462781228
170,58.15082319380797
171,54.72829522537398
172,61.83892320137237
173,59.17609220728412
174,47.793456111510416
175,40.91992175510874
176,57.64779093772875
177,51.62553481753052
178,41.0902176730422
179,42.90870338356691
180,60.447715725060746
181,30.63291133123009
182,64.95037362536203
183,50.08086165109374
184,45.58312418888001
185,51.595571810432034
186,61.99166192834035
187,54.957736757479644
188,45.63423525662299
189,47.09791289132414
190,45.72083343816119
191,68.85457919133131
192,34.43948268497154
193,43.38791668829758
194,70.50102122254201
195,53.04473955511713
196,40.25569161966977
197,29.885491421762055
198,56.67672652378926
199,47.28006229445159
200,63.75966247690751
201,63.194156876945634
202,41.62434472761921
203,25.110961091080004
204,68.9517925762102
205,50.10418287725187
206,60.14678303175725
207,58.354052172209954
208,58.624449061630195
209,45.18209272464891
210,48.05645196836377
211,62.99626561936576
212,47.175422889244295
213,44.76409137627614
214,28.804939491500257
215,54.1417789035457
216,54.2365109933717
217,49.36973935326454
218,72.05729577384206
219,70.02251441380469
220,40.77124556896824
221,71.12025139332515
222,38.98847871084987
223,31.760411330666592
224,53.29737241952096
225,54.43508427100598
226,34.10931130583289
227,38.76542386392667
228,64.95311798555457
229,43.967572874945205
230,54.20965959993668
231,39.06540086052415
232,44.23537303841335
233,57.59398012332593
234,25.531668240347983
235,47.070923434204346
236,67.75094430825216
237,69.80682251774353
238,56.148247764302454
239,71.34669625353885
240,54.338694145860316
241,47.850105864133035
242,31.236199228999265
243,42.31336916337237
244,56.095552129264775
245,39.142433414091
246,43.98731697362551
247,66.00222192957698
248,54.60875757457159
249,52.39068672425949
250,33.93747879446458
251,38.161112985472855
252,46.38779468964477
253,60.45989692972631
254,51.382046655338335
255,55.75272968441493
256,52.4191345404475
257,40.829888676069
258,42.99286717502086
259,58.30237428017725
260,30.708832907033642
261,52.59387108275423
262,56.758031875558245
263,47.22621657376648
264,65.0156321014777
265,63.59331120992342
266,58.33821251148701
267,49.78101725749043
268,60.456635351258214
