unit_id,HarvestBiomass,GillHistologyScore,do_FeedRate
0,47.25805406688105,9.303027661754932,0.0
1,57.659664584256845,10.001551372745093,0.0
2,49.73744826068941,8.949382163857646,0.0
3,55.55516326027756,9.584417112400534,0.0
4,64.90827652553567,10.075556431144568,0.0
5,53.56570693522676,9.083230398846673,0.0
6,51.71568888569288,8.95835579049993,0.0
7,62.58665035279782,8.056651603721544,0.0
8,63.321433018615274,8.936884767074499,0.0
9,47.486190579345326,9.722261045462108,0.0
10,33.70709397876604,9.88819148592351,0.0
11,50.13462597054844,8.754598305486486,0.0
12,58.546530415018836,9.422260772342588,0.0
13,48.78446391540621,9.776954133137574,0.0
14,48.324336560192904,10.156992200348487,0.0
15,36.67765598169396,9.83491784892014,0.0
16,50.51337245849648,8.821719417801665,0.0
17,61.76257576303506,8.620852769363632,0.0
18,30.261800177180866,8.871136804504104,0.0
19,44.9009928222821,10.3298778710323,0.0
20,38.689629925455186,9.309142112023752,0.0
21,61.5941475696094,9.251559201323818,0.0
22,32.71796012489749,10.105648584825165,0.0
23,50.88899717466332,8.805423378915856,0.0
24,55.354512401490474,10.132802543681938,0.0
25,38.08244756018392,8.978943793503422,0.0
26,41.04892576115921,9.45442576081191,0.0
27,46.51051058718908,10.076540820510777,0.0
28,48.24142000499068,8.587982351553217,0.0
29,43.01517868049725,9.53231683011152,0.0
30,29.843697688450515,9.29721758462709,0.0
31,61.58574494528581,8.61911547627259,0.0
32,46.86066481824358,8.150623416413257,0.0
33,51.45243296551587,9.460090235797017,0.0
34,57.55616325176136,9.348068646491566,0.0
35,45.881133989983844,9.149621351270131,0.0
36,45.02672240138424,9.499104425144335,0.0
37,59.3996725362658,9.707362389204558,0.0
38,63.08821242715809,9.236976082219723,0.0
39,51.63218522411105,9.005355039002286,0.0
40,55.32221800034652,9.818340562896742,0.0
41,19.22813892602178,9.621281312528208,0.0
42,48.27709413681331,9.176082219617674,0.0
43,58.485045914359574,9.163945585616085,0.0
44,46.053921387133954,9.577902362639149,0.0
45,26.66806155239635,8.82497980796765,0.0
46,56.99874031482382,10.892813022905123,0.0
47,36.22357049033394,8.9807433648837,0.0
48,51.87540307218492,9.005278548293308,0.0
49,30.43193480656513,9.176551265558103,0.0
50,47.47144273810711,9.675639966869902,0.0
51,57.07920900323473,8.724943107184414,0.0
52,38.70067651684605,9.17074017412508,0.0
53,16.321912484847797,10.53799334498649,0.0
54,36.922384761122345,8.387541115603199,0.0
55,49.48540420667907,9.858983169937149,0.0
56,35.609716830830976,8.627213041033823,0.0
57,58.7835797455658,9.572604471534842,0.0
58,57.80796860731206,9.388399033981894,0.0
59,43.99931743919915,9.950810281804,0.0
60,58.75264908226186,9.333733418341659,0.0
61,51.96107754291418,7.925794056347516,0.0
62,52.224043566319125,10.16548616675416,0.0
63,39.81167656035972,9.509451968750978,0.0
64,46.18086640341821,9.934800179495975,0.0
65,31.362330349135032,9.758650599814876,0.0
66,35.99989579414111,9.566971325332474,0.0
67,54.14342301225623,9.207051610619724,0.0
68,36.74048644829877,8.680596524257298,0.0
69,66.36457486843354,8.22047821942527,0.0
70,42.600266632063615,9.516218664651337,0.0
71,44.23455055347459,9.746546527208144,0.0
72,53.77392896771627,8.78538562685431,0.0
73,51.418976055271166,9.052378943713036,0.0
74,61.756078494754796,9.045325152249536,0.0
75,61.72555616381797,9.355470595623814,0.0
76,23.70103431727375,10.007080042898423,0.0
