unit_id,ProductTiter,LDHRelease,do_set_GasSpargeRate
0,14.51619027605132,21.471770944221603,75.0
1,8.400898296301397,10.854454978799875,75.0
2,17.859284645000024,8.441306679596567,75.0
3,15.726067867058863,2.1106684096443464,75.0
4,14.339676190124004,19.938724418788603,75.0
5,-0.8283374903710414,22.904816365985553,75.0
6,15.087478191571305,9.261823663857893,75.0
7,7.8006291537870425,13.24289719845138,75.0
8,7.316619115904842,13.345019601778233,75.0
9,8.588864268320261,0.0186256525826618,75.0
10,8.599048483398064,2.611424235757152,75.0
11,11.983418670685616,8.013722130869516,75.0
12,4.198716281126757,15.368374316475869,75.0
13,7.245918387556976,12.397634077424796,75.0
14,-14.964728848478352,42.31381394144229,75.0
15,10.876580061196254,13.712373901046545,75.0
16,9.916642649707866,8.147693006201244,75.0
17,9.474409058133805,9.592569890965033,75.0
18,10.162658503864781,3.2967540718850605,75.0
19,12.56463402552415,6.552694110311215,75.0
20,-3.35095098287062,24.04141004284228,75.0
21,11.348810895021803,19.70949515508369,75.0
22,7.374954659612635,27.834573928361657,75.0
23,6.508941616124782,2.1430588932257972,75.0
24,5.434016214481408,11.69493521948528,75.0
25,10.047549192413959,27.300891928576668,75.0
26,6.738660575117095,2.4841884626912396,75.0
27,6.276306554021188,8.37486509510357,75.0
28,-6.270559540635902,19.632123613464355,75.0
29,6.785168068309041,18.349835718513674,75.0
30,9.905265279148628,6.178754737411182,75.0
31,11.053286349984258,21.793642105171056,75.0
32,1.4173611510733304,13.66440939253831,75.0
33,5.544137786699431,15.76634032897369,75.0
34,2.49654428391362,4.131212222198712,75.0
35,3.645485192510715,-0.36135432798550937,75.0
36,13.475670445276325,8.24931336257058,75.0
37,16.013534995408065,7.480431474360067,75.0
38,6.875265639278558,8.851687104172576,75.0
39,11.450591348920398,23.7225410270506,75.0
40,1.9520277802358343,18.984318532991452,75.0
41,-1.6612678697540892,15.391930679382194,75.0
42,7.236639029770169,11.832206069116193,75.0
43,9.06734608080187,14.996760500374169,75.0
44,16.626575598806568,16.906056365965306,75.0
45,6.197666230649169,6.717398515300606,75.0
46,14.931162510520533,7.53086251935,75.0
47,6.3514779200653235,-0.2237887313620277,75.0
48,14.277727461113418,13.219884586608948,75.0
49,7.88804658004548,9.732293151234959,75.0
50,9.719503201225848,7.691954507003775,75.0
51,10.373446460774364,11.271870095482825,75.0
52,5.511403412085291,13.51736487655382,75.0
53,3.6359640474866275,17.45448311749529,75.0
54,-14.413550510474263,39.49233166752944,75.0
55,15.318658456748983,17.662059862385128,75.0
56,24.586009164558554,8.167665866598808,75.0
57,11.478062423574965,14.684951740018585,75.0
58,-6.663488982897796,18.803548585684922,75.0
59,10.651312370268476,24.007691167995368,75.0
60,9.954320398914192,13.792043311356595,75.0
61,15.245412200555624,5.22675762260032,75.0
62,8.981619959687707,8.827190239473461,75.0
63,12.748766020025897,5.465645190907628,75.0
64,11.9969136709315,15.065158653789824,75.0
65,4.3719436386662185,8.238220642291033,75.0
66,14.049946829505338,13.973947433492755,75.0
67,11.104066225316796,18.874131197473016,75.0
68,-3.3148895902111364,36.61082730955511,75.0
69,8.148520195874095,5.300907690961216,75.0
70,8.738939915985902,0.5553712954116978,75.0
71,-10.757216930116481,18.50954016665591,75.0
72,9.422658029400086,1.8249992427496498,75.0
73,7.128719184357345,14.245517049944027,75.0
74,17.556860867872164,12.482616324323097,75.0
75,16.902400826121028,20.31803449823809,75.0
76,9.110090362875077,11.950705048821767,75.0
77,8.652764739911662,5.322304315148219,75.0
78,11.684196861559952,17.92744129543056,75.0
79,14.100690876899291,20.91539599253317,75.0
80,11.85858961808962,-2.839760469900437,75.0
81,14.034082546368229,18.814166122331727,75.0
82,4.262107304182398,10.737129084525883,75.0
83,12.85200289538811,7.099792263344625,75.0
84,9.173342043699048,15.38145496126092,75.0
85,12.347228554247028,19.678394301268007,75.0
86,14.676904110174904,15.62347113865982,75.0
87,7.478096978471569,19.032114507309227,75.0
88,20.644460494292236,-8.223615181290606,75.0
89,0.18252639836656215,9.86628850681376,75.0
90,4.200045109878289,22.726533482839763,75.0
91,7.8741133817290905,27.0126392175864,75.0
92,-0.22285891605700314,13.407039826866729,75.0
93,0.6398901967318293,23.43399957915692,75.0
94,7.62002025913641,-0.44681799775909425,75.0
95,14.199370047927241,21.73506497554711,75.0
96,5.245839796283924,17.889121861054996,75.0
97,11.860301001355596,23.47721357945238,75.0
98,10.288735482674122,16.191790569925207,75.0
99,10.552323719937213,16.759245958782532,75.0
100,14.109248966738432,31.83469291404131,75.0
101,4.555547808861525,10.713725339922679,75.0
102,16.88291300645964,6.788411471895541,75.0
103,12.087424848197834,23.63820597920556,75.0
104,-4.078703001894404,27.01840296161919,75.0
105,12.68220121575498,13.538007024385756,75.0
106,3.012618048555882,19.0814235549082,75.0
107,11.697212952364636,18.28242722676236,75.0
108,6.334821777315977,42.73384412233516,75.0
109,2.7724475107596227,17.883098143276126,75.0
110,7.474791051996755,27.67220102487697,75.0
111,10.407155374909285,24.087171064813298,75.0
112,-1.7165707593613262,19.87055224212953,75.0
113,10.804757005557722,11.279820021189742,75.0
114,10.32997967509291,18.7938548382216,75.0
115,3.623582946272112,17.625382696385138,75.0
116,16.88630100435916,19.246088982776225,75.0
117,13.233950296587663,7.969512863647097,75.0
118,-10.758323337708259,39.69674719696397,75.0
119,-0.7028994973378095,33.46001305172203,75.0
120,-19.113493051875242,54.077623291553834,75.0
121,10.279440267064599,0.9833286863840804,75.0
122,-21.281643722076208,38.195404167490295,75.0
123,8.969450619469663,9.622175702157191,75.0
124,1.759156712961805,18.05993305512216,75.0
125,15.624886766161518,16.396993254787006,75.0
126,12.352752685028396,17.164371902012427,75.0
127,6.677944631772762,35.0828624533175,75.0
128,-5.116822810154666,22.950228182091802,75.0
129,10.611630464537306,14.987767734950275,75.0
130,14.875390282845672,22.609118553075056,75.0
131,5.393170543222034,10.102098446935406,75.0
132,-0.11162085230647367,-0.35763353922448715,75.0
