unit_id,ResidualChlorine
0,76.80109772400486
1,81.20253596725419
2,80.88912237914462
3,64.37243525197265
4,81.54098198700474
5,83.640743070054
6,76.64733212606255
7,74.99237176024242
8,88.6784353508034
9,82.0024989822185
10,71.78083097379924
11,74.30971762492081
12,61.50096012889032
13,85.4141647108381
14,82.86069685114595
15,76.98088766405017
16,75.13762021107168
17,84.00066871094572
18,60.116332520352834
19,79.81604258119178
20,79.42683513358509
21,76.32407568750462
22,46.631180788723434
23,74.82356523868239
24,102.61349213638634
25,79.7362006752326
26,56.162685330310595
27,71.19380940874419
28,89.77535274296967
29,74.51923328359968
30,73.19504573409286
31,65.53215040288917
32,87.78616110342998
33,58.12455848614858
34,76.11386621899699
35,82.80707042956588
36,65.75450479024781
37,65.66306441857596
38,84.62657950373688
39,75.96970255631513
40,77.66962707187383
41,60.19360805880997
42,59.530915499238205
43,70.82926314625887
44,83.2966321800408
45,77.90448589578143
46,72.69409624017774
47,60.057638804640646
48,83.12846312202356
49,67.37107777185753
50,80.58518391840497
51,95.04011679792211
52,76.2676170766266
53,48.96898719144308
54,93.55772849028855
55,59.377019882669124
56,67.56424530622671
57,83.92762922282722
58,94.19162049929338
59,77.18305617620918
60,73.27647968999844
61,70.92002487239843
62,56.60608621923201
63,80.72360520426575
64,81.9216635741851
65,95.38049145739392
66,77.25911709270886
67,90.933216000661
68,61.405259009080666
69,78.97879901885756
70,85.22478109066219
71,68.148265880868
72,75.15220506403494
73,84.16461793131938
74,92.36688449648601
75,67.07555331166213
76,85.14668356483915
77,102.31129889186407
78,95.00540600190901
79,65.93756118729357
80,53.836544852103366
81,70.26865874839483
82,78.77102138745259
83,42.09056172642595
84,86.17364069930933
85,80.35718017588714
86,72.28643127085414
87,67.53089374403186
88,83.75524632898292
89,81.62363051720438
90,57.63593404408542
91,66.7172237105394
92,92.19127492838423
93,76.12863724056997
94,57.93814441867955
95,51.410003666185894
96,99.9424547093028
97,65.92655007371921
98,62.12661139392756
99,53.76680101126581
100,73.13650248283106
101,89.98470950427213
102,93.25406476333299
103,88.54925413969472
104,74.04830956635557
105,87.58413855434956
106,74.48052141085657
107,68.89864429508944
108,62.13580012329052
109,71.00088841193809
110,87.28157150954806
111,63.90423030632249
112,60.95826976148809
113,57.120414548356216
114,97.36451399229662
115,66.93995246491242
116,77.1807462685147
117,84.54213352853711
118,78.82543311763514
119,76.64981312831665
120,73.35991083854086
121,67.0844092628417
122,78.85345158088242
123,79.61434111466257
124,74.37385160944862
125,85.23683995985746
126,76.72474193854173
127,91.01539808094633
128,79.46137745014207
129,61.32028477275819
130,70.73459755967552
131,75.74117593243662
132,58.28748082564815
133,49.42882119419894
134,57.04719148100212
135,64.66441885095091
136,63.93737412935551
137,47.7679802188823
138,84.38487210285122
139,84.41171521741843
140,72.92016361053636
141,87.33427173995817
142,67.63210697672
143,51.66576340941591
144,72.00483952193119
145,59.53108480209719
146,53.41799780191076
147,80.66715664488545
148,74.49988993952022
149,97.7607953975557
150,70.85992616403293
151,81.48900770840967
152,68.32573868502975
153,91.06720974004577
154,63.67025831977867
155,62.26443640447486
156,101.79968736278013
157,65.23527622693113
158,65.22856342373328
159,93.4111274090262
160,78.14164776210539
161,71.16096180886007
162,78.58656452257988
163,87.10097621100157
164,84.1857241640771
165,76.53658957076325
166,63.481788716462226
167,74.35040177043255
168,53.81990078346058
169,79.06407414475225
170,51.881591845611474
171,69.7334463927381
172,93.19511657064632
173,71.45922132337134
174,49.60245246359622
175,83.49273981678905
176,76.3956137123178
177,71.1680884498989
178,77.40880814072091
179,75.06190918546389
180,63.9966464376876
181,73.78143164446502
182,93.15408842266707
183,89.83040564942722
184,70.01446552547331
185,86.84291207124042
186,60.62275733170721
187,76.5932167538791
188,73.8628829727497
189,58.286129978350885
190,83.70252552830019
191,66.92791200649218
192,86.26721850889038
193,95.44023956432336
194,81.63137857298837
195,76.47100787528552
196,84.99189940194661
197,73.1056127729719
198,64.13333250839266
199,77.21884598809967
200,93.33086145231866
201,79.81406019298417
202,64.35936637925975
203,76.96756359773416
204,81.83072927692488
205,66.57785199955336
206,78.3288787403352
207,72.26710063291827
208,72.11725453763266
209,68.04175397712314
210,78.22224612467959
211,84.79651010797531
212,88.74653248646014
213,74.75018473763896
214,60.804546860559554
215,82.22363958844299
216,58.96109891108267
217,77.08907186292952
218,54.9807997525669
219,78.82341887343071
220,60.36202596325031
221,86.02010843637503
