unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry
0,9.37081349054684,73.45526296540878,28.128110400276555
1,16.745053604042035,58.53243750038425,16.56064898639628
2,13.354437634779858,63.904698807419805,2.5459996115663834
3,7.440829800104921,63.30340168206772,8.74972857899679
4,6.233069786694656,63.49626957003873,42.65693282154056
5,17.681317479373334,66.97686377675917,14.536917713161369
6,16.95160559061164,75.12284941433353,22.51153511916085
7,-13.111999685097981,82.76337465329243,27.00521041744172
8,24.138051068642568,76.24717444602541,20.0936052359582
9,16.530010875732387,76.04287670330258,9.89075003792202
10,-19.105909329070272,61.288853671881796,55.33223652759641
11,23.530815699131047,92.29341713953282,14.269921010877768
12,16.930561725107715,72.22205249691304,8.834594916857856
13,21.07346732212042,84.68561845901249,27.66005644077934
14,17.596821016703633,63.84693867769342,3.8808627053362503
15,7.771490093335782,54.42765120170801,4.18361127307559
16,-24.743846073717137,67.61287700188262,49.26138448875072
17,11.088474083158951,65.95684467652694,35.66534948496379
18,13.244379970664905,72.19956341653467,12.97823594872725
19,16.985613060455872,63.501887645905484,0.6539161663404318
20,8.82950278551685,76.54388125227909,19.05781477430388
21,13.345398431864002,58.60259452290816,20.156324834199843
22,15.398821470989123,85.26411429096369,3.284789382944817
23,15.95395184521745,79.09504428463678,15.420517023769511
24,19.051847799549314,74.40854848594915,11.743517766828438
25,20.75974826101313,83.9719070875073,7.826401120998394
26,14.388680769213757,63.65920123859238,11.652679027226565
27,1.520181763402641,61.82253406537914,25.19566437585983
28,19.980447610852686,78.55384824091075,36.044882730038765
29,13.722790143376178,72.20018586058868,26.953340358891623
30,24.176216211312806,85.43492019138168,13.876052630018945
31,21.53702526898503,84.90771316863326,10.523215245565229
32,19.254257476156877,79.9686252838767,21.463235179113575
33,15.749900413033712,86.23999301730498,18.362752154890174
34,12.549729320539994,74.80586137079965,13.211027811477006
35,19.65724190362296,93.59064559973106,11.053915582536675
36,20.237834638334338,63.5443021718801,12.666362202662732
37,-14.26393000976291,82.862333822603,52.48749875179078
38,8.55676164326448,74.31238870021389,14.942107367664004
39,27.502129688216314,100.49181885756973,15.070127175690153
40,19.972481785929187,76.33728457011337,15.572550776588752
41,22.252219667620302,65.58784302361916,-8.923150806919324
42,17.018474048115227,78.32707064465228,21.63650390643926
43,15.158173356314393,68.03307864425074,20.355299232678185
44,16.516781373595727,69.85343640235703,13.083244816968984
45,21.527597964476517,69.87941972753144,27.78726193467672
46,8.220885055365974,66.67268387960145,7.300080730525641
47,-7.259970894565594,44.867854655622125,30.53847088066383
48,19.21524971239148,89.90849183879747,5.8722643071600675
49,13.066901162753716,63.562291311852015,6.7620342422324935
50,10.838128215569672,59.34094016634574,13.949373184059233
51,10.450409662334781,61.71866680531879,21.55118549780127
52,16.001857397132262,81.7696775235612,15.078741217051823
53,18.527969610630354,84.8039611365584,17.671330513834587
54,12.33577329128725,86.55247504024388,8.256279486077291
55,-21.19299235857448,84.88544608209568,35.40635220437656
56,0.46338605446456427,97.89979350130571,36.90036323471759
57,15.892494753800738,82.77056624935611,9.000698988562005
58,22.00079147392157,96.78000952650133,1.2230874188255854
59,5.286240242930834,77.41599516927974,20.28580759917857
60,18.899722539452103,76.9255872670094,9.798112032011103
61,20.584349245538384,74.62946271887617,8.100557887715304
62,7.620556736558932,55.4830232029923,19.55389415135534
63,15.349893033488923,93.4006749694235,17.02713275161164
64,18.162382317189433,74.32285443464555,11.86650159695909
65,19.937179960680147,76.6259574760675,-0.25089885063329653
66,0.46671851248170704,80.97548837621521,33.494321568195495
67,24.972046944292682,97.54793178364432,11.079428792608173
68,11.952575717861096,68.8839051949768,9.318149391623542
69,22.24535778875127,75.1977781745446,16.27516026899695
70,12.049499951451837,73.50537387402989,7.4488347765947385
71,14.680088045146421,70.39581788815069,19.821651654634614
72,18.898184863540088,87.80071473273358,23.1982441478254
73,13.72450569436523,77.907901005092,16.49562038495716
74,20.460171347052356,79.85207266024477,1.9080536103088228
75,22.47358480237059,74.05112263523094,11.914232935884753
76,25.051274375507973,83.78659173637318,7.317154472985961
77,8.558384149625205,63.08545715780508,15.934293965843104
78,4.737882280983648,108.99883841934593,14.313407154209054
79,12.419043538286969,61.65612625408022,3.018013402896867
80,14.882717427841484,69.93406857839737,12.888099174487651
81,0.43344857026580863,66.46317153201942,22.519147658730013
82,14.252256873488665,66.48229254716537,29.51496834168232
83,21.667536986999465,76.31893597594171,19.51914566115091
84,18.039391866116517,77.12569842683106,7.002233270938897
85,18.235951513834834,85.75603562987494,-1.7918997497328046
86,13.243793793781876,55.97358477587797,7.849323871644039
87,20.287415685802884,78.49292532244017,14.66134474984489
88,13.786196690099626,68.13794062368434,2.9367704992268706
89,18.097409620392863,64.19505534563643,6.273542073190616
90,16.075243428413017,74.60129281285616,15.11029437991145
91,18.974496024452424,80.104054714402,11.0137030795101
92,25.17702987503547,98.52131962568929,15.983844377472026
93,11.885346578707912,52.47921814478732,14.994255732936773
94,21.86741762418572,77.4463872514356,12.821746657077849
95,11.042383699984686,59.08768500372752,10.51730451816279
96,10.093349222438782,79.1102828787063,11.459715627418571
97,12.160248198462664,83.61051605335093,18.505557160201274
98,15.224437338828224,89.15106129075485,0.15390336950245143
99,16.379843953550242,83.79917949073835,14.069740491538937
100,0.39283732698525675,68.59752508649113,16.826345466267007
101,9.780189897172257,78.25390979945153,7.876077989102553
102,23.084927001454755,87.69710766381651,10.709077196827007
103,22.08287971973363,69.96247512283178,20.092903459150534
